"Site","WL1","DateTime","Site","WL2","MeanWL"
"STRT1",248.573,2020-07-05 11:30:00,"STRT2",248.568,248.5705
"STRT1",248.573,2020-07-05 11:45:00,"STRT2",248.569,248.571
"STRT1",248.569,2020-07-05 12:00:00,"STRT2",248.567,248.568
"STRT1",248.568,2020-07-05 12:15:00,"STRT2",248.567,248.5675
"STRT1",248.574,2020-07-05 12:30:00,"STRT2",248.566,248.57
"STRT1",248.571,2020-07-05 12:45:00,"STRT2",248.566,248.5685
"STRT1",248.577,2020-07-05 13:00:00,"STRT2",248.566,248.5715
"STRT1",248.572,2020-07-05 13:15:00,"STRT2",248.565,248.5685
"STRT1",248.576,2020-07-05 13:30:00,"STRT2",248.567,248.5715
"STRT1",248.573,2020-07-05 13:45:00,"STRT2",248.566,248.5695
"STRT1",248.572,2020-07-05 14:00:00,"STRT2",248.565,248.5685
"STRT1",248.572,2020-07-05 14:15:00,"STRT2",248.565,248.5685
"STRT1",248.569,2020-07-05 14:30:00,"STRT2",248.565,248.567
"STRT1",248.57,2020-07-05 14:45:00,"STRT2",248.568,248.569
"STRT1",248.576,2020-07-05 15:00:00,"STRT2",248.568,248.572
"STRT1",248.577,2020-07-05 15:15:00,"STRT2",248.569,248.573
"STRT1",248.573,2020-07-05 15:30:00,"STRT2",248.571,248.572
"STRT1",248.576,2020-07-05 15:45:00,"STRT2",248.574,248.575
"STRT1",248.578,2020-07-05 16:00:00,"STRT2",248.573,248.5755
"STRT1",248.571,2020-07-05 16:15:00,"STRT2",248.57,248.5705
"STRT1",248.578,2020-07-05 16:30:00,"STRT2",248.573,248.5755
"STRT1",248.575,2020-07-05 16:45:00,"STRT2",248.573,248.574
"STRT1",248.576,2020-07-05 17:00:00,"STRT2",248.574,248.575
"STRT1",248.574,2020-07-05 17:15:00,"STRT2",248.575,248.5745
"STRT1",248.577,2020-07-05 17:30:00,"STRT2",248.575,248.576
"STRT1",248.577,2020-07-05 17:45:00,"STRT2",248.578,248.5775
"STRT1",248.575,2020-07-05 18:00:00,"STRT2",248.575,248.575
"STRT1",248.577,2020-07-05 18:15:00,"STRT2",248.574,248.5755
"STRT1",248.575,2020-07-05 18:30:00,"STRT2",248.573,248.574
"STRT1",248.572,2020-07-05 18:45:00,"STRT2",248.575,248.5735
"STRT1",248.574,2020-07-05 19:00:00,"STRT2",248.568,248.571
"STRT1",248.578,2020-07-05 19:15:00,"STRT2",248.575,248.5765
"STRT1",248.577,2020-07-05 19:30:00,"STRT2",248.573,248.575
"STRT1",248.576,2020-07-05 19:45:00,"STRT2",248.575,248.5755
"STRT1",248.577,2020-07-05 20:00:00,"STRT2",248.572,248.5745
"STRT1",248.571,2020-07-05 20:15:00,"STRT2",248.573,248.572
"STRT1",248.572,2020-07-05 20:30:00,"STRT2",248.574,248.573
"STRT1",248.567,2020-07-05 20:45:00,"STRT2",248.572,248.5695
"STRT1",248.57,2020-07-05 21:00:00,"STRT2",248.572,248.571
"STRT1",248.571,2020-07-05 21:15:00,"STRT2",248.573,248.572
"STRT1",248.574,2020-07-05 21:30:00,"STRT2",248.572,248.573
"STRT1",248.576,2020-07-05 21:45:00,"STRT2",248.573,248.5745
"STRT1",248.573,2020-07-05 22:00:00,"STRT2",248.571,248.572
"STRT1",248.576,2020-07-05 22:15:00,"STRT2",248.573,248.5745
"STRT1",248.572,2020-07-05 22:30:00,"STRT2",248.57,248.571
"STRT1",248.575,2020-07-05 22:45:00,"STRT2",248.569,248.572
"STRT1",248.568,2020-07-05 23:00:00,"STRT2",248.574,248.571
"STRT1",248.572,2020-07-05 23:15:00,"STRT2",248.572,248.572
"STRT1",248.571,2020-07-05 23:30:00,"STRT2",248.571,248.571
"STRT1",248.566,2020-07-05 23:45:00,"STRT2",248.569,248.5675
"STRT1",248.571,2020-07-06 00:00:00,"STRT2",248.567,248.569
"STRT1",248.567,2020-07-06 00:15:00,"STRT2",248.563,248.565
"STRT1",248.568,2020-07-06 00:30:00,"STRT2",248.564,248.566
"STRT1",248.567,2020-07-06 00:45:00,"STRT2",248.564,248.5655
"STRT1",248.563,2020-07-06 01:00:00,"STRT2",248.563,248.563
"STRT1",248.558,2020-07-06 01:15:00,"STRT2",248.558,248.558
"STRT1",248.565,2020-07-06 01:30:00,"STRT2",248.558,248.5615
"STRT1",248.557,2020-07-06 01:45:00,"STRT2",248.557,248.557
"STRT1",248.557,2020-07-06 02:00:00,"STRT2",248.557,248.557
"STRT1",248.557,2020-07-06 02:15:00,"STRT2",248.557,248.557
"STRT1",248.553,2020-07-06 02:30:00,"STRT2",248.55,248.5515
"STRT1",248.555,2020-07-06 02:45:00,"STRT2",248.552,248.5535
"STRT1",248.558,2020-07-06 03:00:00,"STRT2",248.552,248.555
"STRT1",248.551,2020-07-06 03:15:00,"STRT2",248.549,248.55
"STRT1",248.55,2020-07-06 03:30:00,"STRT2",248.545,248.5475
"STRT1",248.55,2020-07-06 03:45:00,"STRT2",248.545,248.5475
"STRT1",248.55,2020-07-06 04:00:00,"STRT2",248.542,248.546
"STRT1",248.552,2020-07-06 04:15:00,"STRT2",248.544,248.548
"STRT1",248.547,2020-07-06 04:30:00,"STRT2",248.542,248.5445
"STRT1",248.547,2020-07-06 04:45:00,"STRT2",248.546,248.5465
"STRT1",248.541,2020-07-06 05:00:00,"STRT2",248.543,248.542
"STRT1",248.549,2020-07-06 05:15:00,"STRT2",248.542,248.5455
"STRT1",248.553,2020-07-06 05:30:00,"STRT2",248.543,248.548
"STRT1",248.555,2020-07-06 05:45:00,"STRT2",248.545,248.55
"STRT1",248.563,2020-07-06 06:00:00,"STRT2",248.541,248.552
"STRT1",248.551,2020-07-06 06:15:00,"STRT2",248.548,248.5495
"STRT1",248.559,2020-07-06 06:30:00,"STRT2",248.546,248.5525
"STRT1",248.557,2020-07-06 06:45:00,"STRT2",248.547,248.552
"STRT1",248.557,2020-07-06 07:00:00,"STRT2",248.545,248.551
"STRT1",248.552,2020-07-06 07:15:00,"STRT2",248.547,248.5495
"STRT1",248.557,2020-07-06 07:30:00,"STRT2",248.549,248.553
"STRT1",248.552,2020-07-06 07:45:00,"STRT2",248.556,248.554
"STRT1",248.569,2020-07-06 08:00:00,"STRT2",248.557,248.563
"STRT1",248.57,2020-07-06 08:15:00,"STRT2",248.561,248.5655
"STRT1",248.567,2020-07-06 08:30:00,"STRT2",248.562,248.5645
"STRT1",248.574,2020-07-06 08:45:00,"STRT2",248.561,248.5675
"STRT1",248.567,2020-07-06 09:00:00,"STRT2",248.561,248.564
"STRT1",248.571,2020-07-06 09:15:00,"STRT2",248.562,248.5665
"STRT1",248.573,2020-07-06 09:30:00,"STRT2",248.564,248.5685
"STRT1",248.574,2020-07-06 09:45:00,"STRT2",248.568,248.571
"STRT1",248.583,2020-07-06 10:00:00,"STRT2",248.571,248.577
"STRT1",248.579,2020-07-06 10:15:00,"STRT2",248.568,248.5735
"STRT1",248.578,2020-07-06 10:30:00,"STRT2",248.57,248.574
"STRT1",248.577,2020-07-06 10:45:00,"STRT2",248.569,248.573
"STRT1",248.575,2020-07-06 11:00:00,"STRT2",248.564,248.5695
"STRT1",248.573,2020-07-06 11:15:00,"STRT2",248.565,248.569
"STRT1",248.572,2020-07-06 11:30:00,"STRT2",248.562,248.567
"STRT1",248.574,2020-07-06 11:45:00,"STRT2",248.564,248.569
"STRT1",248.574,2020-07-06 12:00:00,"STRT2",248.557,248.5655
"STRT1",248.572,2020-07-06 12:15:00,"STRT2",248.561,248.5665
"STRT1",248.575,2020-07-06 12:30:00,"STRT2",248.568,248.5715
"STRT1",248.576,2020-07-06 12:45:00,"STRT2",248.568,248.572
"STRT1",248.57,2020-07-06 13:00:00,"STRT2",248.56,248.565
"STRT1",248.573,2020-07-06 13:15:00,"STRT2",248.559,248.566
"STRT1",248.571,2020-07-06 13:30:00,"STRT2",248.56,248.5655
"STRT1",248.569,2020-07-06 13:45:00,"STRT2",248.562,248.5655
"STRT1",248.576,2020-07-06 14:00:00,"STRT2",248.568,248.572
"STRT1",248.577,2020-07-06 14:15:00,"STRT2",248.569,248.573
"STRT1",248.582,2020-07-06 14:30:00,"STRT2",248.574,248.578
"STRT1",248.573,2020-07-06 14:45:00,"STRT2",248.568,248.5705
"STRT1",248.576,2020-07-06 15:00:00,"STRT2",248.568,248.572
"STRT1",248.568,2020-07-06 15:15:00,"STRT2",248.566,248.567
"STRT1",248.576,2020-07-06 15:30:00,"STRT2",248.571,248.5735
"STRT1",248.576,2020-07-06 15:45:00,"STRT2",248.568,248.572
"STRT1",248.58,2020-07-06 16:00:00,"STRT2",248.571,248.5755
"STRT1",248.575,2020-07-06 16:15:00,"STRT2",248.57,248.5725
"STRT1",248.58,2020-07-06 16:30:00,"STRT2",248.572,248.576
"STRT1",248.576,2020-07-06 16:45:00,"STRT2",248.57,248.573
"STRT1",248.58,2020-07-06 17:00:00,"STRT2",248.571,248.5755
"STRT1",248.577,2020-07-06 17:15:00,"STRT2",248.575,248.576
"STRT1",248.577,2020-07-06 17:30:00,"STRT2",248.574,248.5755
"STRT1",248.583,2020-07-06 17:45:00,"STRT2",248.571,248.577
"STRT1",248.578,2020-07-06 18:00:00,"STRT2",248.572,248.575
"STRT1",248.581,2020-07-06 18:15:00,"STRT2",248.571,248.576
"STRT1",248.582,2020-07-06 18:30:00,"STRT2",248.572,248.577
"STRT1",248.581,2020-07-06 18:45:00,"STRT2",248.577,248.579
"STRT1",248.578,2020-07-06 19:00:00,"STRT2",248.574,248.576
"STRT1",248.583,2020-07-06 19:15:00,"STRT2",248.575,248.579
"STRT1",248.587,2020-07-06 19:30:00,"STRT2",248.575,248.581
"STRT1",248.58,2020-07-06 19:45:00,"STRT2",248.57,248.575
"STRT1",248.581,2020-07-06 20:00:00,"STRT2",248.576,248.5785
"STRT1",248.579,2020-07-06 20:15:00,"STRT2",248.577,248.578
"STRT1",248.579,2020-07-06 20:30:00,"STRT2",248.574,248.5765
"STRT1",248.577,2020-07-06 20:45:00,"STRT2",248.575,248.576
"STRT1",248.583,2020-07-06 21:00:00,"STRT2",248.573,248.578
"STRT1",248.582,2020-07-06 21:15:00,"STRT2",248.576,248.579
"STRT1",248.576,2020-07-06 21:30:00,"STRT2",248.576,248.576
"STRT1",248.579,2020-07-06 21:45:00,"STRT2",248.576,248.5775
"STRT1",248.577,2020-07-06 22:00:00,"STRT2",248.574,248.5755
"STRT1",248.58,2020-07-06 22:15:00,"STRT2",248.573,248.5765
"STRT1",248.578,2020-07-06 22:30:00,"STRT2",248.572,248.575
"STRT1",248.578,2020-07-06 22:45:00,"STRT2",248.574,248.576
"STRT1",248.58,2020-07-06 23:00:00,"STRT2",248.57,248.575
"STRT1",248.575,2020-07-06 23:15:00,"STRT2",248.572,248.5735
"STRT1",248.574,2020-07-06 23:30:00,"STRT2",248.57,248.572
"STRT1",248.572,2020-07-06 23:45:00,"STRT2",248.565,248.5685
"STRT1",248.573,2020-07-07 00:00:00,"STRT2",248.568,248.5705
"STRT1",248.57,2020-07-07 00:15:00,"STRT2",248.562,248.566
"STRT1",248.574,2020-07-07 00:30:00,"STRT2",248.567,248.5705
"STRT1",248.572,2020-07-07 00:45:00,"STRT2",248.565,248.5685
"STRT1",248.572,2020-07-07 01:00:00,"STRT2",248.561,248.5665
"STRT1",248.568,2020-07-07 01:15:00,"STRT2",248.561,248.5645
"STRT1",248.566,2020-07-07 01:30:00,"STRT2",248.559,248.5625
"STRT1",248.566,2020-07-07 01:45:00,"STRT2",248.561,248.5635
"STRT1",248.567,2020-07-07 02:00:00,"STRT2",248.556,248.5615
"STRT1",248.568,2020-07-07 02:15:00,"STRT2",248.557,248.5625
"STRT1",248.558,2020-07-07 02:30:00,"STRT2",248.554,248.556
"STRT1",248.565,2020-07-07 02:45:00,"STRT2",248.557,248.561
"STRT1",248.548,2020-07-07 03:00:00,"STRT2",248.56,248.554
"STRT1",248.559,2020-07-07 03:15:00,"STRT2",248.561,248.56
"STRT1",248.564,2020-07-07 03:30:00,"STRT2",248.557,248.5605
"STRT1",248.561,2020-07-07 03:45:00,"STRT2",248.557,248.559
"STRT1",248.553,2020-07-07 04:00:00,"STRT2",248.553,248.553
"STRT1",248.558,2020-07-07 04:15:00,"STRT2",248.555,248.5565
"STRT1",248.554,2020-07-07 04:30:00,"STRT2",248.551,248.5525
"STRT1",248.548,2020-07-07 04:45:00,"STRT2",248.553,248.5505
"STRT1",248.561,2020-07-07 05:00:00,"STRT2",248.556,248.5585
"STRT1",248.558,2020-07-07 05:15:00,"STRT2",248.556,248.557
"STRT1",248.552,2020-07-07 05:30:00,"STRT2",248.551,248.5515
"STRT1",248.549,2020-07-07 05:45:00,"STRT2",248.551,248.55
"STRT1",248.56,2020-07-07 06:00:00,"STRT2",248.552,248.556
"STRT1",248.553,2020-07-07 06:15:00,"STRT2",248.552,248.5525
"STRT1",248.56,2020-07-07 06:30:00,"STRT2",248.553,248.5565
"STRT1",248.553,2020-07-07 06:45:00,"STRT2",248.553,248.553
"STRT1",248.553,2020-07-07 07:00:00,"STRT2",248.554,248.5535
"STRT1",248.554,2020-07-07 07:15:00,"STRT2",248.555,248.5545
"STRT1",248.548,2020-07-07 07:30:00,"STRT2",248.553,248.5505
"STRT1",248.558,2020-07-07 07:45:00,"STRT2",248.55,248.554
"STRT1",248.551,2020-07-07 08:00:00,"STRT2",248.552,248.5515
"STRT1",248.564,2020-07-07 08:15:00,"STRT2",248.55,248.557
"STRT1",248.553,2020-07-07 08:30:00,"STRT2",248.554,248.5535
"STRT1",248.556,2020-07-07 08:45:00,"STRT2",248.551,248.5535
"STRT1",248.549,2020-07-07 09:00:00,"STRT2",248.551,248.55
"STRT1",248.551,2020-07-07 09:15:00,"STRT2",248.551,248.551
"STRT1",248.556,2020-07-07 09:30:00,"STRT2",248.552,248.554
"STRT1",248.553,2020-07-07 09:45:00,"STRT2",248.555,248.554
"STRT1",248.553,2020-07-07 10:00:00,"STRT2",248.556,248.5545
"STRT1",248.552,2020-07-07 10:15:00,"STRT2",248.555,248.5535
"STRT1",248.561,2020-07-07 10:30:00,"STRT2",248.553,248.557
"STRT1",248.558,2020-07-07 10:45:00,"STRT2",248.557,248.5575
"STRT1",248.558,2020-07-07 11:00:00,"STRT2",248.557,248.5575
"STRT1",248.555,2020-07-07 11:15:00,"STRT2",248.551,248.553
"STRT1",248.555,2020-07-07 11:30:00,"STRT2",248.552,248.5535
"STRT1",248.554,2020-07-07 11:45:00,"STRT2",248.553,248.5535
"STRT1",248.556,2020-07-07 12:00:00,"STRT2",248.549,248.5525
"STRT1",248.555,2020-07-07 12:15:00,"STRT2",248.554,248.5545
"STRT1",248.553,2020-07-07 12:30:00,"STRT2",248.556,248.5545
"STRT1",248.553,2020-07-07 12:45:00,"STRT2",248.552,248.5525
"STRT1",248.558,2020-07-07 13:00:00,"STRT2",248.551,248.5545
"STRT1",248.552,2020-07-07 13:15:00,"STRT2",248.548,248.55
"STRT1",248.553,2020-07-07 13:30:00,"STRT2",248.546,248.5495
"STRT1",248.547,2020-07-07 13:45:00,"STRT2",248.55,248.5485
"STRT1",248.55,2020-07-07 14:00:00,"STRT2",248.546,248.548
"STRT1",248.549,2020-07-07 14:15:00,"STRT2",248.542,248.5455
"STRT1",248.546,2020-07-07 14:30:00,"STRT2",248.545,248.5455
"STRT1",248.545,2020-07-07 14:45:00,"STRT2",248.547,248.546
"STRT1",248.548,2020-07-07 15:00:00,"STRT2",248.547,248.5475
"STRT1",248.552,2020-07-07 15:15:00,"STRT2",248.547,248.5495
"STRT1",248.552,2020-07-07 15:30:00,"STRT2",248.546,248.549
"STRT1",248.549,2020-07-07 15:45:00,"STRT2",248.546,248.5475
"STRT1",248.545,2020-07-07 16:00:00,"STRT2",248.543,248.544
"STRT1",248.548,2020-07-07 16:15:00,"STRT2",248.549,248.5485
"STRT1",248.547,2020-07-07 16:30:00,"STRT2",248.547,248.547
"STRT1",248.546,2020-07-07 16:45:00,"STRT2",248.547,248.5465
"STRT1",248.55,2020-07-07 17:00:00,"STRT2",248.55,248.55
"STRT1",248.549,2020-07-07 17:15:00,"STRT2",248.55,248.5495
"STRT1",248.549,2020-07-07 17:30:00,"STRT2",248.549,248.549
"STRT1",248.547,2020-07-07 17:45:00,"STRT2",248.547,248.547
"STRT1",248.55,2020-07-07 18:00:00,"STRT2",248.544,248.547
"STRT1",248.55,2020-07-07 18:15:00,"STRT2",248.544,248.547
"STRT1",248.556,2020-07-07 18:30:00,"STRT2",248.546,248.551
"STRT1",248.551,2020-07-07 18:45:00,"STRT2",248.548,248.5495
"STRT1",248.542,2020-07-07 19:00:00,"STRT2",248.549,248.5455
"STRT1",248.546,2020-07-07 19:15:00,"STRT2",248.549,248.5475
"STRT1",248.549,2020-07-07 19:30:00,"STRT2",248.546,248.5475
"STRT1",248.543,2020-07-07 19:45:00,"STRT2",248.546,248.5445
"STRT1",248.545,2020-07-07 20:00:00,"STRT2",248.547,248.546
"STRT1",248.551,2020-07-07 20:15:00,"STRT2",248.544,248.5475
"STRT1",248.55,2020-07-07 20:30:00,"STRT2",248.547,248.5485
"STRT1",248.55,2020-07-07 20:45:00,"STRT2",248.546,248.548
"STRT1",248.547,2020-07-07 21:00:00,"STRT2",248.55,248.5485
"STRT1",248.544,2020-07-07 21:15:00,"STRT2",248.546,248.545
"STRT1",248.547,2020-07-07 21:30:00,"STRT2",248.546,248.5465
"STRT1",248.551,2020-07-07 21:45:00,"STRT2",248.547,248.549
"STRT1",248.555,2020-07-07 22:00:00,"STRT2",248.547,248.551
"STRT1",248.555,2020-07-07 22:15:00,"STRT2",248.545,248.55
"STRT1",248.546,2020-07-07 22:30:00,"STRT2",248.551,248.5485
"STRT1",248.552,2020-07-07 22:45:00,"STRT2",248.544,248.548
"STRT1",248.551,2020-07-07 23:00:00,"STRT2",248.546,248.5485
"STRT1",248.554,2020-07-07 23:15:00,"STRT2",248.543,248.5485
"STRT1",248.552,2020-07-07 23:30:00,"STRT2",248.55,248.551
"STRT1",248.548,2020-07-07 23:45:00,"STRT2",248.544,248.546
"STRT1",248.552,2020-07-08 00:00:00,"STRT2",248.542,248.547
"STRT1",248.554,2020-07-08 00:15:00,"STRT2",248.546,248.55
"STRT1",248.549,2020-07-08 00:30:00,"STRT2",248.545,248.547
"STRT1",248.553,2020-07-08 00:45:00,"STRT2",248.545,248.549
"STRT1",248.552,2020-07-08 01:00:00,"STRT2",248.544,248.548
"STRT1",248.548,2020-07-08 01:15:00,"STRT2",248.547,248.5475
"STRT1",248.547,2020-07-08 01:30:00,"STRT2",248.542,248.5445
"STRT1",248.547,2020-07-08 01:45:00,"STRT2",248.542,248.5445
"STRT1",248.548,2020-07-08 02:00:00,"STRT2",248.543,248.5455
"STRT1",248.554,2020-07-08 02:15:00,"STRT2",248.546,248.55
"STRT1",248.549,2020-07-08 02:30:00,"STRT2",248.544,248.5465
"STRT1",248.551,2020-07-08 02:45:00,"STRT2",248.546,248.5485
"STRT1",248.547,2020-07-08 03:00:00,"STRT2",248.542,248.5445
"STRT1",248.547,2020-07-08 03:15:00,"STRT2",248.543,248.545
"STRT1",248.545,2020-07-08 03:30:00,"STRT2",248.543,248.544
"STRT1",248.549,2020-07-08 03:45:00,"STRT2",248.543,248.546
"STRT1",248.549,2020-07-08 04:00:00,"STRT2",248.541,248.545
"STRT1",248.544,2020-07-08 04:15:00,"STRT2",248.543,248.5435
"STRT1",248.545,2020-07-08 04:30:00,"STRT2",248.538,248.5415
"STRT1",248.543,2020-07-08 04:45:00,"STRT2",248.539,248.541
"STRT1",248.544,2020-07-08 05:00:00,"STRT2",248.543,248.5435
"STRT1",248.545,2020-07-08 05:15:00,"STRT2",248.542,248.5435
"STRT1",248.543,2020-07-08 05:30:00,"STRT2",248.542,248.5425
"STRT1",248.549,2020-07-08 05:45:00,"STRT2",248.542,248.5455
"STRT1",248.549,2020-07-08 06:00:00,"STRT2",248.543,248.546
"STRT1",248.55,2020-07-08 06:15:00,"STRT2",248.543,248.5465
"STRT1",248.552,2020-07-08 06:30:00,"STRT2",248.545,248.5485
"STRT1",248.549,2020-07-08 06:45:00,"STRT2",248.542,248.5455
"STRT1",248.549,2020-07-08 07:00:00,"STRT2",248.543,248.546
"STRT1",248.557,2020-07-08 07:15:00,"STRT2",248.541,248.549
"STRT1",248.548,2020-07-08 07:30:00,"STRT2",248.542,248.545
"STRT1",248.544,2020-07-08 07:45:00,"STRT2",248.539,248.5415
"STRT1",248.538,2020-07-08 08:00:00,"STRT2",248.543,248.5405
"STRT1",248.556,2020-07-08 08:15:00,"STRT2",248.541,248.5485
"STRT1",248.544,2020-07-08 08:30:00,"STRT2",248.544,248.544
"STRT1",248.553,2020-07-08 08:45:00,"STRT2",248.545,248.549
"STRT1",248.539,2020-07-08 09:00:00,"STRT2",248.542,248.5405
"STRT1",248.544,2020-07-08 09:15:00,"STRT2",248.54,248.542
"STRT1",248.547,2020-07-08 09:30:00,"STRT2",248.543,248.545
"STRT1",248.544,2020-07-08 09:45:00,"STRT2",248.543,248.5435
"STRT1",248.545,2020-07-08 10:00:00,"STRT2",248.542,248.5435
"STRT1",248.541,2020-07-08 10:15:00,"STRT2",248.541,248.541
"STRT1",248.543,2020-07-08 10:30:00,"STRT2",248.544,248.5435
"STRT1",248.536,2020-07-08 10:45:00,"STRT2",248.543,248.5395
"STRT1",248.549,2020-07-08 11:00:00,"STRT2",248.543,248.546
"STRT1",248.539,2020-07-08 11:15:00,"STRT2",248.543,248.541
"STRT1",248.54,2020-07-08 11:30:00,"STRT2",248.542,248.541
"STRT1",248.54,2020-07-08 11:45:00,"STRT2",248.542,248.541
"STRT1",248.538,2020-07-08 12:00:00,"STRT2",248.54,248.539
"STRT1",248.544,2020-07-08 12:15:00,"STRT2",248.543,248.5435
"STRT1",248.542,2020-07-08 12:30:00,"STRT2",248.544,248.543
"STRT1",248.539,2020-07-08 12:45:00,"STRT2",248.541,248.54
"STRT1",248.538,2020-07-08 13:00:00,"STRT2",248.543,248.5405
"STRT1",248.541,2020-07-08 13:15:00,"STRT2",248.539,248.54
"STRT1",248.541,2020-07-08 13:30:00,"STRT2",248.539,248.54
"STRT1",248.539,2020-07-08 13:45:00,"STRT2",248.54,248.5395
"STRT1",248.539,2020-07-08 14:00:00,"STRT2",248.541,248.54
"STRT1",248.546,2020-07-08 14:15:00,"STRT2",248.541,248.5435
"STRT1",248.545,2020-07-08 14:30:00,"STRT2",248.54,248.5425
"STRT1",248.538,2020-07-08 14:45:00,"STRT2",248.542,248.54
"STRT1",248.544,2020-07-08 15:00:00,"STRT2",248.542,248.543
"STRT1",248.541,2020-07-08 15:15:00,"STRT2",248.542,248.5415
"STRT1",248.546,2020-07-08 15:30:00,"STRT2",248.544,248.545
"STRT1",248.543,2020-07-08 15:45:00,"STRT2",248.547,248.545
"STRT1",248.545,2020-07-08 16:00:00,"STRT2",248.546,248.5455
"STRT1",248.537,2020-07-08 16:15:00,"STRT2",248.541,248.539
"STRT1",248.545,2020-07-08 16:30:00,"STRT2",248.543,248.544
"STRT1",248.54,2020-07-08 16:45:00,"STRT2",248.543,248.5415
"STRT1",248.546,2020-07-08 17:00:00,"STRT2",248.543,248.5445
"STRT1",248.54,2020-07-08 17:15:00,"STRT2",248.546,248.543
"STRT1",248.542,2020-07-08 17:30:00,"STRT2",248.545,248.5435
"STRT1",248.541,2020-07-08 17:45:00,"STRT2",248.541,248.541
"STRT1",248.54,2020-07-08 18:00:00,"STRT2",248.542,248.541
"STRT1",248.541,2020-07-08 18:15:00,"STRT2",248.541,248.541
"STRT1",248.54,2020-07-08 18:30:00,"STRT2",248.542,248.541
"STRT1",248.54,2020-07-08 18:45:00,"STRT2",248.544,248.542
"STRT1",248.54,2020-07-08 19:00:00,"STRT2",248.542,248.541
"STRT1",248.538,2020-07-08 19:15:00,"STRT2",248.542,248.54
"STRT1",248.54,2020-07-08 19:30:00,"STRT2",248.542,248.541
"STRT1",248.542,2020-07-08 19:45:00,"STRT2",248.54,248.541
"STRT1",248.542,2020-07-08 20:00:00,"STRT2",248.543,248.5425
"STRT1",248.535,2020-07-08 20:15:00,"STRT2",248.54,248.5375
"STRT1",248.539,2020-07-08 20:30:00,"STRT2",248.546,248.5425
"STRT1",248.536,2020-07-08 20:45:00,"STRT2",248.54,248.538
"STRT1",248.54,2020-07-08 21:00:00,"STRT2",248.544,248.542
"STRT1",248.542,2020-07-08 21:15:00,"STRT2",248.543,248.5425
"STRT1",248.534,2020-07-08 21:30:00,"STRT2",248.542,248.538
"STRT1",248.538,2020-07-08 21:45:00,"STRT2",248.542,248.54
"STRT1",248.535,2020-07-08 22:00:00,"STRT2",248.542,248.5385
"STRT1",248.536,2020-07-08 22:15:00,"STRT2",248.542,248.539
"STRT1",248.539,2020-07-08 22:30:00,"STRT2",248.542,248.5405
"STRT1",248.536,2020-07-08 22:45:00,"STRT2",248.54,248.538
"STRT1",248.538,2020-07-08 23:00:00,"STRT2",248.539,248.5385
"STRT1",248.537,2020-07-08 23:15:00,"STRT2",248.538,248.5375
"STRT1",248.535,2020-07-08 23:30:00,"STRT2",248.535,248.535
"STRT1",248.539,2020-07-08 23:45:00,"STRT2",248.536,248.5375
"STRT1",248.53,2020-07-09 00:00:00,"STRT2",248.534,248.532
"STRT1",248.533,2020-07-09 00:15:00,"STRT2",248.534,248.5335
"STRT1",248.539,2020-07-09 00:30:00,"STRT2",248.533,248.536
"STRT1",248.535,2020-07-09 00:45:00,"STRT2",248.536,248.5355
"STRT1",248.538,2020-07-09 01:00:00,"STRT2",248.535,248.5365
"STRT1",248.541,2020-07-09 01:15:00,"STRT2",248.535,248.538
"STRT1",248.534,2020-07-09 01:30:00,"STRT2",248.535,248.5345
"STRT1",248.538,2020-07-09 01:45:00,"STRT2",248.535,248.5365
"STRT1",248.539,2020-07-09 02:00:00,"STRT2",248.534,248.5365
"STRT1",248.539,2020-07-09 02:15:00,"STRT2",248.534,248.5365
"STRT1",248.535,2020-07-09 02:30:00,"STRT2",248.529,248.532
"STRT1",248.536,2020-07-09 02:45:00,"STRT2",248.533,248.5345
"STRT1",248.534,2020-07-09 03:00:00,"STRT2",248.528,248.531
"STRT1",248.538,2020-07-09 03:15:00,"STRT2",248.532,248.535
"STRT1",248.531,2020-07-09 03:30:00,"STRT2",248.526,248.5285
"STRT1",248.539,2020-07-09 03:45:00,"STRT2",248.53,248.5345
"STRT1",248.532,2020-07-09 04:00:00,"STRT2",248.533,248.5325
"STRT1",248.535,2020-07-09 04:15:00,"STRT2",248.532,248.5335
"STRT1",248.533,2020-07-09 04:30:00,"STRT2",248.534,248.5335
"STRT1",248.542,2020-07-09 04:45:00,"STRT2",248.529,248.5355
"STRT1",248.543,2020-07-09 05:00:00,"STRT2",248.533,248.538
"STRT1",248.534,2020-07-09 05:15:00,"STRT2",248.529,248.5315
"STRT1",248.534,2020-07-09 05:30:00,"STRT2",248.528,248.531
"STRT1",248.53,2020-07-09 05:45:00,"STRT2",248.524,248.527
"STRT1",248.529,2020-07-09 06:00:00,"STRT2",248.53,248.5295
"STRT1",248.539,2020-07-09 06:15:00,"STRT2",248.531,248.535
"STRT1",248.532,2020-07-09 06:30:00,"STRT2",248.529,248.5305
"STRT1",248.537,2020-07-09 06:45:00,"STRT2",248.526,248.5315
"STRT1",248.539,2020-07-09 07:00:00,"STRT2",248.531,248.535
"STRT1",248.535,2020-07-09 07:15:00,"STRT2",248.527,248.531
"STRT1",248.532,2020-07-09 07:30:00,"STRT2",248.528,248.53
"STRT1",248.529,2020-07-09 07:45:00,"STRT2",248.528,248.5285
"STRT1",248.532,2020-07-09 08:00:00,"STRT2",248.527,248.5295
"STRT1",248.533,2020-07-09 08:15:00,"STRT2",248.526,248.5295
