"Site","DateTime","MeanWL"
"MOOS1",2020-06-16 18:45:00,166.196
"MOOS1",2020-06-16 19:00:00,166.194
"MOOS1",2020-06-16 19:15:00,166.1945
"MOOS1",2020-06-16 19:30:00,166.1945
"MOOS1",2020-06-16 19:45:00,166.1945
"MOOS1",2020-06-16 20:00:00,166.1955
"MOOS1",2020-06-16 20:15:00,166.193
"MOOS1",2020-06-16 20:30:00,166.194
"MOOS1",2020-06-16 20:45:00,166.193
"MOOS1",2020-06-16 21:00:00,166.1905
"MOOS1",2020-06-16 21:15:00,166.1885
"MOOS1",2020-06-16 21:30:00,166.189
"MOOS1",2020-06-16 21:45:00,166.189
"MOOS1",2020-06-16 22:00:00,166.1895
"MOOS1",2020-06-16 22:15:00,166.1905
"MOOS1",2020-06-16 22:30:00,166.1875
"MOOS1",2020-06-16 22:45:00,166.1875
"MOOS1",2020-06-16 23:00:00,166.187
"MOOS1",2020-06-16 23:15:00,166.186
"MOOS1",2020-06-16 23:30:00,166.1845
"MOOS1",2020-06-16 23:45:00,166.1835
"MOOS1",2020-06-17 00:00:00,166.1835
"MOOS1",2020-06-17 00:15:00,166.1825
"MOOS1",2020-06-17 00:30:00,166.1815
"MOOS1",2020-06-17 00:45:00,166.18
"MOOS1",2020-06-17 01:00:00,166.18
"MOOS1",2020-06-17 01:15:00,166.1795
"MOOS1",2020-06-17 01:30:00,166.179
"MOOS1",2020-06-17 01:45:00,166.179
"MOOS1",2020-06-17 02:00:00,166.178
"MOOS1",2020-06-17 02:15:00,166.1765
"MOOS1",2020-06-17 02:30:00,166.1755
"MOOS1",2020-06-17 02:45:00,166.174
"MOOS1",2020-06-17 03:00:00,166.1755
"MOOS1",2020-06-17 03:15:00,166.174
"MOOS1",2020-06-17 03:30:00,166.1735
"MOOS1",2020-06-17 03:45:00,166.1725
"MOOS1",2020-06-17 04:00:00,166.1705
"MOOS1",2020-06-17 04:15:00,166.1705
"MOOS1",2020-06-17 04:30:00,166.1675
"MOOS1",2020-06-17 04:45:00,166.1665
"MOOS1",2020-06-17 05:00:00,166.165
"MOOS1",2020-06-17 05:15:00,166.164
"MOOS1",2020-06-17 05:30:00,166.1635
"MOOS1",2020-06-17 05:45:00,166.163
"MOOS1",2020-06-17 06:00:00,166.1615
"MOOS1",2020-06-17 06:15:00,166.162
"MOOS1",2020-06-17 06:30:00,166.1615
"MOOS1",2020-06-17 06:45:00,166.161
"MOOS1",2020-06-17 07:00:00,166.1615
"MOOS1",2020-06-17 07:15:00,166.1595
"MOOS1",2020-06-17 07:30:00,166.159
"MOOS1",2020-06-17 07:45:00,166.1605
"MOOS1",2020-06-17 08:00:00,166.1605
"MOOS1",2020-06-17 08:15:00,166.1595
"MOOS1",2020-06-17 08:30:00,166.1595
"MOOS1",2020-06-17 08:45:00,166.158
"MOOS1",2020-06-17 09:00:00,166.1595
"MOOS1",2020-06-17 09:15:00,166.1595
"MOOS1",2020-06-17 09:30:00,166.158
"MOOS1",2020-06-17 09:45:00,166.158
"MOOS1",2020-06-17 10:00:00,166.157
"MOOS1",2020-06-17 10:15:00,166.156
"MOOS1",2020-06-17 10:30:00,166.157
"MOOS1",2020-06-17 10:45:00,166.1575
"MOOS1",2020-06-17 11:00:00,166.157
"MOOS1",2020-06-17 11:15:00,166.1575
"MOOS1",2020-06-17 11:30:00,166.1575
"MOOS1",2020-06-17 11:45:00,166.157
"MOOS1",2020-06-17 12:00:00,166.1565
"MOOS1",2020-06-17 12:15:00,166.1575
"MOOS1",2020-06-17 12:30:00,166.1595
"MOOS1",2020-06-17 12:45:00,166.159
"MOOS1",2020-06-17 13:00:00,166.158
"MOOS1",2020-06-17 13:15:00,166.1585
"MOOS1",2020-06-17 13:30:00,166.159
"MOOS1",2020-06-17 13:45:00,166.1595
"MOOS1",2020-06-17 14:00:00,166.162
"MOOS1",2020-06-17 14:15:00,166.163
"MOOS1",2020-06-17 14:30:00,166.1625
"MOOS1",2020-06-17 14:45:00,166.163
"MOOS1",2020-06-17 15:00:00,166.162
"MOOS1",2020-06-17 15:15:00,166.163
"MOOS1",2020-06-17 15:30:00,166.165
"MOOS1",2020-06-17 15:45:00,166.1635
"MOOS1",2020-06-17 16:00:00,166.1655
"MOOS1",2020-06-17 16:15:00,166.166
"MOOS1",2020-06-17 16:30:00,166.1675
"MOOS1",2020-06-17 16:45:00,166.168
"MOOS1",2020-06-17 17:00:00,166.168
"MOOS1",2020-06-17 17:15:00,166.1675
"MOOS1",2020-06-17 17:30:00,166.1675
"MOOS1",2020-06-17 17:45:00,166.1685
"MOOS1",2020-06-17 18:00:00,166.166
"MOOS1",2020-06-17 18:15:00,166.1665
"MOOS1",2020-06-17 18:30:00,166.167
"MOOS1",2020-06-17 18:45:00,166.169
"MOOS1",2020-06-17 19:00:00,166.1685
"MOOS1",2020-06-17 19:15:00,166.167
"MOOS1",2020-06-17 19:30:00,166.166
"MOOS1",2020-06-17 19:45:00,166.1655
"MOOS1",2020-06-17 20:00:00,166.1665
"MOOS1",2020-06-17 20:15:00,166.167
"MOOS1",2020-06-17 20:30:00,166.1665
"MOOS1",2020-06-17 20:45:00,166.1655
"MOOS1",2020-06-17 21:00:00,166.165
"MOOS1",2020-06-17 21:15:00,166.1645
"MOOS1",2020-06-17 21:30:00,166.1645
"MOOS1",2020-06-17 21:45:00,166.1645
"MOOS1",2020-06-17 22:00:00,166.164
"MOOS1",2020-06-17 22:15:00,166.1635
"MOOS1",2020-06-17 22:30:00,166.162
"MOOS1",2020-06-17 22:45:00,166.163
"MOOS1",2020-06-17 23:00:00,166.1615
"MOOS1",2020-06-17 23:15:00,166.1595
"MOOS1",2020-06-17 23:30:00,166.16
"MOOS1",2020-06-17 23:45:00,166.1585
"MOOS1",2020-06-18 00:00:00,166.156
"MOOS1",2020-06-18 00:15:00,166.156
"MOOS1",2020-06-18 00:30:00,166.1555
"MOOS1",2020-06-18 00:45:00,166.1525
"MOOS1",2020-06-18 01:00:00,166.152
"MOOS1",2020-06-18 01:15:00,166.15
"MOOS1",2020-06-18 01:30:00,166.1495
"MOOS1",2020-06-18 01:45:00,166.1475
"MOOS1",2020-06-18 02:00:00,166.1485
"MOOS1",2020-06-18 02:15:00,166.146
"MOOS1",2020-06-18 02:30:00,166.1435
"MOOS1",2020-06-18 02:45:00,166.1425
"MOOS1",2020-06-18 03:00:00,166.143
"MOOS1",2020-06-18 03:15:00,166.14
"MOOS1",2020-06-18 03:30:00,166.1395
"MOOS1",2020-06-18 03:45:00,166.1385
"MOOS1",2020-06-18 04:00:00,166.1375
"MOOS1",2020-06-18 04:15:00,166.1355
"MOOS1",2020-06-18 04:30:00,166.1335
"MOOS1",2020-06-18 04:45:00,166.1305
"MOOS1",2020-06-18 05:00:00,166.1305
"MOOS1",2020-06-18 05:15:00,166.1275
"MOOS1",2020-06-18 05:30:00,166.126
"MOOS1",2020-06-18 05:45:00,166.1255
"MOOS1",2020-06-18 06:00:00,166.122
"MOOS1",2020-06-18 06:15:00,166.1205
"MOOS1",2020-06-18 06:30:00,166.1195
"MOOS1",2020-06-18 06:45:00,166.117
"MOOS1",2020-06-18 07:00:00,166.116
"MOOS1",2020-06-18 07:15:00,166.115
"MOOS1",2020-06-18 07:30:00,166.1115
"MOOS1",2020-06-18 07:45:00,166.11
"MOOS1",2020-06-18 08:00:00,166.108
"MOOS1",2020-06-18 08:15:00,166.1065
"MOOS1",2020-06-18 08:30:00,166.1045
"MOOS1",2020-06-18 08:45:00,166.1035
"MOOS1",2020-06-18 09:00:00,166.103
"MOOS1",2020-06-18 09:15:00,166.0985
"MOOS1",2020-06-18 09:30:00,166.098
"MOOS1",2020-06-18 09:45:00,166.0945
"MOOS1",2020-06-18 10:00:00,166.093
"MOOS1",2020-06-18 10:15:00,166.0925
"MOOS1",2020-06-18 10:30:00,166.0885
"MOOS1",2020-06-18 10:45:00,166.087
"MOOS1",2020-06-18 11:00:00,166.0865
"MOOS1",2020-06-18 11:15:00,166.085
"MOOS1",2020-06-18 11:30:00,166.0825
"MOOS1",2020-06-18 11:45:00,166.081
"MOOS1",2020-06-18 12:00:00,166.08
"MOOS1",2020-06-18 12:15:00,166.0785
"MOOS1",2020-06-18 12:30:00,166.0785
"MOOS1",2020-06-18 12:45:00,166.0775
"MOOS1",2020-06-18 13:00:00,166.0855
"MOOS1",2020-06-18 13:15:00,166.0885
"MOOS1",2020-06-18 13:30:00,166.0885
"MOOS1",2020-06-18 13:45:00,166.088
"MOOS1",2020-06-18 14:00:00,166.087
"MOOS1",2020-06-18 14:15:00,166.0895
"MOOS1",2020-06-18 14:30:00,166.09
"MOOS1",2020-06-18 14:45:00,166.09
"MOOS1",2020-06-18 15:00:00,166.09
"MOOS1",2020-06-18 15:15:00,166.09
"MOOS1",2020-06-18 15:30:00,166.0905
"MOOS1",2020-06-18 15:45:00,166.09
"MOOS1",2020-06-18 16:00:00,166.087
"MOOS1",2020-06-18 16:15:00,166.086
"MOOS1",2020-06-18 16:30:00,166.087
"MOOS1",2020-06-18 16:45:00,166.0855
"MOOS1",2020-06-18 17:00:00,166.084
"MOOS1",2020-06-18 17:15:00,166.083
"MOOS1",2020-06-18 17:30:00,166.0815
"MOOS1",2020-06-18 17:45:00,166.0795
"MOOS1",2020-06-18 18:00:00,166.0795
"MOOS1",2020-06-18 18:15:00,166.0785
"MOOS1",2020-06-18 18:30:00,166.077
"MOOS1",2020-06-18 18:45:00,166.0755
"MOOS1",2020-06-18 19:00:00,166.075
"MOOS1",2020-06-18 19:15:00,166.0735
"MOOS1",2020-06-18 19:30:00,166.0735
"MOOS1",2020-06-18 19:45:00,166.072
"MOOS1",2020-06-18 20:00:00,166.0715
"MOOS1",2020-06-18 20:15:00,166.0695
"MOOS1",2020-06-18 20:30:00,166.0685
"MOOS1",2020-06-18 20:45:00,166.0705
"MOOS1",2020-06-18 21:00:00,166.069
"MOOS1",2020-06-18 21:15:00,166.0685
"MOOS1",2020-06-18 21:30:00,166.067
"MOOS1",2020-06-18 21:45:00,166.065
"MOOS1",2020-06-18 22:00:00,166.065
"MOOS1",2020-06-18 22:15:00,166.064
"MOOS1",2020-06-18 22:30:00,166.0625
"MOOS1",2020-06-18 22:45:00,166.0625
"MOOS1",2020-06-18 23:00:00,166.061
"MOOS1",2020-06-18 23:15:00,166.0615
"MOOS1",2020-06-18 23:30:00,166.0605
"MOOS1",2020-06-18 23:45:00,166.0605
"MOOS1",2020-06-19 00:00:00,166.0595
"MOOS1",2020-06-19 00:15:00,166.059
"MOOS1",2020-06-19 00:30:00,166.06
"MOOS1",2020-06-19 00:45:00,166.0595
"MOOS1",2020-06-19 01:00:00,166.0595
"MOOS1",2020-06-19 01:15:00,166.0605
"MOOS1",2020-06-19 01:30:00,166.0585
"MOOS1",2020-06-19 01:45:00,166.0585
"MOOS1",2020-06-19 02:00:00,166.0585
"MOOS1",2020-06-19 02:15:00,166.058
"MOOS1",2020-06-19 02:30:00,166.0585
"MOOS1",2020-06-19 02:45:00,166.0585
"MOOS1",2020-06-19 03:00:00,166.0575
"MOOS1",2020-06-19 03:15:00,166.0605
"MOOS1",2020-06-19 03:30:00,166.063
"MOOS1",2020-06-19 03:45:00,166.0665
"MOOS1",2020-06-19 04:00:00,166.069
"MOOS1",2020-06-19 04:15:00,166.0705
"MOOS1",2020-06-19 04:30:00,166.073
"MOOS1",2020-06-19 04:45:00,166.0745
"MOOS1",2020-06-19 05:00:00,166.077
"MOOS1",2020-06-19 05:15:00,166.079
"MOOS1",2020-06-19 05:30:00,166.0815
"MOOS1",2020-06-19 05:45:00,166.0825
"MOOS1",2020-06-19 06:00:00,166.085
"MOOS1",2020-06-19 06:15:00,166.0875
"MOOS1",2020-06-19 06:30:00,166.088
"MOOS1",2020-06-19 06:45:00,166.0885
"MOOS1",2020-06-19 07:00:00,166.093
"MOOS1",2020-06-19 07:15:00,166.0955
"MOOS1",2020-06-19 07:30:00,166.097
"MOOS1",2020-06-19 07:45:00,166.0995
"MOOS1",2020-06-19 08:00:00,166.0995
"MOOS1",2020-06-19 08:15:00,166.101
"MOOS1",2020-06-19 08:30:00,166.103
"MOOS1",2020-06-19 08:45:00,166.104
"MOOS1",2020-06-19 09:00:00,166.1045
"MOOS1",2020-06-19 09:15:00,166.105
"MOOS1",2020-06-19 09:30:00,166.106
"MOOS1",2020-06-19 09:45:00,166.1095
"MOOS1",2020-06-19 10:00:00,166.1095
"MOOS1",2020-06-19 10:15:00,166.1115
"MOOS1",2020-06-19 10:30:00,166.1105
"MOOS1",2020-06-19 10:45:00,166.114
"MOOS1",2020-06-19 11:00:00,166.116
"MOOS1",2020-06-19 11:15:00,166.1175
"MOOS1",2020-06-19 11:30:00,166.119
"MOOS1",2020-06-19 11:45:00,166.1215
"MOOS1",2020-06-19 12:00:00,166.123
"MOOS1",2020-06-19 12:15:00,166.1245
"MOOS1",2020-06-19 12:30:00,166.1275
"MOOS1",2020-06-19 12:45:00,166.1305
"MOOS1",2020-06-19 13:00:00,166.1335
"MOOS1",2020-06-19 13:15:00,166.1355
"MOOS1",2020-06-19 13:30:00,166.138
"MOOS1",2020-06-19 13:45:00,166.1435
"MOOS1",2020-06-19 14:00:00,166.146
"MOOS1",2020-06-19 14:15:00,166.15
"MOOS1",2020-06-19 14:30:00,166.1505
"MOOS1",2020-06-19 14:45:00,166.1555
"MOOS1",2020-06-19 15:00:00,166.16
"MOOS1",2020-06-19 15:15:00,166.165
"MOOS1",2020-06-19 15:30:00,166.169
"MOOS1",2020-06-19 15:45:00,166.1725
"MOOS1",2020-06-19 16:00:00,166.1775
"MOOS1",2020-06-19 16:15:00,166.1815
"MOOS1",2020-06-19 16:30:00,166.1865
"MOOS1",2020-06-19 16:45:00,166.1915
"MOOS1",2020-06-19 17:00:00,166.1945
"MOOS1",2020-06-19 17:15:00,166.1965
"MOOS1",2020-06-19 17:30:00,166.203
"MOOS1",2020-06-19 17:45:00,166.2065
"MOOS1",2020-06-19 18:00:00,166.2105
"MOOS1",2020-06-19 18:15:00,166.214
"MOOS1",2020-06-19 18:30:00,166.2155
"MOOS1",2020-06-19 18:45:00,166.2185
"MOOS1",2020-06-19 19:00:00,166.2205
"MOOS1",2020-06-19 19:15:00,166.224
"MOOS1",2020-06-19 19:30:00,166.2265
"MOOS1",2020-06-19 19:45:00,166.228
"MOOS1",2020-06-19 20:00:00,166.2305
"MOOS1",2020-06-19 20:15:00,166.231
"MOOS1",2020-06-19 20:30:00,166.2335
"MOOS1",2020-06-19 20:45:00,166.234
"MOOS1",2020-06-19 21:00:00,166.2355
"MOOS1",2020-06-19 21:15:00,166.237
"MOOS1",2020-06-19 21:30:00,166.238
"MOOS1",2020-06-19 21:45:00,166.2375
"MOOS1",2020-06-19 22:00:00,166.2365
"MOOS1",2020-06-19 22:15:00,166.2365
"MOOS1",2020-06-19 22:30:00,166.236
"MOOS1",2020-06-19 22:45:00,166.235
"MOOS1",2020-06-19 23:00:00,166.235
"MOOS1",2020-06-19 23:15:00,166.234
"MOOS1",2020-06-19 23:30:00,166.234
"MOOS1",2020-06-19 23:45:00,166.234
"MOOS1",2020-06-20 00:00:00,166.23
"MOOS1",2020-06-20 00:15:00,166.23
"MOOS1",2020-06-20 00:30:00,166.2285
"MOOS1",2020-06-20 00:45:00,166.226
"MOOS1",2020-06-20 01:00:00,166.225
"MOOS1",2020-06-20 01:15:00,166.2235
"MOOS1",2020-06-20 01:30:00,166.2215
"MOOS1",2020-06-20 01:45:00,166.2215
"MOOS1",2020-06-20 02:00:00,166.217
"MOOS1",2020-06-20 02:15:00,166.2165
"MOOS1",2020-06-20 02:30:00,166.214
"MOOS1",2020-06-20 02:45:00,166.2135
"MOOS1",2020-06-20 03:00:00,166.213
"MOOS1",2020-06-20 03:15:00,166.21
"MOOS1",2020-06-20 03:30:00,166.208
"MOOS1",2020-06-20 03:45:00,166.206
"MOOS1",2020-06-20 04:00:00,166.203
"MOOS1",2020-06-20 04:15:00,166.2015
"MOOS1",2020-06-20 04:30:00,166.2005
"MOOS1",2020-06-20 04:45:00,166.198
"MOOS1",2020-06-20 05:00:00,166.1965
"MOOS1",2020-06-20 05:15:00,166.1935
"MOOS1",2020-06-20 05:30:00,166.1925
"MOOS1",2020-06-20 05:45:00,166.1895
"MOOS1",2020-06-20 06:00:00,166.188
"MOOS1",2020-06-20 06:15:00,166.1855
"MOOS1",2020-06-20 06:30:00,166.182
"MOOS1",2020-06-20 06:45:00,166.1815
"MOOS1",2020-06-20 07:00:00,166.1815
"MOOS1",2020-06-20 07:15:00,166.1835
"MOOS1",2020-06-20 07:30:00,166.183
"MOOS1",2020-06-20 07:45:00,166.184
"MOOS1",2020-06-20 08:00:00,166.1855
"MOOS1",2020-06-20 08:15:00,166.184
"MOOS1",2020-06-20 08:30:00,166.1855
"MOOS1",2020-06-20 08:45:00,166.1905
"MOOS1",2020-06-20 09:00:00,166.19
"MOOS1",2020-06-20 09:15:00,166.19
"MOOS1",2020-06-20 09:30:00,166.1835
"MOOS1",2020-06-20 09:45:00,166.1835
"MOOS1",2020-06-20 10:00:00,166.187
"MOOS1",2020-06-20 10:15:00,166.19
"MOOS1",2020-06-20 10:30:00,166.188
"MOOS1",2020-06-20 10:45:00,166.1885
"MOOS1",2020-06-20 11:00:00,166.1875
"MOOS1",2020-06-20 11:15:00,166.1865
"MOOS1",2020-06-20 11:30:00,166.186
"MOOS1",2020-06-20 11:45:00,166.187
"MOOS1",2020-06-20 12:00:00,166.187
"MOOS1",2020-06-20 12:15:00,166.1845
"MOOS1",2020-06-20 12:30:00,166.1865
"MOOS1",2020-06-20 12:45:00,166.185
"MOOS1",2020-06-20 13:00:00,166.186
"MOOS1",2020-06-20 13:15:00,166.187
"MOOS1",2020-06-20 13:30:00,166.186
"MOOS1",2020-06-20 13:45:00,166.186
"MOOS1",2020-06-20 14:00:00,166.1875
"MOOS1",2020-06-20 14:15:00,166.1875
"MOOS1",2020-06-20 14:30:00,166.189
"MOOS1",2020-06-20 14:45:00,166.191
"MOOS1",2020-06-20 15:00:00,166.1905
"MOOS1",2020-06-20 15:15:00,166.1915
"MOOS1",2020-06-20 15:30:00,166.1915
"MOOS1",2020-06-20 15:45:00,166.1925
"MOOS1",2020-06-20 16:00:00,166.1955
"MOOS1",2020-06-20 16:15:00,166.1975
"MOOS1",2020-06-20 16:30:00,166.199
"MOOS1",2020-06-20 16:45:00,166.2005
"MOOS1",2020-06-20 17:00:00,166.204
"MOOS1",2020-06-20 17:15:00,166.205
"MOOS1",2020-06-20 17:30:00,166.2075
"MOOS1",2020-06-20 17:45:00,166.2115
"MOOS1",2020-06-20 18:00:00,166.2145
"MOOS1",2020-06-20 18:15:00,166.2165
"MOOS1",2020-06-20 18:30:00,166.2175
"MOOS1",2020-06-20 18:45:00,166.2205
"MOOS1",2020-06-20 19:00:00,166.224
"MOOS1",2020-06-20 19:15:00,166.2255
"MOOS1",2020-06-20 19:30:00,166.2275
"MOOS1",2020-06-20 19:45:00,166.2315
"MOOS1",2020-06-20 20:00:00,166.234
"MOOS1",2020-06-20 20:15:00,166.239
"MOOS1",2020-06-20 20:30:00,166.241
"MOOS1",2020-06-20 20:45:00,166.246
"MOOS1",2020-06-20 21:00:00,166.25
"MOOS1",2020-06-20 21:15:00,166.2545
"MOOS1",2020-06-20 21:30:00,166.2605
"MOOS1",2020-06-20 21:45:00,166.2665
"MOOS1",2020-06-20 22:00:00,166.272
"MOOS1",2020-06-20 22:15:00,166.2785
"MOOS1",2020-06-20 22:30:00,166.286
"MOOS1",2020-06-20 22:45:00,166.2925
"MOOS1",2020-06-20 23:00:00,166.3
"MOOS1",2020-06-20 23:15:00,166.3085
"MOOS1",2020-06-20 23:30:00,166.316
"MOOS1",2020-06-20 23:45:00,166.3245
"MOOS1",2020-06-21 00:00:00,166.331
"MOOS1",2020-06-21 00:15:00,166.336
"MOOS1",2020-06-21 00:30:00,166.3465
"MOOS1",2020-06-21 00:45:00,166.3535
"MOOS1",2020-06-21 01:00:00,166.3595
"MOOS1",2020-06-21 01:15:00,166.365
"MOOS1",2020-06-21 01:30:00,166.371
"MOOS1",2020-06-21 01:45:00,166.3825
"MOOS1",2020-06-21 02:00:00,166.385
"MOOS1",2020-06-21 02:15:00,166.3935
"MOOS1",2020-06-21 02:30:00,166.4
"MOOS1",2020-06-21 02:45:00,166.406
"MOOS1",2020-06-21 03:00:00,166.4145
"MOOS1",2020-06-21 03:15:00,166.4265
"MOOS1",2020-06-21 03:30:00,166.4295
"MOOS1",2020-06-21 03:45:00,166.436
"MOOS1",2020-06-21 04:00:00,166.4465
"MOOS1",2020-06-21 04:15:00,166.4565
"MOOS1",2020-06-21 04:30:00,166.4695
"MOOS1",2020-06-21 04:45:00,166.48
"MOOS1",2020-06-21 05:00:00,166.4855
"MOOS1",2020-06-21 05:15:00,166.5065
"MOOS1",2020-06-21 05:30:00,166.515
"MOOS1",2020-06-21 05:45:00,166.535
"MOOS1",2020-06-21 06:00:00,166.569
"MOOS1",2020-06-21 06:15:00,166.5855
"MOOS1",2020-06-21 06:30:00,166.6095
"MOOS1",2020-06-21 06:45:00,166.6365
"MOOS1",2020-06-21 07:00:00,166.6355
"MOOS1",2020-06-21 07:15:00,166.6965
"MOOS1",2020-06-21 07:30:00,166.6865
