"Project","Site","Date","Time","Type","Location","Pick up date","depth","lat","lon","SampleID","nitrate isotopes","scint_frozen_yn","anions_yn","cations_yn","water isotopes","TNDOC_pour_yn","filtered_uM","spcond","T","sampled_by","comments","DateTime","year"
"DOD","MOOS",2019-08-08,"13:15","stream","sensors",NA,NA,NA,NA,"9718",NA,"n","y","y","n","9718",0.7,NA,NA,NA,NA,2019-08-08 13:15:00,2019
"DOD","MOOS",2019-08-08,"20:00","stream","autosampler",2019-08-08,NA,NA,NA,"10548",NA,"n","y","y","n","10548",0.7,NA,NA,NA,"collected on 8/12/19",2019-08-08 20:00:00,2019
"DOD","VAUL",2019-08-08,"12:00","stream","autosampler",2019-08-09,NA,NA,NA,"H241",NA,"n","y","y","n","H241",0.7,NA,NA,NA,"collected on 8/9/19",2019-08-08 12:00:00,2019
"DOD","EM",2019-08-09,"15:00","soil water","VAUL",NA,NA,65.029295,-147.715714,"9557",NA,"n","y","y","y","n",0.7,NA,NA,NA,"upstream from sensors near footpath to sensors, next to wet depression",2019-08-09 15:00:00,2019
"DOD","EM",2019-08-09,"10:00","soil water","POKE",NA,NA,65.153348,-147.487269,"9564",NA,"n","y","y","n","n",0.7,NA,NA,NA,"this is a rep from same sipper as 9565, near NEON thing",2019-08-09 10:00:00,2019
"DOD","EM",2019-08-09,"10:00","soil water","POKE",NA,NA,65.153348,-147.487269,"9565",NA,"n","y","y","y","n",0.7,NA,NA,NA,"near NEON thing",2019-08-09 10:00:00,2019
"DOD","EM",2019-08-09,"15:30","bog","VAUL bog",NA,NA,65.031168,-147.70296,"9633",NA,"n","y","y","n","n",0.7,NA,NA,NA,"filtered in lab; at lake in Vault subwatershed that may be spring-fed (according to miner in area)",2019-08-09 15:30:00,2019
"DOD","EM",2019-08-09,"15:47","upwelling","VAUL upwelling",NA,NA,65.030272,-147.707488,"9639",NA,"n","y","y","y","n",0.7,NA,NA,NA,"2nd bubble up spot along outflow from lake/spring. possible groundwater, more likely hyporheic",2019-08-09 15:47:00,2019
"DOD","EM",2019-08-09,"15:30","bog","VAUL bog",NA,NA,65.031168,-147.70296,"9641",NA,"n","y","y","y","n",0.7,NA,NA,NA,"filtered in lab; at lake in Vault subwatershed that may be spring-fed (according to miner in area)",2019-08-09 15:30:00,2019
"DOD","EM",2019-08-09,"16:30","lake","VAUL",NA,NA,65.03232,-147.71127,"9663",NA,"n","y","y","y","n",0.7,NA,NA,NA,"Vault Lake 3; isotope vial labled as ""Lake 3""",2019-08-09 16:30:00,2019
"DOD","EM",2019-08-09,"10:00","soil water","POKE",NA,NA,65.153348,-147.487269,"9664",NA,"n","y","y","y","n",0.7,NA,NA,NA,"no rep 60mLs from this sipper, near NEON thing",2019-08-09 10:00:00,2019
"DOD","EM",2019-08-09,"16:25","lake","VAUL",NA,NA,65.03303,-147.71486,"9674",NA,"n","y","y","n","n",0.7,NA,NA,NA,"Vault Lake 6; filtered in lab",2019-08-09 16:25:00,2019
"DOD","EM",2019-08-09,"15:43","upwelling","VAUL upwelling",NA,NA,65.030472,-147.706278,"9686",NA,"n","y","y","y","n",0.7,NA,NA,NA,"bubble up spot along outflow from lake/spring. possible groundwater, more likely hyporheic",2019-08-09 15:43:00,2019
"DOD","EM",2019-08-09,"15:00","soil water","VAUL",NA,NA,65.029295,-147.715714,"9691",NA,"n","y","y","n","n",0.7,NA,NA,NA,"upstream from sensors near footpath to sensors, next to wet depression; this is a rep from same sipper as 9744",2019-08-09 15:00:00,2019
"DOD","EM",2019-08-09,"15:00","soil water","VAUL",NA,NA,65.029295,-147.715714,"9697",NA,"n","y","y","n","n",0.7,NA,NA,NA,"upstream from sensors near footpath to sensors, next to wet depression; this is a rep from same sipper as 9747",2019-08-09 15:00:00,2019
"DOD","EM",2019-08-09,"16:07","lake","VAUL",NA,NA,65.03297,-147.71423,"9700",NA,"n","y","y","y","n",0.7,NA,NA,NA,"Vault Lake 7; filtered in lab",2019-08-09 16:07:00,2019
"DOD","EM",2019-08-09,"10:00","soil water","POKE",NA,NA,65.153348,-147.487269,"9710",NA,"n","y","y","y","n",0.7,NA,NA,NA,"near NEON thing",2019-08-09 10:00:00,2019
"DOD","EM",2019-08-09,"16:07","lake","VAUL",NA,NA,65.03297,-147.71423,"9715",NA,"n","y","y","n","n",0.7,NA,NA,NA,"Vault Lake 7; filtered in lab",2019-08-09 16:07:00,2019
"DOD","EM",2019-08-09,"10:00","soil water","POKE",NA,NA,65.153348,-147.487269,"9723",NA,"n","y","y","y","n",0.7,NA,NA,NA,"near NEON thing",2019-08-09 10:00:00,2019
"DOD","EM",2019-08-09,"10:00","soil water","POKE",NA,NA,65.153348,-147.487269,"9729",NA,"n","y","y","n","n",0.7,NA,NA,NA,"this is a rep from same sipper as 9710, near NEON thing",2019-08-09 10:00:00,2019
"DOD","EM",2019-08-09,"16:25","lake","VAUL",NA,NA,65.03303,-147.71486,"9730",NA,"n","y","y","y","n",0.7,NA,NA,NA,"Vault Lake 6; filtered in lab",2019-08-09 16:25:00,2019
"DOD","EM",2019-08-09,"16:36","lake","VAUL",NA,NA,65.03204,-147.71185,"9731",NA,"n","y","y","y","n",0.7,NA,NA,NA,"Vault Lake 4; isotope vial labled as ""Lake 4""",2019-08-09 16:36:00,2019
"DOD","EM",2019-08-09,"10:00","soil water","POKE",NA,NA,65.153348,-147.487269,"9742",NA,"n","y","y","n","n",0.7,NA,NA,NA,"this is a rep from same sipper as 9723, near NEON thing",2019-08-09 10:00:00,2019
"DOD","EM",2019-08-09,"15:00","soil water","VAUL",NA,NA,65.029295,-147.715714,"9744",NA,"n","y","y","y","n",0.7,NA,NA,NA,"upstream from sensors near footpath to sensors, next to wet depression",2019-08-09 15:00:00,2019
"DOD","EM",2019-08-09,"15:00","soil water","VAUL",NA,NA,65.029295,-147.715714,"9747",NA,"n","y","y","y","n",0.7,NA,NA,NA,"upstream from sensors near footpath to sensors, next to wet depression",2019-08-09 15:00:00,2019
"DOD","EM",2019-08-09,"15:00","soil water","VAUL",NA,NA,65.029295,-147.715714,"9748",NA,"n","y","y","y","n",0.7,NA,NA,NA,"upstream from sensors near footpath to sensors, next to wet depression",2019-08-09 15:00:00,2019
"DOD","EM",2019-08-09,"15:00","soil water","VAUL",NA,NA,65.029295,-147.715714,"9753",NA,"n","y","y","n","n",0.7,NA,NA,NA,"upstream from sensors near footpath to sensors, next to wet depression; this is a rep from same sipper as 9557",2019-08-09 15:00:00,2019
"DOD","EM",2019-08-09,"15:00","soil water","VAUL",NA,NA,65.029295,-147.715714,"9755",NA,"n","y","y","n","n",0.7,NA,NA,NA,"upstream from sensors near footpath to sensors, next to wet depression; this is a rep from same sipper as 9748",2019-08-09 15:00:00,2019
"DOD","MOOS",2019-08-09,"8:00","stream","autosampler",2019-08-08,NA,NA,NA,"H101",NA,"n","y","y","n","H101",0.7,NA,NA,NA,"collected on 8/12/19",2019-08-09 08:00:00,2019
"DOD","MOOS",2019-08-09,"20:00","stream","autosampler",2019-08-08,NA,NA,NA,"H1682",NA,"n","y","y","n","H1682",0.7,NA,NA,NA,"collected on 8/12/19",2019-08-09 20:00:00,2019
"DOD","POKE",2019-08-09,"10:30","stream","sensors",NA,NA,NA,NA,"9693",NA,"n","y","y","n","9693",0.7,NA,NA,NA,NA,2019-08-09 10:30:00,2019
"DOD","POKE",2019-08-09,"10:30","stream","sensors",NA,NA,NA,NA,"9740",NA,"n","y","y","9740","9740",0.7,NA,NA,NA,NA,2019-08-09 10:30:00,2019
"DOD","POKE",2019-08-09,"10:30","stream","sensors",NA,NA,NA,NA,"9752",NA,"n","y","y","n","9752",0.7,NA,NA,NA,NA,2019-08-09 10:30:00,2019
"DOD","VAUL",2019-08-09,"14:15","stream","sensors",NA,NA,NA,NA,"9684",NA,"n","y","y","n","9684",0.7,NA,NA,NA,NA,2019-08-09 14:15:00,2019
"DOD","VAUL",2019-08-09,"14:15","stream","sensors",NA,NA,NA,NA,"9712",NA,"n","y","y","n","9712",0.7,NA,NA,NA,NA,2019-08-09 14:15:00,2019
"DOD","VAUL",2019-08-09,"14:15","stream","sensors",NA,NA,NA,NA,"9749",NA,"n","y","y","9749","9749",0.7,NA,NA,NA,NA,2019-08-09 14:15:00,2019
"DOD","VAUL",2019-08-09,"12:00","stream","autosampler",2019-08-22,NA,NA,NA,"H2091",NA,"n","y","y","n","H2091",0.7,NA,NA,NA,"collected on 8/9/19",2019-08-09 12:00:00,2019
"DOD","VAUL",2019-08-09,"20:00","stream","autosampler",2019-08-22,NA,NA,NA,"H798",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-09 20:00:00,2019
"DOD","MOOS",2019-08-10,"8:00","stream","autosampler",2019-08-08,NA,NA,NA,"H1161",NA,"n","y","y","n","H1161",0.7,NA,NA,NA,"collected on 8/12/19",2019-08-10 08:00:00,2019
"DOD","MOOS",2019-08-10,"20:00","stream","autosampler",2019-08-08,NA,NA,NA,"H704",NA,"n","y","y","n","H704",0.7,NA,NA,NA,"collected on 8/12/19",2019-08-10 20:00:00,2019
"DOD","VAUL",2019-08-10,"20:00","stream","autosampler",2019-08-23,NA,NA,NA,"H295",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-10 20:00:00,2019
"DOD","MOOS",2019-08-11,"8:00","stream","autosampler",2019-08-08,NA,NA,NA,"H453",NA,"n","y","y","n","H453",0.7,NA,NA,NA,"collected on 8/12/19",2019-08-11 08:00:00,2019
"DOD","MOOS",2019-08-11,"20:00","stream","autosampler",2019-08-08,NA,NA,NA,"RR66",NA,"n","y","y","n","RR66",0.7,NA,NA,NA,"collected on 8/12/19",2019-08-11 20:00:00,2019
"DOD","POKE",2019-08-11,"14:00","stream","PAR sensor",NA,NA,NA,NA,"9733",NA,"n","y","y","y","y",0.7,NA,NA,NA,"filtered in lab",2019-08-11 14:00:00,2019
"DOD","POKE",2019-08-11,NA,"stream","sensors",NA,NA,NA,NA,"9733",NA,"n","y","y","y","9733",0.7,NA,NA,"TKH, LTHN",NA,NA,2019
"DOD","VAUL",2019-08-11,"20:00","stream","autosampler",2019-08-24,NA,NA,NA,"H139",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-11 20:00:00,2019
"Burn Streams","Left Fork Cache",2019-08-12,"NA","stream",NA,NA,NA,64.859253,-148.379064,"13063",NA,"y","y","y","n","y",1,NA,NA,NA,"samples from Falke Lab, no isotope, refrigerated for a few days",NA,2019
"DOD","MOOS",2019-08-12,"14:30","stream","sensors",NA,NA,NA,NA,"10508",NA,"n","y","y","?","10508",0.7,NA,NA,NA,"filter in lab",2019-08-12 14:30:00,2019
"DOD","MOOS",2019-08-12,"8:00","stream","autosampler",2019-08-08,NA,NA,NA,"H1074",NA,"n","y","y","n","H1074",0.7,NA,NA,NA,"collected on 8/12/19",2019-08-12 08:00:00,2019
"DOD","VAUL",2019-08-12,"20:00","stream","autosampler",2019-08-25,NA,NA,NA,"H614",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-12 20:00:00,2019
"DOD","MOOS",2019-08-13,"12:00","stream","autosampler",2019-08-26,NA,NA,NA,"H2113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-13 12:00:00,2019
"DOD","VAUL",2019-08-13,"20:00","stream","autosampler",2019-08-26,NA,NA,NA,"H416",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-13 20:00:00,2019
"DOD","MOOS",2019-08-14,"12:00","stream","autosampler",2019-08-26,NA,NA,NA,"H1922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-14 12:00:00,2019
"DOD","MOOS",2019-08-14,"0:00","stream","autosampler",2019-08-26,NA,NA,NA,"H946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-14 00:00:00,2019
"DOD","VAUL",2019-08-14,"20:00","stream","autosampler",2019-08-27,NA,NA,NA,"H267",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-14 20:00:00,2019
"DOD","MOOS",2019-08-15,"12:00","stream","autosampler",2019-08-26,NA,NA,NA,"H164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-15 12:00:00,2019
"DOD","MOOS",2019-08-15,"0:00","stream","autosampler",2019-08-26,NA,NA,NA,"H640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-15 00:00:00,2019
"DOD","STRT",2019-08-15,"13:30","stream","sensors",NA,NA,NA,NA,"9661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-15 13:30:00,2019
"DOD","STRT",2019-08-15,"13:30","stream","sensors",NA,NA,NA,NA,"9695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-15 13:30:00,2019
"DOD","STRT",2019-08-15,"13:30","stream","sensors",NA,NA,NA,NA,"9701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-15 13:30:00,2019
"DOD","VAUL",2019-08-15,"20:00","stream","autosampler",2019-08-28,NA,NA,NA,"H276",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-15 20:00:00,2019
"DOD","MOOS",2019-08-16,"12:00","stream","autosampler",2019-08-26,NA,NA,NA,"H201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-16 12:00:00,2019
"DOD","VAUL",2019-08-16,"20:00","stream","autosampler",2019-08-29,NA,NA,NA,"H254",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-16 20:00:00,2019
"DOD","MOOS",2019-08-17,"12:00","stream","autosampler",2019-08-26,NA,NA,NA,"H1184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-17 12:00:00,2019
"DOD","VAUL",2019-08-17,"20:00","stream","autosampler",2019-08-30,NA,NA,NA,"H246",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-17 20:00:00,2019
"DOD","MOOS",2019-08-18,"12:00","stream","autosampler",2019-08-26,NA,NA,NA,"H116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-18 12:00:00,2019
"DOD","VAUL",2019-08-18,"20:00","stream","autosampler",2019-08-31,NA,NA,NA,"H200",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-18 20:00:00,2019
"DOD","MOOS",2019-08-19,"12:00","stream","autosampler",2019-08-26,NA,NA,NA,"10547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-19 12:00:00,2019
"DOD","POKE",2019-08-19,"13:19","stream","PAR sensor",NA,NA,NA,NA,"9722",NA,"n","y","y","y","y",0.7,NA,NA,NA,"filtered in lab",2019-08-19 13:19:00,2019
"DOD","VAUL",2019-08-19,"20:00","stream","autosampler",2019-09-01,NA,NA,NA,"H160",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-19 20:00:00,2019
"DOD","MOOS",2019-08-20,"12:00","stream","autosampler",2019-08-26,NA,NA,NA,"H1776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-20 12:00:00,2019
"DOD","VAUL",2019-08-20,"20:00","stream","autosampler",2019-09-02,NA,NA,NA,"H292",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-20 20:00:00,2019
"Burn Streams","McManus",2019-08-21,"NA","stream",NA,NA,NA,65.293482,-146.342532,"14120",NA,"y","y","y","n","y",1,NA,NA,NA,"samples from Falke Lab, no isotope, refrigerated for a few days",NA,2019
"DOD","MOOS",2019-08-21,"12:00","stream","autosampler",2019-08-26,NA,NA,NA,"H652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-21 12:00:00,2019
"DOD","VAUL",2019-08-21,"20:00","stream","autosampler",2019-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-21 20:00:00,2019
"DOD","MOOS",2019-08-22,"12:00","stream","autosampler",2019-08-26,NA,NA,NA,"8018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-22 12:00:00,2019
"DOD","POKE",2019-08-22,"14:15","stream","PAR sensor",NA,NA,NA,NA,"9657",NA,"y","y","y","y","y",0.7,NA,NA,NA,NA,2019-08-22 14:15:00,2019
"DOD","POKE",2019-08-22,"14:15","stream","PAR sensor",NA,NA,NA,NA,"9677",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-22 14:15:00,2019
"DOD","POKE",2019-08-22,"14:15","stream","PAR sensor",NA,NA,NA,NA,"9716",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-22 14:15:00,2019
"DOD","POKE",2019-08-22,"0:00:00","stream","autosampler",2019-09-11,NA,NA,NA,"H1017",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-22 00:00:00,2019
"DOD","POKE",2019-08-22,"12:00","stream","autosampler",2019-09-11,NA,NA,NA,"H1762",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-22 12:00:00,2019
"DOD","VAUL",2019-08-22,"10:45","stream","sensors",NA,NA,NA,NA,"9040",NA,"y","y","y","y","y",0.7,NA,NA,NA,NA,2019-08-22 10:45:00,2019
"DOD","VAUL",2019-08-22,"10:45","stream","sensors",NA,NA,NA,NA,"9689",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-22 10:45:00,2019
"DOD","VAUL",2019-08-22,"10:45","stream","sensors",NA,NA,NA,NA,"9692",NA,"y","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-22 10:45:00,2019
"DOD","MOOS",2019-08-23,"12:00","stream","autosampler",2019-08-26,NA,NA,NA,"8000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-23 12:00:00,2019
"DOD","POKE",2019-08-23,"0:00:00","stream","autosampler",2019-09-11,NA,NA,NA,"H115",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-23 00:00:00,2019
"DOD","POKE",2019-08-23,"12:00","stream","autosampler",2019-09-11,NA,NA,NA,"H148",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-23 12:00:00,2019
"DOD","STRT",2019-08-23,"14:00","stream","sensors",NA,NA,NA,NA,"9637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-23 14:00:00,2019
"DOD","STRT",2019-08-23,"14:00","stream","sensors",NA,NA,NA,NA,"9655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-23 14:00:00,2019
"DOD","STRT",2019-08-23,"14:00","stream","sensors",NA,NA,NA,NA,"9758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-23 14:00:00,2019
"DOD","MOOS",2019-08-24,"12:00","stream","autosampler",2019-08-26,NA,NA,NA,"H1787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-24 12:00:00,2019
"DOD","POKE",2019-08-24,"0:00:00","stream","autosampler",2019-09-11,NA,NA,NA,"H107",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-24 00:00:00,2019
"DOD","POKE",2019-08-24,"12:00","stream","autosampler",2019-09-11,NA,NA,NA,"H149",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-24 12:00:00,2019
"DOD","MOOS",2019-08-25,"12:00","stream","autosampler",2019-08-26,NA,NA,NA,"H1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-25 12:00:00,2019
"DOD","POKE",2019-08-25,"12:00","stream","autosampler",2019-09-11,NA,NA,NA,"H238",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-25 12:00:00,2019
"DOD","POKE",2019-08-25,"0:00:00","stream","autosampler",2019-09-11,NA,NA,NA,"H432",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-25 00:00:00,2019
"DOD","MOOS",2019-08-26,"14:32","stream","sensors",NA,NA,NA,NA,"9646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-26 14:32:00,2019
"DOD","MOOS",2019-08-26,"14:32","stream","sensors",NA,NA,NA,NA,"9707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-26 14:32:00,2019
"DOD","MOOS",2019-08-26,"14:32","stream","sensors",NA,NA,NA,NA,"9728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-26 14:32:00,2019
"DOD","MOOS",2019-08-26,"12:00","stream","autosampler",2019-08-26,NA,NA,NA,"H839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLECTED 8/26/19",2019-08-26 12:00:00,2019
"DOD","POKE",2019-08-26,"0:00:00","stream","autosampler",2019-09-11,NA,NA,NA,"10520",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-26 00:00:00,2019
"DOD","POKE",2019-08-26,"12:00","stream","autosampler",2019-09-11,NA,NA,NA,"H1629",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-26 12:00:00,2019
"DOD","FRCH",2019-08-27,"12:00","stream","sensors",NA,NA,NA,NA,"9615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-27 12:00:00,2019
"DOD","FRCH",2019-08-27,"12:00","stream","sensors",NA,NA,NA,NA,"9678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-27 12:00:00,2019
"DOD","MOOS",2019-08-27,"11:00","stream","sensors",NA,NA,NA,NA,"9662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-27 11:00:00,2019
"DOD","POKE",2019-08-27,"12:00","stream","autosampler",2019-09-11,NA,NA,NA,"8035",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-27 12:00:00,2019
"DOD","POKE",2019-08-27,"0:00:00","stream","autosampler",2019-09-11,NA,NA,NA,"10528",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-27 00:00:00,2019
"DOD","POKE",2019-08-28,"0:00:00","stream","autosampler",2019-09-11,NA,NA,NA,"8001",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-28 00:00:00,2019
"DOD","POKE",2019-08-28,"12:00","stream","autosampler",2019-09-11,NA,NA,NA,"10510",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-28 12:00:00,2019
"DOD","POKE",2019-08-29,"0:00:00","stream","autosampler",2019-09-11,NA,NA,NA,"H1739",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-29 00:00:00,2019
"DOD","POKE",2019-08-29,"12:00","stream","autosampler",2019-09-11,NA,NA,NA,"H286",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-29 12:00:00,2019
"DOD","STRT",2019-08-29,"12:00","stream","sensors",NA,NA,NA,NA,"9660",NA,"n","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-29 12:00:00,2019
"DOD","STRT",2019-08-29,"12:00","stream","sensors",NA,NA,NA,NA,"9676",NA,"n","y","y","n","y",0.7,NA,NA,NA,NA,2019-08-29 12:00:00,2019
"DOD","STRT",2019-08-29,"12:00","stream","sensors",NA,NA,NA,NA,"9720",NA,"n","y","y","y","y",0.7,NA,NA,NA,NA,2019-08-29 12:00:00,2019
"DOD","POKE",2019-08-30,"12:00","stream","autosampler",2019-09-11,NA,NA,NA,"111063",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-30 12:00:00,2019
"DOD","POKE",2019-08-30,"0:00:00","stream","autosampler",2019-09-11,NA,NA,NA,"111064",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-30 00:00:00,2019
"DOD","POKE",2019-08-31,"12:00","stream","autosampler",2019-09-11,NA,NA,NA,"111065",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-31 12:00:00,2019
"DOD","POKE",2019-08-31,"0:00:00","stream","autosampler",2019-09-11,NA,NA,NA,"111066",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-08-31 00:00:00,2019
"DOD","POKE",2019-09-01,"12:00","stream","autosampler",2019-09-11,NA,NA,NA,"111067",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-09-01 12:00:00,2019
"DOD","POKE",2019-09-01,"0:00:00","stream","autosampler",2019-09-11,NA,NA,NA,"111068",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-09-01 00:00:00,2019
"DOD","POKE",2019-09-02,"12:00","stream","autosampler",2019-09-11,NA,NA,NA,"7990",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-09-02 12:00:00,2019
"DOD","POKE",2019-09-02,"0:00:00","stream","autosampler",2019-09-11,NA,NA,NA,"10517",NA,"n","y","y","n","y",0.7,NA,NA,NA,"collected 9/11/2019",2019-09-02 00:00:00,2019
"DOD","EM",2019-09-03,"16:20","seep","FRCH",NA,NA,NA,NA,"4096",NA,"n","y","y","y","y",0.7,77.1,6.6,NA,"filtered in lab; across stream from sensors; seep 1",2019-09-03 16:20:00,2019
"DOD","EM",2019-09-03,"14:00","seep","MOOS",NA,NA,64.703,-147.064,"9594",NA,"n","y","y","y","y",0.7,38,4.9,NA,"filtered in lab, seep 1",2019-09-03 14:00:00,2019
"DOD","EM",2019-09-03,"14:30","seep","MOOS",NA,NA,64.682,-147.082,"9594",NA,"n","y","y","y","y",0.7,30.3,1.7,NA,"filtered in lab, seep 3",2019-09-03 14:30:00,2019
"DOD","EM",2019-09-03,"14:15","seep","MOOS",NA,NA,64.714,-147.054,"9652",NA,"n","y","y","y","y",0.7,36.2,3.5,NA,"filtered in lab, seep 2",2019-09-03 14:15:00,2019
"DOD","EM",2019-09-03,"14:30","seep","MOOS",NA,NA,NA,NA,"9698",NA,"n","y","y","n","y",0.7,NA,NA,NA,"filtered in lab, seep 3",2019-09-03 14:30:00,2019
"DOD","EM",2019-09-03,"16:20","seep","FRCH",NA,NA,NA,NA,"H1113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seep1",2019-09-03 16:20:00,2019
"DOD","FRCH",2019-09-03,"15:45","stream","sensors",NA,NA,NA,NA,"123",NA,"n","y","y","y","y",0.7,NA,NA,NA,NA,2019-09-03 15:45:00,2019
"DOD","FRCH",2019-09-03,"15:45","stream","sensors",NA,NA,NA,NA,"9597",NA,"n","y","y",NA,"y",0.7,NA,NA,NA,NA,2019-09-03 15:45:00,2019
"DOD","FRCH",2019-09-03,"15:45","stream","sensors",NA,NA,NA,NA,"9724",NA,"n","y","y",NA,"y",0.7,NA,NA,NA,NA,2019-09-03 15:45:00,2019
"DOD","FRCH",2019-09-03,"20:00","stream","autosampler",2019-09-26,NA,NA,NA,"H563",NA,"n","y","y","n","y",0.7,NA,NA,NA,NA,2019-09-03 20:00:00,2019
"DOD","MOOS",2019-09-03,"13:30","stream","sensors",NA,NA,NA,NA,"9659",NA,"n","y","y","y","y",0.7,NA,NA,NA,NA,2019-09-03 13:30:00,2019
