"Site","DateTime","MeanDischarge","CRREL_Precip","Caribou_Precip","Precip","twentyfour","fourtyeight"
"POKE",2020-07-05 23:45:00,971.953256486973,NA,NA,NA,0,8.256
"POKE",2020-07-06 00:00:00,963.555340603634,0,0,0,0,8.256
"POKE",2020-07-06 00:15:00,953.530199498811,NA,NA,NA,0,8.256
"POKE",2020-07-06 00:30:00,960.213626902027,NA,NA,NA,0,8.256
"POKE",2020-07-06 00:45:00,952.266148953349,NA,NA,NA,0,8.256
"POKE",2020-07-06 01:00:00,947.660384706222,0,0,0,0,8.256
"POKE",2020-07-06 01:15:00,948.47399731708,NA,NA,NA,0,8.256
"POKE",2020-07-06 01:30:00,935.107142510533,NA,NA,NA,0,8.256
"POKE",2020-07-06 01:45:00,945.132283615356,NA,NA,NA,0,8.256
"POKE",2020-07-06 02:00:00,943.868233069894,0,0,0,0,8.256
"POKE",2020-07-06 02:15:00,937.998418277421,NA,NA,NA,0,8.256
"POKE",2020-07-06 02:30:00,929.237327718001,NA,NA,NA,0,8.256
"POKE",2020-07-06 02:45:00,917.134523456916,NA,NA,NA,0,8.256
"POKE",2020-07-06 03:00:00,924.631563470874,0,0,0,0,8.256
"POKE",2020-07-06 03:15:00,924.18112553627,NA,NA,NA,0,8.256
"POKE",2020-07-06 03:30:00,909.550220184319,NA,NA,NA,0,8.256
"POKE",2020-07-06 03:45:00,914.155984431331,NA,NA,NA,0,8.256
"POKE",2020-07-06 04:00:00,904.130843326508,0,0,0,0,8.256
"POKE",2020-07-06 04:15:00,917.497698132938,NA,NA,NA,0,8.256
"POKE",2020-07-06 04:30:00,898.261028533918,NA,NA,NA,0,8.256
"POKE",2020-07-06 04:45:00,902.416354846384,NA,NA,NA,0,8.256
"POKE",2020-07-06 05:00:00,904.494018002588,0,0,0,0,8.256
"POKE",2020-07-06 05:15:00,891.127163196041,NA,NA,NA,0,8.256
"POKE",2020-07-06 05:30:00,887.785449494433,NA,NA,NA,0,8.256
"POKE",2020-07-06 05:45:00,884.443735792825,NA,NA,NA,0,8.256
"POKE",2020-07-06 06:00:00,889.049500039837,0,0,0,0,8.256
"POKE",2020-07-06 06:15:00,876.496257844148,NA,NA,NA,0,8.256
"POKE",2020-07-06 06:30:00,869.362392506097,NA,NA,NA,0,8.256
"POKE",2020-07-06 06:45:00,878.123483065574,NA,NA,NA,0,8.256
"POKE",2020-07-06 07:00:00,868.911954571493,0,0,0,0,8.256
"POKE",2020-07-06 07:15:00,863.492577713623,NA,NA,NA,0,8.256
"POKE",2020-07-06 07:30:00,858.886813466554,NA,NA,NA,0,8.256
"POKE",2020-07-06 07:45:00,852.203386063338,NA,NA,NA,0,8.256
"POKE",2020-07-06 08:00:00,860.150864012016,0,0,0,0,8.256
"POKE",2020-07-06 08:15:00,854.731487154204,NA,NA,NA,0,8.256
"POKE",2020-07-06 08:30:00,855.995537699666,NA,NA,NA,0,8.256
"POKE",2020-07-06 08:45:00,857.25958824507,NA,NA,NA,0,8.256
"POKE",2020-07-06 09:00:00,863.492577713623,0,0,0,0,8.256
"POKE",2020-07-06 09:15:00,857.62276292115,NA,NA,NA,0,8.256
"POKE",2020-07-06 09:30:00,847.597621816327,NA,NA,NA,0,8.256
"POKE",2020-07-06 09:45:00,840.914194412995,NA,NA,NA,0,8.256
"POKE",2020-07-06 10:00:00,856.358712375688,0,0,0,0,8.256
"POKE",2020-07-06 10:15:00,852.203386063338,NA,NA,NA,0,8.256
"POKE",2020-07-06 10:30:00,847.597621816327,NA,NA,NA,0,8.256
"POKE",2020-07-06 10:45:00,842.991857569141,NA,NA,NA,0,8.256
"POKE",2020-07-06 11:00:00,839.650143867533,0,0,0,0,8.256
"POKE",2020-07-06 11:15:00,837.572480711387,NA,NA,NA,0,8.256
"POKE",2020-07-06 11:30:00,830.438615373452,NA,NA,NA,0,8.256
"POKE",2020-07-06 11:45:00,843.805470179999,NA,NA,NA,0,8.256
"POKE",2020-07-06 12:00:00,841.277369089134,0,0,0,0,8.256
"POKE",2020-07-06 12:15:00,834.593941685802,NA,NA,NA,0,8.256
"POKE",2020-07-06 12:30:00,827.910514282587,NA,NA,NA,0,8.256
"POKE",2020-07-06 12:45:00,831.252227984194,NA,NA,NA,0,8.256
"POKE",2020-07-06 13:00:00,854.644223895564,0,0,0,0,8.256
"POKE",2020-07-06 13:15:00,833.32989114034,NA,NA,NA,0,8.256
"POKE",2020-07-06 13:30:00,843.355032245279,NA,NA,NA,0,8.256
"POKE",2020-07-06 13:45:00,834.593941685802,NA,NA,NA,0,8.256
"POKE",2020-07-06 14:00:00,852.56656073936,0,0,0,0,0.381
"POKE",2020-07-06 14:15:00,849.224847037753,NA,NA,NA,0,0.381
"POKE",2020-07-06 14:30:00,845.883133336145,NA,NA,NA,0,0.381
"POKE",2020-07-06 14:45:00,837.122042776668,NA,NA,NA,0,0.381
"POKE",2020-07-06 15:00:00,845.069520725403,0,0,0,0,0
"POKE",2020-07-06 15:15:00,839.650143867533,NA,NA,NA,0,0
"POKE",2020-07-06 15:30:00,843.442295503861,NA,NA,NA,0,0
"POKE",2020-07-06 15:45:00,855.995537699666,NA,NA,NA,0,0
"POKE",2020-07-06 16:00:00,852.653823998058,0,0,0,0,0
"POKE",2020-07-06 16:15:00,854.731487154204,NA,NA,NA,0,0
"POKE",2020-07-06 16:30:00,857.25958824507,NA,NA,NA,0,0
"POKE",2020-07-06 16:45:00,846.420834529446,NA,NA,NA,0,0
"POKE",2020-07-06 17:00:00,867.735167284671,0,0,0,0,0
"POKE",2020-07-06 17:15:00,858.974076725252,NA,NA,NA,0,0
"POKE",2020-07-06 17:30:00,866.921554673871,NA,NA,NA,0,0
"POKE",2020-07-06 17:45:00,863.579840972263,NA,NA,NA,0,0
"POKE",2020-07-06 18:00:00,873.604982077086,0,0,0,0,0
"POKE",2020-07-06 18:15:00,871.52731892094,NA,NA,NA,0,0
"POKE",2020-07-06 18:30:00,887.422274818353,NA,NA,NA,0,0
"POKE",2020-07-06 18:45:00,879.925234804279,NA,NA,NA,0,0
"POKE",2020-07-06 19:00:00,879.925234804279,0,0,0,0,0
"POKE",2020-07-06 19:15:00,881.189285349741,NA,NA,NA,0,0
"POKE",2020-07-06 19:30:00,895.006578091008,NA,NA,NA,0,0
"POKE",2020-07-06 19:45:00,890.400813843939,NA,NA,NA,0,0
"POKE",2020-07-06 20:00:00,885.795049596753,0,0,0,0,0
"POKE",2020-07-06 20:15:00,893.742527545546,NA,NA,NA,0,0
"POKE",2020-07-06 20:30:00,901.690005494223,NA,NA,NA,0,0
"POKE",2020-07-06 20:45:00,895.006578091008,NA,NA,NA,0,0
"POKE",2020-07-06 21:00:00,887.059100142214,0,0,0,0,0
"POKE",2020-07-06 21:15:00,895.820190701692,NA,NA,NA,0,0
"POKE",2020-07-06 21:30:00,897.084241247154,NA,NA,NA,0,0
"POKE",2020-07-06 21:45:00,900.425954948762,NA,NA,NA,0,0
"POKE",2020-07-06 22:00:00,902.954056039685,0,0,0,0,0
"POKE",2020-07-06 22:15:00,896.27062863647,NA,NA,NA,0,0
"POKE",2020-07-06 22:30:00,897.084241247154,NA,NA,NA,0,0
"POKE",2020-07-06 22:45:00,890.851251778542,NA,NA,NA,0,0
"POKE",2020-07-06 23:00:00,888.323150687676,0,0,0,0,0
"POKE",2020-07-06 23:15:00,886.245487531531,NA,NA,NA,0,0
"POKE",2020-07-06 23:30:00,904.218106585089,NA,NA,NA,0,0
"POKE",2020-07-06 23:45:00,901.326830818201,NA,NA,NA,0,0
"POKE",2020-07-07 00:00:00,890.0376391678,0,0,0,0,0
"POKE",2020-07-07 00:15:00,879.198885452235,NA,NA,NA,0,0
"POKE",2020-07-07 00:30:00,887.959976011654,NA,NA,NA,0,0
"POKE",2020-07-07 00:45:00,892.565740258666,NA,NA,NA,0,0
"POKE",2020-07-07 01:00:00,889.224026557058,0,0,0,0,0
"POKE",2020-07-07 01:15:00,886.695925466192,NA,NA,NA,0,0
"POKE",2020-07-07 01:30:00,878.748447517515,NA,NA,NA,0,0
"POKE",2020-07-07 01:45:00,875.406733815908,NA,NA,NA,0,0
"POKE",2020-07-07 02:00:00,884.167824375327,0,0,0,0,0
"POKE",2020-07-07 02:15:00,884.167824375327,NA,NA,NA,0,0
"POKE",2020-07-07 02:30:00,872.8786327251,NA,NA,NA,0,0
"POKE",2020-07-07 02:45:00,868.272868477914,NA,NA,NA,0,0
"POKE",2020-07-07 03:00:00,862.853491620161,0,0,0,0,0
"POKE",2020-07-07 03:15:00,862.403053685382,NA,NA,NA,0,0
"POKE",2020-07-07 03:30:00,867.008817932452,NA,NA,NA,0,0
"POKE",2020-07-07 03:45:00,854.455575736763,NA,NA,NA,0,0
"POKE",2020-07-07 04:00:00,855.719626282167,0,0,0,0,0
"POKE",2020-07-07 04:15:00,851.113862035156,NA,NA,NA,0,0
"POKE",2020-07-07 04:30:00,851.113862035156,NA,NA,NA,0,0
"POKE",2020-07-07 04:45:00,834.405293527001,NA,NA,NA,0,0
"POKE",2020-07-07 05:00:00,846.508097788086,0,0,0,0,0
"POKE",2020-07-07 05:15:00,844.430434631824,NA,NA,NA,0,0
"POKE",2020-07-07 05:30:00,847.772148333548,NA,NA,NA,0,0
"POKE",2020-07-07 05:45:00,859.874952594517,NA,NA,NA,0,0
"POKE",2020-07-07 06:00:00,831.877192436135,0,0,0,0,0
"POKE",2020-07-07 06:15:00,839.824670384754,NA,NA,NA,0,0
"POKE",2020-07-07 06:30:00,836.032518748485,NA,NA,NA,0,0
"POKE",2020-07-07 06:45:00,811.376472291653,NA,NA,NA,0,0
"POKE",2020-07-07 07:00:00,831.426754501415,0,0,0,0,0
"POKE",2020-07-07 07:15:00,823.479276552738,NA,NA,NA,0,0
"POKE",2020-07-07 07:30:00,824.292889163538,NA,NA,NA,0,0
"POKE",2020-07-07 07:45:00,820.951175461931,NA,NA,NA,0,0
"POKE",2020-07-07 08:00:00,826.370552319684,0,0,0,0,0
"POKE",2020-07-07 08:15:00,819.687124916469,NA,NA,NA,0,0
"POKE",2020-07-07 08:30:00,823.84245122876,NA,NA,NA,0,0
"POKE",2020-07-07 08:45:00,807.133882720605,NA,NA,NA,0,0
"POKE",2020-07-07 09:00:00,807.947495331347,0,0,0,0,0
"POKE",2020-07-07 09:15:00,804.60578162974,NA,NA,NA,0,0
"POKE",2020-07-07 09:30:00,813.366872189275,NA,NA,NA,0,0
"POKE",2020-07-07 09:45:00,808.761107942206,NA,NA,NA,0,0
"POKE",2020-07-07 10:00:00,813.366872189275,0,0,0,0,0
"POKE",2020-07-07 10:15:00,810.025158487668,NA,NA,NA,0,0
"POKE",2020-07-07 10:30:00,800.81362999347,NA,NA,NA,0,0
"POKE",2020-07-07 10:45:00,805.419394240482,NA,NA,NA,0,0
"POKE",2020-07-07 11:00:00,792.052539434051,0,0,0,0,0
"POKE",2020-07-07 11:15:00,782.027398329112,NA,NA,NA,0,0
"POKE",2020-07-07 11:30:00,802.077680538874,NA,NA,NA,0,0
"POKE",2020-07-07 11:45:00,800.81362999347,NA,NA,NA,0,0
"POKE",2020-07-07 12:00:00,794.943815200939,0,0,0,0,0
"POKE",2020-07-07 12:15:00,792.866152044793,NA,NA,NA,0,0
"POKE",2020-07-07 12:30:00,804.155343695078,NA,NA,NA,0,0
"POKE",2020-07-07 12:45:00,798.735966837266,NA,NA,NA,0,0
"POKE",2020-07-07 13:00:00,805.419394240482,0,0,0,0,0
"POKE",2020-07-07 13:15:00,794.580640524917,NA,NA,NA,0,0
"POKE",2020-07-07 13:30:00,810.025158487668,NA,NA,NA,0,0
"POKE",2020-07-07 13:45:00,796.658303681121,NA,NA,NA,0,0
"POKE",2020-07-07 14:00:00,802.077680538874,0,0,0,0,0
"POKE",2020-07-07 14:15:00,802.077680538874,NA,NA,NA,0,0
"POKE",2020-07-07 14:30:00,817.972636436287,NA,NA,NA,0,0
"POKE",2020-07-07 14:45:00,802.077680538874,NA,NA,NA,0,0
"POKE",2020-07-07 15:00:00,815.894973280141,0,0,0,0,0
"POKE",2020-07-07 15:15:00,817.159023825545,NA,NA,NA,0,0
"POKE",2020-07-07 15:30:00,813.003697513137,NA,NA,NA,0,0
"POKE",2020-07-07 15:45:00,804.242606953776,NA,NA,NA,0,0
"POKE",2020-07-07 16:00:00,813.003697513137,0,0,0,0,0
"POKE",2020-07-07 16:15:00,815.531798604003,NA,NA,NA,0,0
"POKE",2020-07-07 16:30:00,808.848371200787,NA,NA,NA,0,0
"POKE",2020-07-07 16:45:00,817.609461760323,NA,NA,NA,0,0
"POKE",2020-07-07 17:00:00,822.215226007334,0,0,0,0,0
"POKE",2020-07-07 17:15:00,814.718185993261,NA,NA,NA,0,0
"POKE",2020-07-07 17:30:00,821.401613396592,NA,NA,NA,0,0
"POKE",2020-07-07 17:45:00,820.588000785734,NA,NA,NA,0,0
"POKE",2020-07-07 18:00:00,822.665663942054,0,0,0,0,0
"POKE",2020-07-07 18:15:00,822.665663942054,NA,NA,NA,0,0
"POKE",2020-07-07 18:30:00,827.271428189066,NA,NA,NA,0,0
"POKE",2020-07-07 18:45:00,843.97999669722,NA,NA,NA,0,0
"POKE",2020-07-07 19:00:00,849.399373555032,0,0,0,0,0
"POKE",2020-07-07 19:15:00,838.110181904631,NA,NA,NA,0,0
"POKE",2020-07-07 19:30:00,827.271428189066,NA,NA,NA,0,0
"POKE",2020-07-07 19:45:00,842.715946151817,NA,NA,NA,0,0
"POKE",2020-07-07 20:00:00,840.638282995496,0,0,0,0,0
"POKE",2020-07-07 20:15:00,851.927474645898,NA,NA,NA,0,0
"POKE",2020-07-07 20:30:00,845.244047242682,NA,NA,NA,0,0
"POKE",2020-07-07 20:45:00,845.244047242682,NA,NA,NA,0,0
"POKE",2020-07-07 21:00:00,838.560619839351,0,0,0,0,0
"POKE",2020-07-07 21:15:00,843.97999669722,NA,NA,NA,0,0
"POKE",2020-07-07 21:30:00,841.451895606355,NA,NA,NA,0,0
"POKE",2020-07-07 21:45:00,842.715946151817,NA,NA,NA,0,0
"POKE",2020-07-07 22:00:00,846.057659853424,0,0,0,0,0
"POKE",2020-07-07 22:15:00,839.374232450093,NA,NA,NA,0,0
"POKE",2020-07-07 22:30:00,850.663424100436,NA,NA,NA,0,0
"POKE",2020-07-07 22:45:00,846.057659853424,NA,NA,NA,0,0
"POKE",2020-07-07 23:00:00,851.927474645898,0,0,0,0,0
"POKE",2020-07-07 23:15:00,851.477036711178,NA,NA,NA,0,0
"POKE",2020-07-07 23:30:00,852.74108725664,NA,NA,NA,0,0
"POKE",2020-07-07 23:45:00,856.082800958247,NA,NA,NA,0,0
"POKE",2020-07-08 00:00:00,852.74108725664,0,0,0,0,0
"POKE",2020-07-08 00:15:00,851.477036711178,NA,NA,NA,0,0
"POKE",2020-07-08 00:30:00,836.846131359169,NA,NA,NA,0,0
"POKE",2020-07-08 00:45:00,842.265508217097,NA,NA,NA,0,0
"POKE",2020-07-08 01:00:00,842.265508217097,0,0,0,0,0
"POKE",2020-07-08 01:15:00,850.212986165716,NA,NA,NA,0,0
"POKE",2020-07-08 01:30:00,772.08952048287,NA,NA,NA,0,0
"POKE",2020-07-08 01:45:00,740.750046622881,NA,NA,NA,0,0
"POKE",2020-07-08 02:00:00,713.565899075009,0,0,0,0,0
"POKE",2020-07-08 02:15:00,710.224185373401,NA,NA,NA,0,0
"POKE",2020-07-08 02:30:00,707.696084282536,NA,NA,NA,0,0
"POKE",2020-07-08 02:45:00,764.505217210215,NA,NA,NA,0,0
"POKE",2020-07-08 03:00:00,751.138362403668,0,0,0,0,0
"POKE",2020-07-08 03:15:00,759.899452963204,NA,NA,NA,0,0
"POKE",2020-07-08 03:30:00,755.293688716134,NA,NA,NA,0,0
"POKE",2020-07-08 03:45:00,750.687924469123,NA,NA,NA,0,0
"POKE",2020-07-08 04:00:00,756.107301326876,0,0,0,0,0
"POKE",2020-07-08 04:15:00,754.02963817073,NA,NA,NA,0,0
"POKE",2020-07-08 04:30:00,768.210105587961,NA,NA,NA,0,0
"POKE",2020-07-08 04:45:00,758.184964483022,NA,NA,NA,0,0
"POKE",2020-07-08 05:00:00,750.237486534403,0,0,0,0,0
"POKE",2020-07-08 05:15:00,760.262627639226,NA,NA,NA,0,0
"POKE",2020-07-08 05:30:00,756.470476002898,NA,NA,NA,0,0
"POKE",2020-07-08 05:45:00,748.522998054221,NA,NA,NA,0,0
"POKE",2020-07-08 06:00:00,750.600661210425,0,0,0,0,0
"POKE",2020-07-08 06:15:00,748.072560119559,NA,NA,NA,0,0
"POKE",2020-07-08 06:30:00,742.202745327086,NA,NA,NA,0,0
"POKE",2020-07-08 06:45:00,740.938694781624,NA,NA,NA,0,0
"POKE",2020-07-08 07:00:00,745.094021093973,0,0,0,0,0
"POKE",2020-07-08 07:15:00,748.435734795697,NA,NA,NA,0,0
"POKE",2020-07-08 07:30:00,747.985296860978,NA,NA,NA,0,0
"POKE",2020-07-08 07:45:00,740.037818912184,NA,NA,NA,0,0
"POKE",2020-07-08 08:00:00,736.696105210576,0,0,0,0,0
"POKE",2020-07-08 08:15:00,732.090340963565,NA,NA,NA,0,0
"POKE",2020-07-08 08:30:00,740.851431523042,NA,NA,NA,0,0
"POKE",2020-07-08 08:45:00,727.034138781833,NA,NA,NA,0,0
"POKE",2020-07-08 09:00:00,732.453515639587,0,0,0,0,0
"POKE",2020-07-08 09:15:00,744.556319900672,NA,NA,NA,0,0
"POKE",2020-07-08 09:30:00,729.925414548721,NA,NA,NA,0,0
"POKE",2020-07-08 09:45:00,728.661364003259,NA,NA,NA,0,0
"POKE",2020-07-08 10:00:00,719.449835509178,0,0,0,0,0
"POKE",2020-07-08 10:15:00,721.527498665324,NA,NA,NA,0,0
"POKE",2020-07-08 10:30:00,715.657683872851,NA,NA,NA,0,0
"POKE",2020-07-08 10:45:00,712.315970171243,NA,NA,NA,0,0
"POKE",2020-07-08 11:00:00,716.471296483593,0,0,0,0,0
"POKE",2020-07-08 11:15:00,714.393633327447,NA,NA,NA,0,0
"POKE",2020-07-08 11:30:00,708.523818534974,NA,NA,NA,0,0
"POKE",2020-07-08 11:45:00,714.756808003469,NA,NA,NA,0,0
"POKE",2020-07-08 12:00:00,712.679144847265,0,0,0,0,0
"POKE",2020-07-08 12:15:00,701.389953197038,NA,NA,NA,0,0
"POKE",2020-07-08 12:30:00,699.312290040718,NA,NA,NA,0,0
"POKE",2020-07-08 12:45:00,704.731666898646,NA,NA,NA,0,0
"POKE",2020-07-08 13:00:00,696.784188949852,0,0,0,0,0
"POKE",2020-07-08 13:15:00,701.389953197038,NA,NA,NA,0,0
"POKE",2020-07-08 13:30:00,712.679144847265,NA,NA,NA,0,0
"POKE",2020-07-08 13:45:00,700.125902651576,NA,NA,NA,0,0
"POKE",2020-07-08 14:00:00,710.151043756399,0,0,0,0,0
"POKE",2020-07-08 14:15:00,704.731666898646,NA,NA,NA,0,0
"POKE",2020-07-08 14:30:00,701.389953197038,NA,NA,NA,0,0
"POKE",2020-07-08 14:45:00,696.784188949852,NA,NA,NA,0,0
"POKE",2020-07-08 15:00:00,698.048239495314,0,0,0,0,0
"POKE",2020-07-08 15:15:00,686.759047845029,NA,NA,NA,0,0
"POKE",2020-07-08 15:30:00,691.364812092099,NA,NA,NA,0,0
"POKE",2020-07-08 15:45:00,698.048239495314,NA,NA,NA,0,0
"POKE",2020-07-08 16:00:00,695.97057633911,0,0,0,0,0
"POKE",2020-07-08 16:15:00,688.023098390491,NA,NA,NA,0,0
"POKE",2020-07-08 16:30:00,695.97057633911,NA,NA,NA,0,0
"POKE",2020-07-08 16:45:00,695.97057633911,NA,NA,NA,0,0
"POKE",2020-07-08 17:00:00,694.706525793707,0,0,0,0,0
"POKE",2020-07-08 17:15:00,689.287148935895,NA,NA,NA,0,0
"POKE",2020-07-08 17:30:00,692.628862637503,NA,NA,NA,0,0
"POKE",2020-07-08 17:45:00,707.259767989512,NA,NA,NA,0,0
"POKE",2020-07-08 18:00:00,707.259767989512,0,0,0,0,0
"POKE",2020-07-08 18:15:00,705.99571744405,NA,NA,NA,0,0
"POKE",2020-07-08 18:30:00,708.523818534974,NA,NA,NA,0,0
"POKE",2020-07-08 18:45:00,697.234626884572,NA,NA,NA,0,0
"POKE",2020-07-08 19:00:00,702.654003742442,0,0,0,0,0
"POKE",2020-07-08 19:15:00,704.731666898646,NA,NA,NA,0,0
"POKE",2020-07-08 19:30:00,703.467616353184,NA,NA,NA,0,0
"POKE",2020-07-08 19:45:00,690.100761546637,NA,NA,NA,0,0
"POKE",2020-07-08 20:00:00,693.442475248245,0,0,0,0,0
"POKE",2020-07-08 20:15:00,698.861852106173,NA,NA,NA,0,0
"POKE",2020-07-08 20:30:00,705.545279509388,NA,NA,NA,0,0
"POKE",2020-07-08 20:45:00,702.20356580778,NA,NA,NA,0,0
"POKE",2020-07-08 21:00:00,677.547519350948,0,0,0,0,0
"POKE",2020-07-08 21:15:00,682.966896208702,NA,NA,NA,0,0
"POKE",2020-07-08 21:30:00,689.650323611917,NA,NA,NA,0,0
"POKE",2020-07-08 21:45:00,700.939515262318,NA,NA,NA,0,0
"POKE",2020-07-08 22:00:00,687.122222521051,0,0,0,0,0
"POKE",2020-07-08 22:15:00,682.51645827404,NA,NA,NA,0,0
"POKE",2020-07-08 22:30:00,683.780508819444,NA,NA,NA,0,0
"POKE",2020-07-08 22:45:00,686.308609910309,NA,NA,NA,0,0
"POKE",2020-07-08 23:00:00,687.572660455771,0,0,0,0,0
"POKE",2020-07-08 23:15:00,685.494997299626,NA,NA,NA,0,0
"POKE",2020-07-08 23:30:00,699.675464716856,NA,NA,NA,0,0
"POKE",2020-07-08 23:45:00,686.308609910309,NA,NA,NA,0,0
"POKE",2020-07-09 00:00:00,696.333751015249,0,0,0,0,0
"POKE",2020-07-09 00:15:00,689.650323611917,NA,NA,NA,0,0
"POKE",2020-07-09 00:30:00,692.541599378979,NA,NA,NA,0,0
"POKE",2020-07-09 00:45:00,693.805649924383,NA,NA,NA,0,0
"POKE",2020-07-09 01:00:00,697.147363625991,0,0,0,0,0
"POKE",2020-07-09 01:15:00,679.174744572432,NA,NA,NA,0,0
"POKE",2020-07-09 01:30:00,687.122222521051,NA,NA,NA,0,0
"POKE",2020-07-09 01:45:00,690.463936222659,NA,NA,NA,0,0
"POKE",2020-07-09 02:00:00,703.830791029206,0,0,0,0,0
"POKE",2020-07-09 02:15:00,707.172504730814,NA,NA,NA,0,0
"POKE",2020-07-09 02:30:00,711.778268978,NA,NA,NA,0,0
"POKE",2020-07-09 02:45:00,721.352972148103,NA,NA,NA,0,0
"POKE",2020-07-09 03:00:00,724.69468584971,0,0,0,0,0
"POKE",2020-07-09 03:15:00,741.403254357865,NA,NA,NA,0,0
"POKE",2020-07-09 03:30:00,735.17026488937,NA,NA,NA,0,0
"POKE",2020-07-09 03:45:00,743.931355448731,NA,NA,NA,0,0
"POKE",2020-07-09 04:00:00,741.853692292585,0,0,0,0,0
"POKE",2020-07-09 04:15:00,746.459456539596,NA,NA,NA,0,0
"POKE",2020-07-09 04:30:00,751.065220786666,NA,NA,NA,0,0
"POKE",2020-07-09 04:45:00,744.381793383451,NA,NA,NA,0,0
"POKE",2020-07-09 05:00:00,756.034159709874,0,0,0,0,0
"POKE",2020-07-09 05:15:00,741.403254357865,NA,NA,NA,0,0
"POKE",2020-07-09 05:30:00,761.903974502347,NA,NA,NA,0,0
"POKE",2020-07-09 05:45:00,775.270829308894,NA,NA,NA,0,0
"POKE",2020-07-09 06:00:00,772.742728218029,0,0,0,0,0
"POKE",2020-07-09 06:15:00,769.401014516421,NA,NA,NA,0,0
"POKE",2020-07-09 06:30:00,771.929115607287,NA,NA,NA,0,0
"POKE",2020-07-09 06:45:00,779.426155621244,NA,NA,NA,0,0
"POKE",2020-07-09 07:00:00,776.898054530378,0,0,0,0,0
"POKE",2020-07-09 07:15:00,773.556340828771,NA,NA,NA,0,0
"POKE",2020-07-09 07:30:00,786.472757700598,NA,NA,NA,0,0
"POKE",2020-07-09 07:45:00,776.447616595658,NA,NA,NA,0,0
"POKE",2020-07-09 08:00:00,783.13104399899,0,0,0,0,0
"POKE",2020-07-09 08:15:00,788.550420856744,NA,NA,NA,0,0
"POKE",2020-07-09 08:30:00,781.866993453528,NA,NA,NA,0,0
"POKE",2020-07-09 08:45:00,802.730888274033,NA,NA,NA,0,0
"POKE",2020-07-09 09:00:00,804.808551430178,0,0.762,0.381,0.381,0.381
"POKE",2020-07-09 09:15:00,784.758269220416,NA,NA,NA,0.381,0.381
"POKE",2020-07-09 09:30:00,788.913595532766,NA,NA,NA,0.381,0.381
"POKE",2020-07-09 09:45:00,789.364033467486,NA,NA,NA,0.381,0.381
"POKE",2020-07-09 10:00:00,814.833692535001,4.318,2.54,3.429,3.81,3.81
"POKE",2020-07-09 10:15:00,802.730888274033,NA,NA,NA,3.81,3.81
"POKE",2020-07-09 10:30:00,811.942416768114,NA,NA,NA,3.81,3.81
"POKE",2020-07-09 10:45:00,813.206467313576,NA,NA,NA,3.81,3.81
"POKE",2020-07-09 11:00:00,802.367713597894,0.762,0,0.381,4.191,4.191
"POKE",2020-07-09 11:15:00,814.920955793699,NA,NA,NA,4.191,4.191
"POKE",2020-07-09 11:30:00,812.843292637554,NA,NA,NA,4.191,4.191
"POKE",2020-07-09 11:45:00,814.107343182957,NA,NA,NA,4.191,4.191
"POKE",2020-07-09 12:00:00,816.635444273823,0.254,1.524,0.889,5.08,5.08
"POKE",2020-07-09 12:15:00,827.924635924108,NA,NA,NA,5.08,5.08
"POKE",2020-07-09 12:30:00,807.060741103604,NA,NA,NA,5.08,5.08
"POKE",2020-07-09 12:45:00,837.136164418305,NA,NA,NA,5.08,5.08
"POKE",2020-07-09 13:00:00,826.297410702624,0.762,0.508,0.635,5.715,5.715
"POKE",2020-07-09 13:15:00,829.639124404232,NA,NA,NA,5.715,5.715
"POKE",2020-07-09 13:30:00,832.167225495155,NA,NA,NA,5.715,5.715
"POKE",2020-07-09 13:45:00,851.403895094176,NA,NA,NA,5.715,5.715
"POKE",2020-07-09 14:00:00,847.248568781826,0,0,0,5.715,5.715
"POKE",2020-07-09 14:15:00,839.301090833033,NA,NA,NA,5.715,5.715
"POKE",2020-07-09 14:30:00,849.776669872692,NA,NA,NA,5.715,5.715
"POKE",2020-07-09 14:45:00,846.434956170968,NA,NA,NA,5.715,5.715
"POKE",2020-07-09 15:00:00,834.332151909999,0,0.508,0.254,5.969,5.969
"POKE",2020-07-09 15:15:00,838.93791615701,NA,NA,NA,5.969,5.969
"POKE",2020-07-09 15:30:00,852.304770963558,NA,NA,NA,5.969,5.969
"POKE",2020-07-09 15:45:00,856.096922599885,NA,NA,NA,5.969,5.969
"POKE",2020-07-09 16:00:00,851.491158352699,0,0,0,5.969,5.969
"POKE",2020-07-09 16:15:00,868.650164795574,NA,NA,NA,5.969,5.969
"POKE",2020-07-09 16:30:00,866.572501639428,NA,NA,NA,5.969,5.969
"POKE",2020-07-09 16:45:00,864.044400548562,NA,NA,NA,5.969,5.969
"POKE",2020-07-09 17:00:00,855.283309989027,0.762,0,0.381,6.35,6.35
"POKE",2020-07-09 17:15:00,866.572501639428,NA,NA,NA,6.35,6.35
"POKE",2020-07-09 17:30:00,866.572501639428,NA,NA,NA,6.35,6.35
"POKE",2020-07-09 17:45:00,885.809171238448,NA,NA,NA,6.35,6.35
"POKE",2020-07-09 18:00:00,881.653844925982,0.254,0.254,0.254,6.604,6.604
"POKE",2020-07-09 18:15:00,895.020699732529,NA,NA,NA,6.604,6.604
"POKE",2020-07-09 18:30:00,886.259609173168,NA,NA,NA,6.604,6.604
"POKE",2020-07-09 18:45:00,888.337272329314,NA,NA,NA,6.604,6.604
