"frch.daily.sum"
0.2
0.2
0.2
0.2
0.2
0.2
0.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.4
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
5.8
6
6.6
7.4
9.4
10.4
11.6
13
13.8
14
15.2
16.2
17.2
17.4
17.4
17.4
17.4
17.4
17.4
17.4
17.4
17.4
17.4
17.4
17.4
17.4
17.4
16
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.6
11.4
10.8
10
8
7
5.8
4.4
3.6
3.4
2.2
1.2
0.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.2
0.4
0.4
0.4
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.6
0.4
0.2
0.2
0.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.4
0.6
0.8
1
1
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
