"","Site","DateTime","MeanDischarge","fDOM.QSU","strt.no3.1","nitrateuM"
"1","STRT",2020-06-17 08:30:00,1317.35525758285,NA,NA,NA
"2","STRT",2020-06-17 08:45:00,1321.68946174381,NA,"2020-06-17 08:45:00",27.54
"3","STRT",2020-06-17 09:00:00,1310.13158398127,NA,"2020-06-17 09:00:00",27.6314285714286
"4","STRT",2020-06-17 09:15:00,1308.68684926094,NA,"2020-06-17 09:15:00",27.6885714285714
"5","STRT",2020-06-17 09:30:00,1317.35525758285,NA,"2020-06-17 09:30:00",27.6857142857143
"6","STRT",2020-06-17 09:45:00,1315.91052286251,NA,"2020-06-17 09:45:00",27.7042857142857
"7","STRT",2020-06-17 10:00:00,1317.35525758285,NA,"2020-06-17 10:00:00",27.725
"8","STRT",2020-06-17 10:15:00,1320.24472702347,NA,"2020-06-17 10:15:00",27.7271428571429
"9","STRT",2020-06-17 10:30:00,1305.79737982032,NA,"2020-06-17 10:30:00",27.7528571428571
"10","STRT",2020-06-17 10:45:00,1304.35264510004,NA,"2020-06-17 10:45:00",27.8178571428571
"11","STRT",2020-06-17 11:00:00,1304.35264510004,NA,"2020-06-17 11:00:00",27.8214285714286
"12","STRT",2020-06-17 11:15:00,1301.46317565936,NA,"2020-06-17 11:15:00",27.87
"13","STRT",2020-06-17 11:30:00,1305.79737982032,NA,"2020-06-17 11:30:00",27.8964285714286
"14","STRT",2020-06-17 11:45:00,1302.9079103797,NA,"2020-06-17 11:45:00",27.9192857142857
"15","STRT",2020-06-17 12:00:00,1301.46317565936,NA,"2020-06-17 12:00:00",27.9757142857143
"16","STRT",2020-06-17 12:15:00,1300.01844093908,NA,"2020-06-17 12:15:00",27.9921428571429
"17","STRT",2020-06-17 12:30:00,1304.35264510004,NA,"2020-06-17 12:30:00",28.0185714285714
"18","STRT",2020-06-17 12:45:00,1305.79737982032,NA,"2020-06-17 12:45:00",28.0371428571429
"19","STRT",2020-06-17 13:00:00,1300.01844093908,NA,"2020-06-17 13:00:00",28.0742857142857
"20","STRT",2020-06-17 13:15:00,1304.35264510004,NA,"2020-06-17 13:15:00",28.1021428571429
"21","STRT",2020-06-17 13:30:00,1305.79737982032,NA,"2020-06-17 13:30:00",28.1085714285714
"22","STRT",2020-06-17 13:45:00,1311.57631870155,NA,"2020-06-17 13:45:00",28.1242857142857
"23","STRT",2020-06-17 14:00:00,1307.2421145406,NA,"2020-06-17 14:00:00",28.1364285714286
"24","STRT",2020-06-17 14:15:00,1304.35264510004,NA,"2020-06-17 14:15:00",28.1771428571429
"25","STRT",2020-06-17 14:30:00,1311.57631870155,NA,"2020-06-17 14:30:00",28.2185714285714
"26","STRT",2020-06-17 14:45:00,1302.9079103797,NA,"2020-06-17 14:45:00",28.2178571428571
"27","STRT",2020-06-17 15:00:00,1294.23950205784,NA,"2020-06-17 15:00:00",28.2607142857143
"28","STRT",2020-06-17 15:15:00,1295.68423677812,NA,"2020-06-17 15:15:00",28.2764285714286
"29","STRT",2020-06-17 15:30:00,1300.01844093908,NA,"2020-06-17 15:30:00",28.3092857142857
"30","STRT",2020-06-17 15:45:00,1304.35264510004,NA,"2020-06-17 15:45:00",28.3428571428571
"31","STRT",2020-06-17 16:00:00,1301.46317565936,NA,"2020-06-17 16:00:00",28.3621428571429
"32","STRT",2020-06-17 16:15:00,1297.1289714984,NA,"2020-06-17 16:15:00",28.4092857142857
"33","STRT",2020-06-17 16:30:00,1302.9079103797,NA,"2020-06-17 16:30:00",28.415
"34","STRT",2020-06-17 16:45:00,1297.1289714984,64.284,"2020-06-17 16:45:00",28.4335714285714
"35","STRT",2020-06-17 17:00:00,1298.57370621874,64.1636363636364,"2020-06-17 17:00:00",28.4614285714286
"36","STRT",2020-06-17 17:15:00,1300.01844093908,63.9027272727273,"2020-06-17 17:15:00",28.4907142857143
"37","STRT",2020-06-17 17:30:00,1302.9079103797,63.69,"2020-06-17 17:30:00",28.53
"38","STRT",2020-06-17 17:45:00,1304.35264510004,63.4818181818182,"2020-06-17 17:45:00",28.5342857142857
"39","STRT",2020-06-17 18:00:00,1298.57370621874,63.3490909090909,"2020-06-17 18:00:00",28.5714285714286
"40","STRT",2020-06-17 18:15:00,1305.79737982032,63.1463636363636,"2020-06-17 18:15:00",28.5778571428571
"41","STRT",2020-06-17 18:30:00,1295.68423677812,63.2736363636364,"2020-06-17 18:30:00",28.6207142857143
"42","STRT",2020-06-17 18:45:00,1289.90529789688,63.0163636363636,"2020-06-17 18:45:00",28.6342857142857
"43","STRT",2020-06-17 19:00:00,1294.23950205784,62.7345454545455,"2020-06-17 19:00:00",28.6628571428571
"44","STRT",2020-06-17 19:15:00,1294.23950205784,62.7654545454545,"2020-06-17 19:15:00",28.685
"45","STRT",2020-06-17 19:30:00,1294.23950205784,62.6481818181818,"2020-06-17 19:30:00",28.6757142857143
"46","STRT",2020-06-17 19:45:00,1298.57370621874,62.4788888888889,"2020-06-17 19:45:00",28.7335714285714
"47","STRT",2020-06-17 20:00:00,1297.1289714984,62.2690909090909,"2020-06-17 20:00:00",28.72
"48","STRT",2020-06-17 20:15:00,1289.90529789688,61.5890909090909,"2020-06-17 20:15:00",28.7664285714286
"49","STRT",2020-06-17 20:30:00,1292.7947673375,62.1563636363636,"2020-06-17 20:30:00",28.7871428571429
"50","STRT",2020-06-17 20:45:00,1297.1289714984,62.0163636363636,"2020-06-17 20:45:00",28.8157142857143
"51","STRT",2020-06-17 21:00:00,1292.7947673375,61.9436363636364,"2020-06-17 21:00:00",28.8078571428571
"52","STRT",2020-06-17 21:15:00,1294.23950205784,61.9409090909091,"2020-06-17 21:15:00",28.8328571428571
"53","STRT",2020-06-17 21:30:00,1287.01582845626,61.7845454545455,"2020-06-17 21:30:00",28.8571428571429
"54","STRT",2020-06-17 21:45:00,1291.35003261716,61.7809090909091,"2020-06-17 21:45:00",28.8821428571429
"55","STRT",2020-06-17 22:00:00,1297.1289714984,61.6436363636364,"2020-06-17 22:00:00",28.8885714285714
"56","STRT",2020-06-17 22:15:00,1295.68423677812,61.7309090909091,"2020-06-17 22:15:00",28.8964285714286
"57","STRT",2020-06-17 22:30:00,1297.1289714984,61.8009090909091,"2020-06-17 22:30:00",28.9328571428571
"58","STRT",2020-06-17 22:45:00,1301.46317565936,61.8509090909091,"2020-06-17 22:45:00",28.9092857142857
"59","STRT",2020-06-17 23:00:00,1298.57370621874,61.6318181818182,"2020-06-17 23:00:00",28.9342857142857
"60","STRT",2020-06-17 23:15:00,1292.7947673375,61.5327272727273,"2020-06-17 23:15:00",28.9464285714286
"61","STRT",2020-06-17 23:30:00,1291.35003261716,61.8118181818182,"2020-06-17 23:30:00",28.9564285714286
"62","STRT",2020-06-17 23:45:00,1289.90529789688,61.7836363636364,"2020-06-17 23:45:00",28.9385714285714
"63","STRT",2020-06-18 00:00:00,1287.01582845626,61.8345454545455,"2020-06-18 00:00:00",28.9721428571429
"64","STRT",2020-06-18 00:15:00,1287.01582845626,61.7536363636364,"2020-06-18 00:15:00",28.9492857142857
"65","STRT",2020-06-18 00:30:00,1287.01582845626,61.6836363636364,"2020-06-18 00:30:00",28.9642857142857
"66","STRT",2020-06-18 00:45:00,1284.12635901564,61.6109090909091,"2020-06-18 00:45:00",28.9628571428571
"67","STRT",2020-06-18 01:00:00,1284.12635901564,61.7,"2020-06-18 01:00:00",28.955
"68","STRT",2020-06-18 01:15:00,1285.57109373593,61.72,"2020-06-18 01:15:00",28.9678571428571
"69","STRT",2020-06-18 01:30:00,1282.68162429531,61.6845454545455,"2020-06-18 01:30:00",28.985
"70","STRT",2020-06-18 01:45:00,1282.68162429531,61.5990909090909,"2020-06-18 01:45:00",28.9921428571429
"71","STRT",2020-06-18 02:00:00,1282.68162429531,61.5690909090909,"2020-06-18 02:00:00",28.9971428571429
"72","STRT",2020-06-18 02:15:00,1272.56848125311,61.5481818181818,"2020-06-18 02:15:00",29.0042857142857
"73","STRT",2020-06-18 02:30:00,1282.68162429531,61.4872727272727,"2020-06-18 02:30:00",29.0028571428571
"74","STRT",2020-06-18 02:45:00,1276.90268541407,61.5209090909091,"2020-06-18 02:45:00",29.0257142857143
"75","STRT",2020-06-18 03:00:00,1269.67901181249,61.2454545454545,"2020-06-18 03:00:00",29.0235714285714
"76","STRT",2020-06-18 03:15:00,1279.79215485463,61.3481818181818,"2020-06-18 03:15:00",29.03
"77","STRT",2020-06-18 03:30:00,1276.90268541407,61.5618181818182,"2020-06-18 03:30:00",29.0385714285714
"78","STRT",2020-06-18 03:45:00,1272.56848125311,61.5481818181818,"2020-06-18 03:45:00",29.0707142857143
"79","STRT",2020-06-18 04:00:00,1269.67901181249,61.5763636363636,"2020-06-18 04:00:00",29.0721428571429
"80","STRT",2020-06-18 04:15:00,1274.01321597339,61.6663636363636,"2020-06-18 04:15:00",29.0907142857143
"81","STRT",2020-06-18 04:30:00,1276.90268541407,61.6027272727273,"2020-06-18 04:30:00",29.0828571428571
"82","STRT",2020-06-18 04:45:00,1269.67901181249,61.6418181818182,"2020-06-18 04:45:00",29.0885714285714
"83","STRT",2020-06-18 05:00:00,1269.67901181249,61.6445454545455,"2020-06-18 05:00:00",29.095
"84","STRT",2020-06-18 05:15:00,1275.45795069373,61.5854545454545,"2020-06-18 05:15:00",29.0878571428571
"85","STRT",2020-06-18 05:30:00,1265.34480765153,61.7290909090909,"2020-06-18 05:30:00",29.1078571428571
"86","STRT",2020-06-18 05:45:00,1275.45795069373,61.7436363636364,"2020-06-18 05:45:00",29.1228571428571
"87","STRT",2020-06-18 06:00:00,1272.56848125311,61.4127272727273,"2020-06-18 06:00:00",29.1085714285714
"88","STRT",2020-06-18 06:15:00,1265.34480765153,61.6036363636364,"2020-06-18 06:15:00",29.135
"89","STRT",2020-06-18 06:30:00,1274.01321597339,61.6263636363636,"2020-06-18 06:30:00",29.1471428571429
"90","STRT",2020-06-18 06:45:00,1276.90268541407,61.61,"2020-06-18 06:45:00",29.1371428571429
"91","STRT",2020-06-18 07:00:00,1269.67901181249,61.3227272727273,"2020-06-18 07:00:00",29.1464285714286
"92","STRT",2020-06-18 07:15:00,1265.34480765153,61.4718181818182,"2020-06-18 07:15:00",29.1514285714286
"93","STRT",2020-06-18 07:30:00,1269.67901181249,61.5654545454545,"2020-06-18 07:30:00",29.1321428571429
"94","STRT",2020-06-18 07:45:00,1269.67901181249,61.6254545454545,"2020-06-18 07:45:00",29.1307142857143
"95","STRT",2020-06-18 08:00:00,1266.78954237187,61.6636363636364,"2020-06-18 08:00:00",29.1457142857143
"96","STRT",2020-06-18 08:15:00,1265.34480765153,61.5472727272727,"2020-06-18 08:15:00",29.1592857142857
"97","STRT",2020-06-18 08:30:00,1269.67901181249,61.41,"2020-06-18 08:30:00",29.1642857142857
"98","STRT",2020-06-18 08:45:00,1259.5658687703,61.3390909090909,"2020-06-18 08:45:00",29.1878571428571
"99","STRT",2020-06-18 09:00:00,1269.67901181249,61.0145454545455,"2020-06-18 09:00:00",29.2042857142857
"100","STRT",2020-06-18 09:15:00,1261.01060349063,60.9390909090909,"2020-06-18 09:15:00",29.19
"101","STRT",2020-06-18 09:30:00,1265.34480765153,60.7763636363636,"2020-06-18 09:30:00",29.2014285714286
"102","STRT",2020-06-18 09:45:00,1266.78954237187,60.49,"2020-06-18 09:45:00",29.1971428571429
"103","STRT",2020-06-18 10:00:00,1261.01060349063,60.0909090909091,"2020-06-18 10:00:00",29.2142857142857
"104","STRT",2020-06-18 10:15:00,1268.23427709215,59.75,"2020-06-18 10:15:00",29.2321428571429
"105","STRT",2020-06-18 10:30:00,1269.67901181249,59.5136363636364,"2020-06-18 10:30:00",29.22
"106","STRT",2020-06-18 10:45:00,1269.67901181249,59.44,"2020-06-18 10:45:00",29.21
"107","STRT",2020-06-18 11:00:00,1262.45533821092,59.1545454545455,"2020-06-18 11:00:00",29.24
"108","STRT",2020-06-18 11:15:00,1265.34480765153,58.8709090909091,"2020-06-18 11:15:00",29.2242857142857
"109","STRT",2020-06-18 11:30:00,1262.45533821092,58.7418181818182,"2020-06-18 11:30:00",29.2442857142857
"110","STRT",2020-06-18 11:45:00,1271.12374653277,58.3536363636364,"2020-06-18 11:45:00",29.2728571428571
"111","STRT",2020-06-18 12:00:00,1276.90268541407,58.1818181818182,"2020-06-18 12:00:00",29.2578571428571
"112","STRT",2020-06-18 12:15:00,1278.34742013441,57.69,"2020-06-18 12:15:00",29.2857142857143
"113","STRT",2020-06-18 12:30:00,1287.01582845626,57.3463636363636,"2020-06-18 12:30:00",29.2978571428571
"114","STRT",2020-06-18 12:45:00,1287.01582845626,56.8936363636364,"2020-06-18 12:45:00",29.3057142857143
"115","STRT",2020-06-18 13:00:00,1281.23688957497,56.3772727272727,"2020-06-18 13:00:00",29.3342857142857
"116","STRT",2020-06-18 13:15:00,1269.67901181249,56.0672727272727,"2020-06-18 13:15:00",29.3514285714286
"117","STRT",2020-06-18 13:30:00,1281.23688957497,55.6563636363636,"2020-06-18 13:30:00",29.37
"118","STRT",2020-06-18 13:45:00,1284.12635901564,55.4972727272727,"2020-06-18 13:45:00",29.3978571428571
"119","STRT",2020-06-18 14:00:00,1284.12635901564,55.3254545454545,"2020-06-18 14:00:00",29.3842857142857
"120","STRT",2020-06-18 14:15:00,1278.34742013441,55.2881818181818,"2020-06-18 14:15:00",29.365
"121","STRT",2020-06-18 14:30:00,1279.79215485463,54.2254545454545,"2020-06-18 14:30:00",29.3728571428571
"122","STRT",2020-06-18 14:45:00,1281.23688957497,54.4190909090909,"2020-06-18 14:45:00",29.3571428571429
"123","STRT",2020-06-18 15:00:00,1275.45795069373,54.0027272727273,"2020-06-18 15:00:00",29.3657142857143
"124","STRT",2020-06-18 15:15:00,1271.12374653277,53.9718181818182,"2020-06-18 15:15:00",29.3707142857143
"125","STRT",2020-06-18 15:30:00,1272.56848125311,53.6390909090909,"2020-06-18 15:30:00",29.3907142857143
"126","STRT",2020-06-18 15:45:00,1272.56848125311,53.4236363636364,"2020-06-18 15:45:00",29.3864285714286
"127","STRT",2020-06-18 16:00:00,1275.45795069373,53.2245454545455,"2020-06-18 16:00:00",29.415
"128","STRT",2020-06-18 16:15:00,1272.56848125311,53.06,"2020-06-18 16:15:00",29.4364285714286
"129","STRT",2020-06-18 16:30:00,1271.12374653277,52.8590909090909,"2020-06-18 16:30:00",29.4371428571429
"130","STRT",2020-06-18 16:45:00,1274.01321597339,52.9063636363636,"2020-06-18 16:45:00",29.4707142857143
"131","STRT",2020-06-18 17:00:00,1274.01321597339,52.7318181818182,"2020-06-18 17:00:00",29.52
"132","STRT",2020-06-18 17:15:00,1271.12374653277,52.7163636363636,"2020-06-18 17:15:00",29.5264285714286
"133","STRT",2020-06-18 17:30:00,1272.56848125311,52.7090909090909,"2020-06-18 17:30:00",29.5664285714286
"134","STRT",2020-06-18 17:45:00,1268.23427709215,52.6172727272727,"2020-06-18 17:45:00",29.5871428571429
"135","STRT",2020-06-18 18:00:00,1272.56848125311,52.5509090909091,"2020-06-18 18:00:00",29.5842857142857
"136","STRT",2020-06-18 18:15:00,1272.56848125311,52.3672727272727,"2020-06-18 18:15:00",29.6364285714286
"137","STRT",2020-06-18 18:30:00,1268.23427709215,52.2554545454545,"2020-06-18 18:30:00",29.635
"138","STRT",2020-06-18 18:45:00,1276.90268541407,52.1418181818182,"2020-06-18 18:45:00",29.6442857142857
"139","STRT",2020-06-18 19:00:00,1274.01321597339,52.0627272727273,"2020-06-18 19:00:00",29.6678571428571
"140","STRT",2020-06-18 19:15:00,1272.56848125311,52.0763636363636,"2020-06-18 19:15:00",29.6557142857143
"141","STRT",2020-06-18 19:30:00,1266.78954237187,52.08,"2020-06-18 19:30:00",29.6814285714286
"142","STRT",2020-06-18 19:45:00,1269.67901181249,52.1572727272727,"2020-06-18 19:45:00",29.6957142857143
"143","STRT",2020-06-18 20:00:00,1274.01321597339,52.1754545454545,"2020-06-18 20:00:00",29.7092857142857
"144","STRT",2020-06-18 20:15:00,1278.34742013441,52.2609090909091,"2020-06-18 20:15:00",29.7321428571429
"145","STRT",2020-06-18 20:30:00,1274.01321597339,52.2781818181818,"2020-06-18 20:30:00",29.7371428571429
"146","STRT",2020-06-18 20:45:00,1276.90268541407,52.3436363636364,"2020-06-18 20:45:00",29.7342857142857
"147","STRT",2020-06-18 21:00:00,1275.45795069373,52.3245454545455,"2020-06-18 21:00:00",29.7507142857143
"148","STRT",2020-06-18 21:15:00,1275.45795069373,52.3436363636364,"2020-06-18 21:15:00",29.7242857142857
"149","STRT",2020-06-18 21:30:00,1279.79215485463,52.4627272727273,"2020-06-18 21:30:00",29.7178571428571
"150","STRT",2020-06-18 21:45:00,1276.90268541407,52.4781818181818,"2020-06-18 21:45:00",29.7071428571429
"151","STRT",2020-06-18 22:00:00,1272.56848125311,52.1390909090909,"2020-06-18 22:00:00",29.6985714285714
"152","STRT",2020-06-18 22:15:00,1279.79215485463,52.2572727272727,"2020-06-18 22:15:00",29.6914285714286
"153","STRT",2020-06-18 22:30:00,1284.12635901564,52.2854545454545,"2020-06-18 22:30:00",29.6978571428571
"154","STRT",2020-06-18 22:45:00,1279.79215485463,52.4527272727273,"2020-06-18 22:45:00",29.685
"155","STRT",2020-06-18 23:00:00,1284.12635901564,52.6254545454545,"2020-06-18 23:00:00",29.6885714285714
"156","STRT",2020-06-18 23:15:00,1279.79215485463,52.6845454545455,"2020-06-18 23:15:00",29.6642857142857
"157","STRT",2020-06-18 23:30:00,1279.79215485463,52.7263636363636,"2020-06-18 23:30:00",29.6557142857143
"158","STRT",2020-06-18 23:45:00,1275.45795069373,52.7827272727273,"2020-06-18 23:45:00",29.6314285714286
"159","STRT",2020-06-19 00:00:00,1279.79215485463,52.8554545454545,"2020-06-19 00:00:00",29.6035714285714
"160","STRT",2020-06-19 00:15:00,1284.12635901564,52.9363636363636,"2020-06-19 00:15:00",29.5964285714286
"161","STRT",2020-06-19 00:30:00,1278.34742013441,52.8609090909091,"2020-06-19 00:30:00",29.5657142857143
"162","STRT",2020-06-19 00:45:00,1288.46056317654,52.9790909090909,"2020-06-19 00:45:00",29.5485714285714
"163","STRT",2020-06-19 01:00:00,1282.68162429531,53.1109090909091,"2020-06-19 01:00:00",29.5364285714286
"164","STRT",2020-06-19 01:15:00,1279.79215485463,53.2163636363636,"2020-06-19 01:15:00",29.5171428571429
"165","STRT",2020-06-19 01:30:00,1281.23688957497,53.2827272727273,"2020-06-19 01:30:00",29.5214285714286
"166","STRT",2020-06-19 01:45:00,1287.01582845626,53.3818181818182,"2020-06-19 01:45:00",29.4671428571429
"167","STRT",2020-06-19 02:00:00,1285.57109373593,53.46,"2020-06-19 02:00:00",29.4278571428571
"168","STRT",2020-06-19 02:15:00,1278.34742013441,53.5936363636364,"2020-06-19 02:15:00",29.4114285714286
"169","STRT",2020-06-19 02:30:00,1282.68162429531,53.5754545454545,"2020-06-19 02:30:00",29.3985714285714
"170","STRT",2020-06-19 02:45:00,1287.01582845626,53.6218181818182,"2020-06-19 02:45:00",29.4071428571429
"171","STRT",2020-06-19 03:00:00,1287.01582845626,53.6427272727273,"2020-06-19 03:00:00",29.4178571428571
"172","STRT",2020-06-19 03:15:00,1291.35003261716,53.8509090909091,"2020-06-19 03:15:00",29.4114285714286
"173","STRT",2020-06-19 03:30:00,1297.1289714984,53.2463636363636,"2020-06-19 03:30:00",29.37
"174","STRT",2020-06-19 03:45:00,1295.68423677812,53.89,"2020-06-19 03:45:00",29.2521428571429
"175","STRT",2020-06-19 04:00:00,1304.35264510004,53.6363636363636,"2020-06-19 04:00:00",29.2371428571429
"176","STRT",2020-06-19 04:15:00,1302.9079103797,53.9945454545455,"2020-06-19 04:15:00",29.2685714285714
"177","STRT",2020-06-19 04:30:00,1304.35264510004,54.1045454545455,"2020-06-19 04:30:00",29.32
"178","STRT",2020-06-19 04:45:00,1302.9079103797,54.2472727272727,"2020-06-19 04:45:00",29.3535714285714
"179","STRT",2020-06-19 05:00:00,1300.01844093908,54.3190909090909,"2020-06-19 05:00:00",29.3642857142857
"180","STRT",2020-06-19 05:15:00,1304.35264510004,54.3209090909091,"2020-06-19 05:15:00",29.3614285714286
"181","STRT",2020-06-19 05:30:00,1313.02105342189,54.4363636363636,"2020-06-19 05:30:00",29.3528571428571
"182","STRT",2020-06-19 05:45:00,1310.13158398127,54.5245454545455,"2020-06-19 05:45:00",29.3357142857143
"183","STRT",2020-06-19 06:00:00,1321.68946174381,54.6481818181818,"2020-06-19 06:00:00",29.3335714285714
"184","STRT",2020-06-19 06:15:00,1323.13419646409,54.7018181818182,"2020-06-19 06:15:00",29.3471428571429
"185","STRT",2020-06-19 06:30:00,1331.80260478595,54.8263636363636,"2020-06-19 06:30:00",29.385
"186","STRT",2020-06-19 06:45:00,1331.80260478595,54.9927272727273,"2020-06-19 06:45:00",29.3835714285714
"187","STRT",2020-06-19 07:00:00,1330.35787006567,55.0945454545455,"2020-06-19 07:00:00",29.3885714285714
"188","STRT",2020-06-19 07:15:00,1337.58154366724,55.2572727272727,"2020-06-19 07:15:00",29.3792857142857
"189","STRT",2020-06-19 07:30:00,1334.69207422656,55.3045454545455,"2020-06-19 07:30:00",29.3357142857143
"190","STRT",2020-06-19 07:45:00,1341.91574782814,55.3063636363636,"2020-06-19 07:45:00",29.3314285714286
"191","STRT",2020-06-19 08:00:00,1346.2499519891,55.47,"2020-06-19 08:00:00",29.3114285714286
"192","STRT",2020-06-19 08:15:00,1353.47362559068,55.5772727272727,"2020-06-19 08:15:00",29.31
"193","STRT",2020-06-19 08:30:00,1357.80782975157,55.6481818181818,"2020-06-19 08:30:00",29.2821428571429
"194","STRT",2020-06-19 08:45:00,1350.58415615006,55.7254545454545,"2020-06-19 08:45:00",29.2364285714286
"195","STRT",2020-06-19 09:00:00,1354.91836031101,55.7363636363636,"2020-06-19 09:00:00",29.2242857142857
"196","STRT",2020-06-19 09:15:00,1357.80782975157,55.7436363636364,"2020-06-19 09:15:00",29.1357142857143
"197","STRT",2020-06-19 09:30:00,1360.69729919225,55.8927272727273,"2020-06-19 09:30:00",29.0864285714286
"198","STRT",2020-06-19 09:45:00,1365.03150335321,55.9518181818182,"2020-06-19 09:45:00",29.0314285714286
"199","STRT",2020-06-19 10:00:00,1367.92097279377,55.9845454545455,"2020-06-19 10:00:00",28.965
"200","STRT",2020-06-19 10:15:00,1369.36570751411,55.8509090909091,"2020-06-19 10:15:00",28.8978571428571
"201","STRT",2020-06-19 10:30:00,1367.92097279377,56.0018181818182,"2020-06-19 10:30:00",28.8242857142857
"202","STRT",2020-06-19 10:45:00,1379.4788505563,56.0336363636364,"2020-06-19 10:45:00",28.7442857142857
"203","STRT",2020-06-19 11:00:00,1380.92358527664,55.9690909090909,"2020-06-19 11:00:00",28.7014285714286
"204","STRT",2020-06-19 11:15:00,1391.03672831878,55.9781818181818,"2020-06-19 11:15:00",28.6671428571429
"205","STRT",2020-06-19 11:30:00,1380.92358527664,56.0081818181818,"2020-06-19 11:30:00",28.6207142857143
"206","STRT",2020-06-19 11:45:00,1380.92358527664,55.84,"2020-06-19 11:45:00",28.5564285714286
"207","STRT",2020-06-19 12:00:00,1395.37093247974,55.7872727272727,"2020-06-19 12:00:00",28.5264285714286
"208","STRT",2020-06-19 12:15:00,1399.7051366407,55.8936363636364,"2020-06-19 12:15:00",28.4771428571429
"209","STRT",2020-06-19 12:30:00,1406.92881024227,55.98,"2020-06-19 12:30:00",28.3757142857143
"210","STRT",2020-06-19 12:45:00,1402.59460608131,56.1072727272727,"2020-06-19 12:45:00",28.3242857142857
"211","STRT",2020-06-19 13:00:00,1406.92881024227,56.1109090909091,"2020-06-19 13:00:00",28.2714285714286
"212","STRT",2020-06-19 13:15:00,1417.04195328441,56.3554545454545,"2020-06-19 13:15:00",28.2157142857143
"213","STRT",2020-06-19 13:30:00,1412.70774912351,56.4963636363636,"2020-06-19 13:30:00",28.1714285714286
"214","STRT",2020-06-19 13:45:00,1418.48668800475,56.5954545454545,"2020-06-19 13:45:00",28.1385714285714
"215","STRT",2020-06-19 14:00:00,1421.37615744543,56.5654545454545,"2020-06-19 14:00:00",28.06
"216","STRT",2020-06-19 14:15:00,1417.04195328441,56.8145454545455,"2020-06-19 14:15:00",28.0092857142857
"217","STRT",2020-06-19 14:30:00,1419.93142272509,56.9445454545455,"2020-06-19 14:30:00",27.9842857142857
"218","STRT",2020-06-19 14:45:00,1425.71036160633,57.2336363636364,"2020-06-19 14:45:00",27.8921428571429
"219","STRT",2020-06-19 15:00:00,1432.9340352079,57.6990909090909,"2020-06-19 15:00:00",27.8564285714286
"220","STRT",2020-06-19 15:15:00,1430.04456576728,57.9045454545455,"2020-06-19 15:15:00",27.81
"221","STRT",2020-06-19 15:30:00,1435.82350464852,58.0263636363636,"2020-06-19 15:30:00",27.7557142857143
"222","STRT",2020-06-19 15:45:00,1440.15770880948,58.6181818181818,"2020-06-19 15:45:00",27.6778571428571
"223","STRT",2020-06-19 16:00:00,1432.9340352079,59.1509090909091,"2020-06-19 16:00:00",27.6371428571429
"224","STRT",2020-06-19 16:15:00,1430.04456576728,59.4845454545455,"2020-06-19 16:15:00",27.5921428571429
"225","STRT",2020-06-19 16:30:00,1440.15770880948,59.8336363636364,"2020-06-19 16:30:00",27.5557142857143
"226","STRT",2020-06-19 16:45:00,1444.49191297038,59.9618181818182,"2020-06-19 16:45:00",27.5121428571429
