"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response","date","doy"
"Interpolated HI for 2% discharge...1","1",0.0230081300813008,2,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 4% discharge...2","1",0.317841011743451,4,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 6% discharge...3","1",0.315013550135501,6,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 8% discharge...4","1",0.314471544715447,8,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 10% discharge...5","1",0.312971996386631,10,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 12% discharge...6","1",0.309205058717254,12,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 14% discharge...7","1",0.305383920505872,14,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 16% discharge...8","1",0.305248419150859,16,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 18% discharge...9","1",0.312728093947607,18,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 20% discharge...10","1",0.311129177958447,20,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 22% discharge...11","1",0.396657633243,22,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 24% discharge...12","1",0.22576332429991,24,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 26% discharge...13","1",0.224028906955737,26,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 28% discharge...14","1",0.222628726287263,28,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 30% discharge...15","1",-0.0474525745257452,30,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 32% discharge...16","1",-0.0368563685636857,32,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 34% discharge...17","1",-0.00124661246612479,34,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 36% discharge...18","1",0.194209575429087,36,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 38% discharge...19","1",-0.237274205469328,38,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 40% discharge...20","1",-0.231307265453608,40,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 42% discharge...21","1",-0.228410117434507,42,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 44% discharge...22","1",0.0362872628726293,44,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 46% discharge...23","1",0.279927732610659,46,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 48% discharge...24","1",0.266784101174345,48,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 50% discharge...25","1",0.273893405600723,50,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 52% discharge...26","1",0.278263118994826,52,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 54% discharge...27","1",0.283983739837398,54,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 56% discharge...28","1",0.284083107497742,56,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 58% discharge...29","1",0.281490514905149,58,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 60% discharge...30","1",0.275040650406504,60,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 62% discharge...31","1",0.266233062330623,62,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 64% discharge...32","1",0.114218608852755,64,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 66% discharge...33","1",-0.0402710027100271,66,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 68% discharge...34","1",-0.0434417344173442,68,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 70% discharge...35","1",-0.0563685636856369,70,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 72% discharge...36","1",-0.0784552845528455,72,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 74% discharge...37","1",-0.122249322493225,74,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
"Interpolated HI for 76% discharge...38","1",-0.11680216802168,76,"MOOS_storm1_06_21_NO3","MOOS","storm1","06","21","NO3",2021-06-21,172
