"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","response"
"Interpolated HI for 34% discharge...17","1",-0.420518800115005,34,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 36% discharge...18","1",-0.417643676324952,36,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 38% discharge...19","1",-0.413155288630482,38,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 40% discharge...20","1",-0.415758872951474,40,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 42% discharge...21","1",-0.412963613711145,42,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 44% discharge...22","1",-0.414512985975784,44,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 46% discharge...23","1",-0.409178034054243,46,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 48% discharge...24","1",-0.409178034054243,48,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 50% discharge...25","1",-0.408603009296232,50,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 52% discharge...26","1",-0.407740472159216,52,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 54% discharge...27","1",-0.407740472159216,54,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 56% discharge...28","1",-0.407740472159216,56,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 58% discharge...29","1",-0.408874548765293,58,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 60% discharge...30","1",-0.408714819665846,60,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 62% discharge...31","1",-0.408714819665846,62,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 64% discharge...32","1",-0.441379420502826,64,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 66% discharge...33","1",-0.91206913075424,66,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 68% discharge...34","1",-0.868223492955945,68,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 70% discharge...35","1",-0.890601539788516,70,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 72% discharge...36","1",-0.840798006580837,72,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 74% discharge...37","1",-0.827221033127813,74,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 76% discharge...38","1",-0.802910264191928,76,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 78% discharge...39","1",-0.795339104878124,78,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 80% discharge...40","1",-0.782880235121232,80,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 82% discharge...41","1",-0.743714659936743,82,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 84% discharge...42","1",-0.71636903811136,84,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 86% discharge...43","1",-0.690956138389289,86,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 88% discharge...44","1",-0.371386129125001,88,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 90% discharge...45","1",-0.559003929335844,90,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 92% discharge...46","1",-0.339040986486917,92,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 94% discharge...47","1",-0.309890425837778,94,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 96% discharge...48","1",-0.216369038111362,96,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 98% discharge...49","1",-0.179567453598694,98,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 100% discharge...50","1",-0.00209245120275833,100,"STRT_storm7b_08_21_fDOM","STRT","storm7b","fDOM"
"Interpolated HI for 2% discharge...51","2",-0.163513204527268,2,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 4% discharge...52","2",0.0971475934606173,4,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 6% discharge...53","2",0.00382988453183336,6,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 8% discharge...54","2",0.00382988453183336,8,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 10% discharge...55","2",-0.0544758202812325,10,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 12% discharge...56","2",-0.110237795815723,12,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 14% discharge...57","2",0.0016577112152647,14,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 16% discharge...58","2",0.0016577112152647,16,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 18% discharge...59","2",-0.0613924774208234,18,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 20% discharge...60","2",-0.0613924774208234,20,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 22% discharge...61","2",0.0271521664570598,22,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 24% discharge...62","2",0.0759974848519591,24,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 26% discharge...63","2",0.0759974848519591,26,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 28% discharge...64","2",0.00597347662055564,28,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 30% discharge...65","2",0.00597347662055564,30,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 32% discharge...66","2",-0.00211501086087545,32,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 34% discharge...67","2",0.0752543729278509,34,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 36% discharge...68","2",0.0484451812049826,36,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 38% discharge...69","2",0.0484451812049826,38,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 40% discharge...70","2",0.0534468960786563,40,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 42% discharge...71","2",0.0534468960786563,42,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 44% discharge...72","2",0.0737681490796976,44,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 46% discharge...73","2",0.0888018749285655,46,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 48% discharge...74","2",0.0888018749285655,48,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 50% discharge...75","2",0.044672459128842,50,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 52% discharge...76","2",0.044672459128842,52,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 54% discharge...77","2",0.0673373728135312,54,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 56% discharge...78","2",-0.145649937121294,56,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 58% discharge...79","2",-0.145649937121294,58,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 60% discharge...80","2",-0.145649937121294,60,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 62% discharge...81","2",0.120098319423805,62,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 64% discharge...82","2",0.0787412827255244,64,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 66% discharge...83","2",0.141219846804616,66,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 68% discharge...84","2",0.132988453183951,68,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 70% discharge...85","2",0.132988453183951,70,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 72% discharge...86","2",0.129415799702769,72,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 74% discharge...87","2",0.155024579855952,74,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 76% discharge...88","2",0.0954898822453512,76,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 78% discharge...89","2",0.133588658968795,78,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 80% discharge...90","2",0.11961243855038,80,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 82% discharge...91","2",-0.262690065165188,82,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 84% discharge...92","2",-0.278781296444478,84,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 86% discharge...93","2",-0.283811592545999,86,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 88% discharge...94","2",-0.161998399451235,88,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 90% discharge...95","2",-0.187207042414563,90,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 92% discharge...96","2",-0.287355664799367,92,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 94% discharge...97","2",-0.374985709386061,94,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 96% discharge...98","2",-0.369298045044003,96,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 98% discharge...99","2",-0.31673716702872,98,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 100% discharge...100","2",-0.0102892420258461,100,"STRT_storm8_08_28_fDOM","STRT","storm8","fDOM"
"Interpolated HI for 2% discharge...101","3",0.337925375712526,2,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 4% discharge...102","3",0.812705130419735,4,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 6% discharge...103","3",0.812705130419735,6,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 8% discharge...104","3",0.847771635861096,8,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 10% discharge...105","3",0.834470547590238,10,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 12% discharge...106","3",0.874244256348239,12,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 14% discharge...107","3",0.874244256348239,14,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 16% discharge...108","3",0.876705821385369,16,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 18% discharge...109","3",0.808213853860765,18,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 20% discharge...110","3",0.843971324926565,20,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 22% discharge...111","3",0.799101744688158,22,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 24% discharge...112","3",0.799101744688158,24,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 26% discharge...113","3",0.799101744688158,26,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 28% discharge...114","3",0.799101744688158,28,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 30% discharge...115","3",0.799101744688158,30,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 32% discharge...116","3",0.808904819485204,32,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 34% discharge...117","3",0.808904819485204,34,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 36% discharge...118","3",0.777379512869226,36,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 38% discharge...119","3",0.740801520124367,38,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 40% discharge...120","3",0.733675937122122,40,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 42% discharge...121","3",0.733675937122122,42,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 44% discharge...122","3",0.733675937122122,44,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 46% discharge...123","3",0.732941786146112,46,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 48% discharge...124","3",0.680298842632593,48,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 50% discharge...125","3",0.587795819657977,50,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 52% discharge...126","3",0.618759716704089,52,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 54% discharge...127","3",0.615995854206239,54,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 56% discharge...128","3",0.57233546381066,56,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 58% discharge...129","3",0.527638624978398,58,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 60% discharge...130","3",0.558688892727606,60,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 62% discharge...131","3",0.519994817757812,62,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 64% discharge...132","3",0.44074969770253,64,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 66% discharge...133","3",0.424900673691445,66,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 68% discharge...134","3",0.380937985835145,68,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 70% discharge...135","3",0.343841768871992,70,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 72% discharge...136","3",0.39095698738986,72,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 74% discharge...137","3",0.327474520642566,74,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 76% discharge...138","3",0.319226118500591,76,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 78% discharge...139","3",0.336370703057456,78,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 80% discharge...140","3",0.324883399550815,80,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 82% discharge...141","3",0.283036793919498,82,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 84% discharge...142","3",0.338400414579343,84,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 86% discharge...143","3",0.293574019692508,86,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 88% discharge...144","3",0.305234064605295,88,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 90% discharge...145","3",0.144066332699928,90,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 92% discharge...146","3",0.168638797719758,92,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 94% discharge...147","3",0.202927966833584,94,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 96% discharge...148","3",0.202927966833584,96,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 98% discharge...149","3",0.240671964069794,98,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 100% discharge...150","3",0.488599067196407,100,"STRT_storm9a_09_03_fDOM","STRT","storm9a","fDOM"
"Interpolated HI for 2% discharge...151","4",0.236942051529052,2,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 4% discharge...152","4",-0.0106279659210261,4,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 6% discharge...153","4",-0.00341500390850252,6,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 8% discharge...154","4",-0.00698397909149207,8,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 10% discharge...155","4",-0.048923385473009,10,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 12% discharge...156","4",-0.0768237700063968,12,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 14% discharge...157","4",-0.0798360798123932,14,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 16% discharge...158","4",-0.0846763050052518,16,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 18% discharge...159","4",-0.0925209440413129,18,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 20% discharge...160","4",-0.105103160753908,20,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 22% discharge...161","4",-0.155585998878775,22,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 24% discharge...162","4",-0.179317315056812,24,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 26% discharge...163","4",-0.205721414640695,26,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 28% discharge...164","4",-0.21433985803059,28,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 30% discharge...165","4",-0.218998476079182,30,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 32% discharge...166","4",-0.224182175653589,32,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 34% discharge...167","4",-0.230775304586766,34,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 36% discharge...168","4",-0.242090219270888,36,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 38% discharge...169","4",-0.254119718587887,38,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 40% discharge...170","4",-0.27523352309964,40,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 42% discharge...171","4",-0.291254431609119,42,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 44% discharge...172","4",-0.308400514816775,44,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 46% discharge...173","4",-0.335748181954568,46,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 48% discharge...174","4",-0.347197328006192,48,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 50% discharge...175","4",-0.368058461708529,50,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 52% discharge...176","4",-0.379539191611333,52,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 54% discharge...177","4",-0.389018294945797,54,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 56% discharge...178","4",-0.404577289631813,56,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 58% discharge...179","4",-0.412212685653827,58,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 60% discharge...180","4",-0.423776323165966,60,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 62% discharge...181","4",-0.424325092580166,62,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 64% discharge...182","4",-0.435312324808328,64,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 66% discharge...183","4",-0.441897557778708,66,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 68% discharge...184","4",-0.451897794657594,68,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 70% discharge...185","4",-0.455470717821979,70,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 72% discharge...186","4",-0.463635143351206,72,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 74% discharge...187","4",-0.471321863131383,74,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 76% discharge...188","4",-0.480398272363342,76,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 78% discharge...189","4",-0.479908722670097,78,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 80% discharge...190","4",-0.475743602296148,80,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 82% discharge...191","4",-0.486178117128709,82,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 84% discharge...192","4",-0.489079883455587,84,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 86% discharge...193","4",-0.491519735959005,86,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 88% discharge...194","4",-0.495084763160597,88,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 90% discharge...195","4",-0.496055966584285,90,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 92% discharge...196","4",-0.0131981018105448,92,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 94% discharge...197","4",-0.00527845112794256,94,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 96% discharge...198","4",0.479837659004949,96,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 98% discharge...199","4",-0.510624017939629,98,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
"Interpolated HI for 100% discharge...200","4",-0.0110701398375015,100,"STRT_storm9c_09_09_fDOM","STRT","storm9c","fDOM"
