"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","response"
"Interpolated HI for 44% discharge...422","9",-0.276573631485449,44,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 46% discharge...423","9",-0.268474259656063,46,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 48% discharge...424","9",-0.264898448803179,48,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 50% discharge...425","9",-0.275314543156969,50,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 52% discharge...426","9",-0.270044686189403,52,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 54% discharge...427","9",-0.265530282218925,54,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 56% discharge...428","9",-0.256991374100324,56,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 58% discharge...429","9",-0.245027745728257,58,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 60% discharge...430","9",-0.248805010713697,60,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 62% discharge...431","9",-0.246643957291724,62,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 64% discharge...432","9",-0.23396150394667,64,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 66% discharge...433","9",-0.22792703697599,66,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 68% discharge...434","9",0.11948977162427,68,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 70% discharge...435","9",-0.0479369265424974,70,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 72% discharge...436","9",0.103432961558889,72,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 74% discharge...437","9",-0.0300395582660298,74,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 76% discharge...438","9",0.057354907239529,76,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 78% discharge...439","9",0.0486832225335607,78,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 80% discharge...440","9",0.0437521747889309,80,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 82% discharge...441","9",0.188235994359284,82,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 84% discharge...442","9",0.188235994359284,84,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 86% discharge...443","9",0.188345878431588,86,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 88% discharge...444","9",0.188483233521968,88,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 90% discharge...445","9",0.188167316814094,90,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 92% discharge...446","9",0.160719191253228,92,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 94% discharge...447","9",0.103323077486585,94,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 96% discharge...448","9",0.0483764628317123,96,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 98% discharge...449","9",0.348291302675677,98,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 100% discharge...450","9",0.353579473655294,100,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 2% discharge...451","10",0.10149834317821,2,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 4% discharge...452","10",0.348869039043368,4,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 6% discharge...453","10",0.184843682466506,6,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 8% discharge...454","10",0.111151130960949,8,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 10% discharge...455","10",0.0991211640973992,10,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 12% discharge...456","10",0.0746290159919342,12,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 14% discharge...457","10",-0.0739086586947154,14,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 16% discharge...458","10",-0.0999855928540572,16,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 18% discharge...459","10",-0.181458003169573,18,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 20% discharge...460","10",-0.181746146088464,20,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 22% discharge...461","10",-0.198026221005618,22,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 24% discharge...462","10",-0.277625702348368,24,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 26% discharge...463","10",-0.335326321855634,26,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 28% discharge...464","10",-0.329419392018441,28,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 30% discharge...465","10",-0.402535657686214,30,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 32% discharge...466","10",-0.400950871632331,32,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 34% discharge...467","10",-0.340656965855065,34,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 36% discharge...468","10",-0.417230946549495,36,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 38% discharge...469","10",-0.42947702060222,38,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 40% discharge...470","10",-0.486601354271722,40,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 42% discharge...471","10",-0.461460884598766,42,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 44% discharge...472","10",-0.441146808817174,44,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 46% discharge...473","10",-0.523339576429907,46,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 48% discharge...474","10",-0.521034433078797,48,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 50% discharge...475","10",-0.55395476156173,50,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 52% discharge...476","10",-0.566921192911681,52,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 54% discharge...477","10",-0.531335542429051,54,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 56% discharge...478","10",-0.579887624261644,56,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 58% discharge...479","10",-0.500216107189168,58,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 60% discharge...480","10",-0.495461749027513,60,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 62% discharge...481","10",-0.515991931998266,62,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 64% discharge...482","10",-0.495029534649185,64,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 66% discharge...483","10",-0.424578590981126,66,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 68% discharge...484","10",-0.370551793689669,68,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 70% discharge...485","10",-0.389641262065985,70,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 72% discharge...486","10",-0.336839072179804,72,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 74% discharge...487","10",-0.374513758824375,74,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 76% discharge...488","10",-0.367382221581903,76,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 78% discharge...489","10",-0.482711424866736,78,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 80% discharge...490","10",-0.594438841665468,80,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 82% discharge...491","10",-0.444028238006056,82,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 84% discharge...492","10",-0.412332516928393,84,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 86% discharge...493","10",-0.205517936896696,86,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 88% discharge...494","10",-0.0952312346924099,88,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 90% discharge...495","10",-0.316164817749611,90,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 92% discharge...496","10",0.00720357297219332,92,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 94% discharge...497","10",-0.260337127215095,94,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 96% discharge...498","10",-0.08334533928829,96,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 98% discharge...499","10",-0.201555971761989,98,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 100% discharge...500","10",0.184123325169286,100,"FRCH_storm8_07_26_fDOM","FRCH","storm8","fDOM"
"Interpolated HI for 2% discharge...501","11",-0.402214316057774,2,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 4% discharge...502","11",-0.371017417162278,4,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 6% discharge...503","11",-0.370327102803738,6,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 8% discharge...504","11",-0.373061809685642,8,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 10% discharge...505","11",-0.378637425658455,10,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 12% discharge...506","11",-0.376460280373832,12,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 14% discharge...507","11",-0.376460280373832,14,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 16% discharge...508","11",-0.376247875955821,16,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 18% discharge...509","11",-0.376247875955821,18,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 20% discharge...510","11",-0.375796516567547,20,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 22% discharge...511","11",-0.375796516567547,22,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 24% discharge...512","11",-0.379858751062024,24,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 26% discharge...513","11",-0.381717289719626,26,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 28% discharge...514","11",-0.378159515717929,28,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 30% discharge...515","11",-0.378159515717929,30,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 32% discharge...516","11",-0.382593457943925,32,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 34% discharge...517","11",-0.38944350042481,34,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 36% discharge...518","11",-0.38944350042481,36,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 38% discharge...519","11",-0.38944350042481,38,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 40% discharge...520","11",-0.398470688190315,40,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 42% discharge...521","11",-0.398470688190315,42,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 44% discharge...522","11",-0.401072642310961,44,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 46% discharge...523","11",-0.401683305012745,46,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 48% discharge...524","11",-0.401683305012745,48,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 50% discharge...525","11",-0.401683305012745,50,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 52% discharge...526","11",-0.402214316057774,52,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 54% discharge...527","11",-0.396744902293969,54,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 56% discharge...528","11",-0.389071792693288,56,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 58% discharge...529","11",-0.389071792693288,58,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 60% discharge...530","11",-0.389071792693288,60,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 62% discharge...531","11",-0.402665675446051,62,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 64% discharge...532","11",-0.857396983857266,64,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 66% discharge...533","11",-0.850228334749363,66,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 68% discharge...534","11",-0.812446898895496,68,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 70% discharge...535","11",-0.701200084961767,70,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 72% discharge...536","11",-0.638912489379781,72,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 74% discharge...537","11",-0.532869583687342,74,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 76% discharge...538","11",-0.344360662701785,76,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 78% discharge...539","11",-0.323199872557348,78,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 80% discharge...540","11",-0.204333050127441,80,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 82% discharge...541","11",-0.137691163976209,82,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 84% discharge...542","11",-0.0975201784197109,84,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 86% discharge...543","11",-0.0903515293118107,86,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 88% discharge...544","11",-0.061172472387424,88,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 90% discharge...545","11",-0.116317969413765,90,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 92% discharge...546","11",-0.0938827527612586,92,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 94% discharge...547","11",-0.0644116397621086,94,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 96% discharge...548","11",-0.0107529736618515,96,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 98% discharge...549","11",0.00238954970263167,98,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 100% discharge...550","11",0.0566588785046701,100,"FRCH_storm9a_08_01_fDOM","FRCH","storm9a","fDOM"
"Interpolated HI for 2% discharge...551","12",-0.0446857741751558,2,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 4% discharge...552","12",-0.506776442888748,4,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 6% discharge...553","12",-0.509525768934829,6,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 8% discharge...554","12",-0.513220752429647,8,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 10% discharge...555","12",-0.518894697122064,10,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 12% discharge...556","12",-0.520237069402953,12,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 14% discharge...557","12",-0.524361058472075,14,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 16% discharge...558","12",-0.528964795710313,16,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 18% discharge...559","12",-0.53622559973134,18,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 20% discharge...560","12",-0.53644702196324,20,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 22% discharge...561","12",-0.540995403643502,22,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 24% discharge...562","12",-0.0622796156848116,24,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 26% discharge...563","12",-0.543975377847812,26,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 28% discharge...564","12",-0.061047954519873,28,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 30% discharge...565","12",-0.541622766633884,30,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 32% discharge...566","12",-0.538384466492358,32,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 34% discharge...567","12",-0.538338336860712,34,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 36% discharge...568","12",-0.53607337194691,36,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 38% discharge...569","12",-0.118742284819107,38,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 40% discharge...570","12",-0.117455268096193,40,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 42% discharge...571","12",-0.118959094087842,42,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 44% discharge...572","12",-0.119268162619868,44,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 46% discharge...573","12",-0.122451107203419,46,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 48% discharge...574","12",-0.123244536867724,48,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 50% discharge...575","12",-0.127036392588998,50,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 52% discharge...576","12",-0.135358178137877,52,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 54% discharge...577","12",-0.139915785744468,54,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 56% discharge...578","12",-0.146475419364481,56,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 58% discharge...579","12",-0.1508992510393,58,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 60% discharge...580","12",-0.15101918808158,60,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 62% discharge...581","12",-0.148943354657525,62,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 64% discharge...582","12",-0.14133196543599,64,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 66% discharge...583","12",-0.128208085232798,66,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 68% discharge...584","12",-0.119794040420628,68,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 70% discharge...585","12",-0.120970346027593,70,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 72% discharge...586","12",-0.10493568606756,72,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 74% discharge...587","12",-0.103819348981735,74,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 76% discharge...588","12",-0.0894545816872746,76,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 78% discharge...589","12",-0.0772855848591483,78,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 80% discharge...590","12",-0.0714409605296424,80,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 82% discharge...591","12",-0.0598024544654407,82,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 84% discharge...592","12",-0.0252974899944831,84,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 86% discharge...593","12",-0.0409815647540089,86,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 88% discharge...594","12",-0.0177460692940877,88,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 90% discharge...595","12",-0.0271149974813218,90,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 92% discharge...596","12",-0.0338960533332349,92,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 94% discharge...597","12",-0.00824797813824518,94,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 96% discharge...598","12",-0.0106974615786302,96,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 98% discharge...599","12",0.0174508396515547,98,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 100% discharge...600","12",0.414240401807543,100,"FRCH_storm10a_08_09_fDOM","FRCH","storm10a","fDOM"
"Interpolated HI for 2% discharge...601","13",-0.282368259803921,2,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 4% discharge...602","13",-0.108340992647058,4,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 6% discharge...603","13",-0.114728860294117,6,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 8% discharge...604","13",-0.118282781862744,8,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 10% discharge...605","13",-0.120059742647058,10,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 12% discharge...606","13",-0.119730392156862,12,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 14% discharge...607","13",-0.120879289215685,14,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 16% discharge...608","13",-0.120879289215685,16,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 18% discharge...609","13",-0.120986519607843,18,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 20% discharge...610","13",-0.121070772058823,20,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 22% discharge...611","13",-0.129036458333333,22,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 24% discharge...612","13",-0.129036458333333,24,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 26% discharge...613","13",-0.125451899509803,26,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 28% discharge...614","13",-0.125428921568627,28,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 30% discharge...615","13",-0.125428921568627,30,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 32% discharge...616","13",-0.125589767156862,32,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 34% discharge...617","13",-0.125536151960784,34,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 36% discharge...618","13",-0.125536151960784,36,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 38% discharge...619","13",-0.125183823529411,38,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 40% discharge...620","13",-0.125191482843137,40,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 42% discharge...621","13",-0.125666360294117,42,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 44% discharge...622","13",-0.133409926470588,44,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 46% discharge...623","13",-0.133409926470588,46,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 48% discharge...624","13",-0.137109375,48,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 50% discharge...625","13",-0.13360906862745,50,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 52% discharge...626","13",-0.142999387254902,52,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 54% discharge...627","13",-0.635347732843127,54,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 56% discharge...628","13",-0.648491115196077,56,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 58% discharge...629","13",-0.647794117647059,58,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 60% discharge...630","13",-0.650405943627444,60,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 62% discharge...631","13",-0.657598039215685,62,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
