"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","response"
"Interpolated HI for 22% discharge...211","5",0.261649444336126,22,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 24% discharge...212","5",0.261649444336126,24,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 26% discharge...213","5",0.261649444336126,26,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 28% discharge...214","5",0.207935270033143,28,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 30% discharge...215","5",0.652466367713005,30,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 32% discharge...216","5",0.627705205693117,32,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 34% discharge...217","5",0.595535192045233,34,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 36% discharge...218","5",0.595535192045233,36,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 38% discharge...219","5",0.673328134139204,38,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 40% discharge...220","5",0.578572821212704,40,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 42% discharge...221","5",0.568434392669134,42,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 44% discharge...222","5",0.427081302398129,44,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 46% discharge...223","5",0.374244492103722,46,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 48% discharge...224","5",0.347143692727623,48,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 50% discharge...225","5",0.270813023981287,50,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 52% discharge...226","5",0.392279196724504,52,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 54% discharge...227","5",0.418502632092026,54,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 56% discharge...228","5",0.202378631312142,56,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 58% discharge...229","5",0.187073503606933,58,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 60% discharge...230","5",0.275687268473395,60,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 62% discharge...231","5",0.275687268473395,62,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 64% discharge...232","5",0.296451550009751,64,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 66% discharge...233","5",0.380775979723141,66,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 68% discharge...234","5",0.0190095535192114,68,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 70% discharge...235","5",0.240007798791194,70,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 72% discharge...236","5",0.0673620588808811,72,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 74% discharge...237","5",0.104991226359923,74,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 76% discharge...238","5",0.244394618834078,76,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 78% discharge...239","5",0.155195944628588,78,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 80% discharge...240","5",0.109378046402816,80,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 82% discharge...241","5",0.00662897250927263,82,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 84% discharge...242","5",0.150614154806019,84,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 86% discharge...243","5",0.369857672060837,86,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 88% discharge...244","5",0.370442581399885,88,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 90% discharge...245","5",0.370442581399885,90,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 92% discharge...246","5",0.387989861571452,92,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 94% discharge...247","5",0.392669136283875,94,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 96% discharge...248","5",0.392669136283875,96,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 98% discharge...249","5",0.408461688438288,98,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 100% discharge...250","5",0.441314096315064,100,"FRCH_storm3c_06_28_fDOM","FRCH","storm3c","fDOM"
"Interpolated HI for 2% discharge...251","6",-0.213420149852367,2,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 4% discharge...252","6",-0.213420149852367,4,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 6% discharge...253","6",-0.212912392688298,6,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 8% discharge...254","6",0.0336655800378898,8,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 10% discharge...255","6",0.0336655800378898,10,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 12% discharge...256","6",0.0320740386748819,12,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 14% discharge...257","6",0.0320740386748819,14,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 16% discharge...258","6",0.0320740386748819,16,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 18% discharge...259","6",0.0320740386748819,18,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 20% discharge...260","6",0.492608506425904,20,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 22% discharge...261","6",-0.422637435783654,22,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 24% discharge...262","6",-0.426490416616888,24,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 26% discharge...263","6",-0.429899643289927,26,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 28% discharge...264","6",-0.439141677049378,28,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 30% discharge...265","6",-0.441488453858103,30,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 32% discharge...266","6",-0.487993036473179,32,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 34% discharge...267","6",-0.482228499257567,34,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 36% discharge...268","6",-0.492865798501475,36,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 38% discharge...269","6",-0.500179208410847,38,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 40% discharge...270","6",-0.503793244696288,40,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 42% discharge...271","6",-0.503148947790616,42,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 44% discharge...272","6",-0.497764161731327,44,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 46% discharge...273","6",-0.492959669573831,46,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 48% discharge...274","6",-0.49340769060095,48,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 50% discharge...275","6",-0.475529518185391,50,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 52% discharge...276","6",-0.472504309535596,52,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 54% discharge...277","6",-0.441539656261203,54,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 56% discharge...278","6",-0.455193630421056,56,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 58% discharge...279","6",-0.379759690054788,58,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 60% discharge...280","6",-0.372194534996844,60,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 62% discharge...281","6",-0.342356334590638,62,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 64% discharge...282","6",-0.34311583690328,64,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 66% discharge...283","6",-0.319413391135158,66,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 68% discharge...284","6",-0.310175624242632,68,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 70% discharge...285","6",-0.273634175897323,70,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 72% discharge...286","6",-0.0653982693587753,72,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 74% discharge...287","6",-0.0666313939000872,74,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 76% discharge...288","6",-0.0533699714973288,76,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 78% discharge...289","6",0.020843644928402,78,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 80% discharge...290","6",0.00127152634363631,80,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 82% discharge...291","6",0.0891305831953717,82,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 84% discharge...292","6",0.114514174531926,84,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 86% discharge...293","6",0.0905002474782821,86,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 88% discharge...294","6",0.0659145602566953,88,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 90% discharge...295","6",0.0130907477257599,90,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 92% discharge...296","6",-0.00836305917291069,92,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 94% discharge...297","6",-0.016755986414296,94,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 96% discharge...298","6",-0.0940204126913697,96,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 98% discharge...299","6",-0.0739490706763837,98,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 100% discharge...300","6",0.18791281937499,100,"FRCH_storm4a_07_07_fDOM","FRCH","storm4a","fDOM"
"Interpolated HI for 2% discharge...301","7",0.471081646231347,2,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 4% discharge...302","7",0.454186864366507,4,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 6% discharge...303","7",0.442044482463644,6,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 8% discharge...304","7",0.400437220796502,8,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 10% discharge...305","7",0.284145993726832,10,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 12% discharge...306","7",0.259314703925482,12,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 14% discharge...307","7",0.271480847828152,14,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 16% discharge...308","7",0.200432468396539,16,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 18% discharge...309","7",0.208749168330005,18,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 20% discharge...310","7",0.182420872540632,20,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 22% discharge...311","7",0.18280106453759,22,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 24% discharge...312","7",0.199577036403382,24,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 26% discharge...313","7",0.148631308810948,26,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 28% discharge...314","7",0.179925862560591,28,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 30% discharge...315","7",0.143213572854291,30,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 32% discharge...316","7",0.11595855907233,32,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 34% discharge...317","7",0.0812898013496816,34,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 36% discharge...318","7",0.0161581598707335,36,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 38% discharge...319","7",-0.0723790514209679,38,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 40% discharge...320","7",-0.0616623895067009,40,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 42% discharge...321","7",-0.0682919874536648,42,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 44% discharge...322","7",-0.175030890599752,44,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 46% discharge...323","7",-0.200741374394069,46,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 48% discharge...324","7",-0.0308905997528753,48,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 50% discharge...325","7",-0.254990019960079,50,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 52% discharge...326","7",-0.296169565630644,52,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 54% discharge...327","7",-0.213667902290658,54,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 56% discharge...328","7",-0.296264613629884,56,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 58% discharge...329","7",-0.202975002376202,58,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 60% discharge...330","7",-0.19318505845452,60,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 62% discharge...331","7",-0.249500998003991,62,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 64% discharge...332","7",-0.179593194563253,64,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 66% discharge...333","7",-0.200527516395781,66,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 68% discharge...334","7",-0.0900817412793457,68,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 70% discharge...335","7",-0.118833761049329,70,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 72% discharge...336","7",-0.0785809333713542,72,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 74% discharge...337","7",-0.0666048854671631,74,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 76% discharge...338","7",0.470558882235527,76,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 78% discharge...339","7",0.556007033551947,78,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 80% discharge...340","7",0.428143712574851,80,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 82% discharge...341","7",0.321808763425531,82,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 84% discharge...342","7",0.379265278965878,84,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 86% discharge...343","7",0.26739378386085,86,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 88% discharge...344","7",0.298664575610685,88,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 90% discharge...345","7",0.393997718848019,90,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 92% discharge...346","7",0.305104077559168,92,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 94% discharge...347","7",0.243726832050187,94,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 96% discharge...348","7",0.177502138579983,96,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 98% discharge...349","7",0.484340842125274,98,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 100% discharge...350","7",0.484340842125274,100,"FRCH_storm4b_07_09_fDOM","FRCH","storm4b","fDOM"
"Interpolated HI for 2% discharge...351","8",-0.316449393445593,2,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 4% discharge...352","8",-0.139960166576137,4,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 6% discharge...353","8",-0.139960166576137,6,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 8% discharge...354","8",-0.179431468404849,8,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 10% discharge...355","8",-0.650959623393084,10,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 12% discharge...356","8",-0.672143762447948,12,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 14% discharge...357","8",-0.677892449755569,14,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 16% discharge...358","8",-0.682192648922686,16,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 18% discharge...359","8",-0.66150642766612,18,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 20% discharge...360","8",-0.679024081115334,20,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 22% discharge...361","8",-0.639100126742714,22,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 24% discharge...362","8",-0.639326453014665,24,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 26% discharge...363","8",-0.648107912366465,26,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 28% discharge...364","8",-0.734338221980801,28,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 30% discharge...365","8",-0.551964512040555,30,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 32% discharge...366","8",-0.753394894079304,32,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 34% discharge...367","8",-0.558709034944776,34,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 36% discharge...368","8",-0.549203331522722,36,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 38% discharge...369","8",-0.563597682418974,38,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 40% discharge...370","8",-0.486963606735469,40,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 42% discharge...371","8",-0.502534854245881,42,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 44% discharge...372","8",-0.545265254390729,44,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 46% discharge...373","8",-0.410103204780008,46,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 48% discharge...374","8",-0.374026797030595,48,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 50% discharge...375","8",-0.337135614702154,50,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 52% discharge...376","8",-0.322560202788339,52,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 54% discharge...377","8",-0.343336954553682,54,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 56% discharge...378","8",-0.337361940974105,56,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 58% discharge...379","8",-0.348361397791053,58,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 60% discharge...380","8",-0.3344649646931,60,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 62% discharge...381","8",-0.318124207858047,62,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 64% discharge...382","8",-0.355286981712835,64,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 66% discharge...383","8",-0.343291689299291,66,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 68% discharge...384","8",-0.321202245156613,68,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 70% discharge...385","8",-0.311062828173088,70,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 72% discharge...386","8",-0.29508419337316,72,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 74% discharge...387","8",-0.300470758645661,74,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 76% discharge...388","8",-0.262810066992575,76,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 78% discharge...389","8",-0.235288792323011,78,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 80% discharge...390","8",-0.222569255839217,80,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 82% discharge...391","8",-0.217590077856237,82,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 84% discharge...392","8",-0.228996921962701,84,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 86% discharge...393","8",-0.118097048705414,86,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 88% discharge...394","8",-0.178390367553862,88,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 90% discharge...395","8",-0.127240630092339,90,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 92% discharge...396","8",-0.0597954010501546,92,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 94% discharge...397","8",-0.0214104653268155,94,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 96% discharge...398","8",-0.0291508238276281,96,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 98% discharge...399","8",-0.0373891001267383,98,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 100% discharge...400","8",0.160103204780013,100,"FRCH_storm6_07_17_fDOM","FRCH","storm6","fDOM"
"Interpolated HI for 2% discharge...401","9",-0.105864146658608,2,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 4% discharge...402","9",-0.572326612090911,4,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 6% discharge...403","9",-0.586913722689229,6,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 8% discharge...404","9",-0.594239327509477,8,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 10% discharge...405","9",-0.600113546874714,10,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 12% discharge...406","9",-0.611101954105086,12,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 14% discharge...407","9",-0.615199714301412,14,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 16% discharge...408","9",-0.615703349632804,16,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 18% discharge...409","9",-0.614636558430856,18,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 20% discharge...410","9",-0.613217222496932,20,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 22% discharge...411","9",-0.614700657473033,22,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 24% discharge...412","9",-0.261249381902093,24,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 26% discharge...413","9",-0.270030950680366,26,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 28% discharge...414","9",-0.280323425452814,28,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 30% discharge...415","9",-0.282173140669926,30,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 32% discharge...416","9",-0.272480449792136,32,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 34% discharge...417","9",-0.286618867095214,34,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 36% discharge...418","9",-0.286046554218633,36,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 38% discharge...419","9",-0.289338497884732,38,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 40% discharge...420","9",-0.2946816109005,40,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
"Interpolated HI for 42% discharge...421","9",-0.290226727469187,42,"FRCH_storm7_07_20_fDOM","FRCH","storm7","fDOM"
