"","column_label","HI_mean_Interp","HI_sd_with_Interp","N.S.","Max_width_Interp","Min_response","Max_response","Peak_Q","ShapiroTest.W","ShapiroTest.p","t.test.stat","t.test.p","t.test.CIlow","t.test.CIhigh","wilcox.test.stat","wilcox.test.p","storm.ID","site.ID"
"1","1",0.0683515172448042,0.124835908565257,-0.190322682595366,-0.384611737934958,9.48,114.95,1156.14735750691,0.8032,0,3.8327,4e-04,0.0325,0.1042,1041,1e-04,"VAUL_storm1a_06_19_NO3","VAUL"
"2","2",0.786076088943628,0.151205896050966,-0.287363731706616,0.964598627935846,71.7,244.918333333333,1156.14735750691,0.6893,0,36.391,0,0.7427,0.8295,1275,0,"VAUL_storm1a_06_19_fDOM","VAUL"
"3","3",-0.0121700953685543,0.083822329758486,0.567549153202258,0.253682434624619,-0.91,101.83,1371.45812583726,0.9041,7e-04,-1.0163,0.3145,-0.0362,0.0119,421,0.0371,"VAUL_storm1b_06_20_NO3","VAUL"
"4","4",0.146941056555539,0.137269189933624,-0.0492787992248537,0.456219342031445,-2.728,159.478333333333,1371.45812583726,0.9442,0.0197,7.4932,0,0.1075,0.1863,1213,0,"VAUL_storm1b_06_20_fDOM","VAUL"
"5","5",0.0177626745040408,0.284174534878965,-0.0576781778104335,-0.595150624540779,15.08,28.69,1073.87413708796,0.9681,0.1933,0.4375,0.6636,-0.0638,0.0993,689,0.6225,"VAUL_storm1c_06_22_NO3","VAUL"
"6","6",0.281573943102078,0.220030848395948,-0.26383490614954,0.860263403505135,-0.0223076923076923,37.0661538461538,338.666635472153,0.72,0,8.9579,0,0.2184,0.3447,1275,0,"VAUL_storm3_07_09_NO3","VAUL"
"7","7",0.24728299981356,0.229552339504157,-0.0658753340376614,0.961725692933937,-2.90181818181818,231.149090909091,338.666635472153,0.8407,0,7.5407,0,0.1814,0.3132,1275,0,"VAUL_storm3_07_09_fDOM","VAUL"
"8","8",0.512477803557618,0.131254940946753,-0.904578499613303,0.671423047177108,21.29,31.2361538461538,441.945784508658,0.82,0,27.3311,0,0.4748,0.5502,1275,0,"VAUL_storm4_07_12_NO3","VAUL"
"9","9",0.487133274764936,0.163997436181028,-0.535793997530635,0.808380425491503,154.477272727273,231.051818181818,441.945784508658,0.932,0.0066,20.7926,0,0.4401,0.5342,1275,0,"VAUL_storm4_07_12_fDOM","VAUL"
"10","10",0.0203854166666594,0.157272350152197,-0.138244047619032,-0.359151785714291,30.6146153846154,35.7838461538462,146.112289810844,0.9104,0.0011,0.9073,0.3687,-0.0248,0.0655,710,0.487,"VAUL_storm5_07_27_NO3","VAUL"
"11","11",0.382142454001556,0.189401134288471,-0.29709899537204,0.679309177107981,222.038181818182,230.091818181818,146.112289810844,0.9223,0.0029,14.1234,0,0.3278,0.4365,1275,0,"VAUL_storm5_07_27_fDOM","VAUL"
"12","12",0.00961613499255951,0.188335500922736,-0.303283768223498,-0.546032623456908,-0.806923076923077,79.626,3088.69279032573,0.9022,6e-04,0.3574,0.7223,-0.0445,0.0637,760,0.2389,"VAUL_storm6b_08_02_NO3","VAUL"
"13","13",0.141727087126856,0.213008426476743,0.142228107929151,-0.542069929555444,-2.97363636363636,244.158181818182,3088.69279032573,0.821,0,4.6575,0,0.0806,0.2029,1056,1e-04,"VAUL_storm6b_08_02_fDOM","VAUL"
