"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response","date","doy"
"Interpolated HI for 2% discharge...1","1",0.00266183986373429,2,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3",2021-06-09,160
"Interpolated HI for 4% discharge...2","1",-0.106793015332163,4,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3",2021-06-09,160
"Interpolated HI for 6% discharge...3","1",-0.279280238500831,6,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3",2021-06-09,160
"Interpolated HI for 8% discharge...4","1",-0.25883730834751,8,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3",2021-06-09,160
"Interpolated HI for 10% discharge...5","1",-0.466247870528123,10,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3",2021-06-09,160
"Interpolated HI for 12% discharge...6","1",-0.56803662691653,12,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3",2021-06-09,160
"Interpolated HI for 14% discharge...7","1",-0.56803662691653,14,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3",2021-06-09,160
"Interpolated HI for 16% discharge...8","1",-0.59699744463372,16,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3",2021-06-09,160
"Interpolated HI for 18% discharge...9","1",-0.642568143100541,18,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3",2021-06-09,160
"Interpolated HI for 20% discharge...10","1",-0.634050255536619,20,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3",2021-06-09,160
"Interpolated HI for 22% discharge...11","1",-0.68643526405457,22,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3",2021-06-09,160
"Interpolated HI for 24% discharge...12","1",-0.694101362862008,24,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3",2021-06-09,160
"Interpolated HI for 26% discharge...13","1",-0.717951448040923,26,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3",2021-06-09,160
