Discharge_Lsec,day
NA,2020-06-04
NA,2020-06-05
NA,2020-06-06
NA,2020-06-07
NA,2020-06-08
NA,2020-06-09
NA,2020-06-10
NA,2020-06-11
NA,2020-06-12
NA,2020-06-13
NA,2020-06-14
NA,2020-06-15
NA,2020-06-16
1082.0964533804733,2020-06-17
993.8790708076491,2020-06-18
1311.8655012209394,2020-06-19
1681.758287981201,2020-06-20
3916.8728352266007,2020-06-21
4889.4132221992795,2020-06-22
5216.313893737221,2020-06-23
5027.669188414718,2020-06-24
3779.2027841444656,2020-06-25
3007.843272096085,2020-06-26
2628.960974676141,2020-06-27
2398.6071866291063,2020-06-28
2235.214647063944,2020-06-29
2083.5127483462834,2020-06-30
1924.90940905924,2020-07-01
1787.7872544379636,2020-07-02
1671.095863807881,2020-07-03
1577.8063584797699,2020-07-04
1514.892225691703,2020-07-05
1496.4508828245816,2020-07-06
1430.4177140827753,2020-07-07
1383.4346799579387,2020-07-08
1442.3790406577748,2020-07-09
1475.4126513178162,2020-07-10
1318.4026590648446,2020-07-11
1252.460761132558,2020-07-12
1279.5125801759616,2020-07-13
1246.7710327280195,2020-07-14
1143.1448655463719,2020-07-15
1168.9221785038183,2020-07-16
1161.0429864090183,2020-07-17
1197.5576136011096,2020-07-18
1154.1738680749459,2020-07-19
1087.4156615046297,2020-07-20
1378.5186637685686,2020-07-21
1428.3527901597536,2020-07-22
1337.7688490627188,2020-07-23
1292.6137691332417,2020-07-24
1251.5276534656107,2020-07-25
1187.3336383814542,2020-07-26
1282.265182022388,2020-07-27
1297.9478424856115,2020-07-28
1225.6965205816807,2020-07-29
1147.3726385255316,2020-07-30
1085.349110553152,2020-07-31
1159.6385760504654,2020-08-01
1473.9860727049083,2020-08-02
1677.16031741463,2020-08-03
1865.6381008659057,2020-08-04
1623.861685189059,2020-08-05
1406.135144682116,2020-08-06
1264.1285462704745,2020-08-07
1249.798540566998,2020-08-08
1245.2539259927082,2020-08-09
1508.8537324161891,2020-08-10
1456.9472799039474,2020-08-11
1495.4722034307463,2020-08-12
1460.0819422140437,2020-08-13
1312.1284026830083,2020-08-14
1221.2654724270426,2020-08-15
1166.4005977389254,2020-08-16
1139.4410228624292,2020-08-17
1087.0735178048253,2020-08-18
1036.700834122672,2020-08-19
1240.7989311581812,2020-08-20
1338.6316235118459,2020-08-21
1217.7134306663363,2020-08-22
1240.2604551933448,2020-08-23
1222.4064621574937,2020-08-24
1183.306967748281,2020-08-25
1161.958302039373,2020-08-26
1110.8633563529813,2020-08-27
1176.6764123861255,2020-08-28
1241.8411276744853,2020-08-29
1161.2922368263892,2020-08-30
1087.9620966325838,2020-08-31
1023.4116766599618,2020-09-01
1075.5600183249542,2020-09-02
1117.7846747343058,2020-09-03
1726.847759825557,2020-09-04
1446.8361069691982,2020-09-05
1341.5263264918642,2020-09-06
1454.3737395049782,2020-09-07
1382.833280663229,2020-09-08
1601.9160496731172,2020-09-09
2099.5265258917766,2020-09-10
1780.28193439462,2020-09-11
1625.1436175143863,2020-09-12
1502.326022244024,2020-09-13
1444.6319181560368,2020-09-14
1372.111960553834,2020-09-15
1359.5098396799906,2020-09-16
1337.5483302453515,2020-09-17
1279.8004302721947,2020-09-18
1275.923755501711,2020-09-19
1236.5265019840324,2020-09-20
1208.7711187619777,2020-09-21
1189.5492670700758,2020-09-22
1172.8324347691153,2020-09-23
1270.6449536658595,2020-09-24
1240.6569118914279,2020-09-25
1200.4031782602717,2020-09-26
1155.7737953467695,2020-09-27
1087.9030207025655,2020-09-28
1072.7697323315442,2020-09-29
1058.0962443956093,2020-09-30
1031.9270535719345,2020-10-01
1036.6430583856054,2020-10-02
967.8297576313604,2020-10-03
928.5185741515476,2020-10-04
881.6281350704649,2020-10-05
887.3109154682897,2020-10-06
923.2063012845762,2020-10-07
NA,2020-10-08
NA,2020-10-09
NA,2020-10-10
NA,2020-10-11
NA,2020-10-12
NA,2020-10-13
NA,2020-10-14
NA,2020-10-15
