"DateTime","WaterPressure","Site","AirPressure","difference"
2020-06-06 01:00:00,101.971,"VAUL2",98.724,3.247
2020-06-06 01:15:00,101.983,"VAUL2",98.749,3.23400000000001
2020-06-06 01:30:00,101.993,"VAUL2",98.743,3.25
2020-06-06 01:45:00,101.993,"VAUL2",98.768,3.22499999999999
2020-06-06 02:00:00,102.002,"VAUL2",98.781,3.22099999999999
2020-06-06 02:15:00,102.002,"VAUL2",98.802,3.19999999999999
2020-06-06 02:30:00,102.002,"VAUL2",98.802,3.19999999999999
2020-06-06 02:45:00,102.009,"VAUL2",98.801,3.208
2020-06-06 03:00:00,102.018,"VAUL2",98.822,3.196
2020-06-06 03:15:00,102.015,"VAUL2",98.82,3.19500000000001
2020-06-06 03:30:00,101.996,"VAUL2",98.829,3.167
2020-06-06 03:45:00,101.996,"VAUL2",98.825,3.17099999999999
2020-06-06 04:00:00,101.987,"VAUL2",98.833,3.154
2020-06-06 04:15:00,101.974,"VAUL2",98.821,3.15300000000001
2020-06-06 04:30:00,101.964,"VAUL2",98.799,3.16499999999999
2020-06-06 04:45:00,101.974,"VAUL2",98.8,3.17400000000001
2020-06-06 05:00:00,101.964,"VAUL2",98.811,3.15299999999999
2020-06-06 05:15:00,101.964,"VAUL2",98.81,3.154
2020-06-06 05:30:00,101.974,"VAUL2",98.808,3.166
2020-06-06 05:45:00,101.971,"VAUL2",98.817,3.15400000000001
2020-06-06 06:00:00,101.971,"VAUL2",98.805,3.166
2020-06-06 06:15:00,101.958,"VAUL2",98.797,3.161
2020-06-06 06:30:00,101.949,"VAUL2",98.755,3.194
2020-06-06 06:45:00,101.955,"VAUL2",98.779,3.176
2020-06-06 07:00:00,101.965,"VAUL2",98.768,3.197
2020-06-06 07:15:00,101.942,"VAUL2",98.778,3.16399999999999
2020-06-06 07:30:00,101.952,"VAUL2",98.766,3.18599999999999
2020-06-06 07:45:00,101.939,"VAUL2",98.724,3.21499999999999
2020-06-06 08:00:00,101.93,"VAUL2",98.664,3.26600000000001
2020-06-06 08:15:00,101.93,"VAUL2",98.697,3.233
2020-06-06 08:30:00,101.908,"VAUL2",98.704,3.20400000000001
2020-06-06 08:45:00,101.917,"VAUL2",98.696,3.221
2020-06-06 09:00:00,101.908,"VAUL2",98.679,3.229
2020-06-06 09:15:00,101.879,"VAUL2",98.654,3.22500000000001
2020-06-06 09:30:00,101.85,"VAUL2",98.65,3.19999999999999
2020-06-06 09:45:00,101.866,"VAUL2",98.629,3.23699999999999
2020-06-06 10:00:00,101.828,"VAUL2",98.63,3.19800000000001
2020-06-06 10:15:00,101.819,"VAUL2",98.619,3.2
2020-06-06 10:30:00,101.8,"VAUL2",98.608,3.19199999999999
2020-06-06 10:45:00,101.781,"VAUL2",98.608,3.173
2020-06-06 11:00:00,101.752,"VAUL2",98.667,3.08499999999999
2020-06-06 11:15:00,101.746,"VAUL2",98.676,3.06999999999999
2020-06-06 11:30:00,101.736,"VAUL2",98.592,3.14400000000001
2020-06-06 11:45:00,101.733,"VAUL2",98.521,3.212
2020-06-06 12:00:00,101.692,"VAUL2",98.475,3.217
2020-06-06 12:15:00,101.682,"VAUL2",98.506,3.176
2020-06-06 12:30:00,101.628,"VAUL2",98.541,3.087
2020-06-06 12:45:00,101.657,"VAUL2",98.608,3.04899999999999
2020-06-06 13:00:00,101.762,"VAUL2",98.608,3.154
2020-06-06 13:15:00,101.781,"VAUL2",98.625,3.15600000000001
2020-06-06 13:30:00,101.714,"VAUL2",98.562,3.152
2020-06-06 13:45:00,101.73,"VAUL2",98.526,3.20400000000001
2020-06-06 14:00:00,101.72,"VAUL2",98.538,3.182
2020-06-06 14:15:00,101.711,"VAUL2",98.568,3.143
2020-06-06 14:30:00,101.711,"VAUL2",98.603,3.108
2020-06-06 14:45:00,101.704,"VAUL2",98.545,3.15899999999999
2020-06-06 15:00:00,101.685,"VAUL2",98.551,3.134
2020-06-06 15:15:00,101.708,"VAUL2",98.536,3.172
2020-06-06 15:30:00,101.739,"VAUL2",98.536,3.203
2020-06-06 15:45:00,101.742,"VAUL2",98.535,3.20700000000001
2020-06-06 16:00:00,101.742,"VAUL2",98.507,3.235
2020-06-06 16:15:00,101.752,"VAUL2",98.445,3.307
2020-06-06 16:30:00,101.752,"VAUL2",98.449,3.303
2020-06-06 16:45:00,101.72,"VAUL2",98.425,3.295
2020-06-06 17:00:00,101.711,"VAUL2",98.397,3.31399999999999
2020-06-06 17:15:00,101.701,"VAUL2",98.419,3.282
2020-06-06 17:30:00,101.682,"VAUL2",98.408,3.274
2020-06-06 17:45:00,101.692,"VAUL2",98.413,3.279
2020-06-06 18:00:00,101.723,"VAUL2",98.413,3.31
2020-06-06 18:15:00,101.717,"VAUL2",98.416,3.301
2020-06-06 18:30:00,101.717,"VAUL2",98.383,3.334
2020-06-06 18:45:00,101.726,"VAUL2",98.397,3.32899999999999
2020-06-06 19:00:00,101.749,"VAUL2",98.443,3.306
2020-06-06 19:15:00,101.758,"VAUL2",98.455,3.303
2020-06-06 19:30:00,101.73,"VAUL2",98.447,3.283
2020-06-06 19:45:00,101.72,"VAUL2",98.408,3.312
2020-06-06 20:00:00,101.701,"VAUL2",98.411,3.28999999999999
2020-06-06 20:15:00,101.701,"VAUL2",98.396,3.30499999999999
2020-06-06 20:30:00,101.701,"VAUL2",98.381,3.31999999999999
2020-06-06 20:45:00,101.691,"VAUL2",98.355,3.336
2020-06-06 21:00:00,101.672,"VAUL2",98.368,3.304
2020-06-06 21:15:00,101.682,"VAUL2",98.387,3.295
2020-06-06 21:30:00,101.682,"VAUL2",98.376,3.306
2020-06-06 21:45:00,101.682,"VAUL2",98.398,3.28400000000001
2020-06-06 22:00:00,101.691,"VAUL2",98.415,3.276
2020-06-06 22:15:00,101.691,"VAUL2",98.442,3.24900000000001
2020-06-06 22:30:00,101.691,"VAUL2",98.446,3.245
2020-06-06 22:45:00,101.711,"VAUL2",98.47,3.241
2020-06-06 23:00:00,101.711,"VAUL2",98.495,3.21599999999999
2020-06-06 23:15:00,101.711,"VAUL2",98.487,3.224
2020-06-06 23:30:00,101.701,"VAUL2",98.489,3.21199999999999
2020-06-06 23:45:00,101.691,"VAUL2",98.485,3.206
2020-06-07,101.701,"VAUL2",98.506,3.19499999999999
2020-06-07 00:15:00,101.72,"VAUL2",98.543,3.17699999999999
2020-06-07 00:30:00,101.739,"VAUL2",98.566,3.173
2020-06-07 00:45:00,101.72,"VAUL2",98.564,3.15600000000001
2020-06-07 01:00:00,101.73,"VAUL2",98.571,3.15900000000001
2020-06-07 01:15:00,101.72,"VAUL2",98.577,3.143
2020-06-07 01:30:00,101.717,"VAUL2",98.584,3.133
2020-06-07 01:45:00,101.736,"VAUL2",98.588,3.14800000000001
2020-06-07 02:00:00,101.736,"VAUL2",98.603,3.13300000000001
2020-06-07 02:15:00,101.736,"VAUL2",98.607,3.129
2020-06-07 02:30:00,101.736,"VAUL2",98.594,3.14200000000001
2020-06-07 02:45:00,101.755,"VAUL2",98.609,3.146
2020-06-07 03:00:00,101.733,"VAUL2",98.616,3.117
2020-06-07 03:15:00,101.733,"VAUL2",98.616,3.117
2020-06-07 03:30:00,101.733,"VAUL2",98.613,3.12
2020-06-07 03:45:00,101.72,"VAUL2",98.611,3.10899999999999
2020-06-07 04:00:00,101.73,"VAUL2",98.619,3.111
2020-06-07 04:15:00,101.739,"VAUL2",98.617,3.122
2020-06-07 04:30:00,101.727,"VAUL2",98.622,3.105
2020-06-07 04:45:00,101.736,"VAUL2",98.6,3.13600000000001
2020-06-07 05:00:00,101.723,"VAUL2",98.629,3.09399999999999
2020-06-07 05:15:00,101.742,"VAUL2",98.62,3.122
2020-06-07 05:30:00,101.749,"VAUL2",98.626,3.12299999999999
2020-06-07 05:45:00,101.73,"VAUL2",98.626,3.104
2020-06-07 06:00:00,101.73,"VAUL2",98.614,3.116
2020-06-07 06:15:00,101.717,"VAUL2",98.621,3.096
2020-06-07 06:30:00,101.717,"VAUL2",98.606,3.111
2020-06-07 06:45:00,101.714,"VAUL2",98.608,3.10599999999999
2020-06-07 07:00:00,101.704,"VAUL2",98.651,3.053
2020-06-07 07:15:00,101.701,"VAUL2",98.604,3.09699999999999
2020-06-07 07:30:00,101.692,"VAUL2",98.55,3.142
2020-06-07 07:45:00,101.67,"VAUL2",98.539,3.131
2020-06-07 08:00:00,101.679,"VAUL2",98.44,3.239
2020-06-07 08:15:00,101.66,"VAUL2",98.472,3.188
2020-06-07 08:30:00,101.666,"VAUL2",98.552,3.11399999999999
2020-06-07 08:45:00,101.685,"VAUL2",98.519,3.166
2020-06-07 09:00:00,101.666,"VAUL2",98.47,3.196
2020-06-07 09:15:00,101.654,"VAUL2",98.449,3.205
2020-06-07 09:30:00,101.635,"VAUL2",98.441,3.194
2020-06-07 09:45:00,101.625,"VAUL2",98.42,3.205
2020-06-07 10:00:00,101.606,"VAUL2",98.443,3.163
2020-06-07 10:15:00,101.587,"VAUL2",98.411,3.176
2020-06-07 10:30:00,101.587,"VAUL2",98.39,3.197
2020-06-07 10:45:00,101.568,"VAUL2",98.402,3.166
2020-06-07 11:00:00,101.552,"VAUL2",98.492,3.06
2020-06-07 11:15:00,101.543,"VAUL2",98.468,3.075
2020-06-07 11:30:00,101.514,"VAUL2",98.434,3.08
2020-06-07 11:45:00,101.508,"VAUL2",98.408,3.09999999999999
2020-06-07 12:00:00,101.508,"VAUL2",98.376,3.13199999999999
2020-06-07 12:15:00,101.492,"VAUL2",98.356,3.13600000000001
2020-06-07 12:30:00,101.482,"VAUL2",98.333,3.149
2020-06-07 12:45:00,101.46,"VAUL2",98.283,3.17699999999999
2020-06-07 13:00:00,101.46,"VAUL2",98.284,3.17599999999999
2020-06-07 13:15:00,101.457,"VAUL2",98.275,3.18199999999999
2020-06-07 13:30:00,101.457,"VAUL2",98.252,3.205
2020-06-07 13:45:00,101.438,"VAUL2",98.228,3.21000000000001
2020-06-07 14:00:00,101.419,"VAUL2",98.308,3.11099999999999
2020-06-07 14:15:00,101.441,"VAUL2",98.311,3.13
2020-06-07 14:30:00,101.473,"VAUL2",98.271,3.202
2020-06-07 14:45:00,101.501,"VAUL2",98.251,3.25
2020-06-07 15:00:00,101.476,"VAUL2",98.218,3.258
2020-06-07 15:15:00,101.466,"VAUL2",98.255,3.211
2020-06-07 15:30:00,101.46,"VAUL2",98.273,3.187
2020-06-07 15:45:00,101.441,"VAUL2",98.269,3.172
2020-06-07 16:00:00,101.444,"VAUL2",98.313,3.131
2020-06-07 16:15:00,101.435,"VAUL2",98.303,3.13200000000001
2020-06-07 16:30:00,101.419,"VAUL2",98.263,3.15599999999999
2020-06-07 16:45:00,101.412,"VAUL2",98.276,3.13600000000001
2020-06-07 17:00:00,101.422,"VAUL2",98.307,3.11499999999999
2020-06-07 17:15:00,101.396,"VAUL2",98.239,3.157
2020-06-07 17:30:00,101.368,"VAUL2",98.204,3.164
2020-06-07 17:45:00,101.358,"VAUL2",98.18,3.178
2020-06-07 18:00:00,101.349,"VAUL2",98.161,3.188
2020-06-07 18:15:00,101.349,"VAUL2",98.157,3.19200000000001
2020-06-07 18:30:00,101.339,"VAUL2",98.133,3.206
2020-06-07 18:45:00,101.349,"VAUL2",98.142,3.20700000000001
2020-06-07 19:00:00,101.339,"VAUL2",98.159,3.17999999999999
2020-06-07 19:15:00,101.33,"VAUL2",98.159,3.17099999999999
2020-06-07 19:30:00,101.33,"VAUL2",98.163,3.167
2020-06-07 19:45:00,101.33,"VAUL2",98.242,3.08799999999999
2020-06-07 20:00:00,101.342,"VAUL2",98.146,3.196
2020-06-07 20:15:00,101.352,"VAUL2",98.114,3.238
2020-06-07 20:30:00,101.349,"VAUL2",98.091,3.25800000000001
2020-06-07 20:45:00,101.339,"VAUL2",98.11,3.229
2020-06-07 21:00:00,101.349,"VAUL2",98.122,3.227
2020-06-07 21:15:00,101.349,"VAUL2",98.129,3.22
2020-06-07 21:30:00,101.349,"VAUL2",98.124,3.22500000000001
2020-06-07 21:45:00,101.358,"VAUL2",98.135,3.223
2020-06-07 22:00:00,101.352,"VAUL2",98.133,3.21900000000001
2020-06-07 22:15:00,101.371,"VAUL2",98.154,3.217
2020-06-07 22:30:00,101.371,"VAUL2",98.176,3.19499999999999
2020-06-07 22:45:00,101.409,"VAUL2",98.184,3.22500000000001
2020-06-07 23:00:00,101.38,"VAUL2",98.195,3.185
2020-06-07 23:15:00,101.403,"VAUL2",98.186,3.217
2020-06-07 23:30:00,101.422,"VAUL2",98.207,3.215
2020-06-07 23:45:00,101.403,"VAUL2",98.212,3.191
2020-06-08,101.412,"VAUL2",98.227,3.185
2020-06-08 00:15:00,101.403,"VAUL2",98.224,3.179
2020-06-08 00:30:00,101.412,"VAUL2",98.248,3.164
2020-06-08 00:45:00,101.412,"VAUL2",98.263,3.149
2020-06-08 01:00:00,101.425,"VAUL2",98.28,3.145
2020-06-08 01:15:00,101.434,"VAUL2",98.277,3.157
2020-06-08 01:30:00,101.444,"VAUL2",98.292,3.152
2020-06-08 01:45:00,101.46,"VAUL2",98.327,3.133
2020-06-08 02:00:00,101.45,"VAUL2",98.318,3.13200000000001
2020-06-08 02:15:00,101.45,"VAUL2",98.352,3.098
2020-06-08 02:30:00,101.469,"VAUL2",98.372,3.09699999999999
2020-06-08 02:45:00,101.469,"VAUL2",98.381,3.08799999999999
2020-06-08 03:00:00,101.469,"VAUL2",98.378,3.09099999999999
2020-06-08 03:15:00,101.479,"VAUL2",98.389,3.09
2020-06-08 03:30:00,101.469,"VAUL2",98.38,3.089
2020-06-08 03:45:00,101.46,"VAUL2",98.348,3.11199999999999
2020-06-08 04:00:00,101.476,"VAUL2",98.359,3.117
2020-06-08 04:15:00,101.466,"VAUL2",98.38,3.086
2020-06-08 04:30:00,101.476,"VAUL2",98.37,3.10599999999999
2020-06-08 04:45:00,101.476,"VAUL2",98.372,3.104
2020-06-08 05:00:00,101.485,"VAUL2",98.373,3.11199999999999
2020-06-08 05:15:00,101.476,"VAUL2",98.373,3.10299999999999
2020-06-08 05:30:00,101.473,"VAUL2",98.373,3.09999999999999
2020-06-08 05:45:00,101.454,"VAUL2",98.361,3.09299999999999
2020-06-08 06:00:00,101.463,"VAUL2",98.37,3.09299999999999
2020-06-08 06:15:00,101.463,"VAUL2",98.387,3.07599999999999
2020-06-08 06:30:00,101.479,"VAUL2",98.351,3.128
2020-06-08 06:45:00,101.469,"VAUL2",98.364,3.10499999999999
2020-06-08 07:00:00,101.46,"VAUL2",98.372,3.08799999999999
2020-06-08 07:15:00,101.469,"VAUL2",98.342,3.127
2020-06-08 07:30:00,101.469,"VAUL2",98.341,3.128
2020-06-08 07:45:00,101.469,"VAUL2",98.359,3.11
2020-06-08 08:00:00,101.469,"VAUL2",98.343,3.12599999999999
2020-06-08 08:15:00,101.46,"VAUL2",98.351,3.10899999999999
2020-06-08 08:30:00,101.466,"VAUL2",98.336,3.13
2020-06-08 08:45:00,101.457,"VAUL2",98.335,3.122
2020-06-08 09:00:00,101.447,"VAUL2",98.316,3.131
2020-06-08 09:15:00,101.428,"VAUL2",98.295,3.133
2020-06-08 09:30:00,101.438,"VAUL2",98.297,3.14100000000001
2020-06-08 09:45:00,101.409,"VAUL2",98.295,3.114
2020-06-08 10:00:00,101.419,"VAUL2",98.328,3.09099999999999
2020-06-08 10:15:00,101.4,"VAUL2",98.291,3.10900000000001
2020-06-08 10:30:00,101.409,"VAUL2",98.283,3.126
2020-06-08 10:45:00,101.422,"VAUL2",98.306,3.116
2020-06-08 11:00:00,101.393,"VAUL2",98.358,3.035
2020-06-08 11:15:00,101.396,"VAUL2",98.356,3.04000000000001
2020-06-08 11:30:00,101.377,"VAUL2",98.313,3.06399999999999
2020-06-08 11:45:00,101.377,"VAUL2",98.288,3.089
2020-06-08 12:00:00,101.368,"VAUL2",98.236,3.13199999999999
2020-06-08 12:15:00,101.368,"VAUL2",98.212,3.15599999999999
2020-06-08 12:30:00,101.349,"VAUL2",98.234,3.11500000000001
2020-06-08 12:45:00,101.361,"VAUL2",98.288,3.07300000000001
2020-06-08 13:00:00,101.352,"VAUL2",98.266,3.086
2020-06-08 13:15:00,101.326,"VAUL2",98.226,3.09999999999999
2020-06-08 13:30:00,101.368,"VAUL2",98.268,3.09999999999999
2020-06-08 13:45:00,101.39,"VAUL2",98.229,3.161
2020-06-08 14:00:00,101.39,"VAUL2",98.213,3.17700000000001
2020-06-08 14:15:00,101.409,"VAUL2",98.227,3.182
2020-06-08 14:30:00,101.399,"VAUL2",98.238,3.161
2020-06-08 14:45:00,101.425,"VAUL2",98.254,3.17099999999999
2020-06-08 15:00:00,101.422,"VAUL2",98.24,3.182
2020-06-08 15:15:00,101.412,"VAUL2",98.215,3.197
2020-06-08 15:30:00,101.393,"VAUL2",98.196,3.197
2020-06-08 15:45:00,101.374,"VAUL2",98.191,3.18299999999999
2020-06-08 16:00:00,101.387,"VAUL2",98.189,3.19800000000001
2020-06-08 16:15:00,101.38,"VAUL2",98.181,3.199
2020-06-08 16:30:00,101.374,"VAUL2",98.194,3.17999999999999
2020-06-08 16:45:00,101.377,"VAUL2",98.238,3.139
2020-06-08 17:00:00,101.399,"VAUL2",98.246,3.15300000000001
2020-06-08 17:15:00,101.39,"VAUL2",98.208,3.182
2020-06-08 17:30:00,101.402,"VAUL2",98.169,3.233
2020-06-08 17:45:00,101.383,"VAUL2",98.164,3.21899999999999
2020-06-08 18:00:00,101.383,"VAUL2",98.142,3.241
2020-06-08 18:15:00,101.367,"VAUL2",98.127,3.24000000000001
2020-06-08 18:30:00,101.367,"VAUL2",98.1,3.26700000000001
2020-06-08 18:45:00,101.358,"VAUL2",98.084,3.274
2020-06-08 19:00:00,101.358,"VAUL2",98.071,3.28700000000001
2020-06-08 19:15:00,101.345,"VAUL2",98.074,3.271
2020-06-08 19:30:00,101.355,"VAUL2",98.065,3.29000000000001
2020-06-08 19:45:00,101.345,"VAUL2",98.061,3.28399999999999
2020-06-08 20:00:00,101.345,"VAUL2",98.05,3.295
2020-06-08 20:15:00,101.345,"VAUL2",98.06,3.285
2020-06-08 20:30:00,101.336,"VAUL2",98.075,3.261
2020-06-08 20:45:00,101.345,"VAUL2",98.065,3.28
2020-06-08 21:00:00,101.336,"VAUL2",98.064,3.27200000000001
2020-06-08 21:15:00,101.345,"VAUL2",98.069,3.276
2020-06-08 21:30:00,101.345,"VAUL2",98.092,3.253
2020-06-08 21:45:00,101.358,"VAUL2",98.089,3.26900000000001
2020-06-08 22:00:00,101.358,"VAUL2",98.103,3.25500000000001
2020-06-08 22:15:00,101.367,"VAUL2",98.106,3.26100000000001
2020-06-08 22:30:00,101.367,"VAUL2",98.106,3.26100000000001
2020-06-08 22:45:00,101.38,"VAUL2",98.097,3.283
2020-06-08 23:00:00,101.37,"VAUL2",98.115,3.25500000000001
2020-06-08 23:15:00,101.37,"VAUL2",98.132,3.238
2020-06-08 23:30:00,101.38,"VAUL2",98.141,3.23899999999999
2020-06-08 23:45:00,101.399,"VAUL2",98.134,3.265
2020-06-09,101.399,"VAUL2",98.165,3.23399999999999
2020-06-09 00:15:00,101.399,"VAUL2",98.163,3.236
2020-06-09 00:30:00,101.389,"VAUL2",98.17,3.21899999999999
2020-06-09 00:45:00,101.389,"VAUL2",98.199,3.19
2020-06-09 01:00:00,101.389,"VAUL2",98.222,3.167
2020-06-09 01:15:00,101.38,"VAUL2",98.219,3.161
2020-06-09 01:30:00,101.37,"VAUL2",98.223,3.14700000000001
2020-06-09 01:45:00,101.351,"VAUL2",98.224,3.127
2020-06-09 02:00:00,101.342,"VAUL2",98.214,3.128
2020-06-09 02:15:00,101.332,"VAUL2",98.215,3.11699999999999
2020-06-09 02:30:00,101.361,"VAUL2",98.23,3.131
2020-06-09 02:45:00,101.37,"VAUL2",98.243,3.12700000000001
2020-06-09 03:00:00,101.377,"VAUL2",98.259,3.11799999999999
2020-06-09 03:15:00,101.386,"VAUL2",98.254,3.13199999999999
2020-06-09 03:30:00,101.396,"VAUL2",98.255,3.14100000000001
2020-06-09 03:45:00,101.377,"VAUL2",98.255,3.122
2020-06-09 04:00:00,101.383,"VAUL2",98.268,3.11499999999999
2020-06-09 04:15:00,101.345,"VAUL2",98.261,3.084
2020-06-09 04:30:00,101.355,"VAUL2",98.277,3.078
2020-06-09 04:45:00,101.371,"VAUL2",98.281,3.08999999999999
2020-06-09 05:00:00,101.39,"VAUL2",98.292,3.098
2020-06-09 05:15:00,101.399,"VAUL2",98.279,3.12
2020-06-09 05:30:00,101.387,"VAUL2",98.286,3.101
2020-06-09 05:45:00,101.387,"VAUL2",98.281,3.10599999999999
2020-06-09 06:00:00,101.387,"VAUL2",98.288,3.099
2020-06-09 06:15:00,101.387,"VAUL2",98.306,3.081
2020-06-09 06:30:00,101.396,"VAUL2",98.311,3.08499999999999
2020-06-09 06:45:00,101.406,"VAUL2",98.314,3.09200000000001
2020-06-09 07:00:00,101.396,"VAUL2",98.301,3.095
2020-06-09 07:15:00,101.406,"VAUL2",98.302,3.104
2020-06-09 07:30:00,101.415,"VAUL2",98.302,3.113
2020-06-09 07:45:00,101.412,"VAUL2",98.299,3.113
2020-06-09 08:00:00,101.422,"VAUL2",98.305,3.11699999999999
2020-06-09 08:15:00,101.45,"VAUL2",98.311,3.139
2020-06-09 08:30:00,101.441,"VAUL2",98.34,3.101
2020-06-09 08:45:00,101.469,"VAUL2",98.342,3.127
2020-06-09 09:00:00,101.45,"VAUL2",98.348,3.102
2020-06-09 09:15:00,101.46,"VAUL2",98.336,3.124
2020-06-09 09:30:00,101.45,"VAUL2",98.302,3.148
2020-06-09 09:45:00,101.441,"VAUL2",98.279,3.16200000000001
2020-06-09 10:00:00,101.431,"VAUL2",98.281,3.14999999999999
2020-06-09 10:15:00,101.412,"VAUL2",98.267,3.14500000000001
2020-06-09 10:30:00,101.412,"VAUL2",98.264,3.14800000000001
2020-06-09 10:45:00,101.422,"VAUL2",98.266,3.15599999999999
2020-06-09 11:00:00,101.425,"VAUL2",98.279,3.146
2020-06-09 11:15:00,101.406,"VAUL2",98.322,3.084
2020-06-09 11:30:00,101.399,"VAUL2",98.289,3.11
2020-06-09 11:45:00,101.399,"VAUL2",98.284,3.11499999999999
2020-06-09 12:00:00,101.383,"VAUL2",98.283,3.09999999999999
2020-06-09 12:15:00,101.374,"VAUL2",98.256,3.11799999999999
2020-06-09 12:30:00,101.358,"VAUL2",98.28,3.078
2020-06-09 12:45:00,101.339,"VAUL2",98.301,3.038
2020-06-09 13:00:00,101.313,"VAUL2",98.261,3.05200000000001
2020-06-09 13:15:00,101.294,"VAUL2",98.247,3.047
2020-06-09 13:30:00,101.259,"VAUL2",98.226,3.033
2020-06-09 13:45:00,101.262,"VAUL2",98.204,3.05800000000001
2020-06-09 14:00:00,101.253,"VAUL2",98.207,3.04600000000001
2020-06-09 14:15:00,101.243,"VAUL2",98.204,3.039
2020-06-09 14:30:00,101.227,"VAUL2",98.215,3.012
2020-06-09 14:45:00,101.303,"VAUL2",98.241,3.062
2020-06-09 15:00:00,101.351,"VAUL2",98.228,3.123
2020-06-09 15:15:00,101.361,"VAUL2",98.233,3.128
2020-06-09 15:30:00,101.377,"VAUL2",98.209,3.16799999999999
2020-06-09 15:45:00,101.386,"VAUL2",98.206,3.17999999999999
2020-06-09 16:00:00,101.377,"VAUL2",98.201,3.176
2020-06-09 16:15:00,101.383,"VAUL2",98.219,3.164
2020-06-09 16:30:00,101.357,"VAUL2",98.169,3.188
2020-06-09 16:45:00,101.338,"VAUL2",98.172,3.166
2020-06-09 17:00:00,101.341,"VAUL2",98.166,3.175
2020-06-09 17:15:00,101.345,"VAUL2",98.165,3.17999999999999
2020-06-09 17:30:00,101.373,"VAUL2",98.18,3.193
2020-06-09 17:45:00,101.367,"VAUL2",98.189,3.17800000000001
2020-06-09 18:00:00,101.37,"VAUL2",98.191,3.179
2020-06-09 18:15:00,101.389,"VAUL2",98.194,3.19499999999999
2020-06-09 18:30:00,101.42,"VAUL2",98.214,3.206
2020-06-09 18:45:00,101.382,"VAUL2",98.175,3.20700000000001
2020-06-09 19:00:00,101.392,"VAUL2",98.163,3.229
2020-06-09 19:15:00,101.373,"VAUL2",98.146,3.227
2020-06-09 19:30:00,101.382,"VAUL2",98.139,3.24300000000001
2020-06-09 19:45:00,101.392,"VAUL2",98.155,3.23699999999999
2020-06-09 20:00:00,101.382,"VAUL2",98.164,3.218
2020-06-09 20:15:00,101.392,"VAUL2",98.169,3.223
2020-06-09 20:30:00,101.401,"VAUL2",98.142,3.259
2020-06-09 20:45:00,101.408,"VAUL2",98.14,3.268
2020-06-09 21:00:00,101.401,"VAUL2",98.14,3.261
2020-06-09 21:15:00,101.398,"VAUL2",98.145,3.253
2020-06-09 21:30:00,101.398,"VAUL2",98.118,3.28
2020-06-09 21:45:00,101.417,"VAUL2",98.131,3.286
2020-06-09 22:00:00,101.417,"VAUL2",98.145,3.27200000000001
2020-06-09 22:15:00,101.436,"VAUL2",98.145,3.29100000000001
2020-06-09 22:30:00,101.456,"VAUL2",98.176,3.28
