Discharge_Lsec,day
NA,2020-06-04
NA,2020-06-05
NA,2020-06-06
NA,2020-06-07
NA,2020-06-08
NA,2020-06-09
NA,2020-06-10
NA,2020-06-11
NA,2020-06-12
NA,2020-06-13
NA,2020-06-14
932.5958278526438,2020-06-15
860.6839104545137,2020-06-16
772.6806638936947,2020-06-17
644.9286354279548,2020-06-18
723.4735781353183,2020-06-19
863.3409841837774,2020-06-20
2810.4404608633317,2020-06-21
4161.189103786068,2020-06-22
3761.9027481147527,2020-06-23
3176.209561565481,2020-06-24
2632.550622101943,2020-06-25
2324.479553387966,2020-06-26
2276.043734204275,2020-06-27
2138.1178839840427,2020-06-28
2103.146722755548,2020-06-29
2007.0912595205539,2020-06-30
1829.7766402451834,2020-07-01
1638.5808344743773,2020-07-02
1510.5268950360712,2020-07-03
1436.1682575309223,2020-07-04
1321.731585356606,2020-07-05
1259.5436362136943,2020-07-06
1330.2426051130785,2020-07-07
1347.449616327053,2020-07-08
1222.5898322525118,2020-07-09
1194.4535323472392,2020-07-10
1051.313309793238,2020-07-11
1040.4873624514348,2020-07-12
1117.844480040222,2020-07-13
1110.3523008287057,2020-07-14
1016.5721457487165,2020-07-15
952.9160035689753,2020-07-16
1000.1042739772029,2020-07-17
1063.8218748122993,2020-07-18
1028.140935853253,2020-07-19
985.7973931504472,2020-07-20
1218.2738856454073,2020-07-21
1285.516747215174,2020-07-22
1029.645297765184,2020-07-23
926.4712490732724,2020-07-24
1033.2344931719297,2020-07-25
972.2541011079305,2020-07-26
1099.2448570209908,2020-07-27
1209.0998977339596,2020-07-28
1106.028959525588,2020-07-29
950.165471147467,2020-07-30
880.3637710583911,2020-07-31
721.2971857466327,2020-08-01
922.3378100949925,2020-08-02
1194.7414428021268,2020-08-03
1501.2215395440815,2020-08-04
1170.2019544004158,2020-08-05
837.2809429655072,2020-08-06
843.6420855240655,2020-08-07
926.02139144382,2020-08-08
871.0610652058449,2020-08-09
1170.2889532185945,2020-08-10
1182.3070920289583,2020-08-11
1234.134230258501,2020-08-12
1271.9164515716568,2020-08-13
1132.41383370097,2020-08-14
1055.2050100145025,2020-08-15
983.1764763517491,2020-08-16
880.4670704438907,2020-08-17
869.8571756136292,2020-08-18
875.7839683146503,2020-08-19
856.1549414399096,2020-08-20
846.8096722398986,2020-08-21
812.8271783003487,2020-08-22
891.6655383047537,2020-08-23
740.5567599329682,2020-08-24
611.27202753997,2020-08-25
577.81180195387,2020-08-26
630.1945264746943,2020-08-27
638.1317886909725,2020-08-28
513.0213085589879,2020-08-29
198.25560271018762,2020-08-30
219.70185453807576,2020-08-31
472.52971345946844,2020-09-01
592.9208573204378,2020-09-02
629.4405737511785,2020-09-03
1073.5058271670603,2020-09-04
1167.437255410626,2020-09-05
934.9893672580987,2020-09-06
940.1345735486824,2020-09-07
1073.9208753350213,2020-09-08
1307.6171061740904,2020-09-09
1911.1532303543256,2020-09-10
1542.1607798900811,2020-09-11
1391.2449856463365,2020-09-12
1195.0232072742194,2020-09-13
1037.796648734616,2020-09-14
921.9820597635811,2020-09-15
861.0963732119914,2020-09-16
514.583788782018,2020-09-17
640.724903413908,2020-09-18
757.312613240154,2020-09-19
708.9871564101037,2020-09-20
600.6168582421791,2020-09-21
509.11398607934643,2020-09-22
364.6974990427052,2020-09-23
531.5389753908936,2020-09-24
636.0758061351135,2020-09-25
641.2003236474144,2020-09-26
419.1698455205821,2020-09-27
702.4855348644733,2020-09-28
834.7526595647909,2020-09-29
555.0658503627416,2020-09-30
640.3862716821455,2020-10-01
362.94786678319605,2020-10-02
467.3763783623951,2020-10-03
427.8739657845775,2020-10-04
565.7974551681473,2020-10-05
766.06566364886055,2020-10-06
584.0162613695426,2020-10-07
369.9152324367754,2020-10-08
272.2417730184349,2020-10-09
319.71638749106023,2020-10-10
490.1111646425252,2020-10-11
600.268449735949,2020-10-12
715.2771608469053,2020-10-13
NA,2020-10-14
NA,2020-10-15
