"","Site","DateTime","MeanDischarge"
"1","POKE",2020-06-04 05:00:00,875.68264523329
"2","POKE",2020-06-04 05:15:00,877.76030838961
"3","POKE",2020-06-04 05:30:00,869.812830440816
"4","POKE",2020-06-04 05:45:00,855.181925088924
"5","POKE",2020-06-04 06:00:00,859.787689335993
"6","POKE",2020-06-04 06:15:00,848.498497685592
"7","POKE",2020-06-04 06:30:00,878.573921000294
"8","POKE",2020-06-04 06:45:00,868.548779895355
"9","POKE",2020-06-04 07:00:00,871.890493596962
"10","POKE",2020-06-04 07:15:00,877.76030838961
"11","POKE",2020-06-04 07:30:00,886.521398948971
"12","POKE",2020-06-04 07:45:00,869.812830440816
"13","POKE",2020-06-04 08:00:00,885.707786338229
"14","POKE",2020-06-04 08:15:00,880.288409480418
"15","POKE",2020-06-04 08:30:00,868.999217830074
"16","POKE",2020-06-04 08:45:00,876.13308316801
"17","POKE",2020-06-04 09:00:00,872.791369466402
"18","POKE",2020-06-04 09:15:00,869.449655764794
"19","POKE",2020-06-04 09:30:00,872.791369466402
"20","POKE",2020-06-04 09:45:00,879.024358935014
"21","POKE",2020-06-04 10:00:00,860.238127270655
"22","POKE",2020-06-04 10:15:00,871.52731892094
"23","POKE",2020-06-04 10:30:00,883.630123182025
"24","POKE",2020-06-04 10:45:00,887.785449494433
"25","POKE",2020-06-04 11:00:00,877.76030838961
"26","POKE",2020-06-04 11:15:00,879.024358935014
"27","POKE",2020-06-04 11:30:00,883.630123182025
"28","POKE",2020-06-04 11:45:00,892.841651676164
"29","POKE",2020-06-04 12:00:00,889.499937974557
"30","POKE",2020-06-04 12:15:00,894.91931483231
"31","POKE",2020-06-04 12:30:00,896.996977988456
"32","POKE",2020-06-04 12:45:00,888.235887429095
"33","POKE",2020-06-04 13:00:00,883.630123182025
"34","POKE",2020-06-04 13:15:00,898.261028533918
"35","POKE",2020-06-04 13:30:00,904.130843326508
"36","POKE",2020-06-04 13:45:00,914.155984431331
"37","POKE",2020-06-04 14:00:00,900.789129624784
"38","POKE",2020-06-04 14:15:00,913.342371820589
"39","POKE",2020-06-04 14:30:00,927.159664561739
"40","POKE",2020-06-04 14:45:00,921.740287703986
"41","POKE",2020-06-04 15:00:00,927.159664561739
"42","POKE",2020-06-04 15:15:00,933.029479354387
"43","POKE",2020-06-04 15:30:00,927.610102496459
"44","POKE",2020-06-04 15:45:00,938.899294146802
"45","POKE",2020-06-04 16:00:00,933.029479354387
"46","POKE",2020-06-04 16:15:00,945.582721550018
"47","POKE",2020-06-04 16:30:00,944.769108939334
"48","POKE",2020-06-04 16:45:00,953.980637433415
"49","POKE",2020-06-04 17:00:00,948.561260575603
"50","POKE",2020-06-04 17:15:00,959.850452226005
"51","POKE",2020-06-04 17:30:00,964.456216473016
"52","POKE",2020-06-04 17:45:00,972.403694421693
"53","POKE",2020-06-04 18:00:00,964.906654407794
"54","POKE",2020-06-04 18:15:00,964.906654407794
"55","POKE",2020-06-04 18:30:00,972.854132356413
"56","POKE",2020-06-04 18:45:00,970.776469200209
"57","POKE",2020-06-04 19:00:00,985.407374552102
"58","POKE",2020-06-04 19:15:00,984.14332400664
"59","POKE",2020-06-04 19:30:00,995.432515657041
"60","POKE",2020-06-04 19:45:00,990.013138799288
"61","POKE",2020-06-04 20:00:00,985.407374552102
"62","POKE",2020-06-04 20:15:00,991.277189344692
"63","POKE",2020-06-04 20:30:00,1004.64404415112
