"Vaul2comb.DateTime","Vaul2comb.pred.vaul2.Q"
2020-06-16 00:15:00,566.287511651579
2020-06-16 00:30:00,568.078841041133
2020-06-16 00:45:00,555.539535313845
2020-06-16 01:00:00,555.539535313845
2020-06-16 01:15:00,550.165547144949
2020-06-16 01:30:00,546.582888365723
2020-06-16 01:45:00,532.252253248764
2020-06-16 02:00:00,535.834912027989
2020-06-16 02:15:00,534.043582638435
2020-06-16 02:30:00,532.252253248764
2020-06-16 02:45:00,525.086935690255
2020-06-16 03:00:00,517.921618131804
2020-06-16 03:15:00,516.130288742192
2020-06-16 03:30:00,512.547629962966
2020-06-16 03:45:00,510.756300573354
2020-06-16 04:00:00,507.17364179407
2020-06-16 04:15:00,498.216994846007
2020-06-16 04:30:00,500.00832423562
2020-06-16 04:45:00,498.216994846007
2020-06-16 05:00:00,496.425665456394
2020-06-16 05:15:00,483.886359729047
2020-06-16 05:30:00,483.886359729047
2020-06-16 05:45:00,482.095030339435
2020-06-16 06:00:00,446.268442547065
2020-06-16 06:15:00,444.477113157453
2020-06-16 06:30:00,430.146478040435
2020-06-16 06:45:00,428.355148650822
2020-06-16 07:00:00,422.981160481984
2020-06-16 07:15:00,424.772489871655
2020-06-16 07:30:00,421.189831092372
2020-06-16 07:45:00,428.355148650822
2020-06-16 08:00:00,408.650525365025
2020-06-16 08:15:00,415.815842923534
2020-06-16 08:30:00,410.441854754637
2020-06-16 08:45:00,403.276537196187
2020-06-16 09:00:00,401.485207806574
2020-06-16 09:15:00,397.902549027291
2020-06-16 09:30:00,390.73723146884
2020-06-16 09:45:00,399.693878416962
2020-06-16 10:00:00,405.067866585799
2020-06-16 10:15:00,387.154572689615
2020-06-16 10:30:00,390.73723146884
2020-06-16 10:45:00,385.363243300002
2020-06-16 11:00:00,381.780584520777
2020-06-16 11:15:00,381.780584520777
2020-06-16 11:30:00,369.24127879343
2020-06-16 11:45:00,374.615266962326
2020-06-16 12:00:00,374.615266962326
2020-06-16 12:15:00,378.197925741493
2020-06-16 12:30:00,376.406596351881
2020-06-16 12:45:00,369.24127879343
2020-06-16 13:00:00,356.701973066083
2020-06-16 13:15:00,360.284631845308
2020-06-16 13:30:00,362.075961234979
2020-06-16 13:45:00,365.658620014146
2020-06-16 14:00:00,360.284631845308
2020-06-16 14:15:00,356.701973066083
2020-06-16 14:30:00,353.119314286858
2020-06-16 14:45:00,353.119314286858
2020-06-16 15:00:00,349.536655507633
2020-06-16 15:15:00,344.162667338736
2020-06-16 15:30:00,342.371337949182
2020-06-16 15:45:00,340.580008559511
2020-06-16 16:00:00,335.206020390673
2020-06-16 16:15:00,329.832032221835
2020-06-16 16:30:00,329.832032221835
2020-06-16 16:45:00,324.458044052939
2020-06-16 17:00:00,319.084055884101
2020-06-16 17:15:00,322.666714663326
2020-06-16 17:30:00,315.501397104817
2020-06-16 17:45:00,311.918738325592
2020-06-16 18:00:00,313.710067715205
2020-06-16 18:15:00,306.544750156754
2020-06-16 18:30:00,306.544750156754
2020-06-16 18:45:00,304.753420767142
2020-06-16 19:00:00,301.170761987858
2020-06-16 19:15:00,301.170761987858
2020-06-16 19:30:00,297.588103208691
2020-06-16 19:45:00,292.214115039795
