"French1comb.DateTime","French1comb.pred.french1.Q","French2comb.pred.french2.Q","MeanDischarge"
2020-06-11 05:30:00,408.678662646707,447.321758304228,428.000210475468
2020-06-11 05:45:00,408.678662646707,447.321758304228,428.000210475468
2020-06-11 06:00:00,404.132693829073,446.200490385527,425.1665921073
2020-06-11 06:15:00,402.996201624657,448.4430262229,425.719613923779
2020-06-11 06:30:00,402.996201624657,447.321758304228,425.158979964443
2020-06-11 06:45:00,400.723217215826,442.836686629511,421.779951922668
2020-06-11 07:00:00,400.723217215826,445.079222466855,422.90121984134
2020-06-11 07:15:00,399.586725011439,441.715418710839,420.651071861139
2020-06-11 07:30:00,399.586725011439,440.594150792138,420.090437901788
2020-06-11 07:45:00,397.313740602607,442.836686629511,420.075213616059
2020-06-11 08:00:00,399.586725011439,438.351614954765,418.969169983102
2020-06-11 08:15:00,395.040756193775,440.594150792138,417.817453492957
2020-06-11 08:30:00,393.904263989331,436.109079117421,415.006671553376
2020-06-11 08:45:00,393.904263989331,436.109079117421,415.006671553376
2020-06-11 09:00:00,395.040756193775,436.109079117421,415.574917655598
2020-06-11 09:15:00,389.358295171696,434.987811198749,412.173053185223
2020-06-11 09:30:00,389.358295171696,433.866543280048,411.612419225872
2020-06-11 09:45:00,388.22180296728,432.745275361376,410.483539164328
2020-06-11 10:00:00,390.494787376112,430.502739524032,410.498763450072
2020-06-11 10:15:00,387.085310762865,433.866543280048,410.475927021456
2020-06-11 10:30:00,389.358295171696,434.987811198749,412.173053185223
2020-06-11 10:45:00,389.358295171696,432.745275361376,411.051785266536
2020-06-11 11:00:00,391.631279580528,436.109079117421,413.870179348974
2020-06-11 11:15:00,389.358295171696,434.987811198749,412.173053185223
2020-06-11 11:30:00,392.767771784944,432.745275361376,412.75652357316
2020-06-11 11:45:00,396.177248398191,440.594150792138,418.385699595165
2020-06-11 12:00:00,396.177248398191,441.715418710839,418.946333554515
2020-06-11 12:15:00,397.313740602607,441.715418710839,419.514579656723
2020-06-11 12:30:00,399.586725011439,442.836686629511,421.211705820475
2020-06-11 12:45:00,399.586725011439,443.957954548154,421.772339779796
2020-06-11 13:00:00,396.177248398191,442.836686629511,419.506967513851
2020-06-11 13:15:00,395.040756193775,440.594150792138,417.817453492957
2020-06-11 13:30:00,396.177248398191,439.472882873466,417.825065635829
2020-06-11 13:45:00,395.040756193775,441.715418710839,418.378087452307
2020-06-11 14:00:00,400.723217215826,441.715418710839,421.219317963332
2020-06-11 14:15:00,396.177248398191,443.957954548154,420.067601473173
2020-06-11 14:30:00,396.177248398191,442.836686629511,419.506967513851
2020-06-11 14:45:00,398.450232807023,445.079222466855,421.764727636939
2020-06-11 15:00:00,398.450232807023,441.715418710839,420.082825758931
2020-06-11 15:15:00,398.450232807023,445.079222466855,421.764727636939
2020-06-11 15:30:00,398.450232807023,440.594150792138,419.52219179958
2020-06-11 15:45:00,399.586725011439,442.836686629511,421.211705820475
2020-06-11 16:00:00,400.723217215826,447.321758304228,424.022487760027
2020-06-11 16:15:00,401.859709420241,449.564294141601,425.712001780921
2020-06-11 16:30:00,401.859709420241,447.321758304228,424.590733862235
2020-06-11 16:45:00,399.586725011439,445.079222466855,422.332973739147
2020-06-11 17:00:00,401.859709420241,445.079222466855,423.469465943548
2020-06-11 17:15:00,400.723217215826,447.321758304228,424.022487760027
2020-06-11 17:30:00,401.859709420241,447.321758304228,424.590733862235
2020-06-11 17:45:00,404.132693829073,449.564294141601,426.848493985337
2020-06-11 18:00:00,405.269186033489,448.4430262229,426.856106128194
2020-06-11 18:15:00,405.269186033489,450.685562060244,427.977374046866
2020-06-11 18:30:00,406.405678237876,447.321758304228,426.863718271052
2020-06-11 18:45:00,408.678662646707,452.928097897617,430.803380272162
2020-06-11 19:00:00,409.815154851152,454.049365816318,431.932260333735
2020-06-11 19:15:00,409.815154851152,452.928097897617,431.371626374385
2020-06-11 19:30:00,412.088139259984,452.928097897617,432.5081185788
2020-06-11 19:45:00,414.361123668787,458.534437491035,436.447780579911
2020-06-11 20:00:00,416.634108077618,458.534437491035,437.584272784326
2020-06-11 20:15:00,414.361123668787,459.655705409707,437.008414539247
2020-06-11 20:30:00,415.497615873202,460.776973328379,438.13729460079
2020-06-11 20:45:00,416.634108077618,458.534437491035,437.584272784326
2020-06-11 21:00:00,415.497615873202,461.89824124708,438.697928560141
2020-06-11 21:15:00,418.90709248645,459.655705409707,439.281398948078
2020-06-11 21:30:00,417.770600282034,459.655705409707,438.71315284587
2020-06-11 21:45:00,418.90709248645,461.89824124708,440.402666866765
2020-06-11 22:00:00,422.316569099668,463.019509165752,442.66803913271
2020-06-11 22:15:00,421.180076895253,461.89824124708,441.539159071166
2020-06-11 22:30:00,421.180076895253,464.140777084423,442.660426989838
2020-06-11 22:45:00,422.316569099668,467.504580840468,444.910574970068
2020-06-11 23:00:00,422.316569099668,466.383312921796,444.349941010732
2020-06-11 23:15:00,425.726045712945,470.868384596513,448.297215154729
2020-06-11 23:30:00,425.726045712945,465.262045003095,445.49404535802
2020-06-11 23:45:00,422.316569099668,465.262045003095,443.789307051382
2020-06-12 00:00:00,424.589553508529,469.747116677841,447.168335093185
2020-06-12 00:15:00,423.453061304113,465.262045003095,444.357553153604
2020-06-12 00:30:00,422.316569099668,467.504580840468,444.910574970068
2020-06-12 00:45:00,421.180076895253,464.140777084423,442.660426989838
2020-06-12 01:00:00,418.90709248645,463.019509165752,440.963300826101
2020-06-12 01:15:00,418.90709248645,463.019509165752,440.963300826101
2020-06-12 01:30:00,416.634108077618,461.89824124708,439.266174662349
2020-06-12 01:45:00,416.634108077618,460.776973328379,438.705540702998
2020-06-12 02:00:00,415.497615873202,459.655705409707,437.576660641455
2020-06-12 02:15:00,415.497615873202,458.534437491035,437.016026682119
2020-06-12 02:30:00,414.361123668787,457.413169572334,435.88714662056
2020-06-12 02:45:00,412.088139259984,458.534437491035,435.311288375509
2020-06-12 03:00:00,413.224631464371,458.534437491035,435.879534477703
2020-06-12 03:15:00,416.634108077618,458.534437491035,437.584272784326
2020-06-12 03:30:00,415.497615873202,457.413169572334,436.455392722768
2020-06-12 03:45:00,414.361123668787,458.534437491035,436.447780579911
2020-06-12 04:00:00,413.224631464371,458.534437491035,435.879534477703
2020-06-12 04:15:00,415.497615873202,460.776973328379,438.13729460079
2020-06-12 04:30:00,415.497615873202,458.534437491035,437.016026682119
2020-06-12 04:45:00,415.497615873202,459.655705409707,437.576660641455
2020-06-12 05:00:00,410.951647055568,456.291901653691,433.621774354629
2020-06-12 05:15:00,413.224631464371,454.049365816318,433.636998640344
2020-06-12 05:30:00,408.678662646707,456.291901653691,432.485282150199
2020-06-12 05:45:00,406.405678237876,455.17063373499,430.788155986433
2020-06-12 06:00:00,409.815154851152,450.685562060244,430.250358455698
2020-06-12 06:15:00,406.405678237876,451.806829978945,429.10625410841
2020-06-12 06:30:00,404.132693829073,449.564294141601,426.848493985337
2020-06-12 06:45:00,405.269186033489,446.200490385527,425.734838209508
2020-06-12 07:00:00,405.269186033489,448.4430262229,426.856106128194
2020-06-12 07:15:00,402.996201624657,447.321758304228,425.158979964443
2020-06-12 07:30:00,404.132693829073,445.079222466855,424.605958147964
2020-06-12 07:45:00,401.859709420241,446.200490385527,424.030099902884
2020-06-12 08:00:00,401.859709420241,442.836686629511,422.348198024876
2020-06-12 08:15:00,399.586725011439,440.594150792138,420.090437901788
2020-06-12 08:30:00,397.313740602607,443.957954548154,420.63584757538
2020-06-12 08:45:00,397.313740602607,440.594150792138,418.953945697373
2020-06-12 09:00:00,395.040756193775,440.594150792138,417.817453492957
2020-06-12 09:15:00,396.177248398191,440.594150792138,418.385699595165
2020-06-12 09:30:00,396.177248398191,441.715418710839,418.946333554515
2020-06-12 09:45:00,396.177248398191,437.230347036093,416.703797717142
2020-06-12 10:00:00,395.040756193775,434.987811198749,415.014283696262
2020-06-12 10:15:00,393.904263989331,436.109079117421,415.006671553376
2020-06-12 10:30:00,390.494787376112,434.987811198749,412.741299287431
2020-06-12 10:45:00,392.767771784944,433.866543280048,413.317157532496
2020-06-12 11:00:00,388.22180296728,432.745275361376,410.483539164328
2020-06-12 11:15:00,390.494787376112,429.38147160536,409.938129490736
2020-06-12 11:30:00,388.22180296728,434.987811198749,411.604807083015
2020-06-12 11:45:00,388.22180296728,429.38147160536,408.80163728632
2020-06-12 12:00:00,387.085310762865,426.017667849286,406.551489306075
2020-06-12 12:15:00,385.948818558478,428.260203686659,407.104511122569
2020-06-12 12:30:00,383.675834149646,426.017667849286,404.846750999466
2020-06-12 12:45:00,380.266357536369,427.138935767987,403.702646652178
2020-06-12 13:00:00,383.675834149646,427.138935767987,405.407384958817
2020-06-12 13:15:00,380.266357536369,424.896399930614,402.581378733492
2020-06-12 13:30:00,382.53934194523,427.138935767987,404.839138856609
2020-06-12 13:45:00,384.812326354062,426.017667849286,405.414997101674
2020-06-12 14:00:00,387.085310762865,427.138935767987,407.112123265426
2020-06-12 14:15:00,387.085310762865,436.109079117421,411.597194940143
2020-06-12 14:30:00,389.358295171696,432.745275361376,411.051785266536
2020-06-12 14:45:00,387.085310762865,430.502739524032,408.794025143448
2020-06-12 15:00:00,388.22180296728,432.745275361376,410.483539164328
2020-06-12 15:15:00,383.675834149646,427.138935767987,405.407384958817
2020-06-12 15:30:00,387.085310762865,430.502739524032,408.794025143448
2020-06-12 15:45:00,381.402849740814,430.502739524032,405.952794632423
2020-06-12 16:00:00,382.53934194523,424.896399930614,403.717870937922
2020-06-12 16:15:00,384.812326354062,422.65386409327,403.733095223666
2020-06-12 16:30:00,382.53934194523,427.138935767987,404.839138856609
2020-06-12 16:45:00,382.53934194523,426.017667849286,404.278504897258
2020-06-12 17:00:00,379.129865331983,424.896399930614,402.013132631299
2020-06-12 17:15:00,377.993373127567,420.411328255897,399.202350691732
2020-06-12 17:30:00,377.993373127567,422.65386409327,400.323618610419
2020-06-12 17:45:00,379.129865331983,422.65386409327,400.891864712627
2020-06-12 18:00:00,375.720388718735,422.65386409327,399.187126406003
2020-06-12 18:15:00,375.720388718735,421.532596174569,398.626492446652
2020-06-12 18:30:00,377.993373127567,419.290060337196,398.641716732382
2020-06-12 18:45:00,376.856880923151,419.290060337196,398.073470630174
2020-06-12 19:00:00,376.856880923151,420.411328255897,398.634104589524
2020-06-12 19:15:00,379.129865331983,421.532596174569,400.331230753276
2020-06-12 19:30:00,376.856880923151,420.411328255897,398.634104589524
2020-06-12 19:45:00,375.720388718735,420.411328255897,398.065858487316
2020-06-12 20:00:00,375.720388718735,417.047524499852,396.383956609294
2020-06-12 20:15:00,375.720388718735,421.532596174569,398.626492446652
2020-06-12 20:30:00,375.720388718735,415.92625658118,395.823322649958
2020-06-12 20:45:00,370.037927696685,414.804988662509,392.421458179597
2020-06-12 21:00:00,372.310912105517,415.92625658118,394.118584343349
2020-06-12 21:15:00,368.901435492269,412.562452825136,390.731944158702
2020-06-12 21:30:00,370.037927696685,411.441184906435,390.73955630156
2020-06-12 21:45:00,364.355466674606,408.077381150419,386.216423912512
2020-06-12 22:00:00,366.628451083438,411.441184906435,389.034817994936
2020-06-12 22:15:00,366.628451083438,411.441184906435,389.034817994936
2020-06-12 22:30:00,366.628451083438,409.198649069091,387.913550076264
2020-06-12 22:45:00,366.628451083438,412.562452825136,389.595451954287
2020-06-12 23:00:00,365.491958879051,409.198649069091,387.345303974071
2020-06-12 23:15:00,363.21897447019,408.077381150419,385.648177810304
2020-06-12 23:30:00,363.21897447019,404.713577394345,383.966275932267
2020-06-12 23:45:00,360.945990061358,403.592309475702,382.26914976853
2020-06-13 00:00:00,362.082482265774,403.592309475702,382.837395870738
2020-06-13 00:15:00,358.673005652556,403.592309475702,381.132657564129
2020-06-13 00:30:00,358.673005652556,402.471041557001,380.572023604778
2020-06-13 00:45:00,356.400021243724,400.228505719628,378.314263481676
2020-06-13 01:00:00,356.400021243724,400.228505719628,378.314263481676
2020-06-13 01:15:00,355.263529039308,399.107237800956,377.185383420132
2020-06-13 01:30:00,354.127036834892,400.228505719628,377.17777127726
2020-06-13 01:45:00,355.263529039308,399.107237800956,377.185383420132
2020-06-13 02:00:00,355.263529039308,401.349773638329,378.306651338818
2020-06-13 02:15:00,354.127036834892,399.107237800956,376.617137317924
2020-06-13 02:30:00,351.85405242609,395.74343404494,373.798743235515
2020-06-13 02:45:00,349.581068017229,394.622166126239,372.101617071734
2020-06-13 03:00:00,347.308083608397,391.258362370194,369.283222989296
2020-06-13 03:15:00,346.171591403981,391.258362370194,368.714976887088
2020-06-13 03:30:00,345.035099199595,390.137094451522,367.586096825558
2020-06-13 03:45:00,345.035099199595,392.379630288866,368.70736474423
2020-06-13 04:00:00,345.035099199595,389.01582653285,367.025462866222
2020-06-13 04:15:00,342.762114790763,387.894558614149,365.328336702456
2020-06-13 04:30:00,342.762114790763,383.409486939461,363.085800865112
2020-06-13 04:45:00,339.352638177515,385.652022776776,362.502330477146
2020-06-13 05:00:00,337.079653768713,380.045683183387,358.56266847605
2020-06-13 05:15:00,332.53368495102,377.803147346014,355.168416148517
2020-06-13 05:30:00,331.397192746634,375.56061150867,353.478902127652
2020-06-13 05:45:00,330.260700542218,371.075539833924,350.668120188071
2020-06-13 06:00:00,326.85122392897,373.318075671297,350.084649800134
2020-06-13 06:15:00,322.305255111307,367.711736077908,345.008495594608
2020-06-13 06:30:00,320.032270702475,365.469200240535,342.750735471505
2020-06-13 06:45:00,316.622794089257,362.10539648452,339.364095286888
2020-06-13 07:00:00,312.076825271593,357.620324809774,334.848575040683
2020-06-13 07:15:00,309.803840862791,356.499056891102,333.151448876946
2020-06-13 07:30:00,307.53085645393,352.013985216385,329.772420835157
2020-06-13 07:45:00,306.394364249514,347.528913541668,326.961638895591
2020-06-13 08:00:00,302.984887636296,348.65018146034,325.817534548318
2020-06-13 08:15:00,305.257872045098,346.407645622967,325.832758834033
2020-06-13 08:30:00,325.714731724554,371.075539833924,348.395135779239
2020-06-13 08:45:00,330.260700542218,373.318075671297,351.789388106758
2020-06-13 09:00:00,331.397192746634,376.681879427371,354.039536087002
2020-06-13 09:15:00,329.124208337802,376.681879427371,352.903043882587
2020-06-13 09:30:00,329.124208337802,373.318075671297,351.22114200455
2020-06-13 09:45:00,326.85122392897,373.318075671297,350.084649800134
2020-06-13 10:00:00,326.85122392897,369.954271915281,348.402747922126
2020-06-13 10:15:00,325.714731724554,367.711736077908,346.713233901231
2020-06-13 10:30:00,322.305255111307,367.711736077908,345.008495594608
2020-06-13 10:45:00,322.305255111307,367.711736077908,345.008495594608
2020-06-13 11:00:00,324.578239520168,369.954271915281,347.266255717725
2020-06-13 11:15:00,325.714731724554,367.711736077908,346.713233901231
2020-06-13 11:30:00,325.714731724554,369.954271915281,347.834501819918
2020-06-13 11:45:00,332.53368495102,373.318075671297,352.925880311159
2020-06-13 12:00:00,332.53368495102,378.924415264715,355.729050107868
2020-06-13 12:15:00,337.079653768713,380.045683183387,358.56266847605
2020-06-13 12:30:00,341.625622586347,383.409486939461,362.517554762904
2020-06-13 12:45:00,342.762114790763,389.01582653285,365.888970661807
