"DateTime","Q","Site"
2020-06-17 16:30:00,881.784371267073,"STRT"
2020-06-17 16:45:00,927.264645478688,"STRT"
2020-06-17 17:00:00,805.98391424818,"STRT"
2020-06-17 17:15:00,790.823822844308,"STRT"
2020-06-17 17:30:00,881.784371267073,"STRT"
2020-06-17 17:45:00,866.624279863201,"STRT"
2020-06-17 18:00:00,881.784371267073,"STRT"
2020-06-17 18:15:00,912.104554074816,"STRT"
2020-06-17 18:30:00,760.503640036099,"STRT"
2020-06-17 18:45:00,745.343548632693,"STRT"
2020-06-17 19:00:00,745.343548632693,"STRT"
2020-06-17 19:15:00,715.023365824949,"STRT"
2020-06-17 19:30:00,760.503640036099,"STRT"
2020-06-17 19:45:00,730.183457228821,"STRT"
2020-06-17 20:00:00,715.023365824949,"STRT"
2020-06-17 20:15:00,699.863274421077,"STRT"
2020-06-17 20:30:00,745.343548632693,"STRT"
2020-06-17 20:45:00,760.503640036099,"STRT"
2020-06-17 21:00:00,699.863274421077,"STRT"
2020-06-17 21:15:00,745.343548632693,"STRT"
2020-06-17 21:30:00,760.503640036099,"STRT"
2020-06-17 21:45:00,821.144005652051,"STRT"
2020-06-17 22:00:00,775.66373143997,"STRT"
2020-06-17 22:15:00,745.343548632693,"STRT"
2020-06-17 22:30:00,821.144005652051,"STRT"
2020-06-17 22:45:00,730.183457228821,"STRT"
2020-06-17 23:00:00,639.222908806056,"STRT"
2020-06-17 23:15:00,654.383000209928,"STRT"
2020-06-17 23:30:00,699.863274421077,"STRT"
2020-06-17 23:45:00,745.343548632693,"STRT"
2020-06-18 00:00:00,715.023365824949,"STRT"
2020-06-18 00:15:00,669.543091613334,"STRT"
2020-06-18 00:30:00,730.183457228821,"STRT"
2020-06-18 00:45:00,669.543091613334,"STRT"
2020-06-18 01:00:00,684.703183017205,"STRT"
2020-06-18 01:15:00,699.863274421077,"STRT"
2020-06-18 01:30:00,730.183457228821,"STRT"
2020-06-18 01:45:00,745.343548632693,"STRT"
2020-06-18 02:00:00,684.703183017205,"STRT"
2020-06-18 02:15:00,760.503640036099,"STRT"
2020-06-18 02:30:00,654.383000209928,"STRT"
2020-06-18 02:45:00,593.742634593975,"STRT"
2020-06-18 03:00:00,639.222908806056,"STRT"
2020-06-18 03:15:00,639.222908806056,"STRT"
2020-06-18 03:30:00,639.222908806056,"STRT"
2020-06-18 03:45:00,684.703183017205,"STRT"
2020-06-18 04:00:00,669.543091613334,"STRT"
2020-06-18 04:15:00,593.742634593975,"STRT"
2020-06-18 04:30:00,624.062817401718,"STRT"
2020-06-18 04:45:00,669.543091613334,"STRT"
2020-06-18 05:00:00,624.062817401718,"STRT"
2020-06-18 05:15:00,639.222908806056,"STRT"
2020-06-18 05:30:00,563.422451786697,"STRT"
2020-06-18 05:45:00,608.902725997847,"STRT"
2020-06-18 06:00:00,669.543091613334,"STRT"
2020-06-18 06:15:00,654.383000209928,"STRT"
2020-06-18 06:30:00,669.543091613334,"STRT"
2020-06-18 06:45:00,715.023365824949,"STRT"
2020-06-18 07:00:00,684.703183017205,"STRT"
2020-06-18 07:15:00,624.062817401718,"STRT"
2020-06-18 07:30:00,608.902725997847,"STRT"
2020-06-18 07:45:00,593.742634593975,"STRT"
2020-06-18 08:00:00,563.422451786697,"STRT"
2020-06-18 08:15:00,563.422451786697,"STRT"
2020-06-18 08:30:00,563.422451786697,"STRT"
2020-06-18 08:45:00,533.102268978953,"STRT"
2020-06-18 09:00:00,533.102268978953,"STRT"
2020-06-18 09:15:00,548.262360382825,"STRT"
2020-06-18 09:30:00,517.942177575082,"STRT"
2020-06-18 09:45:00,517.942177575082,"STRT"
2020-06-18 10:00:00,517.942177575082,"STRT"
2020-06-18 10:15:00,411.821537747979,"STRT"
2020-06-18 10:30:00,517.942177575082,"STRT"
2020-06-18 10:45:00,457.301811959594,"STRT"
2020-06-18 11:00:00,381.501354940701,"STRT"
2020-06-18 11:15:00,487.621994767338,"STRT"
2020-06-18 11:30:00,457.301811959594,"STRT"
2020-06-18 11:45:00,411.821537747979,"STRT"
2020-06-18 12:00:00,381.501354940701,"STRT"
2020-06-18 12:15:00,426.981629151851,"STRT"
2020-06-18 12:30:00,457.301811959594,"STRT"
2020-06-18 12:45:00,381.501354940701,"STRT"
2020-06-18 13:00:00,381.501354940701,"STRT"
2020-06-18 13:15:00,442.141720555723,"STRT"
2020-06-18 13:30:00,336.021080729086,"STRT"
2020-06-18 13:45:00,442.141720555723,"STRT"
2020-06-18 14:00:00,411.821537747979,"STRT"
2020-06-18 14:15:00,336.021080729086,"STRT"
2020-06-18 14:30:00,426.981629151851,"STRT"
2020-06-18 14:45:00,457.301811959594,"STRT"
2020-06-18 15:00:00,381.501354940701,"STRT"
2020-06-18 15:15:00,336.021080729086,"STRT"
2020-06-18 15:30:00,381.501354940701,"STRT"
2020-06-18 15:45:00,381.501354940701,"STRT"
2020-06-18 16:00:00,351.181172132958,"STRT"
2020-06-18 16:15:00,336.021080729086,"STRT"
2020-06-18 16:30:00,381.501354940701,"STRT"
2020-06-18 16:45:00,275.380715113599,"STRT"
2020-06-18 17:00:00,381.501354940701,"STRT"
2020-06-18 17:15:00,290.540806517471,"STRT"
2020-06-18 17:30:00,336.021080729086,"STRT"
2020-06-18 17:45:00,351.181172132958,"STRT"
2020-06-18 18:00:00,290.540806517471,"STRT"
2020-06-18 18:15:00,366.34126353683,"STRT"
2020-06-18 18:30:00,381.501354940701,"STRT"
2020-06-18 18:45:00,381.501354940701,"STRT"
2020-06-18 19:00:00,305.700897920877,"STRT"
2020-06-18 19:15:00,336.021080729086,"STRT"
2020-06-18 19:30:00,305.700897920877,"STRT"
2020-06-18 19:45:00,396.661446344107,"STRT"
2020-06-18 20:00:00,457.301811959594,"STRT"
2020-06-18 20:15:00,472.461903363466,"STRT"
2020-06-18 20:30:00,563.422451786697,"STRT"
2020-06-18 20:45:00,563.422451786697,"STRT"
2020-06-18 21:00:00,502.78208617121,"STRT"
2020-06-18 21:15:00,381.501354940701,"STRT"
