"Site","Day","Q"
"FRCH",2018-05-29,763.797005134991
"FRCH",2018-05-30,763.328867358625
"FRCH",2018-05-31,743.583653126694
"FRCH",2018-06-01,717.340272897519
"FRCH",2018-06-02,687.420901892352
"FRCH",2018-06-03,666.683667143442
"FRCH",2018-06-04,646.63384985941
"FRCH",2018-06-05,633.988638814494
"FRCH",2018-06-06,623.790336232492
"FRCH",2018-06-07,606.576500595452
"FRCH",2018-06-08,598.775730955326
"FRCH",2018-06-09,574.189468411384
"FRCH",2018-06-10,560.770032994778
"FRCH",2018-06-11,576.802475308051
"FRCH",2018-06-12,544.781856623834
"FRCH",2018-06-13,526.364436436545
"FRCH",2018-06-14,518.666638386979
"FRCH",2018-06-15,507.067046879152
"FRCH",2018-06-16,503.083745650482
"FRCH",2018-06-17,488.387402016228
"FRCH",2018-06-18,474.774963553153
"FRCH",2018-06-19,465.253118292005
"FRCH",2018-06-20,456.04453179861
"FRCH",2018-06-21,448.241296516555
"FRCH",2018-06-22,441.745063346422
"FRCH",2018-06-23,428.234400240751
"FRCH",2018-06-24,421.239918965478
"FRCH",2018-06-25,410.621068197802
"FRCH",2018-06-26,409.748098727516
"FRCH",2018-06-27,414.032282833838
"FRCH",2018-06-28,398.283196526188
"FRCH",2018-06-29,399.522482353112
"FRCH",2018-06-30,402.618287730263
"FRCH",2018-07-01,566.103926344013
"FRCH",2018-07-02,947.916410748956
"FRCH",2018-07-03,687.450471742324
"FRCH",2018-07-04,550.069107603944
"FRCH",2018-07-05,505.047569509129
"FRCH",2018-07-06,479.204906378185
"FRCH",2018-07-07,442.056370716426
"FRCH",2018-07-08,423.275539767295
"FRCH",2018-07-09,407.594023135483
"FRCH",2018-07-10,392.092644168396
"FRCH",2018-07-11,424.891123847073
"FRCH",2018-07-12,453.916334191174
"FRCH",2018-07-13,400.01340608622
"FRCH",2018-07-14,382.36227207744
"FRCH",2018-07-15,380.380862353134
"FRCH",2018-07-16,527.451271410813
"FRCH",2018-07-17,488.855533915382
"FRCH",2018-07-18,489.755089719723
"FRCH",2018-07-19,434.383454087078
"FRCH",2018-07-20,418.385337184818
"FRCH",2018-07-21,395.602656601839
"FRCH",2018-07-22,376.634876103096
"FRCH",2018-07-23,363.96842063025
"FRCH",2018-07-24,350.621057050122
"FRCH",2018-07-25,341.093147270285
"FRCH",2018-07-26,332.58986058707
"FRCH",2018-07-27,328.421652827346
"FRCH",2018-07-28,326.720198558046
"FRCH",2018-07-29,319.360955800477
"FRCH",2018-07-30,308.436766098865
"FRCH",2018-07-31,301.141176386517
"FRCH",2018-08-01,303.679151521559
"FRCH",2018-08-02,317.054751088541
"FRCH",2018-08-03,311.309177573756
"FRCH",2018-08-04,303.087254916018
"FRCH",2018-08-05,321.925457565899
"FRCH",2018-08-06,503.356814646196
"FRCH",2018-08-07,772.650895368255
"FRCH",2018-08-08,604.554328487445
"FRCH",2018-08-09,479.799492751921
"FRCH",2018-08-10,425.01862085386
"FRCH",2018-08-11,394.354184785182
"FRCH",2018-08-12,378.278628003284
"FRCH",2018-08-13,371.719836012127
"FRCH",2018-08-14,404.219464515988
"FRCH",2018-08-15,536.435300050808
"FRCH",2018-08-16,527.063511968425
"FRCH",2018-08-17,450.56308418182
"FRCH",2018-08-18,411.195326644793
"FRCH",2018-08-19,379.57015340198
"FRCH",2018-08-20,366.397087807384
"FRCH",2018-08-21,364.447294800435
"FRCH",2018-08-22,368.018267239429
"FRCH",2018-08-23,376.98901531892
"FRCH",2018-08-24,435.713979493712
"FRCH",2018-08-25,553.72973067942
"FRCH",2018-08-26,490.970374349218
"FRCH",2018-08-27,537.086322541124
"FRCH",2018-08-28,577.750521723486
"FRCH",2018-08-29,624.92177662755
"FRCH",2018-08-30,557.910256411917
"FRCH",2018-08-31,703.380389100173
"FRCH",2018-09-01,625.999932943863
"FRCH",2018-09-02,914.861903501863
"FRCH",2018-09-03,1207.75866899533
"FRCH",2018-09-04,1053.1473503436
"FRCH",2018-09-05,1021.71472432862
"FRCH",2018-09-06,982.811392885697
"FRCH",2018-09-07,953.906180231429
"FRCH",2018-09-08,899.820123638527
"FRCH",2018-09-09,869.046716453478
"FRCH",2018-09-10,842.781753187379
"FRCH",2018-09-11,815.959439001917
"FRCH",2018-09-12,795.67583923424
"FRCH",2018-09-13,779.115264998653
"FRCH",2018-09-14,748.197396415727
"FRCH",2018-09-15,726.689549462567
"FRCH",2018-09-16,708.638540404523
"FRCH",2018-09-17,723.00258178918
"FRCH",2018-09-18,682.533172738207
"FRCH",2018-09-19,666.891594700953
"FRCH",2018-09-20,679.882154480045
"FRCH",2018-09-21,668.400120112777
"FRCH",2018-09-22,670.118858958384
"FRCH",2018-09-23,713.475487771113
"FRCH",2018-09-24,786.767054855179
"FRCH",2018-09-25,815.027763557492
"FRCH",2018-09-26,763.420505812648
"FRCH",2018-09-27,697.70956494314
"FRCH",2018-09-28,659.035014944997
"FRCH",2018-09-29,634.029638999727
"FRCH",2018-09-30,614.51766616582
"FRCH",2018-10-01,603.457629102229
"FRCH",2018-10-02,592.917433283169
"FRCH",2018-10-03,581.639648933302
"FRCH",2018-10-04,582.384385004985
"FRCH",2018-10-05,564.604601971671
"FRCH",2018-10-06,555.644191574049
"FRCH",2018-10-07,540.154160102983
"FRCH",2018-10-08,529.008769033527
"FRCH",2018-10-09,691.858375916834
"FRCH",2018-10-10,844.183988811426
"FRCH",2018-10-11,557.335467805284
"FRCH",2018-10-12,553.79840969156
"MOOS",2018-05-29,1742.73263048648
"MOOS",2018-05-30,1643.29220335436
"MOOS",2018-05-31,1490.76808153992
"MOOS",2018-06-01,1442.36547881998
"MOOS",2018-06-02,1383.89623792747
"MOOS",2018-06-03,1390.30854854423
"MOOS",2018-06-04,1323.28956016275
"MOOS",2018-06-05,1283.22985620222
"MOOS",2018-06-06,1308.67224993963
"MOOS",2018-06-07,1315.49825801552
"MOOS",2018-06-08,1256.89111796999
"MOOS",2018-06-09,1214.48712840765
"MOOS",2018-06-10,1188.49313805802
"MOOS",2018-06-11,1205.59263303602
"MOOS",2018-06-12,1154.70784556119
"MOOS",2018-06-13,1105.75364622905
"MOOS",2018-06-14,1081.89709275168
"MOOS",2018-06-15,1053.76566552984
"MOOS",2018-06-16,1084.93087411876
"MOOS",2018-06-17,1069.55511855386
"MOOS",2018-06-18,1007.70734841169
"MOOS",2018-06-19,985.781383077008
"MOOS",2018-06-20,957.925754161246
"MOOS",2018-06-21,926.553696842767
"MOOS",2018-06-22,912.763781537935
"MOOS",2018-06-23,900.62865606967
"MOOS",2018-06-24,878.288993275843
"MOOS",2018-06-25,892.630505192877
"MOOS",2018-06-26,880.012732688946
"MOOS",2018-06-27,1090.30894108764
"MOOS",2018-06-28,963.165921977071
"MOOS",2018-06-29,899.525462845287
"MOOS",2018-06-30,901.593950141027
"MOOS",2018-07-01,1459.18917549186
"MOOS",2018-07-02,2567.34676938807
"MOOS",2018-07-03,1798.49004156721
"MOOS",2018-07-04,1393.82497694695
"MOOS",2018-07-05,1244.82494207826
"MOOS",2018-07-06,1221.45103563657
"MOOS",2018-07-07,1104.51255385161
"MOOS",2018-07-08,1035.28717902135
"MOOS",2018-07-09,994.193231412961
"MOOS",2018-07-10,932.276511694276
"MOOS",2018-07-11,1021.08356625739
"MOOS",2018-07-12,1364.86615480681
"MOOS",2018-07-13,1147.81288790878
"MOOS",2018-07-14,1014.18860860497
"MOOS",2018-07-15,963.510669859713
"MOOS",2018-07-16,986.470878842248
"MOOS",2018-07-17,976.611089399303
"MOOS",2018-07-18,1019.91142345646
"MOOS",2018-07-19,905.317227273323
"MOOS",2018-07-20,887.666135683134
"MOOS",2018-07-21,856.983574129879
"MOOS",2018-07-22,810.856307435218
"MOOS",2018-07-23,773.968283994815
"MOOS",2018-07-24,743.285722441581
"MOOS",2018-07-25,714.733562089491
"MOOS",2018-07-26,703.708665516703
"MOOS",2018-07-27,696.951607017329
"MOOS",2018-07-28,685.368078161286
"MOOS",2018-07-29,684.885431125612
"MOOS",2018-07-30,647.583710226036
"MOOS",2018-07-31,640.757702150149
"MOOS",2018-08-01,636.689677135221
"MOOS",2018-08-02,686.816019268265
"MOOS",2018-08-03,675.921986177459
"MOOS",2018-08-04,649.238500062621
"MOOS",2018-08-05,683.023792559448
"MOOS",2018-08-06,1246.27288318527
"MOOS",2018-08-07,1859.16566890848
"MOOS",2018-08-08,1514.76253417033
"MOOS",2018-08-09,1164.4297358511
"MOOS",2018-08-10,993.64163480077
"MOOS",2018-08-11,889.596723825809
"MOOS",2018-08-12,811.338954470904
"MOOS",2018-08-13,765.280637352778
"MOOS",2018-08-14,863.189036017082
"MOOS",2018-08-15,1536.75744908153
"MOOS",2018-08-16,2050.08704630387
"MOOS",2018-08-17,1446.98510044709
"MOOS",2018-08-18,1180.35708802818
"MOOS",2018-08-19,1028.87486840461
"MOOS",2018-08-20,960.545838069178
"MOOS",2018-08-21,934.758696449127
"MOOS",2018-08-22,905.386176849841
"MOOS",2018-08-23,891.389412815447
"MOOS",2018-08-24,1076.17427790017
"MOOS",2018-08-25,1690.92870218955
"MOOS",2018-08-26,1433.88468090751
"MOOS",2018-08-27,1499.38677860544
"MOOS",2018-08-28,1953.21289128744
"MOOS",2018-08-29,2229.83859230235
"MOOS",2018-08-30,1855.37344219965
"MOOS",2018-08-31,2312.30228582522
"MOOS",2018-09-01,1982.99910834586
"MOOS",2018-09-02,2665.01119262775
"MOOS",2018-09-03,4280.52132802453
"MOOS",2018-09-04,3554.98050352006
"MOOS",2018-09-05,3403.08458643734
"MOOS",2018-09-06,2967.25431322815
"MOOS",2018-09-07,2824.39079067012
"MOOS",2018-09-08,2236.80249953127
"MOOS",2018-09-09,2111.79691729298
"MOOS",2018-09-10,2017.95654364361
"MOOS",2018-09-11,1927.35680009088
"MOOS",2018-09-12,1855.30449262314
"MOOS",2018-09-13,1810.87985832834
"MOOS",2018-09-14,1743.88197696009
"MOOS",2018-09-15,1700.16794544377
"MOOS",2018-09-16,1680.44836655786
"MOOS",2018-09-17,1754.98285878047
"MOOS",2018-09-18,1678.37987926215
"MOOS",2018-09-19,1636.38958715893
"MOOS",2018-09-20,1701.61588655078
"MOOS",2018-09-21,1717.6121883044
"MOOS",2018-09-22,1791.52613433829
"MOOS",2018-09-23,1993.0657465184
"MOOS",2018-09-24,2462.00955777714
"MOOS",2018-09-25,2543.90391336985
"MOOS",2018-09-26,2448.33980030738
"MOOS",2018-09-27,2117.45078256796
"MOOS",2018-09-28,1939.1471776765
"MOOS",2018-09-29,1827.86256116651
"MOOS",2018-09-30,1740.43449813388
"MOOS",2018-10-01,1695.96202127579
"MOOS",2018-10-02,1640.45761217385
"MOOS",2018-10-03,1583.36736281186
"MOOS",2018-10-04,1575.98975812378
"MOOS",2018-10-05,1532.13782745441
"MOOS",2018-10-06,1500.83471971247
"MOOS",2018-10-07,1449.19148689587
"MOOS",2018-10-08,1385.89577564668
"MOOS",2018-10-09,2201.5003163509
"MOOS",2018-10-10,2763.92201205844
"MOOS",2018-10-11,2638.98537939667
"MOOS",2018-10-12,1621.84122651234
"MOOS",2018-10-13,1438.09060507547
"MOOS",2018-10-14,1443.46867204436
"MOOS",2018-10-15,1333.90779494748
"MOOS",2018-10-16,1388.44690997808
"MOOS",2018-10-17,1340.66485344684
"MOOS",2018-10-18,1264.47557138764
"MOOS",2018-10-19,1221.10628775395
"MOOS",2018-10-20,1290.53851131377
"MOOS",2018-10-21,1254.54683236815
"MOOS",2018-10-22,1186.9762473745
"MOOS",2018-10-23,1402.92632104813
"MOOS",2018-10-24,1270.12943666263
"MOOS",2018-10-25,1171.94523969224
"MOOS",2018-10-26,1188.22678870502
