"","Site","DateTime","MeanDischarge","frch.fdom.1","fDOM.QSU","nitrateuM"
"4333","FRCH",2020-07-26 08:45:00,619.168939123891,"2020-07-26 08:45:00",70.8918181818182,38.4092857142857
"4334","FRCH",2020-07-26 09:00:00,617.514910847778,"2020-07-26 09:00:00",71.3181818181818,38.4557142857143
"4335","FRCH",2020-07-26 09:15:00,616.365769327182,"2020-07-26 09:15:00",71.3163636363636,38.3921428571429
"4336","FRCH",2020-07-26 09:30:00,618.813765552259,"2020-07-26 09:30:00",71.2018181818182,38.415
"4337","FRCH",2020-07-26 09:45:00,618.841639154183,"2020-07-26 09:45:00",71.4109090909091,38.4157142857143
"4338","FRCH",2020-07-26 10:00:00,620.701127818014,"2020-07-26 10:00:00",71.2245454545454,38.4235714285714
"4339","FRCH",2020-07-26 10:15:00,622.177569308304,"2020-07-26 10:15:00",71.5909090909091,38.4171428571429
"4340","FRCH",2020-07-26 10:30:00,625.746833452067,"2020-07-26 10:30:00",71.4354545454545,38.4428571428571
"4341","FRCH",2020-07-26 10:45:00,621.794522134776,"2020-07-26 10:45:00",71.4663636363636,38.4542857142857
"4342","FRCH",2020-07-26 11:00:00,627.839656105542,"2020-07-26 11:00:00",71.3763636363636,38.4442857142857
"4343","FRCH",2020-07-26 11:15:00,633.268408913136,"2020-07-26 11:15:00",71.4227272727273,38.4471428571429
"4344","FRCH",2020-07-26 11:30:00,628.250576880993,"2020-07-26 11:30:00",71.0863636363636,38.4764285714286
"4345","FRCH",2020-07-26 11:45:00,632.941108943429,"2020-07-26 11:45:00",71.2509090909091,38.4828571428571
"4346","FRCH",2020-07-26 12:00:00,634.090250464025,"2020-07-26 12:00:00",71.1972727272727,38.4885714285714
"4347","FRCH",2020-07-26 12:15:00,635.800025943958,"2020-07-26 12:15:00",71.1436363636364,38.5207142857143
"4348","FRCH",2020-07-26 12:30:00,634.501171239463,"2020-07-26 12:30:00",70.6681818181818,38.5085714285714
"4349","FRCH",2020-07-26 12:45:00,636.1830731175,"2020-07-26 12:45:00",70.82,38.5321428571429
