"","Site","DateTime","MeanDischarge","fDOM.QSU","moos.no3.1","nitrateuM"
"4482","MOOS",2020-08-01 01:45:00,978.983848239586,121.656363636364,"2020-08-01 01:45:00",26.1908333333333
"4483","MOOS",2020-08-01 02:00:00,976.045453001003,121.347272727273,"2020-08-01 02:00:00",26.1791666666667
"4484","MOOS",2020-08-01 02:15:00,975.577511319265,120.850909090909,"2020-08-01 02:15:00",26.1525
"4485","MOOS",2020-08-01 02:30:00,973.406401177344,121.152727272727,"2020-08-01 02:30:00",26.1625
"4486","MOOS",2020-08-01 02:45:00,972.171174398929,121.15,"2020-08-01 02:45:00",26.17
"4487","MOOS",2020-08-01 03:00:00,967.978625822579,121.11,"2020-08-01 03:00:00",26.1541666666667
"4488","MOOS",2020-08-01 03:15:00,968.764837478593,121.080909090909,"2020-08-01 03:15:00",26.1608333333333
"4489","MOOS",2020-08-01 03:30:00,966.275457362412,120.961818181818,"2020-08-01 03:30:00",26.1975
"4490","MOOS",2020-08-01 03:45:00,964.572288902229,120.989090909091,"2020-08-01 03:45:00",26.1558333333333
"4491","MOOS",2020-08-01 04:00:00,964.104347220506,120.831818181818,"2020-08-01 04:00:00",26.1658333333333
"4492","MOOS",2020-08-01 04:15:00,962.700522175262,120.900909090909,"2020-08-01 04:15:00",26.1825
"4493","MOOS",2020-08-01 04:30:00,958.676571865726,120.817272727273,"2020-08-01 04:30:00",26.1683333333333
"4494","MOOS",2020-08-01 04:45:00,956.973403405573,120.625454545455,"2020-08-01 04:45:00",26.1841666666667
"4495","MOOS",2020-08-01 05:00:00,955.88784833462,120.737272727273,"2020-08-01 05:00:00",26.1641666666667
"4496","MOOS",2020-08-01 05:15:00,953.866409900176,120.87,"2020-08-01 05:15:00",26.175
"4497","MOOS",2020-08-01 05:30:00,953.398468218424,120.874545454545,"2020-08-01 05:30:00",26.1991666666667
"4498","MOOS",2020-08-01 05:45:00,950.609744687303,120.907272727273,"2020-08-01 05:45:00",26.1858333333333
"4499","MOOS",2020-08-01 06:00:00,947.970692863644,121.043636363636,"2020-08-01 06:00:00",26.1775
"4500","MOOS",2020-08-01 06:15:00,946.885137792706,120.871818181818,"2020-08-01 06:15:00",26.2233333333333
"4501","MOOS",2020-08-01 06:30:00,945.181969332538,121.276363636364,"2020-08-01 06:30:00",26.2191666666667
"4502","MOOS",2020-08-01 06:45:00,943.16053089808,121.093636363636,"2020-08-01 06:45:00",26.1908333333333
"4503","MOOS",2020-08-01 07:00:00,939.435924003497,121.337272727273,"2020-08-01 07:00:00",26.1866666666667
"4504","MOOS",2020-08-01 07:15:00,938.35036893253,120.970909090909,"2020-08-01 07:15:00",26.23
"4505","MOOS",2020-08-01 07:30:00,936.029587083161,121.441818181818,"2020-08-01 07:30:00",26.2091666666667
"4506","MOOS",2020-08-01 07:45:00,933.858476941256,121.274545454545,"2020-08-01 07:45:00",26.2083333333333
"4507","MOOS",2020-08-01 08:00:00,934.476090330456,121.330909090909,"2020-08-01 08:00:00",26.2316666666667
"4508","MOOS",2020-08-01 08:15:00,933.540206966965,121.281818181818,"2020-08-01 08:15:00",26.2375
"4509","MOOS",2020-08-01 08:30:00,931.369096825059,121.255454545455,"2020-08-01 08:30:00",26.2675
"4510","MOOS",2020-08-01 08:45:00,930.751483435844,121.493636363636,"2020-08-01 08:45:00",26.2508333333333
"4511","MOOS",2020-08-01 09:00:00,929.048314975691,121.465454545455,"2020-08-01 09:00:00",26.2125
"4512","MOOS",2020-08-01 09:15:00,926.877204833785,121.664545454545,"2020-08-01 09:15:00",26.2733333333333
"4513","MOOS",2020-08-01 09:30:00,924.706094691865,121.479090909091,"2020-08-01 09:30:00",26.235
"4514","MOOS",2020-08-01 09:45:00,920.513546115515,121.685454545455,"2020-08-01 09:45:00",26.2841666666667
"4515","MOOS",2020-08-01 10:00:00,919.2783193371,121.651818181818,"2020-08-01 10:00:00",26.3
"4516","MOOS",2020-08-01 10:15:00,918.192764266147,121.669090909091,"2020-08-01 10:15:00",26.2666666666667
"4517","MOOS",2020-08-01 10:30:00,917.874494291871,121.860909090909,"2020-08-01 10:30:00",26.3041666666667
