"","Site","DateTime","MeanDischarge","fDOM.QSU","moos.no3.1","nitrateuM"
"8280","MOOS",2020-09-09 17:00:00,1176.32601167379,145.855454545455,"2020-09-09 17:00:00",26.1
"8281","MOOS",2020-09-09 17:15:00,1192.25321464514,146.447272727273,"2020-09-09 17:15:00",26.375
"8282","MOOS",2020-09-09 17:30:00,1196.14641980655,146.587272727273,"2020-09-09 17:30:00",27.085
"8283","MOOS",2020-09-09 17:45:00,1203.74530530322,147.725454545455,"2020-09-09 17:45:00",29.875
"8284","MOOS",2020-09-09 18:00:00,1209.49135063228,147.562727272727,"2020-09-09 18:00:00",30.7175
"8285","MOOS",2020-09-09 18:15:00,1212.29900072275,147.433636363636,"2020-09-09 18:15:00",31.68
"8286","MOOS",2020-09-09 18:30:00,1227.4589185974,144.792727272727,"2020-09-09 18:30:00",33.33
"8287","MOOS",2020-09-09 18:45:00,1232.26908056295,147.45,"2020-09-09 18:45:00",33.325
"8288","MOOS",2020-09-09 19:00:00,1232.00759026674,147.002727272727,"2020-09-09 19:00:00",35.255
"8289","MOOS",2020-09-09 19:15:00,1244.84672629203,148.537272727273,"2020-09-09 19:15:00",17.3775
"8290","MOOS",2020-09-09 19:30:00,1247.33610640823,146.060909090909,"2020-09-09 19:30:00",17.2675
"8291","MOOS",2020-09-09 19:45:00,1257.72371543602,147.616363636364,"2020-09-09 19:45:00",17.1975
"8292","MOOS",2020-09-09 20:00:00,1265.17292922523,146.882727272727,"2020-09-09 20:00:00",17.2075
"8293","MOOS",2020-09-09 20:15:00,1256.26485148007,146.258181818182,"2020-09-09 20:15:00",17.215
"8294","MOOS",2020-09-09 20:30:00,1293.95819478121,146.681818181818,"2020-09-09 20:30:00",17.22
"8295","MOOS",2020-09-09 20:45:00,1289.20481249368,145.930909090909,"2020-09-09 20:45:00",17.22
"8296","MOOS",2020-09-09 21:00:00,1304.68300034263,146.860909090909,"2020-09-09 21:00:00",17.1825
"8297","MOOS",2020-09-09 21:15:00,1311.96361586505,146.545454545455,"2020-09-09 21:15:00",17.175
"8298","MOOS",2020-09-09 21:30:00,1324.20406506045,145.828181818182,"2020-09-09 21:30:00",17.1625
"8299","MOOS",2020-09-09 21:45:00,1328.56521190362,144.654545454545,"2020-09-09 21:45:00",17.035
"8300","MOOS",2020-09-09 22:00:00,1333.3753738692,144.020909090909,"2020-09-09 22:00:00",17.0775
"8301","MOOS",2020-09-09 22:15:00,1351.92270210483,143.799090909091,"2020-09-09 22:15:00",16.945
"8302","MOOS",2020-09-09 22:30:00,1353.51405197624,142.725454545455,"2020-09-09 22:30:00",17.0025
"8303","MOOS",2020-09-09 22:45:00,1363.90166100401,142.65,"2020-09-09 22:45:00",16.775
"8304","MOOS",2020-09-09 23:00:00,1375.97351193265,140.560909090909,"2020-09-09 23:00:00",16.89
"8305","MOOS",2020-09-09 23:15:00,1379.08050543802,139.671818181818,"2020-09-09 23:15:00",16.865
"8306","MOOS",2020-09-09 23:30:00,1375.88061990321,138.760909090909,"2020-09-09 23:30:00",16.735
"8307","MOOS",2020-09-09 23:45:00,1396.8984016957,138.713636363636,"2020-09-09 23:45:00",16.675
"8308","MOOS",2020-09-10 00:00:00,1411.01061761811,137.091818181818,"2020-09-10 00:00:00",16.6125
"8309","MOOS",2020-09-10 00:15:00,1429.72654412058,135.905454545455,"2020-09-10 00:15:00",16.5125
"8310","MOOS",2020-09-10 00:30:00,1422.33411000938,134.483636363636,"2020-09-10 00:30:00",16.4325
"8311","MOOS",2020-09-10 00:45:00,1446.47781186661,131.726363636364,"2020-09-10 00:45:00",16.4125
