"","Site","DateTime","MeanDischarge","fDOM.QSU","strt.no3.1","nitrateuM"
"6145","STRT",2020-08-20 08:30:00,1300.01844093908,59.8945454545455,"2020-08-20 08:30:00",31.7942857142857
"6146","STRT",2020-08-20 08:45:00,1349.13942142972,59.8154545454545,"2020-08-20 08:45:00",31.7557142857143
"6147","STRT",2020-08-20 09:00:00,1347.69468670944,59.8263636363636,"2020-08-20 09:00:00",31.0785714285714
"6148","STRT",2020-08-20 09:15:00,1354.91836031101,59.9336363636364,"2020-08-20 09:15:00",30.9964285714286
"6149","STRT",2020-08-20 09:30:00,1350.58415615006,59.9690909090909,"2020-08-20 09:30:00",30.8642857142857
"6150","STRT",2020-08-20 09:45:00,1346.2499519891,59.9572727272727,"2020-08-20 09:45:00",31.0085714285714
"6151","STRT",2020-08-20 10:00:00,1350.58415615006,59.9327272727273,"2020-08-20 10:00:00",31.0842857142857
"6152","STRT",2020-08-20 10:15:00,1359.25256447191,59.8690909090909,"2020-08-20 10:15:00",31.1692857142857
"6153","STRT",2020-08-20 10:30:00,1356.36309503129,59.7136363636364,"2020-08-20 10:30:00",31.2164285714286
"6154","STRT",2020-08-20 10:45:00,1359.25256447191,59.62,"2020-08-20 10:45:00",31.1871428571429
"6155","STRT",2020-08-20 11:00:00,1375.14464639535,59.5463636363636,"2020-08-20 11:00:00",31.2107142857143
"6156","STRT",2020-08-20 11:15:00,1379.4788505563,59.4809090909091,"2020-08-20 11:15:00",31.2628571428571
"6157","STRT",2020-08-20 11:30:00,1369.36570751411,59.3327272727273,"2020-08-20 11:30:00",31.3835714285714
"6158","STRT",2020-08-20 11:45:00,1378.03411583597,59.2218181818182,"2020-08-20 11:45:00",31.4721428571429
"6159","STRT",2020-08-20 12:00:00,1370.81044223445,59.0290909090909,"2020-08-20 12:00:00",31.5485714285714
"6160","STRT",2020-08-20 12:15:00,1385.25778943754,58.6772727272727,"2020-08-20 12:15:00",31.4757142857143
"6161","STRT",2020-08-20 12:30:00,1393.92619775946,58.4081818181818,"2020-08-20 12:30:00",31.4235714285714
"6162","STRT",2020-08-20 12:45:00,1395.37093247974,58.2190909090909,"2020-08-20 12:45:00",31.3864285714286
"6163","STRT",2020-08-20 13:00:00,1404.03934080165,58.0681818181818,"2020-08-20 13:00:00",31.465
"6164","STRT",2020-08-20 13:15:00,1406.92881024227,57.9218181818182,"2020-08-20 13:15:00",31.4185714285714
"6165","STRT",2020-08-20 13:30:00,1414.15248384385,57.86,"2020-08-20 13:30:00",31.3471428571429
"6166","STRT",2020-08-20 13:45:00,1405.48407552193,57.7390909090909,"2020-08-20 13:45:00",31.2421428571429
"6167","STRT",2020-08-20 14:00:00,1411.26301440317,57.7672727272727,"2020-08-20 14:00:00",31.0678571428571
"6168","STRT",2020-08-20 14:15:00,1409.81827968289,57.6363636363636,"2020-08-20 14:15:00",30.8771428571429
"6169","STRT",2020-08-20 14:30:00,1404.03934080165,57.5454545454545,"2020-08-20 14:30:00",30.7635714285714
"6170","STRT",2020-08-20 14:45:00,1417.04195328441,57.5336363636364,"2020-08-20 14:45:00",30.6314285714286
"6171","STRT",2020-08-20 15:00:00,1412.70774912351,57.3972727272727,"2020-08-20 15:00:00",30.5085714285714
"6172","STRT",2020-08-20 15:15:00,1421.37615744543,57.24,"2020-08-20 15:15:00",30.4492857142857
"6173","STRT",2020-08-20 15:30:00,1451.71558657195,57.0636363636364,"2020-08-20 15:30:00",30.425
"6174","STRT",2020-08-20 15:45:00,1489.27868930012,56.7881818181818,"2020-08-20 15:45:00",30.6271428571429
"6175","STRT",2020-08-20 16:00:00,1470.49713793606,56.6127272727273,"2020-08-20 16:00:00",30.7742857142857
"6176","STRT",2020-08-20 16:15:00,1454.60505601263,56.6518181818182,"2020-08-20 16:15:00",30.4664285714286
"6177","STRT",2020-08-20 16:30:00,1441.60244352982,56.7427272727273,"2020-08-20 16:30:00",30.3114285714286
"6178","STRT",2020-08-20 16:45:00,1437.26823936886,56.8009090909091,"2020-08-20 16:45:00",30.1728571428571
"6179","STRT",2020-08-20 17:00:00,1435.82350464852,54.3127272727273,"2020-08-20 17:00:00",29.8557142857143
"6180","STRT",2020-08-20 17:15:00,1432.9340352079,54.3818181818182,"2020-08-20 17:15:00",29.6271428571429
"6181","STRT",2020-08-20 17:30:00,1431.48930048762,54.02,"2020-08-20 17:30:00",29.6585714285714
"6182","STRT",2020-08-20 17:45:00,1437.26823936886,55.23,"2020-08-20 17:45:00",29.7014285714286
"6183","STRT",2020-08-20 18:00:00,1434.37876992818,56.7627272727273,"2020-08-20 18:00:00",29.6414285714286
"6184","STRT",2020-08-20 18:15:00,1437.26823936886,56.8963636363636,"2020-08-20 18:15:00",29.6428571428571
"6185","STRT",2020-08-20 18:30:00,1444.49191297038,56.9745454545455,"2020-08-20 18:30:00",29.6078571428571
"6186","STRT",2020-08-20 18:45:00,1438.71297408914,57.1063636363636,"2020-08-20 18:45:00",29.5814285714286
"6187","STRT",2020-08-20 19:00:00,1438.71297408914,57.2672727272727,"2020-08-20 19:00:00",29.5885714285714
"6188","STRT",2020-08-20 19:15:00,1443.0471782501,57.7709090909091,"2020-08-20 19:15:00",29.59
"6189","STRT",2020-08-20 19:30:00,1438.71297408914,58.1072727272727,"2020-08-20 19:30:00",29.6178571428571
"6190","STRT",2020-08-20 19:45:00,1441.60244352982,58.4,"2020-08-20 19:45:00",29.5664285714286
"6191","STRT",2020-08-20 20:00:00,1444.49191297038,58.7481818181818,"2020-08-20 20:00:00",29.5235714285714
"6192","STRT",2020-08-20 20:15:00,1440.15770880948,59.1409090909091,"2020-08-20 20:15:00",29.4864285714286
"6193","STRT",2020-08-20 20:30:00,1438.71297408914,59.6727272727273,"2020-08-20 20:30:00",29.405
"6194","STRT",2020-08-20 20:45:00,1443.0471782501,60.4163636363636,"2020-08-20 20:45:00",29.3407142857143
"6195","STRT",2020-08-20 21:00:00,1447.38138241105,60.9645454545455,"2020-08-20 21:00:00",29.3257142857143
"6196","STRT",2020-08-20 21:15:00,1441.60244352982,61.6918181818182,"2020-08-20 21:15:00",29.2992857142857
"6197","STRT",2020-08-20 21:30:00,1431.48930048762,62.0372727272727,"2020-08-20 21:30:00",29.2607142857143
"6198","STRT",2020-08-20 21:45:00,1437.26823936886,62.5454545454545,"2020-08-20 21:45:00",29.2678571428571
"6199","STRT",2020-08-20 22:00:00,1438.71297408914,63.0163636363636,"2020-08-20 22:00:00",29.2214285714286
"6200","STRT",2020-08-20 22:15:00,1437.26823936886,64.0309090909091,"2020-08-20 22:15:00",29.1864285714286
"6201","STRT",2020-08-20 22:30:00,1440.15770880948,65.08,"2020-08-20 22:30:00",29.1442857142857
