"","Site","DateTime","MeanDischarge","fDOM.QSU","moos.no3.1","nitrateuM"
"5286","MOOS",2020-08-09 10:45:00,1007.20828008439,132.961818181818,"2020-08-09 10:45:00",25.73
"5287","MOOS",2020-08-09 11:00:00,1006.59066669518,132.757272727273,"2020-08-09 11:00:00",25.7858333333333
"5288","MOOS",2020-08-09 11:15:00,1008.1441634479,132.620909090909,"2020-08-09 11:15:00",25.7591666666667
"5289","MOOS",2020-08-09 11:30:00,1006.27239672092,132.290909090909,"2020-08-09 11:30:00",25.7641666666667
"5290","MOOS",2020-08-09 11:45:00,1008.1441634479,132.879090909091,"2020-08-09 11:45:00",25.8241666666667
"5291","MOOS",2020-08-09 12:00:00,1009.22971851884,132.681818181818,"2020-08-09 12:00:00",25.8216666666667
"5292","MOOS",2020-08-09 12:15:00,1011.40082866074,132.518181818182,"2020-08-09 12:15:00",25.8425
"5293","MOOS",2020-08-09 12:30:00,1012.16811375743,132.564545454545,"2020-08-09 12:30:00",25.77
"5294","MOOS",2020-08-09 12:45:00,1013.25366882837,132.417272727273,"2020-08-09 12:45:00",25.7883333333333
"5295","MOOS",2020-08-09 13:00:00,1015.89272065203,132.410909090909,"2020-08-09 13:00:00",25.7958333333333
"5296","MOOS",2020-08-09 13:15:00,1015.89272065203,131.863636363636,"2020-08-09 13:15:00",25.7858333333333
"5297","MOOS",2020-08-09 13:30:00,1016.978275723,132.368181818182,"2020-08-09 13:30:00",25.7916666666667
"5298","MOOS",2020-08-09 13:45:00,1018.53177247568,131.916363636364,"2020-08-09 13:45:00",25.7625
"5299","MOOS",2020-08-09 14:00:00,1020.7028826176,131.503636363636,"2020-08-09 14:00:00",25.81
"5300","MOOS",2020-08-09 14:15:00,1020.7028826176,130.962727272727,"2020-08-09 14:15:00",25.7675
"5301","MOOS",2020-08-09 14:30:00,1021.17082429935,131.656363636364,"2020-08-09 14:30:00",25.7733333333333
"5302","MOOS",2020-08-09 14:45:00,1024.42748951219,131.706363636364,"2020-08-09 14:45:00",25.6833333333333
"5303","MOOS",2020-08-09 15:00:00,1027.85275299186,131.505454545455,"2020-08-09 15:00:00",25.7091666666667
"5304","MOOS",2020-08-09 15:15:00,1029.40624974457,131.325454545455,"2020-08-09 15:15:00",25.7125
"5305","MOOS",2020-08-09 15:30:00,1030.81007478981,131.242727272727,"2020-08-09 15:30:00",25.695
"5306","MOOS",2020-08-09 15:45:00,1030.81007478981,131.62,"2020-08-09 15:45:00",25.7033333333333
"5307","MOOS",2020-08-09 16:00:00,1030.81007478981,131.407272727273,"2020-08-09 16:00:00",25.765
"5308","MOOS",2020-08-09 16:15:00,1031.42768817903,131.337272727273,"2020-08-09 16:15:00",25.7233333333333
"5309","MOOS",2020-08-09 16:30:00,1030.81007478981,131.257272727273,"2020-08-09 16:30:00",25.76
"5310","MOOS",2020-08-09 16:45:00,1033.13085663918,131.311818181818,"2020-08-09 16:45:00",25.6883333333333
"5311","MOOS",2020-08-09 17:00:00,1034.21641171012,131,"2020-08-09 17:00:00",25.7008333333333
"5312","MOOS",2020-08-09 17:15:00,1034.21641171012,131.159090909091,"2020-08-09 17:15:00",25.7491666666667
"5313","MOOS",2020-08-09 17:30:00,1035.9195801703,131.249090909091,"2020-08-09 17:30:00",25.745
"5314","MOOS",2020-08-09 17:45:00,1036.38752185204,131.038181818182,"2020-08-09 17:45:00",25.7108333333333
"5315","MOOS",2020-08-09 18:00:00,1038.70830370142,131.286363636364,"2020-08-09 18:00:00",25.7608333333333
"5316","MOOS",2020-08-09 18:15:00,1038.85797540887,131.580909090909,"2020-08-09 18:15:00",25.6591666666667
"5317","MOOS",2020-08-09 18:30:00,1039.17624538316,131.32,"2020-08-09 18:30:00",25.6866666666667
