"","Site","DateTime","MeanDischarge","fDOM.QSU","moos.no3.1","nitrateuM"
"7996","MOOS",2020-09-06 18:00:00,827.394892215743,156.120909090909,"2020-09-06 18:00:00",24.4158333333333
"7997","MOOS",2020-09-06 18:15:00,825.07411036636,156.321818181818,"2020-09-06 18:15:00",24.4575
"7998","MOOS",2020-09-06 18:30:00,825.07411036636,156.555454545455,"2020-09-06 18:30:00",24.4616666666667
"7999","MOOS",2020-09-06 18:45:00,825.223782073823,156.496363636364,"2020-09-06 18:45:00",24.4516666666667
"8000","MOOS",2020-09-06 19:00:00,821.349503471763,156.373636363636,"2020-09-06 19:00:00",24.4675
"8001","MOOS",2020-09-06 19:15:00,814.218559656816,156.396363636364,"2020-09-06 19:15:00",24.5108333333333
"8002","MOOS",2020-09-06 19:30:00,811.429836125695,156.017272727273,"2020-09-06 19:30:00",24.5191666666667
"8003","MOOS",2020-09-06 19:45:00,815.154443020307,155.985454545455,"2020-09-06 19:45:00",24.4991666666667
"8004","MOOS",2020-09-06 20:00:00,818.09283825889,155.731818181818,"2020-09-06 20:00:00",24.4941666666667
"8005","MOOS",2020-09-06 20:15:00,820.263948400796,156.061818181818,"2020-09-06 20:15:00",24.5258333333333
"8006","MOOS",2020-09-06 20:30:00,816.558268065535,155.902727272727,"2020-09-06 20:30:00",24.4858333333333
"8007","MOOS",2020-09-06 20:45:00,823.520613613655,156.248181818182,"2020-09-06 20:45:00",24.5558333333333
"8008","MOOS",2020-09-06 21:00:00,823.689211880483,155.994545454545,"2020-09-06 21:00:00",24.5591666666667
"8009","MOOS",2020-09-06 21:15:00,827.41381877508,155.917272727273,"2020-09-06 21:15:00",24.5675
"8010","MOOS",2020-09-06 21:30:00,828.03143216428,155.98,"2020-09-06 21:30:00",24.5758333333333
"8011","MOOS",2020-09-06 21:45:00,830.82015569543,155.727272727273,"2020-09-06 21:45:00",24.555
"8012","MOOS",2020-09-06 22:00:00,826.009993729866,155.01,"2020-09-06 22:00:00",24.5675
"8013","MOOS",2020-09-06 22:15:00,823.689211880483,154.263636363636,"2020-09-06 22:15:00",24.53
"8014","MOOS",2020-09-06 22:30:00,823.22127019873,154.863636363636,"2020-09-06 22:30:00",24.5933333333333
"8015","MOOS",2020-09-06 22:45:00,821.518101738562,154.955454545455,"2020-09-06 22:45:00",24.5066666666667
