"","Site","DateTime","MeanDischarge","frch.fdom.1","fDOM.QSU","nitrateuM"
"5686","FRCH",2020-08-09 10:45:00,463.900346577429,"2020-08-09 10:45:00",65.3263636363636,39.1042857142857
"5687","FRCH",2020-08-09 11:00:00,467.619323905092,"2020-08-09 11:00:00",65.2736363636364,39.0684615384615
"5688","FRCH",2020-08-09 11:15:00,473.048076712672,"2020-08-09 11:15:00",65.29,38.9730769230769
"5689","FRCH",2020-08-09 11:30:00,476.02883329519,"2020-08-09 11:30:00",65.1881818181818,38.8838461538462
"5690","FRCH",2020-08-09 11:45:00,475.851246509366,"2020-08-09 11:45:00",65.2881818181818,38.895
"5691","FRCH",2020-08-09 12:00:00,482.279427653673,"2020-08-09 12:00:00",65.1736363636364,38.8207142857143
"5692","FRCH",2020-08-09 12:15:00,483.073395602652,"2020-08-09 12:15:00",65.2790909090909,38.8621428571429
"5693","FRCH",2020-08-09 12:30:00,483.839489949722,"2020-08-09 12:30:00",65.0118181818182,38.8735714285714
"5694","FRCH",2020-08-09 12:45:00,488.73548239989,"2020-08-09 12:45:00",65.0209090909091,38.8407142857143
"5695","FRCH",2020-08-09 13:00:00,486.848120134135,"2020-08-09 13:00:00",64.8718181818182,38.8371428571429
"5696","FRCH",2020-08-09 13:15:00,488.73548239989,"2020-08-09 13:15:00",64.8990909090909,38.8621428571429
"5697","FRCH",2020-08-09 13:30:00,491.211352226863,"2020-08-09 13:30:00",64.6963636363636,38.8771428571429
"5698","FRCH",2020-08-09 13:45:00,493.453888064236,"2020-08-09 13:45:00",64.5909090909091,38.8735714285714
"5699","FRCH",2020-08-09 14:00:00,493.481761666146,"2020-08-09 14:00:00",64.51,38.8528571428571
"5700","FRCH",2020-08-09 14:15:00,498.527467300213,"2020-08-09 14:15:00",64.1136363636364,38.7971428571429
"5701","FRCH",2020-08-09 14:30:00,499.648735218885,"2020-08-09 14:30:00",63.7672727272727,38.6835714285714
"5702","FRCH",2020-08-09 14:45:00,504.339267281335,"2020-08-09 14:45:00",63.7572727272727,38.6142857142857
"5703","FRCH",2020-08-09 15:00:00,510.178940864382,"2020-08-09 15:00:00",63.6918181818182,38.5271428571429
"5704","FRCH",2020-08-09 15:15:00,519.587878591177,"2020-08-09 15:15:00",63.4809090909091,38.5064285714286
"5705","FRCH",2020-08-09 15:30:00,531.97757290049,"2020-08-09 15:30:00",63.52,38.4335714285714
"5706","FRCH",2020-08-09 15:45:00,547.375897394231,"2020-08-09 15:45:00",63.3836363636364,38.3335714285714
"5707","FRCH",2020-08-09 16:00:00,559.821338907364,"2020-08-09 16:00:00",63.3709090909091,38.1435714285714
"5708","FRCH",2020-08-09 16:15:00,577.340359656475,"2020-08-09 16:15:00",63.3609090909091,37.9978571428571
"5709","FRCH",2020-08-09 16:30:00,596.391569099738,"2020-08-09 16:30:00",62.4154545454545,37.7778571428571
"5710","FRCH",2020-08-09 16:45:00,608.920631418601,"2020-08-09 16:45:00",62.8409090909091,37.46
"5711","FRCH",2020-08-09 17:00:00,625.168671065156,"2020-08-09 17:00:00",62.8436363636364,37.0107142857143
"5712","FRCH",2020-08-09 17:15:00,640.82820315045,"2020-08-09 17:15:00",62.8245454545455,36.4842857142857
"5713","FRCH",2020-08-09 17:30:00,652.030537162922,"2020-08-09 17:30:00",62.8309090909091,35.8814285714286
"5714","FRCH",2020-08-09 17:45:00,662.027982450978,"2020-08-09 17:45:00",62.8727272727273,35.2721428571429
"5715","FRCH",2020-08-09 18:00:00,668.988923952682,"2020-08-09 18:00:00",62.6936363636364,34.3721428571429
"5716","FRCH",2020-08-09 18:15:00,678.686942872941,"2020-08-09 18:15:00",62.8718181818182,33.96
"5717","FRCH",2020-08-09 18:30:00,681.901033445101,"2020-08-09 18:30:00",62.9227272727273,34.402
"5718","FRCH",2020-08-09 18:45:00,691.309971171897,"2020-08-09 18:45:00",62.7890909090909,35.056
"5719","FRCH",2020-08-09 19:00:00,689.600195691964,"2020-08-09 19:00:00",62.8154545454545,34.434
"5720","FRCH",2020-08-09 19:15:00,710.744227788673,"2020-08-09 19:15:00",61.8963636363636,33.716
"5721","FRCH",2020-08-09 19:30:00,716.966948545232,"2020-08-09 19:30:00",61.4572727272727,33.188
"5722","FRCH",2020-08-09 19:45:00,723.778176863067,"2020-08-09 19:45:00",60.8572727272727,33.148
"5723","FRCH",2020-08-09 20:00:00,730.916705150608,"2020-08-09 20:00:00",61.8727272727273,33.016
"5724","FRCH",2020-08-09 20:15:00,735.158097661362,"2020-08-09 20:15:00",61.6763636363636,32.912
"5725","FRCH",2020-08-09 20:30:00,746.631984439708,"2020-08-09 20:30:00",62.1954545454545,32.874
"5726","FRCH",2020-08-09 20:45:00,749.079980664799,"2020-08-09 20:45:00",62.3372727272727,32.982
"5727","FRCH",2020-08-09 21:00:00,764.328591974641,"2020-08-09 21:00:00",62.4436363636364,33.034
"5728","FRCH",2020-08-09 21:15:00,753.042637156424,"2020-08-09 21:15:00",62.8745454545455,33.07
"5729","FRCH",2020-08-09 21:30:00,774.914544823958,"2020-08-09 21:30:00",62.9554545454545,33.022
"5730","FRCH",2020-08-09 21:45:00,781.903359927586,"2020-08-09 21:45:00",63.1527272727273,33.036
"5731","FRCH",2020-08-09 22:00:00,785.500497673245,"2020-08-09 22:00:00",63.34,33.132
"5732","FRCH",2020-08-09 22:15:00,802.281297677226,"2020-08-09 22:15:00",63.2354545454545,33.088
"5733","FRCH",2020-08-09 22:30:00,801.487329728247,"2020-08-09 22:30:00",63.1627272727273,33.31
"5734","FRCH",2020-08-09 22:45:00,810.746554271158,"2020-08-09 22:45:00",63.4981818181818,33.238
"5735","FRCH",2020-08-09 23:00:00,814.493405200716,"2020-08-09 23:00:00",63.6763636363636,33.436
"5736","FRCH",2020-08-09 23:15:00,829.853510918212,"2020-08-09 23:15:00",63.5754545454545,33.456
"5737","FRCH",2020-08-09 23:30:00,831.274205204696,"2020-08-09 23:30:00",63.1018181818182,33.436
"5738","FRCH",2020-08-09 23:45:00,840.17825617599,"2020-08-09 23:45:00",62.8927272727273,33.404
"5739","FRCH",2020-08-10 00:00:00,846.634310922193,"2020-08-10 00:00:00",62.4936363636364,33.348
"5740","FRCH",2020-08-10 00:15:00,860.761654313363,"2020-08-10 00:15:00",62.1718181818182,33.376
"5741","FRCH",2020-08-10 00:30:00,867.545009029258,"2020-08-10 00:30:00",61.2581818181818,33.31
"5742","FRCH",2020-08-10 00:45:00,872.085827907809,"2020-08-10 00:45:00",60.5281818181818,33.166
"5743","FRCH",2020-08-10 01:00:00,878.541882654026,"2020-08-10 01:00:00",60.0736363636364,33.08
"5744","FRCH",2020-08-10 01:15:00,882.999080726833,"2020-08-10 01:15:00",58.5754545454545,33.146
"5745","FRCH",2020-08-10 01:30:00,889.166054279573,"2020-08-10 01:30:00",54.3018181818182,33.004
"5746","FRCH",2020-08-10 01:45:00,904.021273241553,"2020-08-10 01:45:00",53.7263636363636,32.838
"5747","FRCH",2020-08-10 02:00:00,913.22475058063,"2020-08-10 02:00:00",53.4190909090909,32.764
"5748","FRCH",2020-08-10 02:15:00,910.515546764014,"2020-08-10 02:15:00",49.8054545454545,32.526
"5749","FRCH",2020-08-10 02:30:00,920.951786429403,"2020-08-10 02:30:00",44.2018181818182,32.344
"5750","FRCH",2020-08-10 02:45:00,933.219641156742,"2020-08-10 02:45:00",44.8536363636364,32.276
"5751","FRCH",2020-08-10 03:00:00,938.732014770081,"2020-08-10 03:00:00",47.8663636363636,32.18
"5752","FRCH",2020-08-10 03:15:00,943.189212842888,"2020-08-10 03:15:00",50.6354545454545,32.048
"5753","FRCH",2020-08-10 03:30:00,943.422546832531,"2020-08-10 03:30:00",53.9190909090909,32.5
"5754","FRCH",2020-08-10 03:45:00,946.608763802767,"2020-08-10 03:45:00",56.5045454545455,33.38
"5755","FRCH",2020-08-10 04:00:00,955.18551480434,"2020-08-10 04:00:00",58.5854545454545,34.292
"5756","FRCH",2020-08-10 04:15:00,959.165699723555,"2020-08-10 04:15:00",60.9863636363636,34.946
"5757","FRCH",2020-08-10 04:30:00,954.746720426992,"2020-08-10 04:30:00",61.9545454545455,36.658
"5758","FRCH",2020-08-10 04:45:00,964.239278959532,"2020-08-10 04:45:00",63.2527272727273,36.526
"5759","FRCH",2020-08-10 05:00:00,971.788728022497,"2020-08-10 05:00:00",63.4218181818182,35.786
"5760","FRCH",2020-08-10 05:15:00,974.292471451408,"2020-08-10 05:15:00",63.47,35.748
"5761","FRCH",2020-08-10 05:30:00,971.694762042418,"2020-08-10 05:30:00",63.2272727272727,38.41
"5762","FRCH",2020-08-10 05:45:00,965.659973245987,"2020-08-10 05:45:00",62.8663636363636,24.626
"5763","FRCH",2020-08-10 06:00:00,979.188463901577,"2020-08-10 06:00:00",63.49,24.512
"5764","FRCH",2020-08-10 06:15:00,981.897667718222,"2020-08-10 06:15:00",63.8672727272727,24.42
"5765","FRCH",2020-08-10 06:30:00,971.872348828256,"2020-08-10 06:30:00",64.4281818181818,24.38
"5766","FRCH",2020-08-10 06:45:00,982.430428075633,"2020-08-10 06:45:00",64.3836363636364,24.284
"5767","FRCH",2020-08-10 07:00:00,976.740467676485,"2020-08-10 07:00:00",63.9709090909091,24.194
"5768","FRCH",2020-08-10 07:15:00,984.672963913006,"2020-08-10 07:15:00",63.5627272727273,24.168
"5769","FRCH",2020-08-10 07:30:00,941.872829710803,"2020-08-10 07:30:00",63.6563636363636,24.124
"5770","FRCH",2020-08-10 07:45:00,974.320345053333,"2020-08-10 07:45:00",64.1163636363636,24.154
"5771","FRCH",2020-08-10 08:00:00,981.664333728564,"2020-08-10 08:00:00",63.93,24.138
"5772","FRCH",2020-08-10 08:15:00,972.321488379937,"2020-08-10 08:15:00",63.9154545454545,24.104
"5773","FRCH",2020-08-10 08:30:00,981.514620544694,"2020-08-10 08:30:00",64.42,41.028
"5774","FRCH",2020-08-10 08:45:00,980.365479024098,"2020-08-10 08:45:00",65.6818181818182,42.92
"5775","FRCH",2020-08-10 09:00:00,974.880979012669,"2020-08-10 09:00:00",66.0027272727273,37.142
"5776","FRCH",2020-08-10 09:15:00,978.122943186725,"2020-08-10 09:15:00",65.1409090909091,34.728
"5777","FRCH",2020-08-10 09:30:00,977.207135655786,"2020-08-10 09:30:00",65.8818181818182,36.16
"5778","FRCH",2020-08-10 09:45:00,963.528931816298,"2020-08-10 09:45:00",65.5227272727273,34.37
"5779","FRCH",2020-08-10 10:00:00,973.199077134646,"2020-08-10 10:00:00",65.3645454545454,35.52
"5780","FRCH",2020-08-10 10:15:00,962.61312428533,"2020-08-10 10:15:00",66.2263636363636,33.08
"5781","FRCH",2020-08-10 10:30:00,967.481243133574,"2020-08-10 10:30:00",65.9245454545455,33.908
"5782","FRCH",2020-08-10 10:45:00,957.072877070095,"2020-08-10 10:45:00",66.0654545454545,32.908
"5783","FRCH",2020-08-10 11:00:00,962.902205478807,"2020-08-10 11:00:00",65.9490909090909,33.706
"5784","FRCH",2020-08-10 11:15:00,954.624880845004,"2020-08-10 11:15:00",66.2727272727273,32.686
"5785","FRCH",2020-08-10 11:30:00,956.923163886197,"2020-08-10 11:30:00",66.4290909090909,32.61
"5786","FRCH",2020-08-10 11:45:00,957.334084661648,"2020-08-10 11:45:00",64.6890909090909,32.152
"5787","FRCH",2020-08-10 12:00:00,949.185782863075,"2020-08-10 12:00:00",62.9745454545455,32.142
"5788","FRCH",2020-08-10 12:15:00,952.260505425656,"2020-08-10 12:15:00",61.7990909090909,31.388
"5789","FRCH",2020-08-10 12:30:00,951.167111108909,"2020-08-10 12:30:00",60.4618181818182,31.4
"5790","FRCH",2020-08-10 12:45:00,943.795248831724,"2020-08-10 12:45:00",61.0909090909091,31.476
"5791","FRCH",2020-08-10 13:00:00,945.682611097465,"2020-08-10 13:00:00",60.9154545454545,30.868
"5792","FRCH",2020-08-10 13:15:00,941.702426178264,"2020-08-10 13:15:00",61.8845454545455,30.644
"5793","FRCH",2020-08-10 13:30:00,936.040339381027,"2020-08-10 13:30:00",61.9445454545455,31.11
"5794","FRCH",2020-08-10 13:45:00,937.161607299713,"2020-08-10 13:45:00",60.9918181818182,30.79
"5795","FRCH",2020-08-10 14:00:00,934.563897890737,"2020-08-10 14:00:00",60.8218181818182,30.848
"5796","FRCH",2020-08-10 14:15:00,935.862752595232,"2020-08-10 14:15:00",60.7836363636364,30.612
"5797","FRCH",2020-08-10 14:30:00,919.942012918385,"2020-08-10 14:30:00",61.16,30.63
"5798","FRCH",2020-08-10 14:45:00,929.43457145094,"2020-08-10 14:45:00",61.3518181818182,30.602
"5799","FRCH",2020-08-10 15:00:00,930.789173359241,"2020-08-10 15:00:00",62.6609090909091,30.51
"5800","FRCH",2020-08-10 15:15:00,933.209295982422,"2020-08-10 15:15:00",63.0654545454545,30.518
"5801","FRCH",2020-08-10 15:30:00,921.380235632445,"2020-08-10 15:30:00",63.6681818181818,30.4
"5802","FRCH",2020-08-10 15:45:00,923.445184683995,"2020-08-10 15:45:00",65.2772727272727,30.67
"5803","FRCH",2020-08-10 16:00:00,916.372748774636,"2020-08-10 16:00:00",65.8027272727273,30.55
"5804","FRCH",2020-08-10 16:15:00,915.33510166168,"2020-08-10 16:15:00",67.1145454545454,30.544
"5805","FRCH",2020-08-10 16:30:00,916.933382733972,"2020-08-10 16:30:00",67.9663636363636,30.35
"5806","FRCH",2020-08-10 16:45:00,918.054650652644,"2020-08-10 16:45:00",68.1772727272727,30.272
"5807","FRCH",2020-08-10 17:00:00,913.186531804386,"2020-08-10 17:00:00",69.9427272727273,30.504
"5808","FRCH",2020-08-10 17:15:00,907.524445007177,"2020-08-10 17:15:00",71.3654545454545,30.394
"5809","FRCH",2020-08-10 17:30:00,898.975567607486,"2020-08-10 17:30:00",71.6418181818182,30.316
"5810","FRCH",2020-08-10 17:45:00,910.383362007691,"2020-08-10 17:45:00",72.4372727272727,30.23
"5811","FRCH",2020-08-10 18:00:00,902.339371363531,"2020-08-10 18:00:00",72.8963636363636,30.128
"5812","FRCH",2020-08-10 18:15:00,901.12413746478,"2020-08-10 18:15:00",74.1927272727273,30.306
"5813","FRCH",2020-08-10 18:30:00,899.031314811305,"2020-08-10 18:30:00",73.9827272727273,30.164
"5814","FRCH",2020-08-10 18:45:00,889.921803452307,"2020-08-10 18:45:00",75.4909090909091,30.124
"5815","FRCH",2020-08-10 19:00:00,889.127835503343,"2020-08-10 19:00:00",76.6709090909091,30.088
"5816","FRCH",2020-08-10 19:15:00,897.732460106825,"2020-08-10 19:15:00",77.5663636363636,30.264
"5817","FRCH",2020-08-10 19:30:00,887.735014818783,"2020-08-10 19:30:00",79.0409090909091,30.168
"5818","FRCH",2020-08-10 19:45:00,887.940475206502,"2020-08-10 19:45:00",79.3754545454545,30.16
"5819","FRCH",2020-08-10 20:00:00,881.662007246094,"2020-08-10 20:00:00",79.8227272727273,30.29
"5820","FRCH",2020-08-10 20:15:00,871.31973356074,"2020-08-10 20:15:00",81.0763636363636,30.36
"5821","FRCH",2020-08-10 20:30:00,876.821761999759,"2020-08-10 20:30:00",81.8836363636364,30.38
"5822","FRCH",2020-08-10 20:45:00,871.009962018637,"2020-08-10 20:45:00",82.2536363636364,30.304
