"","Site","DateTime","MeanDischarge","fDOM.QSU","moos.no3.1","nitrateuM"
"520","MOOS",2020-06-20 19:15:00,1037.43696457161,NA,"2020-06-20 19:15:00",26.3566666666667
"521","MOOS",2020-06-20 19:30:00,1039.75774642098,NA,"2020-06-20 19:30:00",26.37
"522","MOOS",2020-06-20 19:45:00,1044.24963841226,NA,"2020-06-20 19:45:00",26.2941666666667
"523","MOOS",2020-06-20 20:00:00,1047.03836194337,NA,"2020-06-20 20:00:00",26.3733333333333
"524","MOOS",2020-06-20 20:15:00,1052.76548071309,NA,"2020-06-20 20:15:00",26.365
"525","MOOS",2020-06-20 20:30:00,1054.48757573259,NA,"2020-06-20 20:30:00",26.3383333333333
"526","MOOS",2020-06-20 20:45:00,1060.06502279482,NA,"2020-06-20 20:45:00",26.2516666666667
"527","MOOS",2020-06-20 21:00:00,1064.55691478611,NA,"2020-06-20 21:00:00",26.2108333333333
"528","MOOS",2020-06-20 21:15:00,1069.36707675167,NA,"2020-06-20 21:15:00",26.22
"529","MOOS",2020-06-20 21:30:00,1076.03007888487,NA,"2020-06-20 21:30:00",26.1658333333333
"530","MOOS",2020-06-20 21:45:00,1082.5434093106,NA,"2020-06-20 21:45:00",26.1725
"531","MOOS",2020-06-20 22:00:00,1088.58879805458,NA,"2020-06-20 22:00:00",26.0858333333333
"532","MOOS",2020-06-20 22:15:00,1095.57007016205,NA,"2020-06-20 22:15:00",26.0291666666667
"533","MOOS",2020-06-20 22:30:00,1104.08591246286,NA,"2020-06-20 22:30:00",25.9825
"534","MOOS",2020-06-20 22:45:00,1110.91751286287,NA,"2020-06-20 22:45:00",25.9941666666667
"535","MOOS",2020-06-20 23:00:00,1118.98434004129,NA,"2020-06-20 23:00:00",25.9508333333333
"536","MOOS",2020-06-20 23:15:00,1128.28639399813,NA,"2020-06-20 23:15:00",25.8691666666667
"537","MOOS",2020-06-20 23:30:00,1136.35322117657,NA,"2020-06-20 23:30:00",25.8325
