"","Site","DateTime","MeanDischarge","fDOM.QSU","moos.no3.1","nitrateuM"
"4682","MOOS",2020-08-03 03:45:00,1081.850089684,121.321818181818,"2020-08-03 03:45:00",23.055
"4683","MOOS",2020-08-03 04:00:00,1081.850089684,122.029090909091,"2020-08-03 04:00:00",23.1075
"4684","MOOS",2020-08-03 04:15:00,1082.46770307321,122.061818181818,"2020-08-03 04:15:00",23.0658333333333
"4685","MOOS",2020-08-03 04:30:00,1084.63881321512,122.738181818182,"2020-08-03 04:30:00",23.0666666666667
"4686","MOOS",2020-08-03 04:45:00,1086.34198167527,122.585454545455,"2020-08-03 04:45:00",23.1191666666667
"4687","MOOS",2020-08-03 05:00:00,1088.36342010973,122.594545454545,"2020-08-03 05:00:00",23.1233333333333
"4688","MOOS",2020-08-03 05:15:00,1090.6842019591,122.681818181818,"2020-08-03 05:15:00",23.13
"4689","MOOS",2020-08-03 05:30:00,1092.38737041927,123.127272727273,"2020-08-03 05:30:00",23.1216666666667
"4690","MOOS",2020-08-03 05:45:00,1095.02642224293,123.409090909091,"2020-08-03 05:45:00",23.1183333333333
"4691","MOOS",2020-08-03 06:00:00,1097.66547406657,124.021818181818,"2020-08-03 06:00:00",23.1216666666667
"4692","MOOS",2020-08-03 06:15:00,1098.28308745578,124.550909090909,"2020-08-03 06:15:00",23.1625
"4693","MOOS",2020-08-03 06:30:00,1099.66798594168,125.077272727273,"2020-08-03 06:30:00",23.1808333333333
"4694","MOOS",2020-08-03 06:45:00,1100.60386930515,125.354545454545,"2020-08-03 06:45:00",23.1233333333333
"4695","MOOS",2020-08-03 07:00:00,1101.37115440183,125.702727272727,"2020-08-03 07:00:00",23.1425
"4696","MOOS",2020-08-03 07:15:00,1103.07432286198,125.536363636364,"2020-08-03 07:15:00",23.1933333333333
"4697","MOOS",2020-08-03 07:30:00,1103.6919362512,124.893636363636,"2020-08-03 07:30:00",23.2133333333333
"4698","MOOS",2020-08-03 07:45:00,1105.07683473709,125.078181818182,"2020-08-03 07:45:00",23.1875
"4699","MOOS",2020-08-03 08:00:00,1106.16238980804,125.554545454545,"2020-08-03 08:00:00",23.2441666666667
"4700","MOOS",2020-08-03 08:15:00,1107.6969600014,126.111818181818,"2020-08-03 08:15:00",23.255
"4701","MOOS",2020-08-03 08:30:00,1108.16490168314,126.418181818182,"2020-08-03 08:30:00",23.3025
"4702","MOOS",2020-08-03 08:45:00,1108.63284336487,126.749090909091,"2020-08-03 08:45:00",23.3508333333333
"4703","MOOS",2020-08-03 09:00:00,1112.18885199267,127.308181818182,"2020-08-03 09:00:00",23.3091666666667
"4704","MOOS",2020-08-03 09:15:00,1114.97757552381,127.537272727273,"2020-08-03 09:15:00",23.3083333333333
"4705","MOOS",2020-08-03 09:30:00,1120.0870809043,127.68,"2020-08-03 09:30:00",23.3625
"4706","MOOS",2020-08-03 09:45:00,1116.36247400967,127.649090909091,"2020-08-03 09:45:00",23.3158333333333
"4707","MOOS",2020-08-03 10:00:00,1117.91597076238,127.504545454545,"2020-08-03 10:00:00",23.37
"4708","MOOS",2020-08-03 10:15:00,1122.7072061686,127.565454545455,"2020-08-03 10:15:00",23.3916666666667
"4709","MOOS",2020-08-03 10:30:00,1124.8783163105,126.93,"2020-08-03 10:30:00",23.3825
"4710","MOOS",2020-08-03 10:45:00,1131.37272017688,127.469090909091,"2020-08-03 10:45:00",23.4216666666667
"4711","MOOS",2020-08-03 11:00:00,1136.65082382419,127.736363636364,"2020-08-03 11:00:00",23.4133333333333
"4712","MOOS",2020-08-03 11:15:00,1141.29238752295,128.181818181818,"2020-08-03 11:15:00",23.4133333333333
"4713","MOOS",2020-08-03 11:30:00,1146.25222119596,128.485454545455,"2020-08-03 11:30:00",23.4133333333333
"4714","MOOS",2020-08-03 11:45:00,1148.57300304534,128.810909090909,"2020-08-03 11:45:00",23.41
"4715","MOOS",2020-08-03 12:00:00,1152.12901167314,128.944545454545,"2020-08-03 12:00:00",23.4425
"4716","MOOS",2020-08-03 12:15:00,1160.17691229221,129.013636363636,"2020-08-03 12:15:00",23.4825
"4717","MOOS",2020-08-03 12:30:00,1166.37197274364,129.152727272727,"2020-08-03 12:30:00",23.475
"4718","MOOS",2020-08-03 12:45:00,1173.01604831751,128.633636363636,"2020-08-03 12:45:00",23.425
"4719","MOOS",2020-08-03 13:00:00,1177.97588199053,128.900909090909,"2020-08-03 13:00:00",23.45
"4720","MOOS",2020-08-03 13:15:00,1182.46777398181,129.294545454545,"2020-08-03 13:15:00",23.4675
"4721","MOOS",2020-08-03 13:30:00,1193.45406983947,129.215454545455,"2020-08-03 13:30:00",23.3675
"4722","MOOS",2020-08-03 13:45:00,1205.84419074237,129.532727272727,"2020-08-03 13:45:00",23.425
"4723","MOOS",2020-08-03 14:00:00,1211.59023607142,129.978181818182,"2020-08-03 14:00:00",23.4625
"4724","MOOS",2020-08-03 14:15:00,1225.06591204526,129.591818181818,"2020-08-03 14:15:00",23.4775
"4725","MOOS",2020-08-03 14:30:00,1231.57924247099,129.576363636364,"2020-08-03 14:30:00",23.4025
"4726","MOOS",2020-08-03 14:45:00,1242.11652320626,129.735454545455,"2020-08-03 14:45:00",23.5725
"4727","MOOS",2020-08-03 15:00:00,1248.92919704692,129.669090909091,"2020-08-03 15:00:00",23.805
"4728","MOOS",2020-08-03 15:15:00,1258.68026612616,130.083636363636,"2020-08-03 15:15:00",23.9675
"4729","MOOS",2020-08-03 15:30:00,1272.45528551494,130.138181818182,"2020-08-03 15:30:00",24.4475
"4730","MOOS",2020-08-03 15:45:00,1282.0945360054,129.722727272727,"2020-08-03 15:45:00",25.4125
"4731","MOOS",2020-08-03 16:00:00,1290.14243662448,130.643636363636,"2020-08-03 16:00:00",25.5525
"4732","MOOS",2020-08-03 16:15:00,1297.76024868051,130.157272727273,"2020-08-03 16:15:00",25.8425
"4733","MOOS",2020-08-03 16:30:00,1308.14785770832,130.146363636364,"2020-08-03 16:30:00",17.1875
"4734","MOOS",2020-08-03 16:45:00,1310.48756611704,130.031818181818,"2020-08-03 16:45:00",17.16
"4735","MOOS",2020-08-03 17:00:00,1331.22493105395,129.959090909091,"2020-08-03 17:00:00",17.135
"4736","MOOS",2020-08-03 17:15:00,1331.26278417264,129.941818181818,"2020-08-03 17:15:00",16.9925
"4737","MOOS",2020-08-03 17:30:00,1334.36977767802,129.877272727273,"2020-08-03 17:30:00",16.985
"4738","MOOS",2020-08-03 17:45:00,1349.23035213775,129.521818181818,"2020-08-03 17:45:00",16.8775
"4739","MOOS",2020-08-03 18:00:00,1361.63939959998,129.850909090909,"2020-08-03 18:00:00",16.7175
"4740","MOOS",2020-08-03 18:15:00,1360.74136935519,129.428181818182,"2020-08-03 18:15:00",16.6125
"4741","MOOS",2020-08-03 18:30:00,1379.66374724319,128.960909090909,"2020-08-03 18:30:00",16.5875
"4742","MOOS",2020-08-03 18:45:00,1382.30279906681,128.362727272727,"2020-08-03 18:45:00",16.51
"4743","MOOS",2020-08-03 19:00:00,1396.0778184556,128.140909090909,"2020-08-03 19:00:00",16.38
"4744","MOOS",2020-08-03 19:15:00,1398.39860030498,128.123636363636,"2020-08-03 19:15:00",16.2925
"4745","MOOS",2020-08-03 19:30:00,1385.69195019511,126.858181818182,"2020-08-03 19:30:00",16.3675
"4746","MOOS",2020-08-03 19:45:00,1401.89957002204,125.631818181818,"2020-08-03 19:45:00",16.0875
"4747","MOOS",2020-08-03 20:00:00,1402.51718341126,124.520909090909,"2020-08-03 20:00:00",16.13
"4748","MOOS",2020-08-03 20:15:00,1399.16762616896,122.77,"2020-08-03 20:15:00",16.095
"4749","MOOS",2020-08-03 20:30:00,1416.31112935937,121.431818181818,"2020-08-03 20:30:00",15.965
"4750","MOOS",2020-08-03 20:45:00,1426.38046841288,120.500909090909,"2020-08-03 20:45:00",15.925
"4751","MOOS",2020-08-03 21:00:00,1423.4420731743,119.337272727273,"2020-08-03 21:00:00",15.88
"4752","MOOS",2020-08-03 21:15:00,1437.85363251166,117.410909090909,"2020-08-03 21:15:00",15.805
"4753","MOOS",2020-08-03 21:30:00,1426.73659150588,115.418181818182,"2020-08-03 21:30:00",15.7
"4754","MOOS",2020-08-03 21:45:00,1434.80341868429,113.455454545455,"2020-08-03 21:45:00",15.58
"4755","MOOS",2020-08-03 22:00:00,1438.65877072701,111.250909090909,"2020-08-03 22:00:00",15.6
"4756","MOOS",2020-08-03 22:15:00,1426.49402776896,108.292727272727,"2020-08-03 22:15:00",15.42
"4757","MOOS",2020-08-03 22:30:00,1412.3078463765,105.581818181818,"2020-08-03 22:30:00",15.475
"4758","MOOS",2020-08-03 22:45:00,1396.23097169769,102.99,"2020-08-03 22:45:00",15.38
"4759","MOOS",2020-08-03 23:00:00,1401.37833019688,99.3463636363636,"2020-08-03 23:00:00",15.2875
"4760","MOOS",2020-08-03 23:15:00,1460.98748553533,95.8536363636364,"2020-08-03 23:15:00",15.2375
"4761","MOOS",2020-08-03 23:30:00,1439.67036032789,91.8072727272727,"2020-08-03 23:30:00",15.205
"4762","MOOS",2020-08-03 23:45:00,1438.60373181629,88.1581818181818,"2020-08-03 23:45:00",15.125
"4763","MOOS",2020-08-04 00:00:00,1442.30941215155,85.2,"2020-08-04 00:00:00",15.3025
"4764","MOOS",2020-08-04 00:15:00,1432.42759792419,82.4254545454545,"2020-08-04 00:15:00",15.335
"4765","MOOS",2020-08-04 00:30:00,1422.71438196364,80.1481818181818,"2020-08-04 00:30:00",15.2225
"4766","MOOS",2020-08-04 00:45:00,1445.28566050882,78.8290909090909,"2020-08-04 00:45:00",15.1625
"4767","MOOS",2020-08-04 01:00:00,1434.93590459971,76.1754545454545,"2020-08-04 01:00:00",15.13
"4768","MOOS",2020-08-04 01:15:00,1431.97858280178,74.8809090909091,"2020-08-04 01:15:00",15.195
"4769","MOOS",2020-08-04 01:30:00,1437.89322639766,73.6427272727273,"2020-08-04 01:30:00",15.12
"4770","MOOS",2020-08-04 01:45:00,1429.5270558043,72.5809090909091,"2020-08-04 01:45:00",15.1025
"4771","MOOS",2020-08-04 02:00:00,1438.17364325325,71.8536363636364,"2020-08-04 02:00:00",15.0025
"4772","MOOS",2020-08-04 02:15:00,1409.78235390891,70.07,"2020-08-04 02:15:00",15.12
"4773","MOOS",2020-08-04 02:30:00,1414.72326102261,67.9809090909091,"2020-08-04 02:30:00",15.1675
"4774","MOOS",2020-08-04 02:45:00,1433.42026096571,68.0636363636364,"2020-08-04 02:45:00",15.08
"4775","MOOS",2020-08-04 03:00:00,1456.08443154034,68.6681818181818,"2020-08-04 03:00:00",15.05
"4776","MOOS",2020-08-04 03:15:00,1450.69450930425,69.0363636363636,"2020-08-04 03:15:00",15.0925
"4777","MOOS",2020-08-04 03:30:00,1442.19759356277,68.4763636363636,"2020-08-04 03:30:00",15.0525
"4778","MOOS",2020-08-04 03:45:00,1441.41138190676,68.5736363636364,"2020-08-04 03:45:00",14.9975
"4779","MOOS",2020-08-04 04:00:00,1435.55351798893,69.5472727272727,"2020-08-04 04:00:00",15.225
"4780","MOOS",2020-08-04 04:15:00,1447.1574272358,69.2527272727273,"2020-08-04 04:15:00",15.2425
"4781","MOOS",2020-08-04 04:30:00,1396.1570062276,71.0409090909091,"2020-08-04 04:30:00",15.1025
"4782","MOOS",2020-08-04 04:45:00,1411.78486578399,71.4654545454545,"2020-08-04 04:45:00",15.2375
"4783","MOOS",2020-08-04 05:00:00,1402.98860662761,72.07,"2020-08-04 05:00:00",15.125
"4784","MOOS",2020-08-04 05:15:00,1426.1396454433,72.5590909090909,"2020-08-04 05:15:00",15.215
