"","Site","DateTime","MeanDischarge","fDOM.QSU","moos.no3.1","nitrateuM"
"4006","MOOS",2020-07-27 02:45:00,1134.53649336031,135.483636363636,"2020-07-27 02:45:00",24.9308333333333
"4007","MOOS",2020-07-27 03:00:00,1134.53649336031,134.945454545455,"2020-07-27 03:00:00",24.9358333333333
"4008","MOOS",2020-07-27 03:15:00,1132.21571151094,135.291818181818,"2020-07-27 03:15:00",24.9291666666667
"4009","MOOS",2020-07-27 03:30:00,1134.38682165285,134.928181818182,"2020-07-27 03:30:00",24.8916666666667
"4010","MOOS",2020-07-27 03:45:00,1133.15159487443,134.954545454545,"2020-07-27 03:45:00",24.8883333333333
"4011","MOOS",2020-07-27 04:00:00,1136.08999011302,134.714545454545,"2020-07-27 04:00:00",24.8441666666667
"4012","MOOS",2020-07-27 04:15:00,1136.08999011302,134.201818181818,"2020-07-27 04:15:00",24.8308333333333
"4013","MOOS",2020-07-27 04:30:00,1137.7931585732,134.623636363636,"2020-07-27 04:30:00",24.8075
"4014","MOOS",2020-07-27 04:45:00,1138.26110025494,134.585454545455,"2020-07-27 04:45:00",24.8641666666667
"4015","MOOS",2020-07-27 05:00:00,1137.7931585732,134.421818181818,"2020-07-27 05:00:00",24.8141666666667
"4016","MOOS",2020-07-27 05:15:00,1137.17554518399,134.530909090909,"2020-07-27 05:15:00",24.8258333333333
"4017","MOOS",2020-07-27 05:30:00,1137.64348686572,134.201818181818,"2020-07-27 05:30:00",24.8533333333333
"4018","MOOS",2020-07-27 05:45:00,1139.81459700761,134.224545454545,"2020-07-27 05:45:00",24.8116666666667
"4019","MOOS",2020-07-27 06:00:00,1139.81459700761,134.262727272727,"2020-07-27 06:00:00",24.825
"4020","MOOS",2020-07-27 06:15:00,1141.83603544207,134.480909090909,"2020-07-27 06:15:00",24.7916666666667
"4021","MOOS",2020-07-27 06:30:00,1141.06875034541,133.841818181818,"2020-07-27 06:30:00",24.795
"4022","MOOS",2020-07-27 06:45:00,1141.83603544207,134.500909090909,"2020-07-27 06:45:00",24.7783333333333
"4023","MOOS",2020-07-27 07:00:00,1142.60332053875,134.5,"2020-07-27 07:00:00",24.8091666666667
"4024","MOOS",2020-07-27 07:15:00,1141.98570714954,134.513636363636,"2020-07-27 07:15:00",24.8608333333333
"4025","MOOS",2020-07-27 07:30:00,1143.83854731718,134.679090909091,"2020-07-27 07:30:00",24.8441666666667
"4026","MOOS",2020-07-27 07:45:00,1143.07126222049,134.918181818182,"2020-07-27 07:45:00",24.8225
"4027","MOOS",2020-07-27 08:00:00,1139.66492530017,134.603636363636,"2020-07-27 08:00:00",24.8416666666667
"4028","MOOS",2020-07-27 08:15:00,1141.98570714954,134.721818181818,"2020-07-27 08:15:00",24.7891666666667
"4029","MOOS",2020-07-27 08:30:00,1142.45364883127,134.628181818182,"2020-07-27 08:30:00",24.7866666666667
"4030","MOOS",2020-07-27 08:45:00,1141.51776546778,134.646363636364,"2020-07-27 08:45:00",24.8191666666667
"4031","MOOS",2020-07-27 09:00:00,1141.36809376033,134.911818181818,"2020-07-27 09:00:00",24.8383333333333
"4032","MOOS",2020-07-27 09:15:00,1142.90266395368,134.475454545455,"2020-07-27 09:15:00",24.8233333333333
"4033","MOOS",2020-07-27 09:30:00,1139.66492530017,134.796363636364,"2020-07-27 09:30:00",24.8275
"4034","MOOS",2020-07-27 09:45:00,1139.96426871509,134.653636363636,"2020-07-27 09:45:00",24.8466666666667
"4035","MOOS",2020-07-27 10:00:00,1139.96426871509,134.508181818182,"2020-07-27 10:00:00",24.8558333333333
"4036","MOOS",2020-07-27 10:15:00,1140.73155381177,134.399090909091,"2020-07-27 10:15:00",24.8216666666667
"4037","MOOS",2020-07-27 10:30:00,1140.11394042255,134.483636363636,"2020-07-27 10:30:00",24.8466666666667
"4038","MOOS",2020-07-27 10:45:00,1140.58188210429,134.568181818182,"2020-07-27 10:45:00",24.8766666666667
"4039","MOOS",2020-07-27 11:00:00,1139.34665532588,134.415454545455,"2020-07-27 11:00:00",24.8591666666667
"4040","MOOS",2020-07-27 11:15:00,1139.49632703335,134.659090909091,"2020-07-27 11:15:00",24.875
"4041","MOOS",2020-07-27 11:30:00,1143.37060563543,134.338181818182,"2020-07-27 11:30:00",24.9008333333333
"4042","MOOS",2020-07-27 11:45:00,1144.13789073209,134.49,"2020-07-27 11:45:00",24.91
"4043","MOOS",2020-07-27 12:00:00,1141.19949549351,134.331818181818,"2020-07-27 12:00:00",24.8875
