"Site","Temp","AbsPTDepth","DateTime"
"MOOS",10.259,1.006,2019-06-23 05:15:00
"MOOS",10.259,1.007,2019-06-23 05:30:00
"MOOS",10.259,1.007,2019-06-23 05:45:00
"MOOS",10.259,1.009,2019-06-23 06:00:00
"MOOS",10.259,1.008,2019-06-23 06:15:00
"MOOS",10.259,1.009,2019-06-23 06:30:00
"MOOS",10.259,1.008,2019-06-23 06:45:00
"MOOS",10.259,1.011,2019-06-23 07:00:00
"MOOS",10.259,1.012,2019-06-23 07:15:00
"MOOS",10.259,1.012,2019-06-23 07:30:00
"MOOS",10.259,1.012,2019-06-23 07:45:00
"MOOS",10.161,1.014,2019-06-23 08:00:00
"MOOS",10.161,1.014,2019-06-23 08:15:00
"MOOS",10.161,1.015,2019-06-23 08:30:00
"MOOS",10.161,1.019,2019-06-23 08:45:00
"MOOS",10.161,1.017,2019-06-23 09:00:00
"MOOS",10.161,1.018,2019-06-23 09:15:00
"MOOS",10.161,1.02,2019-06-23 09:30:00
"MOOS",10.161,1.02,2019-06-23 09:45:00
"MOOS",10.161,1.024,2019-06-23 10:00:00
"MOOS",10.161,1.024,2019-06-23 10:15:00
"MOOS",10.063,1.025,2019-06-23 10:30:00
"MOOS",10.063,1.025,2019-06-23 10:45:00
"MOOS",10.063,1.026,2019-06-23 11:00:00
"MOOS",10.063,1.027,2019-06-23 11:15:00
"MOOS",10.063,1.029,2019-06-23 11:30:00
"MOOS",10.063,1.03,2019-06-23 11:45:00
"MOOS",10.063,1.03,2019-06-23 12:00:00
"MOOS",10.063,1.032,2019-06-23 12:15:00
"MOOS",10.063,1.033,2019-06-23 12:30:00
"MOOS",10.063,1.035,2019-06-23 12:45:00
"MOOS",9.965,1.036,2019-06-23 13:00:00
"MOOS",9.965,1.035,2019-06-23 13:15:00
"MOOS",9.965,1.038,2019-06-23 13:30:00
"MOOS",9.965,1.038,2019-06-23 13:45:00
"MOOS",9.965,1.041,2019-06-23 14:00:00
"MOOS",9.965,1.043,2019-06-23 14:15:00
"MOOS",9.965,1.047,2019-06-23 14:30:00
"MOOS",9.965,1.047,2019-06-23 14:45:00
"MOOS",9.965,1.049,2019-06-23 15:00:00
"MOOS",9.965,1.052,2019-06-23 15:15:00
"MOOS",9.965,1.052,2019-06-23 15:30:00
"MOOS",9.866,1.053,2019-06-23 15:45:00
"MOOS",9.866,1.053,2019-06-23 16:00:00
"MOOS",9.866,1.055,2019-06-23 16:15:00
"MOOS",9.866,1.057,2019-06-23 16:30:00
"MOOS",9.866,1.055,2019-06-23 16:45:00
"MOOS",9.866,1.057,2019-06-23 17:00:00
"MOOS",9.866,1.056,2019-06-23 17:15:00
"MOOS",9.866,1.056,2019-06-23 17:30:00
"MOOS",9.866,1.056,2019-06-23 17:45:00
"MOOS",9.866,1.058,2019-06-23 18:00:00
"MOOS",9.866,1.058,2019-06-23 18:15:00
"MOOS",9.768,1.057,2019-06-23 18:30:00
"MOOS",9.768,1.057,2019-06-23 18:45:00
"MOOS",9.768,1.057,2019-06-23 19:00:00
"MOOS",9.768,1.057,2019-06-23 19:15:00
"MOOS",9.768,1.056,2019-06-23 19:30:00
"MOOS",9.768,1.054,2019-06-23 19:45:00
"MOOS",9.768,1.055,2019-06-23 20:00:00
"MOOS",9.768,1.054,2019-06-23 20:15:00
"MOOS",9.768,1.058,2019-06-23 20:30:00
"MOOS",9.768,1.056,2019-06-23 20:45:00
"MOOS",9.768,1.054,2019-06-23 21:00:00
"MOOS",9.768,1.053,2019-06-23 21:15:00
"MOOS",9.768,1.054,2019-06-23 21:30:00
"MOOS",9.768,1.054,2019-06-23 21:45:00
"MOOS",9.768,1.052,2019-06-23 22:00:00
"MOOS",9.768,1.052,2019-06-23 22:15:00
"MOOS",9.669,1.05,2019-06-23 22:30:00
"MOOS",9.669,1.05,2019-06-23 22:45:00
"MOOS",9.669,1.051,2019-06-23 23:00:00
"MOOS",9.669,1.052,2019-06-23 23:15:00
"MOOS",9.669,1.049,2019-06-23 23:30:00
"MOOS",9.669,1.048,2019-06-23 23:45:00
"MOOS",9.669,1.048,2019-06-24 00:00:00
"MOOS",9.669,1.047,2019-06-24 00:15:00
"MOOS",9.669,1.048,2019-06-24 00:30:00
"MOOS",9.669,1.048,2019-06-24 00:45:00
"MOOS",9.669,1.046,2019-06-24 01:00:00
"MOOS",9.669,1.048,2019-06-24 01:15:00
"MOOS",9.571,1.044,2019-06-24 01:30:00
"MOOS",9.571,1.045,2019-06-24 01:45:00
"MOOS",9.571,1.047,2019-06-24 02:00:00
"MOOS",9.571,1.047,2019-06-24 02:15:00
"MOOS",9.571,1.045,2019-06-24 02:30:00
"MOOS",9.571,1.046,2019-06-24 02:45:00
"MOOS",9.571,1.042,2019-06-24 03:00:00
"MOOS",9.571,1.043,2019-06-24 03:15:00
"MOOS",9.571,1.042,2019-06-24 03:30:00
"MOOS",9.571,1.041,2019-06-24 03:45:00
"MOOS",9.472,1.042,2019-06-24 04:00:00
"MOOS",9.472,1.042,2019-06-24 04:15:00
"MOOS",9.472,1.046,2019-06-24 04:30:00
"MOOS",9.472,1.043,2019-06-24 04:45:00
"MOOS",9.472,1.041,2019-06-24 05:00:00
"MOOS",9.472,1.042,2019-06-24 05:15:00
"MOOS",9.472,1.042,2019-06-24 05:30:00
"MOOS",9.472,1.042,2019-06-24 05:45:00
"MOOS",9.472,1.043,2019-06-24 06:00:00
"MOOS",9.373,1.041,2019-06-24 06:15:00
"MOOS",9.373,1.043,2019-06-24 06:30:00
"MOOS",9.373,1.04,2019-06-24 06:45:00
"MOOS",9.373,1.041,2019-06-24 07:00:00
"MOOS",9.373,1.041,2019-06-24 07:15:00
"MOOS",9.373,1.04,2019-06-24 07:30:00
"MOOS",9.373,1.041,2019-06-24 07:45:00
"MOOS",9.373,1.041,2019-06-24 08:00:00
"MOOS",9.275,1.04,2019-06-24 08:15:00
"MOOS",9.275,1.038,2019-06-24 08:30:00
"MOOS",9.275,1.04,2019-06-24 08:45:00
"MOOS",9.275,1.036,2019-06-24 09:00:00
"MOOS",9.275,1.035,2019-06-24 09:15:00
"MOOS",9.275,1.039,2019-06-24 09:30:00
"MOOS",9.275,1.038,2019-06-24 09:45:00
"MOOS",9.275,1.037,2019-06-24 10:00:00
"MOOS",9.176,1.034,2019-06-24 10:15:00
"MOOS",9.176,1.035,2019-06-24 10:30:00
"MOOS",9.176,1.036,2019-06-24 10:45:00
"MOOS",9.176,1.035,2019-06-24 11:00:00
"MOOS",9.176,1.037,2019-06-24 11:15:00
"MOOS",9.176,1.035,2019-06-24 11:30:00
"MOOS",9.176,1.035,2019-06-24 11:45:00
"MOOS",9.176,1.035,2019-06-24 12:00:00
"MOOS",9.176,1.034,2019-06-24 12:15:00
"MOOS",9.077,1.032,2019-06-24 12:30:00
"MOOS",9.077,1.035,2019-06-24 12:45:00
"MOOS",9.077,1.035,2019-06-24 13:00:00
"MOOS",9.077,1.034,2019-06-24 13:15:00
"MOOS",9.077,1.031,2019-06-24 13:30:00
"MOOS",9.077,1.032,2019-06-24 13:45:00
"MOOS",9.077,1.033,2019-06-24 14:00:00
"MOOS",9.077,1.034,2019-06-24 14:15:00
"MOOS",9.077,1.033,2019-06-24 14:30:00
"MOOS",9.077,1.034,2019-06-24 14:45:00
"MOOS",9.077,1.033,2019-06-24 15:00:00
"MOOS",9.077,1.034,2019-06-24 15:15:00
"MOOS",9.077,1.034,2019-06-24 15:30:00
"MOOS",9.077,1.037,2019-06-24 15:45:00
"MOOS",9.077,1.035,2019-06-24 16:00:00
"MOOS",9.077,1.034,2019-06-24 16:15:00
"MOOS",9.077,1.035,2019-06-24 16:30:00
"MOOS",9.077,1.034,2019-06-24 16:45:00
"MOOS",9.077,1.035,2019-06-24 17:00:00
"MOOS",9.077,1.032,2019-06-24 17:15:00
"MOOS",9.077,1.032,2019-06-24 17:30:00
"MOOS",9.077,1.033,2019-06-24 17:45:00
"MOOS",9.077,1.031,2019-06-24 18:00:00
"MOOS",9.176,1.036,2019-06-24 18:15:00
"MOOS",9.176,1.037,2019-06-24 18:30:00
"MOOS",9.176,1.037,2019-06-24 18:45:00
"MOOS",9.176,1.035,2019-06-24 19:00:00
"MOOS",9.176,1.037,2019-06-24 19:15:00
"MOOS",9.176,1.037,2019-06-24 19:30:00
"MOOS",9.176,1.036,2019-06-24 19:45:00
"MOOS",9.176,1.035,2019-06-24 20:00:00
"MOOS",9.275,1.037,2019-06-24 20:15:00
"MOOS",9.275,1.036,2019-06-24 20:30:00
"MOOS",9.275,1.034,2019-06-24 20:45:00
"MOOS",9.275,1.035,2019-06-24 21:00:00
"MOOS",9.275,1.036,2019-06-24 21:15:00
"MOOS",9.275,1.036,2019-06-24 21:30:00
"MOOS",9.275,1.035,2019-06-24 21:45:00
"MOOS",9.275,1.034,2019-06-24 22:00:00
"MOOS",9.275,1.034,2019-06-24 22:15:00
"MOOS",9.275,1.035,2019-06-24 22:30:00
"MOOS",9.373,1.035,2019-06-24 22:45:00
"MOOS",9.373,1.034,2019-06-24 23:00:00
"MOOS",9.373,1.034,2019-06-24 23:15:00
"MOOS",9.373,1.033,2019-06-24 23:30:00
"MOOS",9.373,1.031,2019-06-24 23:45:00
"MOOS",9.373,1.033,2019-06-25 00:00:00
"MOOS",9.373,1.031,2019-06-25 00:15:00
"MOOS",9.373,1.03,2019-06-25 00:30:00
"MOOS",9.373,1.031,2019-06-25 00:45:00
"MOOS",9.373,1.03,2019-06-25 01:00:00
"MOOS",9.373,1.03,2019-06-25 01:15:00
"MOOS",9.373,1.028,2019-06-25 01:30:00
"MOOS",9.373,1.027,2019-06-25 01:45:00
"MOOS",9.373,1.028,2019-06-25 02:00:00
"MOOS",9.472,1.028,2019-06-25 02:15:00
"MOOS",9.472,1.026,2019-06-25 02:30:00
"MOOS",9.472,1.026,2019-06-25 02:45:00
"MOOS",9.472,1.025,2019-06-25 03:00:00
"MOOS",9.472,1.027,2019-06-25 03:15:00
"MOOS",9.472,1.026,2019-06-25 03:30:00
"MOOS",9.472,1.024,2019-06-25 03:45:00
"MOOS",9.472,1.025,2019-06-25 04:00:00
"MOOS",9.472,1.023,2019-06-25 04:15:00
"MOOS",9.472,1.021,2019-06-25 04:30:00
"MOOS",9.472,1.022,2019-06-25 04:45:00
"MOOS",9.472,1.022,2019-06-25 05:00:00
"MOOS",9.472,1.022,2019-06-25 05:15:00
"MOOS",9.472,1.022,2019-06-25 05:30:00
"MOOS",9.472,1.022,2019-06-25 05:45:00
"MOOS",9.472,1.021,2019-06-25 06:00:00
"MOOS",9.472,1.021,2019-06-25 06:15:00
"MOOS",9.373,1.02,2019-06-25 06:30:00
"MOOS",9.373,1.021,2019-06-25 06:45:00
"MOOS",9.373,1.021,2019-06-25 07:00:00
"MOOS",9.373,1.02,2019-06-25 07:15:00
"MOOS",9.373,1.018,2019-06-25 07:30:00
"MOOS",9.373,1.019,2019-06-25 07:45:00
"MOOS",9.373,1.019,2019-06-25 08:00:00
"MOOS",9.373,1.017,2019-06-25 08:15:00
"MOOS",9.373,1.017,2019-06-25 08:30:00
"MOOS",9.373,1.017,2019-06-25 08:45:00
"MOOS",9.275,1.018,2019-06-25 09:00:00
"MOOS",9.275,1.016,2019-06-25 09:15:00
"MOOS",9.275,1.015,2019-06-25 09:30:00
"MOOS",9.275,1.016,2019-06-25 09:45:00
"MOOS",9.275,1.015,2019-06-25 10:00:00
"MOOS",9.275,1.013,2019-06-25 10:15:00
"MOOS",9.275,1.015,2019-06-25 10:30:00
"MOOS",9.275,1.014,2019-06-25 10:45:00
"MOOS",9.275,1.013,2019-06-25 11:00:00
"MOOS",9.275,1.014,2019-06-25 11:15:00
"MOOS",9.176,1.013,2019-06-25 11:30:00
"MOOS",9.176,1.01,2019-06-25 11:45:00
"MOOS",9.176,1.01,2019-06-25 12:00:00
"MOOS",9.176,1.008,2019-06-25 12:15:00
"MOOS",9.176,1.008,2019-06-25 12:30:00
"MOOS",9.176,1.015,2019-06-25 12:45:00
"MOOS",9.176,1.012,2019-06-25 13:00:00
"MOOS",9.176,1.014,2019-06-25 13:15:00
"MOOS",9.176,1.012,2019-06-25 13:30:00
"MOOS",9.176,1.014,2019-06-25 13:45:00
"MOOS",9.176,1.012,2019-06-25 14:00:00
"MOOS",9.176,1.014,2019-06-25 14:15:00
"MOOS",9.176,1.012,2019-06-25 14:30:00
"MOOS",9.176,1.013,2019-06-25 14:45:00
"MOOS",9.176,1.013,2019-06-25 15:00:00
"MOOS",9.176,1.011,2019-06-25 15:15:00
"MOOS",9.176,1.012,2019-06-25 15:30:00
"MOOS",9.176,1.015,2019-06-25 15:45:00
"MOOS",9.176,1.012,2019-06-25 16:00:00
"MOOS",9.176,1.013,2019-06-25 16:15:00
"MOOS",9.176,1.012,2019-06-25 16:30:00
"MOOS",9.176,1.012,2019-06-25 16:45:00
"MOOS",9.176,1.013,2019-06-25 17:00:00
"MOOS",9.176,1.011,2019-06-25 17:15:00
"MOOS",9.176,1.013,2019-06-25 17:30:00
"MOOS",9.176,1.011,2019-06-25 17:45:00
"MOOS",9.176,1.011,2019-06-25 18:00:00
"MOOS",9.275,1.011,2019-06-25 18:15:00
"MOOS",9.275,1.012,2019-06-25 18:30:00
"MOOS",9.275,1.012,2019-06-25 18:45:00
"MOOS",9.275,1.01,2019-06-25 19:00:00
"MOOS",9.275,1.012,2019-06-25 19:15:00
"MOOS",9.275,1.011,2019-06-25 19:30:00
"MOOS",9.275,1.013,2019-06-25 19:45:00
"MOOS",9.275,1.008,2019-06-25 20:00:00
"MOOS",9.275,1.012,2019-06-25 20:15:00
"MOOS",9.275,1.013,2019-06-25 20:30:00
"MOOS",9.275,1.012,2019-06-25 20:45:00
"MOOS",9.275,1.01,2019-06-25 21:00:00
"MOOS",9.275,1.009,2019-06-25 21:15:00
"MOOS",9.373,1.011,2019-06-25 21:30:00
"MOOS",9.373,1.01,2019-06-25 21:45:00
"MOOS",9.373,1.013,2019-06-25 22:00:00
"MOOS",9.373,1.009,2019-06-25 22:15:00
"MOOS",9.373,1.008,2019-06-25 22:30:00
"MOOS",9.373,1.009,2019-06-25 22:45:00
"MOOS",9.373,1.006,2019-06-25 23:00:00
"MOOS",9.373,1.007,2019-06-25 23:15:00
"MOOS",9.373,1.007,2019-06-25 23:30:00
"MOOS",9.373,1.006,2019-06-25 23:45:00
"MOOS",9.373,1.006,2019-06-26 00:00:00
"MOOS",9.373,1.007,2019-06-26 00:15:00
"MOOS",9.373,1.005,2019-06-26 00:30:00
"MOOS",9.373,1.007,2019-06-26 00:45:00
"MOOS",9.472,1.005,2019-06-26 01:00:00
"MOOS",9.472,1.006,2019-06-26 01:15:00
"MOOS",9.472,1.006,2019-06-26 01:30:00
"MOOS",9.472,1.004,2019-06-26 01:45:00
"MOOS",9.472,1.004,2019-06-26 02:00:00
"MOOS",9.472,1.004,2019-06-26 02:15:00
"MOOS",9.472,1.001,2019-06-26 02:30:00
"MOOS",9.472,1.002,2019-06-26 02:45:00
"MOOS",9.472,1.003,2019-06-26 03:00:00
"MOOS",9.472,1,2019-06-26 03:15:00
"MOOS",9.472,1,2019-06-26 03:30:00
"MOOS",9.472,1.001,2019-06-26 03:45:00
"MOOS",9.472,0.997,2019-06-26 04:00:00
"MOOS",9.472,0.996,2019-06-26 04:15:00
"MOOS",9.472,0.997,2019-06-26 04:30:00
"MOOS",9.472,0.996,2019-06-26 04:45:00
"MOOS",9.472,0.998,2019-06-26 05:00:00
"MOOS",9.472,0.995,2019-06-26 05:15:00
"MOOS",9.472,0.995,2019-06-26 05:30:00
"MOOS",9.472,0.996,2019-06-26 05:45:00
"MOOS",9.472,0.995,2019-06-26 06:00:00
"MOOS",9.472,0.996,2019-06-26 06:15:00
"MOOS",9.472,0.993,2019-06-26 06:30:00
"MOOS",9.472,0.993,2019-06-26 06:45:00
"MOOS",9.373,0.994,2019-06-26 07:00:00
"MOOS",9.373,0.993,2019-06-26 07:15:00
"MOOS",9.373,0.993,2019-06-26 07:30:00
"MOOS",9.373,0.993,2019-06-26 07:45:00
"MOOS",9.373,0.991,2019-06-26 08:00:00
"MOOS",9.373,0.992,2019-06-26 08:15:00
"MOOS",9.373,0.994,2019-06-26 08:30:00
"MOOS",9.373,0.992,2019-06-26 08:45:00
"MOOS",9.373,0.991,2019-06-26 09:00:00
"MOOS",9.373,0.991,2019-06-26 09:15:00
"MOOS",9.373,0.989,2019-06-26 09:30:00
"MOOS",9.275,0.986,2019-06-26 09:45:00
"MOOS",9.275,0.987,2019-06-26 10:00:00
"MOOS",9.275,0.99,2019-06-26 10:15:00
"MOOS",9.275,0.988,2019-06-26 10:30:00
"MOOS",9.275,0.989,2019-06-26 10:45:00
"MOOS",9.275,0.986,2019-06-26 11:00:00
"MOOS",9.275,0.988,2019-06-26 11:15:00
"MOOS",9.275,0.988,2019-06-26 11:30:00
"MOOS",9.275,0.984,2019-06-26 11:45:00
"MOOS",9.275,0.985,2019-06-26 12:00:00
"MOOS",9.275,0.986,2019-06-26 12:15:00
"MOOS",9.275,0.986,2019-06-26 12:30:00
"MOOS",9.275,0.989,2019-06-26 12:45:00
"MOOS",9.275,0.986,2019-06-26 13:00:00
"MOOS",9.176,0.988,2019-06-26 13:15:00
"MOOS",9.176,0.987,2019-06-26 13:30:00
"MOOS",9.176,0.984,2019-06-26 13:45:00
"MOOS",9.176,0.987,2019-06-26 14:00:00
"MOOS",9.176,0.99,2019-06-26 14:15:00
"MOOS",9.275,0.991,2019-06-26 14:30:00
"MOOS",9.275,0.989,2019-06-26 14:45:00
"MOOS",9.275,0.989,2019-06-26 15:00:00
"MOOS",9.275,0.991,2019-06-26 15:15:00
"MOOS",9.275,0.988,2019-06-26 15:30:00
"MOOS",9.275,0.988,2019-06-26 15:45:00
"MOOS",9.275,0.99,2019-06-26 16:00:00
"MOOS",9.275,0.991,2019-06-26 16:15:00
"MOOS",9.275,0.99,2019-06-26 16:30:00
"MOOS",9.275,0.989,2019-06-26 16:45:00
"MOOS",9.275,0.991,2019-06-26 17:00:00
"MOOS",9.275,0.99,2019-06-26 17:15:00
"MOOS",9.275,0.987,2019-06-26 17:30:00
"MOOS",9.275,0.99,2019-06-26 17:45:00
"MOOS",9.373,0.99,2019-06-26 18:00:00
"MOOS",9.373,0.992,2019-06-26 18:15:00
"MOOS",9.373,0.99,2019-06-26 18:30:00
"MOOS",9.373,0.993,2019-06-26 18:45:00
"MOOS",9.373,0.992,2019-06-26 19:00:00
"MOOS",9.373,0.991,2019-06-26 19:15:00
"MOOS",9.472,0.992,2019-06-26 19:30:00
"MOOS",9.472,0.993,2019-06-26 19:45:00
"MOOS",9.472,0.993,2019-06-26 20:00:00
"MOOS",9.472,0.992,2019-06-26 20:15:00
"MOOS",9.472,0.993,2019-06-26 20:30:00
"MOOS",9.472,0.991,2019-06-26 20:45:00
"MOOS",9.472,0.99,2019-06-26 21:00:00
"MOOS",9.571,0.994,2019-06-26 21:15:00
"MOOS",9.571,0.995,2019-06-26 21:30:00
"MOOS",9.571,0.992,2019-06-26 21:45:00
"MOOS",9.571,0.993,2019-06-26 22:00:00
"MOOS",9.571,0.993,2019-06-26 22:15:00
"MOOS",9.571,0.992,2019-06-26 22:30:00
"MOOS",9.571,0.993,2019-06-26 22:45:00
"MOOS",9.571,0.993,2019-06-26 23:00:00
"MOOS",9.571,0.992,2019-06-26 23:15:00
"MOOS",9.669,0.991,2019-06-26 23:30:00
"MOOS",9.669,0.99,2019-06-26 23:45:00
"MOOS",9.669,0.991,2019-06-27 00:00:00
"MOOS",9.669,0.988,2019-06-27 00:15:00
"MOOS",9.669,0.99,2019-06-27 00:30:00
"MOOS",9.669,0.989,2019-06-27 00:45:00
"MOOS",9.669,0.99,2019-06-27 01:00:00
"MOOS",9.669,0.989,2019-06-27 01:15:00
"MOOS",9.669,0.987,2019-06-27 01:30:00
"MOOS",9.669,0.987,2019-06-27 01:45:00
"MOOS",9.669,0.987,2019-06-27 02:00:00
"MOOS",9.669,0.987,2019-06-27 02:15:00
"MOOS",9.669,0.987,2019-06-27 02:30:00
"MOOS",9.669,0.987,2019-06-27 02:45:00
"MOOS",9.669,0.986,2019-06-27 03:00:00
"MOOS",9.669,0.985,2019-06-27 03:15:00
"MOOS",9.669,0.986,2019-06-27 03:30:00
"MOOS",9.669,0.985,2019-06-27 03:45:00
"MOOS",9.768,0.982,2019-06-27 04:00:00
"MOOS",9.768,0.983,2019-06-27 04:15:00
"MOOS",9.768,0.981,2019-06-27 04:30:00
"MOOS",9.768,0.984,2019-06-27 04:45:00
"MOOS",9.768,0.982,2019-06-27 05:00:00
"MOOS",9.768,0.98,2019-06-27 05:15:00
"MOOS",9.768,0.982,2019-06-27 05:30:00
"MOOS",9.768,0.983,2019-06-27 05:45:00
"MOOS",9.669,0.981,2019-06-27 06:00:00
"MOOS",9.669,0.98,2019-06-27 06:15:00
"MOOS",9.669,0.981,2019-06-27 06:30:00
"MOOS",9.669,0.979,2019-06-27 06:45:00
"MOOS",9.669,0.979,2019-06-27 07:00:00
"MOOS",9.669,0.979,2019-06-27 07:15:00
"MOOS",9.669,0.979,2019-06-27 07:30:00
"MOOS",9.669,0.976,2019-06-27 07:45:00
"MOOS",9.669,0.979,2019-06-27 08:00:00
"MOOS",9.669,0.979,2019-06-27 08:15:00
"MOOS",9.669,0.977,2019-06-27 08:30:00
"MOOS",9.669,0.978,2019-06-27 08:45:00
"MOOS",9.669,0.98,2019-06-27 09:00:00
"MOOS",9.571,0.976,2019-06-27 09:15:00
"MOOS",9.571,0.975,2019-06-27 09:30:00
"MOOS",9.571,0.975,2019-06-27 09:45:00
"MOOS",9.571,0.974,2019-06-27 10:00:00
"MOOS",9.571,0.976,2019-06-27 10:15:00
"MOOS",9.571,0.977,2019-06-27 10:30:00
"MOOS",9.571,0.973,2019-06-27 10:45:00
"MOOS",9.571,0.974,2019-06-27 11:00:00
"MOOS",9.571,0.975,2019-06-27 11:15:00
"MOOS",9.571,0.976,2019-06-27 11:30:00
"MOOS",9.571,0.976,2019-06-27 11:45:00
"MOOS",9.472,0.975,2019-06-27 12:00:00
"MOOS",9.472,0.973,2019-06-27 12:15:00
"MOOS",9.472,0.974,2019-06-27 12:30:00
"MOOS",9.472,0.975,2019-06-27 12:45:00
"MOOS",9.472,0.977,2019-06-27 13:00:00
"MOOS",9.472,0.976,2019-06-27 13:15:00
"MOOS",9.472,0.977,2019-06-27 13:30:00
"MOOS",9.472,0.977,2019-06-27 13:45:00
"MOOS",9.472,0.976,2019-06-27 14:00:00
"MOOS",9.472,0.979,2019-06-27 14:15:00
"MOOS",9.472,0.978,2019-06-27 14:30:00
"MOOS",9.472,0.977,2019-06-27 14:45:00
"MOOS",9.472,0.978,2019-06-27 15:00:00
"MOOS",9.472,0.977,2019-06-27 15:15:00
"MOOS",9.472,0.977,2019-06-27 15:30:00
"MOOS",9.472,0.978,2019-06-27 15:45:00
"MOOS",9.472,0.978,2019-06-27 16:00:00
"MOOS",9.472,0.977,2019-06-27 16:15:00
"MOOS",9.472,0.976,2019-06-27 16:30:00
"MOOS",9.472,0.979,2019-06-27 16:45:00
"MOOS",9.472,0.977,2019-06-27 17:00:00
"MOOS",9.472,0.977,2019-06-27 17:15:00
"MOOS",9.472,0.978,2019-06-27 17:30:00
"MOOS",9.472,0.978,2019-06-27 17:45:00
"MOOS",9.472,0.98,2019-06-27 18:00:00
"MOOS",9.472,0.981,2019-06-27 18:15:00
"MOOS",9.472,0.979,2019-06-27 18:30:00
"MOOS",9.472,0.979,2019-06-27 18:45:00
"MOOS",9.472,0.982,2019-06-27 19:00:00
"MOOS",9.472,0.98,2019-06-27 19:15:00
"MOOS",9.472,0.98,2019-06-27 19:30:00
"MOOS",9.472,0.979,2019-06-27 19:45:00
"MOOS",9.472,0.979,2019-06-27 20:00:00
"MOOS",9.571,0.98,2019-06-27 20:15:00
"MOOS",9.571,0.981,2019-06-27 20:30:00
"MOOS",9.571,0.983,2019-06-27 20:45:00
"MOOS",9.571,0.984,2019-06-27 21:00:00
"MOOS",9.571,0.98,2019-06-27 21:15:00
"MOOS",9.571,0.983,2019-06-27 21:30:00
"MOOS",9.571,0.981,2019-06-27 21:45:00
"MOOS",9.571,0.983,2019-06-27 22:00:00
"MOOS",9.571,0.983,2019-06-27 22:15:00
"MOOS",9.571,0.982,2019-06-27 22:30:00
"MOOS",9.571,0.984,2019-06-27 22:45:00
"MOOS",9.571,0.983,2019-06-27 23:00:00
"MOOS",9.571,0.984,2019-06-27 23:15:00
"MOOS",9.571,0.984,2019-06-27 23:30:00
"MOOS",9.571,0.982,2019-06-27 23:45:00
"MOOS",9.571,0.984,2019-06-28 00:00:00
"MOOS",9.571,0.983,2019-06-28 00:15:00
"MOOS",9.571,0.982,2019-06-28 00:30:00
"MOOS",9.571,0.982,2019-06-28 00:45:00
"MOOS",9.571,0.982,2019-06-28 01:00:00
"MOOS",9.571,0.981,2019-06-28 01:15:00
"MOOS",9.571,0.981,2019-06-28 01:30:00
"MOOS",9.571,0.981,2019-06-28 01:45:00
"MOOS",9.571,0.982,2019-06-28 02:00:00
"MOOS",9.571,0.983,2019-06-28 02:15:00
"MOOS",9.571,0.981,2019-06-28 02:30:00
"MOOS",9.571,0.981,2019-06-28 02:45:00
"MOOS",9.571,0.981,2019-06-28 03:00:00
"MOOS",9.571,0.982,2019-06-28 03:15:00
"MOOS",9.571,0.981,2019-06-28 03:30:00
"MOOS",9.571,0.981,2019-06-28 03:45:00
"MOOS",9.571,0.978,2019-06-28 04:00:00
"MOOS",9.571,0.98,2019-06-28 04:15:00
"MOOS",9.571,0.977,2019-06-28 04:30:00
"MOOS",9.571,0.979,2019-06-28 04:45:00
"MOOS",9.571,0.978,2019-06-28 05:00:00
"MOOS",9.571,0.977,2019-06-28 05:15:00
"MOOS",9.571,0.979,2019-06-28 05:30:00
"MOOS",9.571,0.979,2019-06-28 05:45:00
"MOOS",9.571,0.979,2019-06-28 06:00:00
"MOOS",9.571,0.978,2019-06-28 06:15:00
"MOOS",9.571,0.979,2019-06-28 06:30:00
"MOOS",9.571,0.977,2019-06-28 06:45:00
"MOOS",9.571,0.979,2019-06-28 07:00:00
"MOOS",9.571,0.977,2019-06-28 07:15:00
"MOOS",9.571,0.978,2019-06-28 07:30:00
"MOOS",9.472,0.975,2019-06-28 07:45:00
"MOOS",9.472,0.977,2019-06-28 08:00:00
"MOOS",9.472,0.977,2019-06-28 08:15:00
"MOOS",9.472,0.978,2019-06-28 08:30:00
"MOOS",9.472,0.976,2019-06-28 08:45:00
"MOOS",9.472,0.975,2019-06-28 09:00:00
"MOOS",9.472,0.976,2019-06-28 09:15:00
"MOOS",9.472,0.975,2019-06-28 09:30:00
"MOOS",9.472,0.976,2019-06-28 09:45:00
"MOOS",9.472,0.975,2019-06-28 10:00:00
"MOOS",9.472,0.977,2019-06-28 10:15:00
"MOOS",9.472,0.976,2019-06-28 10:30:00
"MOOS",9.373,0.975,2019-06-28 10:45:00
"MOOS",9.373,0.973,2019-06-28 11:00:00
"MOOS",9.373,0.974,2019-06-28 11:15:00
"MOOS",9.373,0.975,2019-06-28 11:30:00
"MOOS",9.373,0.975,2019-06-28 11:45:00
"MOOS",9.373,0.976,2019-06-28 12:00:00
"MOOS",9.373,0.973,2019-06-28 12:15:00
"MOOS",9.373,0.973,2019-06-28 12:30:00
"MOOS",9.373,0.978,2019-06-28 12:45:00
"MOOS",9.373,0.976,2019-06-28 13:00:00
"MOOS",9.373,0.977,2019-06-28 13:15:00
"MOOS",9.373,0.974,2019-06-28 13:30:00
"MOOS",9.373,0.973,2019-06-28 13:45:00
"MOOS",9.373,0.974,2019-06-28 14:00:00
"MOOS",9.373,0.977,2019-06-28 14:15:00
