Site,Day,Q
FRCH,2019-04-29T08:00:00Z,139.62614505211968
FRCH,2019-04-30T08:00:00Z,151.31809235108605
FRCH,2019-05-01T08:00:00Z,163.9539655554132
FRCH,2019-05-02T08:00:00Z,168.41347732280613
FRCH,2019-05-03T08:00:00Z,173.9196482157062
FRCH,2019-05-04T08:00:00Z,183.87457541542994
FRCH,2019-05-05T08:00:00Z,153.66641139572934
FRCH,2019-05-06T08:00:00Z,156.2192909530524
FRCH,2019-05-07T08:00:00Z,147.92373836142963
FRCH,2019-05-08T08:00:00Z,153.67458329833184
FRCH,2019-05-09T08:00:00Z,145.8872291058735
FRCH,2019-05-10T08:00:00Z,150.91832475405133
FRCH,2019-05-11T08:00:00Z,139.92662186366397
FRCH,2019-05-12T08:00:00Z,126.41119683665424
FRCH,2019-05-13T08:00:00Z,124.77101204079783
FRCH,2019-05-14T08:00:00Z,120.04601402264723
FRCH,2019-05-15T08:00:00Z,121.87835176352658
FRCH,2019-05-16T08:00:00Z,129.90569339365373
FRCH,2019-05-17T08:00:00Z,126.7014462798122
FRCH,2019-05-18T08:00:00Z,130.22192467762324
FRCH,2019-05-19T08:00:00Z,176.81772345414265
FRCH,2019-05-20T08:00:00Z,163.20103131322617
FRCH,2019-05-21T08:00:00Z,142.2524542198719
FRCH,2019-05-22T08:00:00Z,133.40004627975938
FRCH,2019-05-23T08:00:00Z,142.61769432848078
FRCH,2019-05-24T08:00:00Z,132.8087179038798
FRCH,2019-05-25T08:00:00Z,131.84687330925811
FRCH,2019-05-26T08:00:00Z,128.4777605756073
FRCH,2019-05-27T08:00:00Z,120.70146148760773
FRCH,2019-05-28T08:00:00Z,112.23626990597927
FRCH,2019-05-29T08:00:00Z,105.31003809310673
FRCH,2019-05-30T08:00:00Z,106.4193667917598
FRCH,2019-05-31T08:00:00Z,110.47281174525303
FRCH,2019-06-01T08:00:00Z,1098.108492406619
FRCH,2019-06-02T08:00:00Z,1306.070664127074
FRCH,2019-06-03T08:00:00Z,702.7064446014709
FRCH,2019-06-04T08:00:00Z,447.7972693549398
FRCH,2019-06-05T08:00:00Z,326.06229958107804
FRCH,2019-06-06T08:00:00Z,269.40245164269
FRCH,2019-06-07T08:00:00Z,231.4060936355046
FRCH,2019-06-08T08:00:00Z,216.3127248912255
FRCH,2019-06-09T08:00:00Z,202.5106248550571
FRCH,2019-06-10T08:00:00Z,190.02003853241948
FRCH,2019-06-11T08:00:00Z,189.65574483916978
FRCH,2019-06-12T08:00:00Z,185.78077200933984
FRCH,2019-06-13T08:00:00Z,168.6436014706123
FRCH,2019-06-14T08:00:00Z,158.57686968481198
FRCH,2019-06-15T08:00:00Z,160.0417852034762
FRCH,2019-06-16T08:00:00Z,206.9998093015728
FRCH,2019-06-17T08:00:00Z,189.63625286491305
FRCH,2019-06-18T08:00:00Z,194.70956257465724
FRCH,2019-06-19T08:00:00Z,265.7593687375598
FRCH,2019-06-20T08:00:00Z,268.86148915812623
FRCH,2019-06-21T08:00:00Z,368.0748896948931
FRCH,2019-06-22T08:00:00Z,304.76247298898227
FRCH,2019-06-23T08:00:00Z,384.79599358056544
FRCH,2019-06-24T08:00:00Z,316.7381852160727
FRCH,2019-06-25T08:00:00Z,247.1219251085672
FRCH,2019-06-26T08:00:00Z,201.8455195701482
FRCH,2019-06-27T08:00:00Z,176.85062401670697
FRCH,2019-06-28T08:00:00Z,168.11652038533285
FRCH,2019-06-29T08:00:00Z,156.7930178836544
FRCH,2019-06-30T08:00:00Z,152.71028169467363
FRCH,2019-07-01T08:00:00Z,152.24275906404958
FRCH,2019-07-02T08:00:00Z,150.68001208657358
FRCH,2019-07-03T08:00:00Z,144.36704813740585
FRCH,2019-07-04T08:00:00Z,139.68717472138763
FRCH,2019-07-05T08:00:00Z,139.97086983659216
FRCH,2019-07-06T08:00:00Z,132.901151884129
FRCH,2019-07-07T08:00:00Z,132.2976089641494
FRCH,2019-07-08T08:00:00Z,133.19098765295246
FRCH,2019-07-09T08:00:00Z,127.60013107983639
FRCH,2019-07-10T08:00:00Z,123.01922359742849
FRCH,2019-07-11T08:00:00Z,131.23189880530194
FRCH,2019-07-12T08:00:00Z,133.97198462610876
FRCH,2019-07-13T08:00:00Z,181.32337070042576
FRCH,2019-07-14T08:00:00Z,168.9938749856735
FRCH,2019-07-15T08:00:00Z,144.8975971084796
FRCH,2019-07-16T08:00:00Z,144.2221624836934
FRCH,2019-07-17T08:00:00Z,153.94092193472898
FRCH,2019-07-18T08:00:00Z,134.8715460553371
FRCH,2019-07-19T08:00:00Z,138.43055264052074
FRCH,2019-07-20T08:00:00Z,134.18001302458285
FRCH,2019-07-21T08:00:00Z,127.4646730998266
FRCH,2019-07-22T08:00:00Z,116.40352831994034
FRCH,2019-07-23T08:00:00Z,113.227819410423
FRCH,2019-07-24T08:00:00Z,110.58236220195687
FRCH,2019-07-25T08:00:00Z,105.83832797069039
FRCH,2019-07-26T08:00:00Z,133.87570131643005
FRCH,2019-07-27T08:00:00Z,138.06550591610767
FRCH,2019-07-28T08:00:00Z,153.36188702393346
FRCH,2019-07-29T08:00:00Z,176.8426280878254
FRCH,2019-07-30T08:00:00Z,227.97899297092374
FRCH,2019-07-31T08:00:00Z,221.27628356634125
FRCH,2019-08-01T08:00:00Z,229.45423782946523
FRCH,2019-08-02T08:00:00Z,363.90830013848273
FRCH,2019-08-03T08:00:00Z,680.8360670193014
FRCH,2019-08-04T08:00:00Z,687.6192263669177
FRCH,2019-08-05T08:00:00Z,544.9811855454693
FRCH,2019-08-06T08:00:00Z,843.0760688321886
FRCH,2019-08-07T08:00:00Z,1626.1556436390474
FRCH,2019-08-08T08:00:00Z,1057.525126207795
FRCH,2019-08-09T08:00:00Z,705.1378419684271
FRCH,2019-08-10T08:00:00Z,562.173961323596
FRCH,2019-08-11T08:00:00Z,471.7911483058065
FRCH,2019-08-12T08:00:00Z,413.705517432279
FRCH,2019-08-13T08:00:00Z,582.0602218263914
FRCH,2019-08-14T08:00:00Z,1239.420697534975
FRCH,2019-08-15T08:00:00Z,1033.2581715578947
FRCH,2019-08-16T08:00:00Z,1660.2316293188403
FRCH,2019-08-17T08:00:00Z,2227.934437773483
FRCH,2019-08-18T08:00:00Z,2039.3581045166798
FRCH,2019-08-19T08:00:00Z,1837.4672325964327
FRCH,2019-08-20T08:00:00Z,1659.2384794401894
FRCH,2019-08-21T08:00:00Z,1576.2872282528049
FRCH,2019-08-22T08:00:00Z,1474.9202104255626
FRCH,2019-08-23T08:00:00Z,1371.5148675640573
FRCH,2019-08-24T08:00:00Z,1436.3644189745823
FRCH,2019-08-25T08:00:00Z,1305.5563773778429
FRCH,2019-08-26T08:00:00Z,1222.5169775885656
FRCH,2019-08-27T08:00:00Z,1156.0205587742335
FRCH,2019-08-28T08:00:00Z,1102.8427353637894
FRCH,2019-08-29T08:00:00Z,1054.1844379365346
FRCH,2019-08-30T08:00:00Z,1010.9257878903537
FRCH,2019-08-31T08:00:00Z,974.7457533916923
FRCH,2019-09-01T08:00:00Z,940.1162266500755
FRCH,2019-09-02T08:00:00Z,915.9935953445419
FRCH,2019-09-03T08:00:00Z,866.0970136236642
FRCH,2019-09-04T08:00:00Z,829.1346990420367
FRCH,2019-09-05T08:00:00Z,797.3893710315616
FRCH,2019-09-06T08:00:00Z,773.5836918104616
FRCH,2019-09-07T08:00:00Z,761.1387279379035
FRCH,2019-09-08T08:00:00Z,736.6067526544934
FRCH,2019-09-09T08:00:00Z,717.6351437725148
FRCH,2019-09-10T08:00:00Z,709.078452107511
FRCH,2019-09-11T08:00:00Z,701.8158604095609
FRCH,2019-09-12T08:00:00Z,705.1142257693107
FRCH,2019-09-13T08:00:00Z,681.1416027006218
FRCH,2019-09-14T08:00:00Z,643.407052624368
FRCH,2019-09-15T08:00:00Z,628.1812577369468
FRCH,2019-09-16T08:00:00Z,636.7222969010163
FRCH,2019-09-17T08:00:00Z,628.9197187021826
FRCH,2019-09-18T08:00:00Z,671.1223611586489
FRCH,2019-09-19T08:00:00Z,670.9065176970038
FRCH,2019-09-20T08:00:00Z,674.7651047069502
FRCH,2019-09-21T08:00:00Z,919.4689616587058
FRCH,2019-09-22T08:00:00Z,1133.8864982736554
FRCH,2019-09-23T08:00:00Z,882.7443481546751
FRCH,2019-09-24T08:00:00Z,755.5672469347321
FRCH,2019-09-25T08:00:00Z,736.1263344643723
FRCH,2019-09-26T08:00:00Z,680.5492289876737
FRCH,2019-09-27T08:00:00Z,645.6354671960987
FRCH,2019-09-28T08:00:00Z,628.3170774483776
FRCH,2019-09-29T08:00:00Z,637.5159987118519
FRCH,2019-09-30T08:00:00Z,645.6829350653338
