"","DateTime","DateTimeAK","julian","FRCH","MOOS","POKE","STRT","VAUL","POKE.Q.int"
"29","2019-04-29 21:15:00",2019-04-29 21:15:00,118.84375,155.882019545693,NA,NA,NA,NA,NA
"30","2019-04-29 21:30:00",2019-04-29 21:30:00,118.854166666667,153.905920769793,NA,NA,NA,NA,NA
"31","2019-04-29 21:45:00",2019-04-29 21:45:00,118.864583333333,153.905920769793,NA,NA,NA,NA,NA
"32","2019-04-29 22:00:00",2019-04-29 22:00:00,118.875,151.36885716864,NA,NA,NA,NA,NA
"33","2019-04-29 22:15:00",2019-04-29 22:15:00,118.885416666667,150.742735832244,NA,NA,NA,NA,NA
"34","2019-04-29 22:30:00",2019-04-29 22:30:00,118.895833333333,146.262151710762,NA,NA,NA,NA,NA
"35","2019-04-29 22:45:00",2019-04-29 22:45:00,118.90625,143.692509854038,NA,NA,NA,NA,NA
"36","2019-04-29 23:00:00",2019-04-29 23:00:00,118.916666666667,139.179347476985,NA,NA,NA,NA,NA
"37","2019-04-29 23:15:00",2019-04-29 23:15:00,118.927083333333,138.58580439616,NA,NA,NA,NA,NA
"38","2019-04-29 23:30:00",2019-04-29 23:30:00,118.9375,143.098966773214,NA,NA,NA,NA,NA
"39","2019-04-29 23:45:00",2019-04-29 23:45:00,118.947916666667,145.009909037971,NA,NA,NA,NA,NA
"40","2019-04-30 00:00:00",2019-04-30 00:00:00,118.958333333333,142.407688925676,NA,NA,NA,NA,NA
"41","2019-04-30 00:15:00",2019-04-30 00:15:00,118.96875,141.122867997313,NA,NA,NA,NA,NA
"42","2019-04-30 00:30:00",2019-04-30 00:30:00,118.979166666667,141.716411078138,NA,NA,NA,NA,NA
"43","2019-04-30 00:45:00",2019-04-30 00:45:00,118.989583333333,139.80546881338,NA,NA,NA,NA,NA
"44","2019-04-30 01:00:00",2019-04-30 01:00:00,119,139.838047068951,NA,NA,NA,NA,NA
"45","2019-04-30 01:15:00",2019-04-30 01:15:00,119.010416666667,138.553226140589,NA,NA,NA,NA,NA
"46","2019-04-30 01:30:00",2019-04-30 01:30:00,119.020833333333,136.60970562026,NA,NA,NA,NA,NA
"47","2019-04-30 01:45:00",2019-04-30 01:45:00,119.03125,134.040063763536,NA,NA,NA,NA,NA
"48","2019-04-30 02:00:00",2019-04-30 02:00:00,119.041666666667,134.731341611074,NA,NA,NA,NA,NA
"49","2019-04-30 02:15:00",2019-04-30 02:15:00,119.052083333333,135.983584283865,NA,NA,NA,NA,NA
"50","2019-04-30 02:30:00",2019-04-30 02:30:00,119.0625,133.381364171569,NA,NA,NA,NA,NA
"51","2019-04-30 02:45:00",2019-04-30 02:45:00,119.072916666667,132.722664579602,NA,NA,NA,NA,NA
"52","2019-04-30 03:00:00",2019-04-30 03:00:00,119.083333333333,131.470421906811,NA,NA,NA,NA,NA
"53","2019-04-30 03:15:00",2019-04-30 03:15:00,119.09375,133.41394242714,NA,NA,NA,NA,NA
"54","2019-04-30 03:30:00",2019-04-30 03:30:00,119.104166666667,132.787821090745,NA,NA,NA,NA,NA
"55","2019-04-30 03:45:00",2019-04-30 03:45:00,119.114583333333,133.348785915998,NA,NA,NA,NA,NA
"56","2019-04-30 04:00:00",2019-04-30 04:00:00,119.125,132.129121498778,NA,NA,NA,NA,NA
"57","2019-04-30 04:15:00",2019-04-30 04:15:00,119.135416666667,136.674862131403,NA,NA,NA,NA,NA
"58","2019-04-30 04:30:00",2019-04-30 04:30:00,119.145833333333,135.292306436327,NA,NA,NA,NA,NA
"59","2019-04-30 04:45:00",2019-04-30 04:45:00,119.15625,134.666185099931,NA,NA,NA,NA,NA
"60","2019-04-30 05:00:00",2019-04-30 05:00:00,119.166666666667,136.674862131403,NA,NA,NA,NA,NA
"61","2019-04-30 05:15:00",2019-04-30 05:15:00,119.177083333333,138.553226140589,NA,NA,NA,NA,NA
"62","2019-04-30 05:30:00",2019-04-30 05:30:00,119.1875,140.496746660918,NA,NA,NA,NA,NA
"63","2019-04-30 05:45:00",2019-04-30 05:45:00,119.197916666667,142.407688925676,NA,NA,NA,NA,NA
"64","2019-04-30 06:00:00",2019-04-30 06:00:00,119.208333333333,144.351209446005,NA,NA,NA,NA,NA
"65","2019-04-30 06:15:00",2019-04-30 06:15:00,119.21875,146.920851302729,NA,NA,NA,NA,NA
"66","2019-04-30 06:30:00",2019-04-30 06:30:00,119.229166666667,143.692509854038,NA,NA,NA,NA,NA
"67","2019-04-30 06:45:00",2019-04-30 06:45:00,119.239583333333,145.636030374367,NA,NA,NA,NA,NA
"68","2019-04-30 07:00:00",2019-04-30 07:00:00,119.25,146.9534295583,NA,NA,NA,NA,NA
"69","2019-04-30 07:15:00",2019-04-30 07:15:00,119.260416666667,146.920851302729,NA,NA,NA,NA,NA
"70","2019-04-30 07:30:00",2019-04-30 07:30:00,119.270833333333,147.546972639124,NA,NA,NA,NA,NA
"71","2019-04-30 07:45:00",2019-04-30 07:45:00,119.28125,149.490493159453,NA,NA,NA,NA,NA
"72","2019-04-30 08:00:00",2019-04-30 08:00:00,119.291666666667,148.864371823058,NA,NA,NA,NA,NA
"73","2019-04-30 08:15:00",2019-04-30 08:15:00,119.302083333333,148.17309397552,NA,NA,NA,NA,NA
"74","2019-04-30 08:30:00",2019-04-30 08:30:00,119.3125,148.831793567487,NA,NA,NA,NA,NA
"75","2019-04-30 08:45:00",2019-04-30 08:45:00,119.322916666667,150.14919275142,NA,NA,NA,NA,NA
"76","2019-04-30 09:00:00",2019-04-30 09:00:00,119.333333333333,152.686256352573,NA,NA,NA,NA,NA
"77","2019-04-30 09:15:00",2019-04-30 09:15:00,119.34375,154.629776872902,NA,NA,NA,NA,NA
"78","2019-04-30 09:30:00",2019-04-30 09:30:00,119.354166666667,150.116614495849,NA,NA,NA,NA,NA
"79","2019-04-30 09:45:00",2019-04-30 09:45:00,119.364583333333,148.17309397552,NA,NA,NA,NA,NA
"80","2019-04-30 10:00:00",2019-04-30 10:00:00,119.375,150.116614495849,NA,NA,NA,NA,NA
"81","2019-04-30 10:15:00",2019-04-30 10:15:00,119.385416666667,145.009909037971,NA,NA,NA,NA,NA
"82","2019-04-30 10:30:00",2019-04-30 10:30:00,119.395833333333,148.831793567487,NA,NA,NA,NA,NA
"83","2019-04-30 10:45:00",2019-04-30 10:45:00,119.40625,150.775314087816,NA,NA,NA,NA,NA
"84","2019-04-30 11:00:00",2019-04-30 11:00:00,119.416666666667,149.490493159453,NA,NA,NA,NA,NA
"85","2019-04-30 11:15:00",2019-04-30 11:15:00,119.427083333333,150.775314087816,NA,NA,NA,NA,NA
"86","2019-04-30 11:30:00",2019-04-30 11:30:00,119.4375,144.351209446005,NA,NA,NA,NA,NA
"87","2019-04-30 11:45:00",2019-04-30 11:45:00,119.447916666667,144.9773307824,NA,NA,NA,NA,NA
"88","2019-04-30 12:00:00",2019-04-30 12:00:00,119.458333333333,142.440267181247,NA,NA,NA,NA,NA
"89","2019-04-30 12:15:00",2019-04-30 12:15:00,119.46875,140.496746660918,NA,NA,NA,NA,NA
"90","2019-04-30 12:30:00",2019-04-30 12:30:00,119.479166666667,140.464168405347,NA,NA,NA,NA,NA
"91","2019-04-30 12:45:00",2019-04-30 12:45:00,119.489583333333,141.748989333709,NA,NA,NA,NA,NA
"92","2019-04-30 13:00:00",2019-04-30 13:00:00,119.5,138.520647885018,NA,NA,NA,NA,NA
"93","2019-04-30 13:15:00",2019-04-30 13:15:00,119.510416666667,139.838047068951,NA,NA,NA,NA,NA
"94","2019-04-30 13:30:00",2019-04-30 13:30:00,119.520833333333,142.407688925676,NA,NA,NA,NA,NA
"95","2019-04-30 13:45:00",2019-04-30 13:45:00,119.53125,141.748989333709,NA,NA,NA,NA,NA
"96","2019-04-30 14:00:00",2019-04-30 14:00:00,119.541666666667,141.090289741742,NA,NA,NA,NA,NA
"97","2019-04-30 14:15:00",2019-04-30 14:15:00,119.552083333333,143.066388517642,NA,NA,NA,NA,NA
"98","2019-04-30 14:30:00",2019-04-30 14:30:00,119.5625,145.009909037971,NA,NA,NA,NA,NA
"99","2019-04-30 14:45:00",2019-04-30 14:45:00,119.572916666667,146.294729966334,NA,NA,NA,NA,NA
"100","2019-04-30 15:00:00",2019-04-30 15:00:00,119.583333333333,141.716411078138,NA,NA,NA,NA,NA
"101","2019-04-30 15:15:00",2019-04-30 15:15:00,119.59375,154.434307339474,NA,NA,NA,NA,NA
"102","2019-04-30 15:30:00",2019-04-30 15:30:00,119.604166666667,148.140515719949,NA,NA,NA,NA,NA
"103","2019-04-30 15:45:00",2019-04-30 15:45:00,119.614583333333,148.205672231091,NA,NA,NA,NA,NA
"104","2019-04-30 16:00:00",2019-04-30 16:00:00,119.625,160.167134133747,NA,NA,NA,NA,NA
"105","2019-04-30 16:15:00",2019-04-30 16:15:00,119.635416666667,157.727805299308,NA,NA,NA,NA,NA
"106","2019-04-30 16:30:00",2019-04-30 16:30:00,119.645833333333,160.330025411604,NA,NA,NA,NA,NA
"107","2019-04-30 16:45:00",2019-04-30 16:45:00,119.65625,158.419083146846,NA,NA,NA,NA,NA
"108","2019-04-30 17:00:00",2019-04-30 17:00:00,119.666666666667,172.9925172342,NA,NA,NA,NA,NA
"109","2019-04-30 17:15:00",2019-04-30 17:15:00,119.677083333333,192.753504993202,NA,NA,NA,NA,NA
"110","2019-04-30 17:30:00",2019-04-30 17:30:00,119.6875,190.807366881012,NA,NA,NA,NA,NA
"111","2019-04-30 17:45:00",2019-04-30 17:45:00,119.697916666667,182.407163463301,NA,NA,NA,NA,NA
"112","2019-04-30 18:00:00",2019-04-30 18:00:00,119.708333333333,175.682720040808,NA,NA,NA,NA,NA
"113","2019-04-30 18:15:00",2019-04-30 18:15:00,119.71875,173.145656439654,NA,NA,NA,NA,NA
"114","2019-04-30 18:30:00",2019-04-30 18:30:00,119.729166666667,164.217066452262,NA,NA,NA,NA,NA
"115","2019-04-30 18:45:00",2019-04-30 18:45:00,119.739583333333,157.825540066022,NA,NA,NA,NA,NA
"116","2019-04-30 19:00:00",2019-04-30 19:00:00,119.75,170.641171094073,NA,NA,NA,NA,NA
"117","2019-04-30 19:15:00",2019-04-30 19:15:00,119.760416666667,167.38025138981,NA,NA,NA,NA,NA
"118","2019-04-30 19:30:00",2019-04-30 19:30:00,119.770833333333,168.169264004062,NA,NA,NA,NA,NA
"119","2019-04-30 19:45:00",2019-04-30 19:45:00,119.78125,175.845611318664,NA,NA,NA,NA,NA
"120","2019-04-30 20:00:00",2019-04-30 20:00:00,119.791666666667,177.130432247026,NA,NA,NA,NA,NA
"121","2019-04-30 20:15:00",2019-04-30 20:15:00,119.802083333333,175.154333471126,NA,NA,NA,NA,NA
"122","2019-04-30 20:30:00",2019-04-30 20:30:00,119.8125,168.762807084886,NA,NA,NA,NA,NA
"123","2019-04-30 20:45:00",2019-04-30 20:45:00,119.822916666667,171.299870686039,NA,NA,NA,NA,NA
"124","2019-04-30 21:00:00",2019-04-30 21:00:00,119.833333333333,171.332448941611,NA,NA,NA,NA,NA
"125","2019-04-30 21:15:00",2019-04-30 21:15:00,119.84375,166.8844430757,NA,NA,NA,NA,NA
"126","2019-04-30 21:30:00",2019-04-30 21:30:00,119.854166666667,167.477986156524,NA,NA,NA,NA,NA
"127","2019-04-30 21:45:00",2019-04-30 21:45:00,119.864583333333,166.819286564557,NA,NA,NA,NA,NA
"128","2019-04-30 22:00:00",2019-04-30 22:00:00,119.875,167.477986156524,NA,NA,NA,NA,NA
"129","2019-04-30 22:15:00",2019-04-30 22:15:00,119.885416666667,164.9083442998,NA,NA,NA,NA,NA
"130","2019-04-30 22:30:00",2019-04-30 22:30:00,119.895833333333,168.10410749292,NA,NA,NA,NA,NA
"131","2019-04-30 22:45:00",2019-04-30 22:45:00,119.90625,163.623523371438,NA,NA,NA,NA,NA
"132","2019-04-30 23:00:00",2019-04-30 23:00:00,119.916666666667,162.338702443075,NA,NA,NA,NA,NA
"133","2019-04-30 23:15:00",2019-04-30 23:15:00,119.927083333333,159.769060586351,NA,NA,NA,NA,NA
"134","2019-04-30 23:30:00",2019-04-30 23:30:00,119.9375,157.825540066022,NA,NA,NA,NA,NA
"135","2019-04-30 23:45:00",2019-04-30 23:45:00,119.947916666667,157.199418729627,NA,NA,NA,NA,NA
"136","2019-05-01 00:00:00",2019-05-01 00:00:00,119.958333333333,157.166840474055,NA,NA,NA,NA,NA
"137","2019-05-01 00:15:00",2019-05-01 00:15:00,119.96875,153.971077280935,NA,NA,NA,NA,NA
"138","2019-05-01 00:30:00",2019-05-01 00:30:00,119.979166666667,153.312377688969,NA,NA,NA,NA,NA
"139","2019-05-01 00:45:00",2019-05-01 00:45:00,119.989583333333,153.34495594454,NA,NA,NA,NA,NA
"140","2019-05-01 01:00:00",2019-05-01 01:00:00,120,152.686256352573,NA,NA,NA,NA,NA
"141","2019-05-01 01:15:00",2019-05-01 01:15:00,120.010416666667,151.434013679782,NA,NA,NA,NA,NA
"142","2019-05-01 01:30:00",2019-05-01 01:30:00,120.020833333333,151.401435424211,NA,NA,NA,NA,NA
"143","2019-05-01 01:45:00",2019-05-01 01:45:00,120.03125,149.425336648311,NA,NA,NA,NA,NA
"144","2019-05-01 02:00:00",2019-05-01 02:00:00,120.041666666667,150.775314087816,NA,NA,NA,NA,NA
"145","2019-05-01 02:15:00",2019-05-01 02:15:00,120.052083333333,149.490493159453,NA,NA,NA,NA,NA
"146","2019-05-01 02:30:00",2019-05-01 02:30:00,120.0625,150.775314087816,NA,NA,NA,NA,NA
"147","2019-05-01 02:45:00",2019-05-01 02:45:00,120.072916666667,152.060135016178,NA,NA,NA,NA,NA
"148","2019-05-01 03:00:00",2019-05-01 03:00:00,120.083333333333,151.401435424211,NA,NA,NA,NA,NA
"149","2019-05-01 03:15:00",2019-05-01 03:15:00,120.09375,154.629776872902,NA,NA,NA,NA,NA
"150","2019-05-01 03:30:00",2019-05-01 03:30:00,120.104166666667,150.084036240278,NA,NA,NA,NA,NA
"151","2019-05-01 03:45:00",2019-05-01 03:45:00,120.114583333333,151.434013679782,NA,NA,NA,NA,NA
"152","2019-05-01 04:00:00",2019-05-01 04:00:00,120.125,154.629776872902,NA,NA,NA,NA,NA
"153","2019-05-01 04:15:00",2019-05-01 04:15:00,120.135416666667,154.629776872902,NA,NA,NA,NA,NA
"154","2019-05-01 04:30:00",2019-05-01 04:30:00,120.145833333333,157.199418729627,NA,NA,NA,NA,NA
"155","2019-05-01 04:45:00",2019-05-01 04:45:00,120.15625,159.142939249956,NA,NA,NA,NA,NA
"156","2019-05-01 05:00:00",2019-05-01 05:00:00,120.166666666667,161.71258110668,NA,NA,NA,NA,NA
"157","2019-05-01 05:15:00",2019-05-01 05:15:00,120.177083333333,164.9083442998,NA,NA,NA,NA,NA
"158","2019-05-01 05:30:00",2019-05-01 05:30:00,120.1875,166.160586972591,NA,NA,NA,NA,NA
"159","2019-05-01 05:45:00",2019-05-01 05:45:00,120.197916666667,166.193165228162,NA,NA,NA,NA,NA
"160","2019-05-01 06:00:00",2019-05-01 06:00:00,120.208333333333,168.136685748491,NA,NA,NA,NA,NA
"161","2019-05-01 06:15:00",2019-05-01 06:15:00,120.21875,166.786708308986,NA,NA,NA,NA,NA
"162","2019-05-01 06:30:00",2019-05-01 06:30:00,120.229166666667,164.249644707833,NA,NA,NA,NA,NA
"163","2019-05-01 06:45:00",2019-05-01 06:45:00,120.239583333333,167.510564412095,NA,NA,NA,NA,NA
"164","2019-05-01 07:00:00",2019-05-01 07:00:00,120.25,165.534465636195,NA,NA,NA,NA,NA
"165","2019-05-01 07:15:00",2019-05-01 07:15:00,120.260416666667,167.477986156524,NA,NA,NA,NA,NA
"166","2019-05-01 07:30:00",2019-05-01 07:30:00,120.270833333333,165.567043891767,NA,NA,NA,NA,NA
"167","2019-05-01 07:45:00",2019-05-01 07:45:00,120.28125,164.9083442998,NA,NA,NA,NA,NA
"168","2019-05-01 08:00:00",2019-05-01 08:00:00,120.291666666667,168.136685748491,NA,NA,NA,NA,NA
"169","2019-05-01 08:15:00",2019-05-01 08:15:00,120.302083333333,168.136685748491,NA,NA,NA,NA,NA
"170","2019-05-01 08:30:00",2019-05-01 08:30:00,120.3125,168.169264004062,NA,NA,NA,NA,NA
"171","2019-05-01 08:45:00",2019-05-01 08:45:00,120.322916666667,167.477986156524,NA,NA,NA,NA,NA
"172","2019-05-01 09:00:00",2019-05-01 09:00:00,120.333333333333,171.991148533578,NA,NA,NA,NA,NA
"173","2019-05-01 09:15:00",2019-05-01 09:15:00,120.34375,170.673749349644,NA,NA,NA,NA,NA
"174","2019-05-01 09:30:00",2019-05-01 09:30:00,120.354166666667,167.510564412095,NA,NA,NA,NA,NA
"175","2019-05-01 09:45:00",2019-05-01 09:45:00,120.364583333333,167.412829645382,NA,NA,NA,NA,NA
"176","2019-05-01 10:00:00",2019-05-01 10:00:00,120.375,166.786708308986,NA,NA,NA,NA,NA
"177","2019-05-01 10:15:00",2019-05-01 10:15:00,120.385416666667,161.71258110668,NA,NA,NA,NA,NA
"178","2019-05-01 10:30:00",2019-05-01 10:30:00,120.395833333333,162.964823779471,NA,NA,NA,NA,NA
"179","2019-05-01 10:45:00",2019-05-01 10:45:00,120.40625,163.623523371438,NA,NA,NA,NA,NA
"180","2019-05-01 11:00:00",2019-05-01 11:00:00,120.416666666667,160.395181922746,NA,NA,NA,NA,NA
"181","2019-05-01 11:15:00",2019-05-01 11:15:00,120.427083333333,159.110360994384,NA,NA,NA,NA,NA
"182","2019-05-01 11:30:00",2019-05-01 11:30:00,120.4375,160.427760178318,NA,NA,NA,NA,NA
"183","2019-05-01 11:45:00",2019-05-01 11:45:00,120.447916666667,156.573297393231,NA,NA,NA,NA,NA
"184","2019-05-01 12:00:00",2019-05-01 12:00:00,120.458333333333,155.255898209298,NA,NA,NA,NA,NA
"185","2019-05-01 12:15:00",2019-05-01 12:15:00,120.46875,152.060135016178,NA,NA,NA,NA,NA
"186","2019-05-01 12:30:00",2019-05-01 12:30:00,120.479166666667,146.359886477476,NA,NA,NA,NA,NA
"187","2019-05-01 12:45:00",2019-05-01 12:45:00,120.489583333333,154.597198617331,NA,NA,NA,NA,NA
"188","2019-05-01 13:00:00",2019-05-01 13:00:00,120.5,152.718834608145,NA,NA,NA,NA,NA
"189","2019-05-01 13:15:00",2019-05-01 13:15:00,120.510416666667,157.858118321593,NA,NA,NA,NA,NA
"190","2019-05-01 13:30:00",2019-05-01 13:30:00,120.520833333333,159.769060586351,NA,NA,NA,NA,NA
"191","2019-05-01 13:45:00",2019-05-01 13:45:00,120.53125,154.166546814363,NA,NA,NA,NA,NA
"192","2019-05-01 14:00:00",2019-05-01 14:00:00,120.541666666667,163.623523371438,NA,NA,NA,NA,NA
"193","2019-05-01 14:15:00",2019-05-01 14:15:00,120.552083333333,166.193165228162,NA,NA,NA,NA,NA
"194","2019-05-01 14:30:00",2019-05-01 14:30:00,120.5625,164.940922555371,NA,NA,NA,NA,NA
"195","2019-05-01 14:45:00",2019-05-01 14:45:00,120.572916666667,168.762807084886,NA,NA,NA,NA,NA
"196","2019-05-01 15:00:00",2019-05-01 15:00:00,120.583333333333,166.819286564557,NA,NA,NA,NA,NA
"197","2019-05-01 15:15:00",2019-05-01 15:15:00,120.59375,164.282222963404,NA,NA,NA,NA,NA
"198","2019-05-01 15:30:00",2019-05-01 15:30:00,120.604166666667,164.314801218976,NA,NA,NA,NA,NA
"199","2019-05-01 15:45:00",2019-05-01 15:45:00,120.614583333333,164.249644707833,NA,NA,NA,NA,NA
"200","2019-05-01 16:00:00",2019-05-01 16:00:00,120.625,164.282222963404,NA,NA,NA,NA,NA
"201","2019-05-01 16:15:00",2019-05-01 16:15:00,120.635416666667,164.9083442998,NA,NA,NA,NA,NA
"202","2019-05-01 16:30:00",2019-05-01 16:30:00,120.645833333333,168.762807084886,NA,NA,NA,NA,NA
"203","2019-05-01 16:45:00",2019-05-01 16:45:00,120.65625,170.08020626882,NA,NA,NA,NA,NA
"204","2019-05-01 17:00:00",2019-05-01 17:00:00,120.666666666667,169.421506676853,NA,NA,NA,NA,NA
"205","2019-05-01 17:15:00",2019-05-01 17:15:00,120.677083333333,173.902090798335,NA,NA,NA,NA,NA
"206","2019-05-01 17:30:00",2019-05-01 17:30:00,120.6875,175.219489982269,NA,NA,NA,NA,NA
"207","2019-05-01 17:45:00",2019-05-01 17:45:00,120.697916666667,175.878189574235,NA,NA,NA,NA,NA
"208","2019-05-01 18:00:00",2019-05-01 18:00:00,120.708333333333,177.097853991455,NA,NA,NA,NA,NA
"209","2019-05-01 18:15:00",2019-05-01 18:15:00,120.71875,173.210812950797,NA,NA,NA,NA,NA
"210","2019-05-01 18:30:00",2019-05-01 18:30:00,120.729166666667,171.365027197182,NA,NA,NA,NA,NA
"211","2019-05-01 18:45:00",2019-05-01 18:45:00,120.739583333333,171.365027197182,NA,NA,NA,NA,NA
"212","2019-05-01 19:00:00",2019-05-01 19:00:00,120.75,175.186911726697,NA,NA,NA,NA,NA
"213","2019-05-01 19:15:00",2019-05-01 19:15:00,120.760416666667,177.097853991455,NA,NA,NA,NA,NA
"214","2019-05-01 19:30:00",2019-05-01 19:30:00,120.770833333333,175.186911726697,NA,NA,NA,NA,NA
"215","2019-05-01 19:45:00",2019-05-01 19:45:00,120.78125,173.902090798335,NA,NA,NA,NA,NA
"216","2019-05-01 20:00:00",2019-05-01 20:00:00,120.791666666667,175.25206823784,NA,NA,NA,NA,NA
"217","2019-05-01 20:15:00",2019-05-01 20:15:00,120.802083333333,175.813033063093,NA,NA,NA,NA,NA
"218","2019-05-01 20:30:00",2019-05-01 20:30:00,120.8125,170.706327605215,NA,NA,NA,NA,NA
"219","2019-05-01 20:45:00",2019-05-01 20:45:00,120.822916666667,166.819286564557,NA,NA,NA,NA,NA
"220","2019-05-01 21:00:00",2019-05-01 21:00:00,120.833333333333,163.623523371438,NA,NA,NA,NA,NA
"221","2019-05-01 21:15:00",2019-05-01 21:15:00,120.84375,166.193165228162,NA,NA,NA,NA,NA
"222","2019-05-01 21:30:00",2019-05-01 21:30:00,120.854166666667,171.332448941611,NA,NA,NA,NA,NA
"223","2019-05-01 21:45:00",2019-05-01 21:45:00,120.864583333333,172.584691614402,NA,NA,NA,NA,NA
"224","2019-05-01 22:00:00",2019-05-01 22:00:00,120.875,168.762807084886,NA,NA,NA,NA,NA
"225","2019-05-01 22:15:00",2019-05-01 22:15:00,120.885416666667,170.08020626882,NA,NA,NA,NA,NA
"226","2019-05-01 22:30:00",2019-05-01 22:30:00,120.895833333333,172.649848125544,NA,NA,NA,NA,NA
"227","2019-05-01 22:45:00",2019-05-01 22:45:00,120.90625,176.47173265506,NA,NA,NA,NA,NA
"228","2019-05-01 23:00:00",2019-05-01 23:00:00,120.916666666667,174.560790390302,NA,NA,NA,NA,NA
"229","2019-05-01 23:15:00",2019-05-01 23:15:00,120.927083333333,175.186911726697,NA,NA,NA,NA,NA
"230","2019-05-01 23:30:00",2019-05-01 23:30:00,120.9375,170.015049757677,NA,NA,NA,NA,NA
"231","2019-05-01 23:45:00",2019-05-01 23:45:00,120.947916666667,167.445407900953,NA,NA,NA,NA,NA
"232","2019-05-02 00:00:00",2019-05-02 00:00:00,120.958333333333,159.73648233078,NA,NA,NA,NA,NA
"233","2019-05-02 00:15:00",2019-05-02 00:15:00,120.96875,158.484239657989,NA,NA,NA,NA,NA
"234","2019-05-02 00:30:00",2019-05-02 00:30:00,120.979166666667,159.73648233078,NA,NA,NA,NA,NA
"235","2019-05-02 00:45:00",2019-05-02 00:45:00,120.989583333333,161.71258110668,NA,NA,NA,NA,NA
"236","2019-05-02 01:00:00",2019-05-02 01:00:00,121,164.940922555371,NA,NA,NA,NA,NA
"237","2019-05-02 01:15:00",2019-05-02 01:15:00,121.010416666667,165.567043891767,NA,NA,NA,NA,NA
"238","2019-05-02 01:30:00",2019-05-02 01:30:00,121.020833333333,164.9083442998,NA,NA,NA,NA,NA
"239","2019-05-02 01:45:00",2019-05-02 01:45:00,121.03125,165.534465636195,NA,NA,NA,NA,NA
"240","2019-05-02 02:00:00",2019-05-02 02:00:00,121.041666666667,162.306124187504,NA,NA,NA,NA,NA
"241","2019-05-02 02:15:00",2019-05-02 02:15:00,121.052083333333,164.249644707833,NA,NA,NA,NA,NA
"242","2019-05-02 02:30:00",2019-05-02 02:30:00,121.0625,162.964823779471,NA,NA,NA,NA,NA
