"","number","DateTimeGMT","WaterLevelmeters","DateTime","name","Site","Date","Time","Method","VolSlugml","Batch","MeasuredQ_Ls","Notes","pred.moose1.Q"
"1501",1501,"6/29/18 21:00",166.425,2018-06-29 21:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1300.7347055191,NA,934.546700395644
"1502",1502,"6/29/18 21:30",166.425,2018-06-29 21:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1300.20014396738,NA,934.546700395644
"1503",1503,"6/29/18 22:00",166.42,2018-06-29 22:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1299.66558241566,NA,917.793313663104
"1504",1504,"6/29/18 22:30",166.42,2018-06-29 22:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1299.13102086395,NA,917.793313663104
"1505",1505,"6/29/18 23:00",166.425,2018-06-29 23:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1298.59645931223,NA,934.546700395644
"1506",1506,"6/29/18 23:30",166.425,2018-06-29 23:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1298.06189776051,NA,934.546700395644
"1507",1507,"6/30/18 0:00",166.422,2018-06-30 00:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1297.52733620879,NA,924.494668356143
"1508",1508,"6/30/18 0:30",166.425,2018-06-30 00:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1296.99277465707,NA,934.546700395644
"1509",1509,"6/30/18 1:00",166.424,2018-06-30 01:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1296.45821310535,NA,931.196023049182
"1510",1510,"6/30/18 1:30",166.422,2018-06-30 01:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1295.92365155364,NA,924.494668356143
"1511",1511,"6/30/18 2:00",166.424,2018-06-30 02:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1295.38909000192,NA,931.196023049182
"1512",1512,"6/30/18 2:30",166.417,2018-06-30 02:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1294.8545284502,NA,907.741281623603
"1513",1513,"6/30/18 3:00",166.421,2018-06-30 03:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1294.31996689848,NA,921.143991009565
"1514",1514,"6/30/18 3:30",166.42,2018-06-30 03:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1293.78540534676,NA,917.793313663104
"1515",1515,"6/30/18 4:00",166.418,2018-06-30 04:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1293.25084379505,NA,911.091958970064
"1516",1516,"6/30/18 4:30",166.417,2018-06-30 04:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1292.71628224333,NA,907.741281623603
"1517",1517,"6/30/18 5:00",166.416,2018-06-30 05:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1292.18172069161,NA,904.390604277025
"1518",1518,"6/30/18 5:30",166.416,2018-06-30 05:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1291.64715913989,NA,904.390604277025
"1519",1519,"6/30/18 6:00",166.416,2018-06-30 06:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1291.11259758817,NA,904.390604277025
"1520",1520,"6/30/18 6:30",166.415,2018-06-30 06:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1290.57803603645,NA,901.039926930564
"1521",1521,"6/30/18 7:00",166.414,2018-06-30 07:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1290.04347448474,NA,897.689249583986
"1522",1522,"6/30/18 7:30",166.414,2018-06-30 07:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1289.50891293302,NA,897.689249583986
"1523",1523,"6/30/18 8:00",166.411,2018-06-30 08:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1288.9743513813,NA,887.637217544601
"1524",1524,"6/30/18 8:30",166.412,2018-06-30 08:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1288.43978982958,NA,890.987894891063
"1525",1525,"6/30/18 9:00",166.411,2018-06-30 09:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1287.90522827786,NA,887.637217544601
"1526",1526,"6/30/18 9:30",166.409,2018-06-30 09:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1287.37066672614,NA,880.935862851446
"1527",1527,"6/30/18 10:00",166.409,2018-06-30 10:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1286.83610517443,NA,880.935862851446
"1528",1528,"6/30/18 10:30",166.41,2018-06-30 10:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1286.30154362271,NA,884.286540198023
"1529",1529,"6/30/18 11:00",166.409,2018-06-30 11:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1285.76698207099,NA,880.935862851446
"1530",1530,"6/30/18 11:30",166.41,2018-06-30 11:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1285.23242051927,NA,884.286540198023
"1531",1531,"6/30/18 12:00",166.412,2018-06-30 12:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1284.69785896755,NA,890.987894891063
"1532",1532,"6/30/18 12:30",166.411,2018-06-30 12:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1284.16329741583,NA,887.637217544601
"1533",1533,"6/30/18 13:00",166.413,2018-06-30 13:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1283.62873586412,NA,894.338572237641
"1534",1534,"6/30/18 13:30",166.409,2018-06-30 13:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1283.0941743124,NA,880.935862851446
"1535",1535,"6/30/18 14:00",166.414,2018-06-30 14:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1282.55961276068,NA,897.689249583986
"1536",1536,"6/30/18 14:30",166.411,2018-06-30 14:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1282.02505120896,NA,887.637217544601
"1537",1537,"6/30/18 15:00",166.416,2018-06-30 15:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1281.49048965724,NA,904.390604277025
"1538",1538,"6/30/18 15:30",166.416,2018-06-30 15:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1280.95592810553,NA,904.390604277025
"1539",1539,"6/30/18 16:00",166.416,2018-06-30 16:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1280.42136655381,NA,904.390604277025
"1540",1540,"6/30/18 16:30",166.416,2018-06-30 16:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1279.88680500209,NA,904.390604277025
"1541",1541,"6/30/18 17:00",166.411,2018-06-30 17:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1279.35224345037,NA,887.637217544601
"1542",1542,"6/30/18 17:30",166.417,2018-06-30 17:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1278.81768189865,NA,907.741281623603
"1543",1543,"6/30/18 18:00",166.419,2018-06-30 18:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1278.28312034693,NA,914.442636316642
"1544",1544,"6/30/18 18:30",166.419,2018-06-30 18:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1277.74855879522,NA,914.442636316642
"1545",1545,"6/30/18 19:00",166.42,2018-06-30 19:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1277.2139972435,NA,917.793313663104
"1546",1546,"6/30/18 19:30",166.42,2018-06-30 19:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1276.67943569178,NA,917.793313663104
"1547",1547,"6/30/18 20:00",166.42,2018-06-30 20:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1276.14487414006,NA,917.793313663104
"1548",1548,"6/30/18 20:30",166.422,2018-06-30 20:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1275.61031258834,NA,924.494668356143
"1549",1549,"6/30/18 21:00",166.419,2018-06-30 21:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1275.07575103662,NA,914.442636316642
"1550",1550,"6/30/18 21:30",166.419,2018-06-30 21:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1274.54118948491,NA,914.442636316642
"1551",1551,"6/30/18 22:00",166.421,2018-06-30 22:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1274.00662793319,NA,921.143991009565
"1552",1552,"6/30/18 22:30",166.422,2018-06-30 22:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1273.47206638147,NA,924.494668356143
"1553",1553,"6/30/18 23:00",166.421,2018-06-30 23:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1272.93750482975,NA,921.143991009565
"1554",1554,"6/30/18 23:30",166.423,2018-06-30 23:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1272.40294327803,NA,927.845345702604
"1555",1555,"7/1/18 0:00",166.429,2018-07-01 00:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1271.86838172632,NA,947.949409781722
"1556",1556,"7/1/18 0:30",166.431,2018-07-01 00:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1271.3338201746,NA,954.650764474762
"1557",1557,"7/1/18 1:00",166.43,2018-07-01 01:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1270.79925862288,NA,951.300087128184
"1558",1558,"7/1/18 1:30",166.43,2018-07-01 01:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1270.26469707116,NA,951.300087128184
"1559",1559,"7/1/18 2:00",166.431,2018-07-01 02:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1269.73013551944,NA,954.650764474762
"1560",1560,"7/1/18 2:30",166.427,2018-07-01 02:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1269.19557396772,NA,941.248055088683
"1561",1561,"7/1/18 3:00",166.428,2018-07-01 03:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1268.66101241601,NA,944.598732435144
"1562",1562,"7/1/18 3:30",166.432,2018-07-01 03:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1268.12645086429,NA,958.001441821107
"1563",1563,"7/1/18 4:00",166.428,2018-07-01 04:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1267.59188931257,NA,944.598732435144
"1564",1564,"7/1/18 4:30",166.434,2018-07-01 04:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1267.05732776085,NA,964.702796514262
"1565",1565,"7/1/18 5:00",166.431,2018-07-01 05:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1266.52276620913,NA,954.650764474762
"1566",1566,"7/1/18 5:30",166.434,2018-07-01 05:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1265.98820465741,NA,964.702796514262
"1567",1567,"7/1/18 6:00",166.439,2018-07-01 06:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1265.4536431057,NA,981.456183246686
"1568",1568,"7/1/18 6:30",166.439,2018-07-01 06:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1264.91908155398,NA,981.456183246686
"1569",1569,"7/1/18 7:00",166.442,2018-07-01 07:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1264.38452000226,NA,991.508215286303
"1570",1570,"7/1/18 7:30",166.44,2018-07-01 07:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1263.84995845054,NA,984.806860593264
"1571",1571,"7/1/18 8:00",166.442,2018-07-01 08:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1263.31539689882,NA,991.508215286303
"1572",1572,"7/1/18 8:30",166.447,2018-07-01 08:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1262.78083534711,NA,1008.26160201884
"1573",1573,"7/1/18 9:00",166.451,2018-07-01 09:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1262.24627379539,NA,1021.66431140481
"1574",1574,"7/1/18 9:30",166.458,2018-07-01 09:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1261.71171224367,NA,1045.11905283039
"1575",1575,"7/1/18 10:00",166.463,2018-07-01 10:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1261.17715069195,NA,1061.87243956293
"1576",1576,"7/1/18 10:30",166.474,2018-07-01 10:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1260.64258914023,NA,1098.72989037447
"1577",1577,"7/1/18 11:00",166.486,2018-07-01 11:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1260.10802758851,NA,1138.93801853259
"1578",1578,"7/1/18 11:30",166.502,2018-07-01 11:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1259.5734660368,NA,1192.54885607678
"1579",1579,"7/1/18 12:00",166.519,2018-07-01 12:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1259.03890448508,NA,1249.51037096744
"1580",1580,"7/1/18 12:30",166.543,2018-07-01 12:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1258.50434293336,NA,1329.92662728357
"1581",1581,"7/1/18 13:00",166.573,2018-07-01 13:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1257.96978138164,NA,1430.44694767881
"1582",1582,"7/1/18 13:30",166.613,2018-07-01 13:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1257.43521982992,NA,1564.47404153913
"1583",1583,"7/1/18 14:00",166.65,2018-07-01 14:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1256.9006582782,NA,1688.44910335995
"1584",1584,"7/1/18 14:30",166.685,2018-07-01 14:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1256.36609672649,NA,1805.72281048761
"1585",1585,"7/1/18 15:00",166.715,2018-07-01 15:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1255.83153517477,NA,1906.24313088285
"1586",1586,"7/1/18 15:30",166.742,2018-07-01 15:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1255.29697362305,NA,1996.71141923859
"1587",1587,"7/1/18 16:00",166.762,2018-07-01 16:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1254.76241207133,NA,2063.72496616875
"1588",1588,"7/1/18 16:30",166.78,2018-07-01 16:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1254.22785051961,NA,2124.03715840587
"1589",1589,"7/1/18 17:00",166.798,2018-07-01 17:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1253.69328896789,NA,2184.34935064299
"1590",1590,"7/1/18 17:30",166.816,2018-07-01 17:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1253.15872741618,NA,2244.66154288023
"1591",1591,"7/1/18 18:00",166.825,2018-07-01 18:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1252.62416586446,NA,2274.81763899873
"1592",1592,"7/1/18 18:30",166.832,2018-07-01 18:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1252.08960431274,NA,2298.27238042431
"1593",1593,"7/1/18 19:00",166.841,2018-07-01 19:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1251.55504276102,NA,2328.42847654293
"1594",1594,"7/1/18 19:30",166.847,2018-07-01 19:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1251.0204812093,NA,2348.53254062193
"1595",1595,"7/1/18 20:00",166.846,2018-07-01 20:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1250.48591965759,NA,2345.18186327536
"1596",1596,"7/1/18 20:30",166.846,2018-07-01 20:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1249.95135810587,NA,2345.18186327536
"1597",1597,"7/1/18 21:00",166.846,2018-07-01 21:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1249.41679655415,NA,2345.18186327536
"1598",1598,"7/1/18 21:30",166.841,2018-07-01 21:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1248.88223500243,NA,2328.42847654293
"1599",1599,"7/1/18 22:00",166.841,2018-07-01 22:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1248.34767345071,NA,2328.42847654293
"1600",1600,"7/1/18 22:30",166.829,2018-07-01 22:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1247.81311189899,NA,2288.22034838481
"1601",1601,"7/1/18 23:00",166.837,2018-07-01 23:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1247.27855034728,NA,2315.02576715674
"1602",1602,"7/1/18 23:30",166.823,2018-07-01 23:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1246.74398879556,NA,2268.1162843057
"1603",1603,"7/2/18 0:00",166.829,2018-07-02 00:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1246.20942724384,NA,2288.22034838481
"1604",1604,"7/2/18 0:30",166.832,2018-07-02 00:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1245.67486569212,NA,2298.27238042431
"1605",1605,"7/2/18 1:00",166.831,2018-07-02 01:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1245.1403041404,NA,2294.92170307774
"1606",1606,"7/2/18 1:30",166.825,2018-07-02 01:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1244.60574258868,NA,2274.81763899873
"1607",1607,"7/2/18 2:00",166.821,2018-07-02 02:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1244.07118103697,NA,2261.41492961266
"1608",1608,"7/2/18 2:30",166.829,2018-07-02 02:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1243.53661948525,NA,2288.22034838481
"1609",1609,"7/2/18 3:00",166.846,2018-07-02 03:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1243.00205793353,NA,2345.18186327536
"1610",1610,"7/2/18 3:30",166.865,2018-07-02 03:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1242.46749638181,NA,2408.84473285906
"1611",1611,"7/2/18 4:00",166.884,2018-07-02 04:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1241.93293483009,NA,2472.50760244264
"1612",1612,"7/2/18 4:30",166.906,2018-07-02 04:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1241.39837327838,NA,2546.22250406584
"1613",1613,"7/2/18 5:00",166.933,2018-07-02 05:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1240.86381172666,NA,2636.69079242158
"1614",1614,"7/2/18 5:30",166.969,2018-07-02 05:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1240.32925017494,NA,2757.31517689582
"1615",1615,"7/2/18 6:00",166.98,2018-07-02 06:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1239.79468862322,NA,2794.17262770736
"1616",1616,"7/2/18 6:30",166.99,2018-07-02 06:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1239.2601270715,NA,2827.67940117256
"1617",1617,"7/2/18 7:00",166.98,2018-07-02 07:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1238.72556551978,NA,2794.17262770736
"1618",1618,"7/2/18 7:30",167.027,2018-07-02 07:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1238.19100396807,NA,2951.65446299326
"1619",1619,"7/2/18 8:00",167.028,2018-07-02 08:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1237.65644241635,NA,2955.00514033972
"1620",1620,"7/2/18 8:30",167.007,2018-07-02 08:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1237.12188086463,NA,2884.64091606322
"1621",1621,"7/2/18 9:00",167.008,2018-07-02 09:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1236.58731931291,NA,2887.99159340968
"1622",1622,"7/2/18 9:30",167.008,2018-07-02 09:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1236.05275776119,NA,2887.99159340968
"1623",1623,"7/2/18 10:00",167.016,2018-07-02 10:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1235.51819620947,NA,2914.79701218172
"1624",1624,"7/2/18 10:30",167.012,2018-07-02 10:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1234.98363465776,NA,2901.39430279564
"1625",1625,"7/2/18 11:00",167.018,2018-07-02 11:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1234.44907310604,NA,2921.49836687476
"1626",1626,"7/2/18 11:30",167.023,2018-07-02 11:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1233.91451155432,NA,2938.2517536073
"1627",1627,"7/2/18 12:00",167.036,2018-07-02 12:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1233.3799500026,NA,2981.81055911188
"1628",1628,"7/2/18 12:30",167.035,2018-07-02 12:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1232.84538845088,NA,2978.4598817653
"1629",1629,"7/2/18 13:00",166.959,2018-07-02 13:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1232.31082689917,NA,2723.80840343074
"1630",1630,"7/2/18 13:30",166.99,2018-07-02 13:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1231.77626534745,NA,2827.67940117256
"1631",1631,"7/2/18 14:00",166.946,2018-07-02 14:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1231.24170379573,NA,2680.24959792616
"1632",1632,"7/2/18 14:30",166.994,2018-07-02 14:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1230.70714224401,NA,2841.08211055852
"1633",1633,"7/2/18 15:00",166.933,2018-07-02 15:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1230.17258069229,NA,2636.69079242158
"1634",1634,"7/2/18 15:30",166.944,2018-07-02 15:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1229.63801914057,NA,2673.54824323312
"1635",1635,"7/2/18 16:00",166.929,2018-07-02 16:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1229.10345758886,NA,2623.2880830355
"1636",1636,"7/2/18 16:30",166.904,2018-07-02 16:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1228.56889603714,NA,2539.5211493728
"1637",1637,"7/2/18 17:00",166.915,2018-07-02 17:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1228.03433448542,NA,2576.37860018446
"1638",1638,"7/2/18 17:30",166.931,2018-07-02 17:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1227.4997729337,NA,2629.98943772854
"1639",1639,"7/2/18 18:00",166.892,2018-07-02 18:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1226.96521138198,NA,2499.3130212148
"1640",1640,"7/2/18 18:30",166.88,2018-07-02 18:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1226.43064983026,NA,2459.10489305668
"1641",1641,"7/2/18 19:00",166.858,2018-07-02 19:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1225.89608827855,NA,2385.38999143348
"1642",1642,"7/2/18 19:30",166.874,2018-07-02 19:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1225.36152672683,NA,2439.00082897756
"1643",1643,"7/2/18 20:00",166.854,2018-07-02 20:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1224.82696517511,NA,2371.98728204751
"1644",1644,"7/2/18 20:30",166.849,2018-07-02 20:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1224.29240362339,NA,2355.23389531486
"1645",1645,"7/2/18 21:00",166.849,2018-07-02 21:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1223.75784207167,NA,2355.23389531486
"1646",1646,"7/2/18 21:30",166.82,2018-07-02 21:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1223.22328051995,NA,2258.06425226619
"1647",1647,"7/2/18 22:00",166.824,2018-07-02 22:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1222.68871896824,NA,2271.46696165227
"1648",1648,"7/2/18 22:30",166.811,2018-07-02 22:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1222.15415741652,NA,2227.90815614769
"1649",1649,"7/2/18 23:00",166.804,2018-07-02 23:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1221.6195958648,NA,2204.45341472211
"1650",1650,"7/2/18 23:30",166.795,2018-07-02 23:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1221.08503431308,NA,2174.29731860349
"1651",1651,"7/3/18 0:00",166.79,2018-07-03 00:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1220.55047276136,NA,2157.54393187095
"1652",1652,"7/3/18 0:30",166.781,2018-07-03 00:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1220.01591120965,NA,2127.38783575245
"1653",1653,"7/3/18 1:00",166.776,2018-07-03 01:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1219.48134965793,NA,2110.63444901991
"1654",1654,"7/3/18 1:30",166.77,2018-07-03 01:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1218.94678810621,NA,2090.53038494079
"1655",1655,"7/3/18 2:00",166.76,2018-07-03 02:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1218.41222655449,NA,2057.02361147571
"1656",1656,"7/3/18 2:30",166.751,2018-07-03 02:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1217.87766500277,NA,2026.86751535721
"1657",1657,"7/3/18 3:00",166.743,2018-07-03 03:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1217.34310345105,NA,2000.06209658505
"1658",1658,"7/3/18 3:30",166.741,2018-07-03 03:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1216.80854189934,NA,1993.36074189213
"1659",1659,"7/3/18 4:00",166.739,2018-07-03 04:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1216.27398034762,NA,1986.65938719909
"1660",1660,"7/3/18 4:30",166.738,2018-07-03 04:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1215.7394187959,NA,1983.30870985251
"1661",1661,"7/3/18 5:00",166.725,2018-07-03 05:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1215.20485724418,NA,1939.74990434793
"1662",1662,"7/3/18 5:30",166.732,2018-07-03 05:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1214.67029569246,NA,1963.20464577351
"1663",1663,"7/3/18 6:00",166.714,2018-07-03 06:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1214.13573414074,NA,1902.89245353639
"1664",1664,"7/3/18 6:30",166.709,2018-07-03 06:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1213.60117258903,NA,1886.13906680385
"1665",1665,"7/3/18 7:00",166.706,2018-07-03 07:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1213.06661103731,NA,1876.08703476423
"1666",1666,"7/3/18 7:30",166.706,2018-07-03 07:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1212.53204948559,NA,1876.08703476423
"1667",1667,"7/3/18 8:00",166.705,2018-07-03 08:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1211.99748793387,NA,1872.73635741789
"1668",1668,"7/3/18 8:30",166.696,2018-07-03 08:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1211.46292638215,NA,1842.58026129927
"1669",1669,"7/3/18 9:00",166.689,2018-07-03 09:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1210.92836483044,NA,1819.12551987369
"1670",1670,"7/3/18 9:30",166.691,2018-07-03 09:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1210.39380327872,NA,1825.82687456673
"1671",1671,"7/3/18 10:00",166.68,2018-07-03 10:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1209.859241727,NA,1788.96942375519
"1672",1672,"7/3/18 10:30",166.678,2018-07-03 10:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1209.32468017528,NA,1782.26806906215
"1673",1673,"7/3/18 11:00",166.674,2018-07-03 11:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1208.79011862356,NA,1768.86535967607
"1674",1674,"7/3/18 11:30",166.67,2018-07-03 11:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1208.25555707184,NA,1755.46265028999
"1675",1675,"7/3/18 12:00",166.666,2018-07-03 12:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1207.72099552013,NA,1742.05994090403
"1676",1676,"7/3/18 12:30",166.664,2018-07-03 12:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1207.18643396841,NA,1735.35858621099
"1677",1677,"7/3/18 13:00",166.658,2018-07-03 13:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1206.65187241669,NA,1715.25452213187
"1678",1678,"7/3/18 13:30",166.652,2018-07-03 13:30:00,"Moose1",NA,NA,NA,NA,1000,NA,1206.11731086497,NA,1695.15045805287
"1679",1679,"7/3/18 14:00",166.649,2018-07-03 14:00:00,"Moose1",NA,NA,NA,NA,1000,NA,1205.58274931325,NA,1685.09842601337
