"Site","DateTime","PT1Q","PT2Q","MeanDischarge"
"MOOS",2018-05-30 18:00:00,1553.38671139069,1232.89351209137,1393.14011174103
"MOOS",2018-05-30 18:30:00,1565.20989257761,1230.04900950019,1397.6294510389
"MOOS",2018-05-30 19:00:00,1561.26883218205,1230.04900950019,1395.65892084112
"MOOS",2018-05-30 19:30:00,1569.15095297329,1227.20450690901,1398.17772994115
"MOOS",2018-05-30 20:00:00,1553.38671139069,1224.36000431777,1388.87335785423
"MOOS",2018-05-30 20:30:00,1553.38671139069,1221.51550172659,1387.45110655864
"MOOS",2018-05-30 21:00:00,1549.44565099513,1227.20450690901,1388.32507895207
"MOOS",2018-05-30 21:30:00,1561.26883218205,1224.36000431777,1392.81441824991
"MOOS",2018-05-30 22:00:00,1557.32777178637,1230.04900950019,1393.68839064328
"MOOS",2018-05-30 22:30:00,1569.15095297329,1221.51550172659,1395.33322734994
"MOOS",2018-05-30 23:00:00,1557.32777178637,1224.36000431777,1390.84388805207
"MOOS",2018-05-30 23:30:00,1561.26883218205,1210.13749136182,1385.70316177193
"MOOS",2018-05-31 00:00:00,1573.09201336873,1221.51550172659,1397.30375754766
"MOOS",2018-05-31 00:30:00,1561.26883218205,1212.98199395306,1387.12541306755
"MOOS",2018-05-31 01:00:00,1565.20989257761,1193.07047581469,1379.14018419615
"MOOS",2018-05-31 01:30:00,1553.38671139069,1198.75948099711,1376.0730961939
"MOOS",2018-05-31 02:00:00,1569.15095297329,1184.53696804109,1376.84396050719
"MOOS",2018-05-31 02:30:00,1549.44565099513,1178.8479628588,1364.14680692696
"MOOS",2018-05-31 03:00:00,1565.20989257761,1173.15895767638,1369.18442512699
"MOOS",2018-05-31 03:30:00,1557.32777178637,1167.46995249396,1362.39886214017
"MOOS",2018-05-31 04:00:00,1561.26883218205,1156.09194212925,1358.68038715565
"MOOS",2018-05-31 04:30:00,1565.20989257761,1147.55843435571,1356.38416346666
"MOOS",2018-05-31 05:00:00,1557.32777178637,1144.71393176448,1351.02085177542
"MOOS",2018-05-31 05:30:00,1561.26883218205,1139.02492658206,1350.14687938205
"MOOS",2018-05-31 06:00:00,1553.38671139069,1144.71393176448,1349.05032157758
"MOOS",2018-05-31 06:30:00,1549.44565099513,1153.24743953801,1351.34654526657
"MOOS",2018-05-31 07:00:00,1553.38671139069,1141.8694291733,1347.62807028199
"MOOS",2018-05-31 07:30:00,1545.50459059956,1150.40293694683,1347.9537637732
"MOOS",2018-05-31 08:00:00,1533.68140941265,1164.62544990284,1349.15342965774
"MOOS",2018-05-31 08:30:00,1549.44565099513,1187.38147063227,1368.4135608137
"MOOS",2018-05-31 09:00:00,1529.74034901708,1173.15895767638,1351.44965334673
"MOOS",2018-05-31 09:30:00,1533.68140941265,1156.09194212925,1344.88667577095
"MOOS",2018-05-31 10:00:00,1529.74034901708,1164.62544990284,1347.18289945996
"MOOS",2018-05-31 10:30:00,1541.56353020389,1161.78094731161,1351.67223875775
"MOOS",2018-05-31 11:00:00,1553.38671139069,1158.93644472043,1356.16157805556
"MOOS",2018-05-31 11:30:00,1545.50459059956,1161.78094731161,1353.64276895559
"MOOS",2018-05-31 12:00:00,1537.62246980832,1170.31445508514,1353.96846244673
"MOOS",2018-05-31 12:30:00,1533.68140941265,1167.46995249396,1350.5756809533
"MOOS",2018-05-31 13:00:00,1541.56353020389,1173.15895767638,1357.36124394013
"MOOS",2018-05-31 13:30:00,1537.62246980832,1178.8479628588,1358.23521633356
"MOOS",2018-05-31 14:00:00,1521.85822822584,1173.15895767638,1347.50859295111
"MOOS",2018-05-31 14:30:00,1517.91716783028,1181.69246544997,1349.80481664013
"MOOS",2018-05-31 15:00:00,1513.9761074346,1181.69246544997,1347.83428644229
"MOOS",2018-05-31 15:30:00,1521.85822822584,1173.15895767638,1347.50859295111
"MOOS",2018-05-31 16:00:00,1521.85822822584,1195.91497840593,1358.88660331588
"MOOS",2018-05-31 16:30:00,1510.03504703892,1190.22597322351,1350.13051013122
"MOOS",2018-05-31 17:00:00,1513.9761074346,1195.91497840593,1354.94554292026
"MOOS",2018-05-31 17:30:00,1517.91716783028,1198.75948099711,1358.33832441369
"MOOS",2018-05-31 18:00:00,1498.21186585212,1195.91497840593,1347.06342212902
"MOOS",2018-05-31 18:30:00,1517.91716783028,1207.29298877064,1362.60507830046
"MOOS",2018-05-31 19:00:00,1506.09398664336,1210.13749136182,1358.11573900259
"MOOS",2018-05-31 19:30:00,1486.38868466532,1218.67099913536,1352.52984190034
"MOOS",2018-05-31 20:00:00,1502.15292624768,1198.75948099711,1350.45620362239
"MOOS",2018-05-31 20:30:00,1498.21186585212,1215.82649654424,1357.01918119818
"MOOS",2018-05-31 21:00:00,1490.32974506088,1218.67099913536,1354.50037209812
"MOOS",2018-05-31 21:30:00,1498.21186585212,1221.51550172659,1359.86368378936
"MOOS",2018-05-31 22:00:00,1490.32974506088,1235.73801468249,1363.03387987168
"MOOS",2018-05-31 22:30:00,1502.15292624768,1230.04900950019,1366.10096787394
"MOOS",2018-05-31 23:00:00,1494.27080545656,1235.73801468249,1365.00441006952
"MOOS",2018-05-31 23:30:00,1498.21186585212,1241.4270198649,1369.81944285851
"MOOS",2018-06-01 00:00:00,1513.9761074346,1241.4270198649,1377.70156364975
"MOOS",2018-06-01 00:30:00,1498.21186585212,1235.73801468249,1366.9749402673
"MOOS",2018-06-01 01:00:00,1506.09398664336,1244.27152245614,1375.18275454975
"MOOS",2018-06-01 01:30:00,1502.15292624768,1238.58251727372,1370.3677217607
"MOOS",2018-06-01 02:00:00,1498.21186585212,1241.4270198649,1369.81944285851
"MOOS",2018-06-01 02:30:00,1494.27080545656,1232.89351209137,1363.58215877396
"MOOS",2018-06-01 03:00:00,1510.03504703892,1232.89351209137,1371.46427956515
"MOOS",2018-06-01 03:30:00,1494.27080545656,1227.20450690901,1360.73765618278
"MOOS",2018-06-01 04:00:00,1494.27080545656,1224.36000431777,1359.31540488717
"MOOS",2018-06-01 04:30:00,1478.50656387396,1218.67099913536,1348.58878150466
"MOOS",2018-06-01 05:00:00,1506.09398664336,1215.82649654424,1360.9602415938
"MOOS",2018-06-01 05:30:00,1506.09398664336,1227.20450690901,1366.64924677619
"MOOS",2018-06-01 06:00:00,1494.27080545656,1221.51550172659,1357.89315359158
"MOOS",2018-06-01 06:30:00,1490.32974506088,1230.04900950019,1360.18937728053
"MOOS",2018-06-01 07:00:00,1494.27080545656,1230.04900950019,1362.15990747837
"MOOS",2018-06-01 07:30:00,1494.27080545656,1210.13749136182,1352.20414840919
"MOOS",2018-06-01 08:00:00,1498.21186585212,1215.82649654424,1357.01918119818
"MOOS",2018-06-01 08:30:00,1470.62444308284,1215.82649654424,1343.22546981354
"MOOS",2018-06-01 09:00:00,1474.56550347852,1224.36000431777,1349.46275389814
"MOOS",2018-06-01 09:30:00,1482.44762426964,1221.51550172659,1351.98156299812
"MOOS",2018-06-01 10:00:00,1486.38868466532,1218.67099913536,1352.52984190034
"MOOS",2018-06-01 10:30:00,1506.09398664336,1224.36000431777,1365.22699548057
"MOOS",2018-06-01 11:00:00,1482.44762426964,1232.89351209137,1357.6705681805
"MOOS",2018-06-01 11:30:00,1498.21186585212,1241.4270198649,1369.81944285851
"MOOS",2018-06-01 12:00:00,1502.15292624768,1235.73801468249,1368.94547046509
"MOOS",2018-06-01 12:30:00,1506.09398664336,1249.96052763856,1378.02725714096
"MOOS",2018-06-01 13:00:00,1498.21186585212,1249.96052763856,1374.08619674534
"MOOS",2018-06-01 13:30:00,1486.38868466532,1247.11602504732,1366.75235485632
"MOOS",2018-06-01 14:00:00,1478.50656387396,1258.49403541203,1368.500299643
"MOOS",2018-06-01 14:30:00,1478.50656387396,1261.33853800327,1369.92255093862
"MOOS",2018-06-01 15:00:00,1486.38868466532,1272.71654836799,1379.55261651665
"MOOS",2018-06-01 15:30:00,1478.50656387396,1278.4055535504,1378.45605871218
"MOOS",2018-06-01 16:00:00,1458.80126189592,1275.56105095922,1367.18115642757
"MOOS",2018-06-01 16:30:00,1474.56550347852,1272.71654836799,1373.64102592325
"MOOS",2018-06-01 17:00:00,1462.7423222916,1272.71654836799,1367.72943532979
"MOOS",2018-06-01 17:30:00,1454.86020150036,1284.09455873282,1369.47738011659
"MOOS",2018-06-01 18:00:00,1446.97808070912,1286.93906132394,1366.95857101653
"MOOS",2018-06-01 18:30:00,1439.09595991788,1301.16157427989,1370.12876709888
"MOOS",2018-06-01 19:00:00,1431.21383912663,1298.31707168877,1364.7654554077
"MOOS",2018-06-01 19:30:00,1435.1548995222,1295.47256909753,1365.31373430986
"MOOS",2018-06-01 20:00:00,1439.09595991788,1295.47256909753,1367.2842645077
"MOOS",2018-06-01 20:30:00,1427.27277873107,1286.93906132394,1357.1059200275
"MOOS",2018-06-01 21:00:00,1419.39065793983,1298.31707168877,1358.8538648143
"MOOS",2018-06-01 21:30:00,1431.21383912663,1306.85057946225,1369.03220929444
"MOOS",2018-06-01 22:00:00,1439.09595991788,1306.85057946225,1372.97326969006
"MOOS",2018-06-01 22:30:00,1435.1548995222,1306.85057946225,1371.00273949222
"MOOS",2018-06-01 23:00:00,1439.09595991788,1304.00607687107,1371.55101839447
"MOOS",2018-06-01 23:30:00,1443.03702031355,1301.16157427989,1372.09929729672
"MOOS",2018-06-02 00:00:00,1435.1548995222,1298.31707168877,1366.73598560548
"MOOS",2018-06-02 00:30:00,1443.03702031355,1298.31707168877,1370.67704600116
"MOOS",2018-06-02 01:00:00,1431.21383912663,1289.78356391512,1360.49870152088
"MOOS",2018-06-02 01:30:00,1423.33171833551,1289.78356391512,1356.55764112531
"MOOS",2018-06-02 02:00:00,1435.1548995222,1275.56105095922,1355.35797524071
"MOOS",2018-06-02 02:30:00,1431.21383912663,1267.02754318569,1349.12069115616
"MOOS",2018-06-02 03:00:00,1423.33171833551,1252.80503022968,1338.06837428259
"MOOS",2018-06-02 03:30:00,1427.27277873107,1249.96052763856,1338.61665318481
"MOOS",2018-06-02 04:00:00,1419.39065793983,1238.58251727372,1328.98658760678
"MOOS",2018-06-02 04:30:00,1423.33171833551,1238.58251727372,1330.95711780462
"MOOS",2018-06-02 05:00:00,1423.33171833551,1224.36000431777,1323.84586132664
"MOOS",2018-06-02 05:30:00,1411.50853714859,1221.51550172659,1316.51201943759
"MOOS",2018-06-02 06:00:00,1403.62641635735,1207.29298877064,1305.459702564
"MOOS",2018-06-02 06:30:00,1427.27277873107,1201.60398358823,1314.43838115965
"MOOS",2018-06-02 07:00:00,1395.74429556611,1187.38147063227,1291.56288309919
"MOOS",2018-06-02 07:30:00,1411.50853714859,1187.38147063227,1299.44500389043
"MOOS",2018-06-02 08:00:00,1411.50853714859,1181.69246544997,1296.60050129928
"MOOS",2018-06-02 08:30:00,1399.68535596179,1173.15895767638,1286.42215681908
"MOOS",2018-06-02 09:00:00,1407.56747675291,1164.62544990284,1286.09646332788
"MOOS",2018-06-02 09:30:00,1427.27277873107,1158.93644472043,1293.10461172575
"MOOS",2018-06-02 10:00:00,1419.39065793983,1161.78094731161,1290.58580262572
"MOOS",2018-06-02 10:30:00,1415.44959754415,1153.24743953801,1284.34851854108
"MOOS",2018-06-02 11:00:00,1411.50853714859,1153.24743953801,1282.3779883433
"MOOS",2018-06-02 11:30:00,1411.50853714859,1150.40293694683,1280.95573704771
"MOOS",2018-06-02 12:00:00,1415.44959754415,1147.55843435571,1281.50401594993
"MOOS",2018-06-02 12:30:00,1415.44959754415,1144.71393176448,1280.08176465431
"MOOS",2018-06-02 13:00:00,1403.62641635735,1147.55843435571,1275.59242535653
"MOOS",2018-06-02 13:30:00,1407.56747675291,1150.40293694683,1278.98520684987
"MOOS",2018-06-02 14:00:00,1403.62641635735,1158.93644472043,1281.28143053889
"MOOS",2018-06-02 14:30:00,1407.56747675291,1170.31445508514,1288.94096591903
"MOOS",2018-06-02 15:00:00,1411.50853714859,1173.15895767638,1292.33374741249
"MOOS",2018-06-02 15:30:00,1399.68535596179,1173.15895767638,1286.42215681908
"MOOS",2018-06-02 16:00:00,1399.68535596179,1176.00346026756,1287.84440811467
"MOOS",2018-06-02 16:30:00,1387.86217477487,1176.00346026756,1281.93281752121
"MOOS",2018-06-02 17:00:00,1399.68535596179,1176.00346026756,1287.84440811467
"MOOS",2018-06-02 17:30:00,1391.80323517055,1176.00346026756,1283.90334771905
"MOOS",2018-06-02 18:00:00,1360.27475200547,1181.69246544997,1270.98360872772
"MOOS",2018-06-02 18:30:00,1391.80323517055,1176.00346026756,1283.90334771905
"MOOS",2018-06-02 19:00:00,1379.98005398375,1178.8479628588,1279.41400842127
"MOOS",2018-06-02 19:30:00,1387.86217477487,1187.38147063227,1287.62182270357
"MOOS",2018-06-02 20:00:00,1407.56747675291,1187.38147063227,1297.47447369259
"MOOS",2018-06-02 20:30:00,1407.56747675291,1207.29298877064,1307.43023276178
"MOOS",2018-06-02 21:00:00,1427.27277873107,1212.98199395306,1320.12738634206
"MOOS",2018-06-02 21:30:00,1446.97808070912,1221.51550172659,1334.24679121785
"MOOS",2018-06-02 22:00:00,1458.80126189592,1238.58251727372,1348.69188958482
"MOOS",2018-06-02 22:30:00,1458.80126189592,1244.27152245614,1351.53639217603
"MOOS",2018-06-02 23:00:00,1450.91914110479,1244.27152245614,1347.59533178047
"MOOS",2018-06-02 23:30:00,1462.7423222916,1249.96052763856,1356.35142496508
"MOOS",2018-06-03 00:00:00,1470.62444308284,1247.11602504732,1358.87023406508
"MOOS",2018-06-03 00:30:00,1458.80126189592,1255.64953282085,1357.22539735839
"MOOS",2018-06-03 01:00:00,1478.50656387396,1252.80503022968,1365.65579705182
"MOOS",2018-06-03 01:30:00,1466.68338268716,1244.27152245614,1355.47745257165
"MOOS",2018-06-03 02:00:00,1474.56550347852,1238.58251727372,1356.57401037612
"MOOS",2018-06-03 02:30:00,1478.50656387396,1230.04900950019,1354.27778668707
"MOOS",2018-06-03 03:00:00,1490.32974506088,1221.51550172659,1355.92262339374
"MOOS",2018-06-03 03:30:00,1443.03702031355,1212.98199395306,1328.00950713331
"MOOS",2018-06-03 04:00:00,1470.62444308284,1210.13749136182,1340.38096722233
"MOOS",2018-06-03 04:30:00,1466.68338268716,1201.60398358823,1334.14368313769
"MOOS",2018-06-03 05:00:00,1450.91914110479,1198.75948099711,1324.83931105095
"MOOS",2018-06-03 05:30:00,1458.80126189592,1190.22597322351,1324.51361755971
"MOOS",2018-06-03 06:00:00,1450.91914110479,1173.15895767638,1312.03904939059
"MOOS",2018-06-03 06:30:00,1462.7423222916,1178.8479628588,1320.7951425752
"MOOS",2018-06-03 07:00:00,1450.91914110479,1167.46995249396,1309.19454679938
"MOOS",2018-06-03 07:30:00,1446.97808070912,1158.93644472043,1302.95726271477
"MOOS",2018-06-03 08:00:00,1443.03702031355,1150.40293694683,1296.71997863019
"MOOS",2018-06-03 08:30:00,1439.09595991788,1147.55843435571,1293.32719713679
"MOOS",2018-06-03 09:00:00,1427.27277873107,1141.8694291733,1284.57110395218
"MOOS",2018-06-03 09:30:00,1458.80126189592,1133.3359213997,1296.06859164781
"MOOS",2018-06-03 10:00:00,1443.03702031355,1124.80241362617,1283.91971696986
"MOOS",2018-06-03 10:30:00,1431.21383912663,1121.95791103493,1276.58587508078
"MOOS",2018-06-03 11:00:00,1443.03702031355,1121.95791103493,1282.49746567424
"MOOS",2018-06-03 11:30:00,1431.21383912663,1116.26890585251,1273.74137248957
"MOOS",2018-06-03 12:00:00,1439.09595991788,1121.95791103493,1280.5269354764
"MOOS",2018-06-03 12:30:00,1435.1548995222,1121.95791103493,1278.55640527856
"MOOS",2018-06-03 13:00:00,1427.27277873107,1119.11340844375,1273.19309358741
"MOOS",2018-06-03 13:30:00,1415.44959754415,1121.95791103493,1268.70375428954
"MOOS",2018-06-03 14:00:00,1419.39065793983,1119.11340844375,1269.25203319179
"MOOS",2018-06-03 14:30:00,1427.27277873107,1127.64691621735,1277.45984747421
"MOOS",2018-06-03 15:00:00,1411.50853714859,1121.95791103493,1266.73322409176
"MOOS",2018-06-03 15:30:00,1411.50853714859,1124.80241362617,1268.15547538738
"MOOS",2018-06-03 16:00:00,1399.68535596179,1121.95791103493,1260.82163349836
"MOOS",2018-06-03 16:30:00,1391.80323517055,1119.11340844375,1255.45832180715
"MOOS",2018-06-03 17:00:00,1376.03899358807,1116.26890585251,1246.15394972029
"MOOS",2018-06-03 17:30:00,1376.03899358807,1113.42440326139,1244.73169842473
"MOOS",2018-06-03 18:00:00,1368.15687279683,1119.11340844375,1243.63514062029
"MOOS",2018-06-03 18:30:00,1372.09793319239,1119.11340844375,1245.60567081807
"MOOS",2018-06-03 19:00:00,1372.09793319239,1119.11340844375,1245.60567081807
"MOOS",2018-06-03 19:30:00,1364.21581240115,1121.95791103493,1243.08686171804
"MOOS",2018-06-03 20:00:00,1344.5105104231,1119.11340844375,1231.81195943343
"MOOS",2018-06-03 20:30:00,1356.33369161002,1110.57990067021,1233.45679614012
"MOOS",2018-06-03 21:00:00,1372.09793319239,1113.42440326139,1242.76116822689
"MOOS",2018-06-03 21:30:00,1364.21581240115,1107.73539807904,1235.97560524009
"MOOS",2018-06-03 22:00:00,1372.09793319239,1102.04639289662,1237.0721630445
"MOOS",2018-06-03 22:30:00,1356.33369161002,1093.51288512308,1224.92328836655
"MOOS",2018-06-03 23:00:00,1360.27475200547,1090.66838253185,1225.47156726866
"MOOS",2018-06-03 23:30:00,1360.27475200547,1084.97937734949,1222.62706467748
"MOOS",2018-06-04 00:00:00,1356.33369161002,1079.29037216713,1217.81203188858
"MOOS",2018-06-04 00:30:00,1352.39263121434,1073.60136698472,1212.99699909953
"MOOS",2018-06-04 01:00:00,1360.27475200547,1067.9123618023,1214.09355690388
"MOOS",2018-06-04 01:30:00,1360.27475200547,1062.22335662,1211.24905431274
"MOOS",2018-06-04 02:00:00,1348.45157081878,1042.31183848163,1195.38170465021
"MOOS",2018-06-04 02:30:00,1356.33369161002,1028.08932552574,1192.21150856788
"MOOS",2018-06-04 03:00:00,1348.45157081878,1011.02230997861,1179.7369403987
"MOOS",2018-06-04 03:30:00,1352.39263121434,1011.02230997861,1181.70747059648
"MOOS",2018-06-04 04:00:00,1344.5105104231,1025.2448229345,1184.8776666788
"MOOS",2018-06-04 04:30:00,1352.39263121434,1030.93382811686,1191.6632296656
"MOOS",2018-06-04 05:00:00,1340.56945002743,1025.2448229345,1182.90713648096
"MOOS",2018-06-04 05:30:00,1344.5105104231,1011.02230997861,1177.76641020086
"MOOS",2018-06-04 06:00:00,1348.45157081878,1002.48880220496,1175.47018651187
"MOOS",2018-06-04 06:30:00,1340.56945002743,996.799797022541,1168.68462352498
"MOOS",2018-06-04 07:00:00,1328.74626884062,991.110791840241,1159.92853034043
"MOOS",2018-06-04 07:30:00,1305.09990646702,985.421786657826,1145.26084656242
"MOOS",2018-06-04 08:00:00,1336.62838963186,988.266289249063,1162.44733944046
"MOOS",2018-06-04 08:30:00,1324.80520844506,979.73278147541,1152.26899496024
"MOOS",2018-06-04 09:00:00,1336.62838963186,982.577284066647,1159.60283684926
"MOOS",2018-06-04 09:30:00,1352.39263121434,974.043776293111,1163.21820375373
"MOOS",2018-06-04 10:00:00,1352.39263121434,968.354771110695,1160.37370116252
"MOOS",2018-06-04 10:30:00,1352.39263121434,974.043776293111,1163.21820375373
"MOOS",2018-06-04 11:00:00,1348.45157081878,965.510268519516,1156.98091966915
"MOOS",2018-06-04 11:30:00,1352.39263121434,954.132258154743,1153.26244468454
"MOOS",2018-06-04 12:00:00,1348.45157081878,956.97676074598,1152.71416578238
"MOOS",2018-06-04 12:30:00,1352.39263121434,954.132258154743,1153.26244468454
"MOOS",2018-06-04 13:00:00,1352.39263121434,959.821263337159,1156.10694727575
"MOOS",2018-06-04 13:30:00,1344.5105104231,954.132258154743,1149.32138428892
"MOOS",2018-06-04 14:00:00,1340.56945002743,951.287755563564,1145.92860279549
"MOOS",2018-06-04 14:30:00,1336.62838963186,942.754247790028,1139.69131871095
"MOOS",2018-06-04 15:00:00,1336.62838963186,939.909745198849,1138.26906741536
"MOOS",2018-06-04 15:30:00,1324.80520844506,931.376237425196,1128.09072293513
"MOOS",2018-06-04 16:00:00,1320.86414804938,931.376237425196,1126.12019273729
"MOOS",2018-06-04 16:30:00,1328.74626884062,937.065242607612,1132.90575572412
"MOOS",2018-06-04 17:00:00,1324.80520844506,931.376237425196,1128.09072293513
"MOOS",2018-06-04 17:30:00,1320.86414804938,931.376237425196,1126.12019273729
"MOOS",2018-06-04 18:00:00,1312.98202725814,925.687232242897,1119.33462975052
"MOOS",2018-06-04 18:30:00,1309.04096686258,919.998227060481,1114.51959696153
"MOOS",2018-06-04 19:00:00,1301.15884607134,919.998227060481,1110.57853656591
"MOOS",2018-06-04 19:30:00,1309.04096686258,911.464719286945,1110.25284307476
"MOOS",2018-06-04 20:00:00,1309.04096686258,914.309221878066,1111.67509437032
"MOOS",2018-06-04 20:30:00,1305.09990646702,917.153724469303,1111.12681546816
"MOOS",2018-06-04 21:00:00,1301.15884607134,911.464719286945,1106.31178267914
"MOOS",2018-06-04 21:30:00,1305.09990646702,911.464719286945,1108.28231287698
"MOOS",2018-06-04 22:00:00,1301.15884607134,911.464719286945,1106.31178267914
"MOOS",2018-06-04 22:30:00,1309.04096686258,902.931211513351,1105.98608918797
"MOOS",2018-06-04 23:00:00,1309.04096686258,897.242206330935,1103.14158659676
"MOOS",2018-06-04 23:30:00,1312.98202725814,891.553201148636,1102.26761420339
"MOOS",2018-06-05 00:00:00,1289.33566488442,880.175190783804,1084.75542783411
"MOOS",2018-06-05 00:30:00,1293.2767252801,874.486185601447,1083.88145544077
"MOOS",2018-06-05 01:00:00,1297.21778567566,865.952677827852,1081.58523175176
"MOOS",2018-06-05 01:30:00,1305.09990646702,863.108175236674,1084.10404085185
"MOOS",2018-06-05 02:00:00,1293.2767252801,848.885662280722,1071.08119378041
"MOOS",2018-06-05 02:30:00,1301.15884607134,831.818646733591,1066.48874640247
"MOOS",2018-06-05 03:00:00,1297.21778567566,823.285138960055,1060.25146231786
"MOOS",2018-06-05 03:30:00,1301.15884607134,820.440636368876,1060.79974122011
"MOOS",2018-06-05 04:00:00,1305.09990646702,823.285138960055,1064.19252271354
"MOOS",2018-06-05 04:30:00,1316.92308765382,831.818646733591,1074.37086719371
"MOOS",2018-06-05 05:00:00,1305.09990646702,834.66314932477,1069.88152789589
"MOOS",2018-06-05 05:30:00,1312.98202725814,823.285138960055,1068.1335831091
"MOOS",2018-06-05 06:00:00,1316.92308765382,811.907128595223,1064.41510812452
"MOOS",2018-06-05 06:30:00,1305.09990646702,806.218123412924,1055.65901493997
"MOOS",2018-06-05 07:00:00,1301.15884607134,794.840113048092,1047.99947955972
"MOOS",2018-06-05 07:30:00,1289.33566488442,786.306605274556,1037.82113507949
"MOOS",2018-06-05 08:00:00,1297.21778567566,786.306605274556,1041.76219547511
"MOOS",2018-06-05 08:30:00,1301.15884607134,797.684615639329,1049.42173085533
"MOOS",2018-06-05 09:00:00,1301.15884607134,791.995610456972,1046.57722826416
"MOOS",2018-06-05 09:30:00,1312.98202725814,786.306605274556,1049.64431626635
"MOOS",2018-06-05 10:00:00,1312.98202725814,786.306605274556,1049.64431626635
"MOOS",2018-06-05 10:30:00,1340.56945002743,780.61760009214,1060.59352505978
"MOOS",2018-06-05 11:00:00,1297.21778567566,780.61760009214,1038.9176928839
"MOOS",2018-06-05 11:30:00,1316.92308765382,777.773097500962,1047.34809257739
"MOOS",2018-06-05 12:00:00,1309.04096686258,780.61760009214,1044.82928347736
"MOOS",2018-06-05 12:30:00,1305.09990646702,777.773097500962,1041.43650198399
"MOOS",2018-06-05 13:00:00,1309.04096686258,777.773097500962,1043.40703218177
"MOOS",2018-06-05 13:30:00,1316.92308765382,777.773097500962,1047.34809257739
"MOOS",2018-06-05 14:00:00,1312.98202725814,780.61760009214,1046.79981367514
"MOOS",2018-06-05 14:30:00,1305.09990646702,772.084092318662,1038.59199939284
"MOOS",2018-06-05 15:00:00,1289.33566488442,766.395087136247,1027.86537601033
"MOOS",2018-06-05 15:30:00,1305.09990646702,772.084092318662,1038.59199939284
"MOOS",2018-06-05 16:00:00,1305.09990646702,769.239589727425,1037.16974809722
"MOOS",2018-06-05 16:30:00,1305.09990646702,772.084092318662,1038.59199939284
"MOOS",2018-06-05 17:00:00,1289.33566488442,769.239589727425,1029.28762730592
"MOOS",2018-06-05 17:30:00,1297.21778567566,772.084092318662,1034.65093899716
"MOOS",2018-06-05 18:00:00,1309.04096686258,772.084092318662,1040.56252959062
"MOOS",2018-06-05 18:30:00,1289.33566488442,772.084092318662,1030.70987860154
"MOOS",2018-06-05 19:00:00,1316.92308765382,786.306605274556,1051.61484646419
"MOOS",2018-06-05 19:30:00,1297.21778567566,800.529118230508,1048.87345195308
"MOOS",2018-06-05 20:00:00,1312.98202725814,800.529118230508,1056.75557274433
"MOOS",2018-06-05 20:30:00,1324.80520844506,803.373620821687,1064.08941463337
