"DateTime","Q","Site"
2020-06-04 13:00:00,612.339504427767,"POKE"
2020-06-04 13:15:00,610.191538747354,"POKE"
2020-06-04 13:30:00,608.594629415672,"POKE"
2020-06-04 13:45:00,605.028271323101,"POKE"
2020-06-04 14:00:00,608.157880012375,"POKE"
2020-06-04 14:15:00,603.90131018846,"POKE"
2020-06-04 14:30:00,615.096573687826,"POKE"
2020-06-04 14:45:00,611.212543293128,"POKE"
2020-06-04 15:00:00,614.287284855313,"POKE"
2020-06-04 15:15:00,616.484749945594,"POKE"
2020-06-04 15:30:00,622.212989256843,"POKE"
2020-06-04 15:45:00,617.229828804022,"POKE"
2020-06-04 16:00:00,623.911880047608,"POKE"
2020-06-04 16:15:00,620.20795662434,"POKE"
2020-06-04 16:30:00,617.249907085457,"POKE"
2020-06-04 16:45:00,622.065286053192,"POKE"
2020-06-04 17:00:00,621.332532681111,"POKE"
2020-06-04 17:15:00,621.283828297198,"POKE"
2020-06-04 17:30:00,622.458698789796,"POKE"
2020-06-04 17:45:00,624.200926247255,"POKE"
2020-06-04 18:00:00,617.635567026973,"POKE"
2020-06-04 18:15:00,623.425631234437,"POKE"
2020-06-04 18:30:00,627.179054067575,"POKE"
2020-06-04 18:45:00,629.708106998244,"POKE"
2020-06-04 19:00:00,623.337565313613,"POKE"
2020-06-04 19:15:00,624.180052939863,"POKE"
2020-06-04 19:30:00,626.266988750016,"POKE"
2020-06-04 19:45:00,628.92744426821,"POKE"
2020-06-04 20:00:00,626.910086149359,"POKE"
2020-06-04 20:15:00,628.658476349993,"POKE"
2020-06-04 20:30:00,629.833346842589,"POKE"
2020-06-04 20:45:00,625.203442563508,"POKE"
2020-06-04 21:00:00,624.291377245951,"POKE"
2020-06-04 21:15:00,629.72281756246,"POKE"
2020-06-04 21:30:00,632.928961712169,"POKE"
2020-06-04 21:45:00,635.99058276205,"POKE"
2020-06-04 22:00:00,629.957791660981,"POKE"
2020-06-04 22:15:00,634.477166659936,"POKE"
2020-06-04 22:30:00,638.008735906858,"POKE"
2020-06-04 22:45:00,636.011456069441,"POKE"
2020-06-04 23:00:00,636.675426776175,"POKE"
2020-06-04 23:15:00,638.389028131158,"POKE"
2020-06-04 23:30:00,636.267303475351,"POKE"
2020-06-04 23:45:00,639.556940854622,"POKE"
2020-06-05 00:00:00,636.869449285868,"POKE"
2020-06-05 00:15:00,640.05551515414,"POKE"
2020-06-05 00:30:00,637.402017405082,"POKE"
2020-06-05 00:45:00,640.884882268087,"POKE"
2020-06-05 01:00:00,638.314082722636,"POKE"
2020-06-05 01:15:00,643.178961100241,"POKE"
2020-06-05 01:30:00,643.138009511412,"POKE"
2020-06-05 01:45:00,644.658383382659,"POKE"
2020-06-05 02:00:00,641.956181249685,"POKE"
2020-06-05 02:15:00,642.149408733424,"POKE"
2020-06-05 02:30:00,643.96737662536,"POKE"
2020-06-05 02:45:00,640.775148013915,"POKE"
2020-06-05 03:00:00,648.113417169146,"POKE"
2020-06-05 03:15:00,646.358864225339,"POKE"
2020-06-05 03:30:00,650.422206565514,"POKE"
2020-06-05 03:45:00,648.984530897876,"POKE"
2020-06-05 04:00:00,645.944578181341,"POKE"
2020-06-05 04:15:00,646.096854076253,"POKE"
2020-06-05 04:30:00,652.931181214751,"POKE"
2020-06-05 04:45:00,649.834771319217,"POKE"
2020-06-05 05:00:00,648.880959386876,"POKE"
2020-06-05 05:15:00,655.141766817337,"POKE"
2020-06-05 05:30:00,651.382976266982,"POKE"
2020-06-05 05:45:00,656.586400254103,"POKE"
2020-06-05 06:00:00,656.358383924717,"POKE"
2020-06-05 06:15:00,648.349186293621,"POKE"
2020-06-05 06:30:00,653.85636704461,"POKE"
2020-06-05 06:45:00,648.639822545185,"POKE"
2020-06-05 07:00:00,649.226462765525,"POKE"
2020-06-05 07:15:00,648.542413777358,"POKE"
2020-06-05 07:30:00,647.312676157675,"POKE"
2020-06-05 07:45:00,648.618154211836,"POKE"
2020-06-05 08:00:00,643.801185192189,"POKE"
2020-06-05 08:15:00,645.114416041436,"POKE"
