"DateTime","AbsolutePressure","WaterLevel","Site"
2021-05-06 17:00:00,99.055,NA,"POKE"
2021-05-06 17:15:00,99.014,NA,"POKE"
2021-05-06 17:30:00,98.986,NA,"POKE"
2021-05-06 17:45:00,99.01,NA,"POKE"
2021-05-06 18:00:00,98.993,NA,"POKE"
2021-05-06 18:15:00,98.986,NA,"POKE"
2021-05-06 18:30:00,98.948,NA,"POKE"
2021-05-06 18:45:00,98.948,NA,"POKE"
2021-05-06 19:00:00,98.941,NA,"POKE"
2021-05-06 19:15:00,98.955,NA,"POKE"
2021-05-06 19:30:00,98.927,NA,"POKE"
2021-05-06 19:45:00,98.93,NA,"POKE"
2021-05-06 20:00:00,98.957,NA,"POKE"
2021-05-06 20:15:00,98.971,NA,"POKE"
2021-05-06 20:30:00,98.984,NA,"POKE"
2021-05-06 20:45:00,98.987,NA,"POKE"
2021-05-06 21:00:00,99,NA,"POKE"
2021-05-06 21:15:00,99.003,NA,"POKE"
2021-05-06 21:30:00,98.986,NA,"POKE"
2021-05-06 21:45:00,98.986,NA,"POKE"
2021-05-06 22:00:00,98.989,NA,"POKE"
2021-05-06 22:15:00,98.978,NA,"POKE"
2021-05-06 22:30:00,98.95,NA,"POKE"
2021-05-06 22:45:00,98.94,NA,"POKE"
2021-05-06 23:00:00,98.93,NA,"POKE"
2021-05-06 23:15:00,98.909,NA,"POKE"
2021-05-06 23:30:00,98.899,NA,"POKE"
2021-05-06 23:45:00,98.889,NA,"POKE"
2021-05-07 00:00:00,98.868,NA,"POKE"
2021-05-07 00:15:00,98.858,NA,"POKE"
2021-05-07 00:30:00,98.848,NA,"POKE"
2021-05-07 00:45:00,98.858,NA,"POKE"
2021-05-07 01:00:00,98.848,NA,"POKE"
2021-05-07 01:15:00,98.858,NA,"POKE"
2021-05-07 01:30:00,98.868,NA,"POKE"
2021-05-07 01:45:00,98.868,NA,"POKE"
2021-05-07 02:00:00,98.848,NA,"POKE"
2021-05-07 02:15:00,98.848,NA,"POKE"
2021-05-07 02:30:00,98.848,NA,"POKE"
2021-05-07 02:45:00,98.858,NA,"POKE"
2021-05-07 03:00:00,98.817,NA,"POKE"
2021-05-07 03:15:00,98.827,NA,"POKE"
2021-05-07 03:30:00,98.796,NA,"POKE"
2021-05-07 03:45:00,98.776,NA,"POKE"
2021-05-07 04:00:00,98.765,NA,"POKE"
2021-05-07 04:15:00,98.776,NA,"POKE"
2021-05-07 04:30:00,98.776,NA,"POKE"
2021-05-07 04:45:00,98.765,NA,"POKE"
2021-05-07 05:00:00,98.765,NA,"POKE"
2021-05-07 05:15:00,98.776,NA,"POKE"
2021-05-07 05:30:00,98.745,NA,"POKE"
2021-05-07 05:45:00,98.745,NA,"POKE"
2021-05-07 06:00:00,98.745,NA,"POKE"
2021-05-07 06:15:00,98.755,NA,"POKE"
2021-05-07 06:30:00,98.776,NA,"POKE"
2021-05-07 06:45:00,98.776,NA,"POKE"
2021-05-07 07:00:00,98.776,NA,"POKE"
2021-05-07 07:15:00,98.776,NA,"POKE"
2021-05-07 07:30:00,98.776,NA,"POKE"
2021-05-07 07:45:00,98.765,NA,"POKE"
2021-05-07 08:00:00,98.786,NA,"POKE"
2021-05-07 08:15:00,98.796,NA,"POKE"
2021-05-07 08:30:00,98.776,NA,"POKE"
2021-05-07 08:45:00,98.776,NA,"POKE"
2021-05-07 09:00:00,98.786,NA,"POKE"
2021-05-07 09:15:00,98.776,NA,"POKE"
2021-05-07 09:30:00,98.755,NA,"POKE"
2021-05-07 09:45:00,98.755,NA,"POKE"
2021-05-07 10:00:00,98.755,NA,"POKE"
2021-05-07 10:15:00,98.765,NA,"POKE"
2021-05-07 10:30:00,98.745,NA,"POKE"
2021-05-07 10:45:00,98.755,NA,"POKE"
2021-05-07 11:00:00,98.735,NA,"POKE"
2021-05-07 11:15:00,98.724,NA,"POKE"
2021-05-07 11:30:00,98.724,NA,"POKE"
2021-05-07 11:45:00,98.735,NA,"POKE"
2021-05-07 12:00:00,98.735,NA,"POKE"
2021-05-07 12:15:00,98.745,NA,"POKE"
2021-05-07 12:30:00,98.735,NA,"POKE"
2021-05-07 12:45:00,98.755,NA,"POKE"
2021-05-07 13:00:00,98.755,NA,"POKE"
2021-05-07 13:15:00,98.755,NA,"POKE"
2021-05-07 13:30:00,98.755,NA,"POKE"
2021-05-07 13:45:00,98.755,NA,"POKE"
2021-05-07 14:00:00,98.755,NA,"POKE"
2021-05-07 14:15:00,98.745,NA,"POKE"
2021-05-07 14:30:00,98.745,NA,"POKE"
2021-05-07 14:45:00,98.745,NA,"POKE"
2021-05-07 15:00:00,98.755,NA,"POKE"
2021-05-07 15:15:00,98.735,NA,"POKE"
2021-05-07 15:30:00,98.714,NA,"POKE"
2021-05-07 15:45:00,98.735,NA,"POKE"
2021-05-07 16:00:00,98.724,NA,"POKE"
2021-05-07 16:15:00,98.693,NA,"POKE"
2021-05-07 16:30:00,98.704,NA,"POKE"
2021-05-07 16:45:00,98.714,NA,"POKE"
2021-05-07 17:00:00,98.714,NA,"POKE"
2021-05-07 17:15:00,98.693,NA,"POKE"
2021-05-07 17:30:00,98.704,NA,"POKE"
2021-05-07 17:45:00,98.704,NA,"POKE"
2021-05-07 18:00:00,98.714,NA,"POKE"
2021-05-07 18:15:00,98.704,NA,"POKE"
2021-05-07 18:30:00,98.714,NA,"POKE"
2021-05-07 18:45:00,98.724,NA,"POKE"
2021-05-07 19:00:00,98.714,NA,"POKE"
2021-05-07 19:15:00,98.735,NA,"POKE"
2021-05-07 19:30:00,98.735,NA,"POKE"
2021-05-07 19:45:00,98.745,NA,"POKE"
2021-05-07 20:00:00,98.755,NA,"POKE"
2021-05-07 20:15:00,98.765,NA,"POKE"
2021-05-07 20:30:00,98.786,NA,"POKE"
2021-05-07 20:45:00,98.796,NA,"POKE"
2021-05-07 21:00:00,98.827,NA,"POKE"
2021-05-07 21:15:00,98.827,NA,"POKE"
2021-05-07 21:30:00,98.837,NA,"POKE"
2021-05-07 21:45:00,98.848,NA,"POKE"
2021-05-07 22:00:00,98.858,NA,"POKE"
2021-05-07 22:15:00,98.858,NA,"POKE"
2021-05-07 22:30:00,98.868,NA,"POKE"
2021-05-07 22:45:00,98.878,NA,"POKE"
2021-05-07 23:00:00,98.889,NA,"POKE"
2021-05-07 23:15:00,98.889,NA,"POKE"
2021-05-07 23:30:00,98.909,NA,"POKE"
2021-05-07 23:45:00,98.909,NA,"POKE"
2021-05-08 00:00:00,98.92,NA,"POKE"
2021-05-08 00:15:00,98.93,NA,"POKE"
2021-05-08 00:30:00,98.94,NA,"POKE"
2021-05-08 00:45:00,98.94,NA,"POKE"
2021-05-08 01:00:00,98.961,NA,"POKE"
2021-05-08 01:15:00,98.971,NA,"POKE"
2021-05-08 01:30:00,98.992,NA,"POKE"
2021-05-08 01:45:00,99.002,NA,"POKE"
2021-05-08 02:00:00,99.022,NA,"POKE"
2021-05-08 02:15:00,99.033,NA,"POKE"
2021-05-08 02:30:00,99.043,NA,"POKE"
2021-05-08 02:45:00,99.064,NA,"POKE"
2021-05-08 03:00:00,99.053,NA,"POKE"
2021-05-08 03:15:00,99.064,NA,"POKE"
2021-05-08 03:30:00,99.064,NA,"POKE"
2021-05-08 03:45:00,99.064,NA,"POKE"
2021-05-08 04:00:00,99.094,NA,"POKE"
2021-05-08 04:15:00,99.094,NA,"POKE"
2021-05-08 04:30:00,99.105,NA,"POKE"
2021-05-08 04:45:00,99.115,NA,"POKE"
2021-05-08 05:00:00,99.105,NA,"POKE"
2021-05-08 05:15:00,99.125,NA,"POKE"
2021-05-08 05:30:00,99.115,NA,"POKE"
2021-05-08 05:45:00,99.146,NA,"POKE"
2021-05-08 06:00:00,99.156,NA,"POKE"
2021-05-08 06:15:00,99.166,NA,"POKE"
2021-05-08 06:30:00,99.166,NA,"POKE"
2021-05-08 06:45:00,99.156,NA,"POKE"
2021-05-08 07:00:00,99.166,NA,"POKE"
2021-05-08 07:15:00,99.156,NA,"POKE"
2021-05-08 07:30:00,99.156,NA,"POKE"
2021-05-08 07:45:00,99.146,NA,"POKE"
2021-05-08 08:00:00,99.156,NA,"POKE"
2021-05-08 08:15:00,99.166,NA,"POKE"
2021-05-08 08:30:00,99.166,NA,"POKE"
2021-05-08 08:45:00,99.166,NA,"POKE"
2021-05-08 09:00:00,99.156,NA,"POKE"
2021-05-08 09:15:00,99.146,NA,"POKE"
2021-05-08 09:30:00,99.125,NA,"POKE"
2021-05-08 09:45:00,99.094,NA,"POKE"
2021-05-08 10:00:00,99.084,NA,"POKE"
2021-05-08 10:15:00,99.094,NA,"POKE"
2021-05-08 10:30:00,99.084,NA,"POKE"
2021-05-08 10:45:00,99.064,NA,"POKE"
2021-05-08 11:00:00,99.053,NA,"POKE"
2021-05-08 11:15:00,99.05,NA,"POKE"
2021-05-08 11:30:00,99.03,NA,"POKE"
2021-05-08 11:45:00,99.03,NA,"POKE"
2021-05-08 12:00:00,99.03,NA,"POKE"
2021-05-08 12:15:00,98.968,NA,"POKE"
2021-05-08 12:30:00,98.989,NA,"POKE"
2021-05-08 12:45:00,99.009,NA,"POKE"
2021-05-08 13:00:00,99.071,NA,"POKE"
2021-05-08 13:15:00,99.064,NA,"POKE"
2021-05-08 13:30:00,98.805,NA,"POKE"
2021-05-08 13:45:00,98.778,NA,"POKE"
2021-05-08 14:00:00,98.837,NA,"POKE"
2021-05-08 14:15:00,98.902,NA,"POKE"
2021-05-08 14:30:00,98.949,NA,"POKE"
2021-05-08 14:45:00,98.983,NA,"POKE"
2021-05-08 15:00:00,99.024,NA,"POKE"
2021-05-08 15:15:00,99.047,NA,"POKE"
2021-05-08 15:30:00,98.931,NA,"POKE"
2021-05-08 15:45:00,98.972,NA,"POKE"
2021-05-08 16:00:00,99.014,NA,"POKE"
2021-05-08 16:15:00,99.047,NA,"POKE"
2021-05-08 16:30:00,99.102,NA,"POKE"
2021-05-08 16:45:00,99.017,NA,"POKE"
2021-05-08 17:00:00,98.887,NA,"POKE"
2021-05-08 17:15:00,98.908,NA,"POKE"
2021-05-08 17:30:00,98.918,NA,"POKE"
2021-05-08 17:45:00,98.887,NA,"POKE"
2021-05-08 18:00:00,98.972,NA,"POKE"
2021-05-08 18:15:00,99.027,NA,"POKE"
2021-05-08 18:30:00,99.081,NA,"POKE"
2021-05-08 18:45:00,99.081,NA,"POKE"
2021-05-08 19:00:00,99.02,NA,"POKE"
2021-05-08 19:15:00,99.089,NA,"POKE"
2021-05-08 19:30:00,99.081,NA,"POKE"
2021-05-08 19:45:00,99.092,NA,"POKE"
2021-05-08 20:00:00,99.102,NA,"POKE"
2021-05-08 20:15:00,99.122,NA,"POKE"
2021-05-08 20:30:00,99.133,NA,"POKE"
2021-05-08 20:45:00,99.153,NA,"POKE"
2021-05-08 21:00:00,99.153,NA,"POKE"
2021-05-08 21:15:00,99.194,NA,"POKE"
2021-05-08 21:30:00,99.225,NA,"POKE"
2021-05-08 21:45:00,99.277,NA,"POKE"
2021-05-08 22:00:00,99.29,NA,"POKE"
2021-05-08 22:15:00,99.3,NA,"POKE"
2021-05-08 22:30:00,99.31,NA,"POKE"
2021-05-08 22:45:00,99.31,NA,"POKE"
2021-05-08 23:00:00,99.341,NA,"POKE"
2021-05-08 23:15:00,99.341,NA,"POKE"
2021-05-08 23:30:00,99.352,NA,"POKE"
2021-05-08 23:45:00,99.362,NA,"POKE"
2021-05-09 00:00:00,99.382,NA,"POKE"
2021-05-09 00:15:00,99.382,NA,"POKE"
2021-05-09 00:30:00,99.403,NA,"POKE"
2021-05-09 00:45:00,99.424,NA,"POKE"
2021-05-09 01:00:00,99.434,NA,"POKE"
2021-05-09 01:15:00,99.444,NA,"POKE"
2021-05-09 01:30:00,99.454,NA,"POKE"
2021-05-09 01:45:00,99.434,NA,"POKE"
2021-05-09 02:00:00,99.444,NA,"POKE"
2021-05-09 02:15:00,99.454,NA,"POKE"
2021-05-09 02:30:00,99.454,NA,"POKE"
2021-05-09 02:45:00,99.475,NA,"POKE"
2021-05-09 03:00:00,99.475,NA,"POKE"
2021-05-09 03:15:00,99.475,NA,"POKE"
2021-05-09 03:30:00,99.485,NA,"POKE"
2021-05-09 03:45:00,99.485,NA,"POKE"
2021-05-09 04:00:00,99.496,NA,"POKE"
2021-05-09 04:15:00,99.506,NA,"POKE"
2021-05-09 04:30:00,99.506,NA,"POKE"
2021-05-09 04:45:00,99.526,NA,"POKE"
2021-05-09 05:00:00,99.537,NA,"POKE"
2021-05-09 05:15:00,99.526,NA,"POKE"
2021-05-09 05:30:00,99.537,NA,"POKE"
2021-05-09 05:45:00,99.547,NA,"POKE"
2021-05-09 06:00:00,99.557,NA,"POKE"
2021-05-09 06:15:00,99.557,NA,"POKE"
2021-05-09 06:30:00,99.557,NA,"POKE"
2021-05-09 06:45:00,99.578,NA,"POKE"
2021-05-09 07:00:00,99.588,NA,"POKE"
2021-05-09 07:15:00,99.578,NA,"POKE"
2021-05-09 07:30:00,99.557,NA,"POKE"
2021-05-09 07:45:00,99.544,NA,"POKE"
2021-05-09 08:00:00,99.534,NA,"POKE"
2021-05-09 08:15:00,99.554,NA,"POKE"
2021-05-09 08:30:00,99.585,NA,"POKE"
2021-05-09 08:45:00,99.585,NA,"POKE"
2021-05-09 09:00:00,99.596,NA,"POKE"
2021-05-09 09:15:00,99.449,NA,"POKE"
2021-05-09 09:30:00,99.459,NA,"POKE"
2021-05-09 09:45:00,99.449,NA,"POKE"
2021-05-09 10:00:00,99.435,NA,"POKE"
2021-05-09 10:15:00,99.449,NA,"POKE"
2021-05-09 10:30:00,99.5,NA,"POKE"
2021-05-09 10:45:00,99.459,NA,"POKE"
2021-05-09 11:00:00,99.5,NA,"POKE"
2021-05-09 11:15:00,99.407,NA,"POKE"
2021-05-09 11:30:00,99.438,NA,"POKE"
2021-05-09 11:45:00,99.384,NA,"POKE"
2021-05-09 12:00:00,99.353,NA,"POKE"
2021-05-09 12:15:00,99.285,NA,"POKE"
2021-05-09 12:30:00,99.337,NA,"POKE"
2021-05-09 12:45:00,99.337,NA,"POKE"
2021-05-09 13:00:00,99.34,NA,"POKE"
2021-05-09 13:15:00,99.425,NA,"POKE"
2021-05-09 13:30:00,99.466,NA,"POKE"
2021-05-09 13:45:00,99.469,NA,"POKE"
2021-05-09 14:00:00,99.49,NA,"POKE"
2021-05-09 14:15:00,99.5,NA,"POKE"
2021-05-09 14:30:00,99.415,NA,"POKE"
2021-05-09 14:45:00,99.415,NA,"POKE"
2021-05-09 15:00:00,99.487,NA,"POKE"
2021-05-09 15:15:00,99.551,NA,"POKE"
2021-05-09 15:30:00,99.374,NA,"POKE"
2021-05-09 15:45:00,99.272,NA,"POKE"
2021-05-09 16:00:00,99.341,NA,"POKE"
2021-05-09 16:15:00,99.409,NA,"POKE"
2021-05-09 16:30:00,99.463,NA,"POKE"
2021-05-09 16:45:00,99.316,NA,"POKE"
2021-05-09 17:00:00,99.368,NA,"POKE"
2021-05-09 17:15:00,99.443,NA,"POKE"
2021-05-09 17:30:00,99.398,NA,"POKE"
2021-05-09 17:45:00,99.484,NA,"POKE"
2021-05-09 18:00:00,99.528,NA,"POKE"
2021-05-09 18:15:00,99.435,NA,"POKE"
2021-05-09 18:30:00,99.476,NA,"POKE"
2021-05-09 18:45:00,99.5,NA,"POKE"
2021-05-09 19:00:00,99.459,NA,"POKE"
2021-05-09 19:15:00,99.404,NA,"POKE"
2021-05-09 19:30:00,99.415,NA,"POKE"
2021-05-09 19:45:00,99.487,NA,"POKE"
2021-05-09 20:00:00,99.449,NA,"POKE"
2021-05-09 20:15:00,99.394,NA,"POKE"
2021-05-09 20:30:00,99.476,NA,"POKE"
2021-05-09 20:45:00,99.541,NA,"POKE"
2021-05-09 21:00:00,99.572,NA,"POKE"
2021-05-09 21:15:00,99.521,NA,"POKE"
2021-05-09 21:30:00,99.541,NA,"POKE"
2021-05-09 21:45:00,99.479,NA,"POKE"
2021-05-09 22:00:00,99.541,NA,"POKE"
2021-05-09 22:15:00,99.544,NA,"POKE"
2021-05-09 22:30:00,99.479,NA,"POKE"
2021-05-09 22:45:00,99.449,NA,"POKE"
2021-05-09 23:00:00,99.459,NA,"POKE"
2021-05-09 23:15:00,99.5,NA,"POKE"
2021-05-09 23:30:00,99.49,NA,"POKE"
2021-05-09 23:45:00,99.51,NA,"POKE"
2021-05-10 00:00:00,99.521,NA,"POKE"
2021-05-10 00:15:00,99.593,NA,"POKE"
2021-05-10 00:30:00,99.606,NA,"POKE"
2021-05-10 00:45:00,99.575,NA,"POKE"
2021-05-10 01:00:00,99.616,NA,"POKE"
2021-05-10 01:15:00,99.626,NA,"POKE"
2021-05-10 01:30:00,99.637,NA,"POKE"
2021-05-10 01:45:00,99.626,NA,"POKE"
2021-05-10 02:00:00,99.575,NA,"POKE"
2021-05-10 02:15:00,99.544,NA,"POKE"
2021-05-10 02:30:00,99.565,NA,"POKE"
2021-05-10 02:45:00,99.551,NA,"POKE"
2021-05-10 03:00:00,99.582,NA,"POKE"
2021-05-10 03:15:00,99.562,NA,"POKE"
2021-05-10 03:30:00,99.593,NA,"POKE"
2021-05-10 03:45:00,99.585,NA,"POKE"
2021-05-10 04:00:00,99.585,NA,"POKE"
2021-05-10 04:15:00,99.596,NA,"POKE"
2021-05-10 04:30:00,99.551,NA,"POKE"
2021-05-10 04:45:00,99.596,NA,"POKE"
2021-05-10 05:00:00,99.606,NA,"POKE"
2021-05-10 05:15:00,99.565,NA,"POKE"
2021-05-10 05:30:00,99.596,NA,"POKE"
2021-05-10 05:45:00,99.616,NA,"POKE"
2021-05-10 06:00:00,99.606,NA,"POKE"
2021-05-10 06:15:00,99.544,NA,"POKE"
2021-05-10 06:30:00,99.554,NA,"POKE"
2021-05-10 06:45:00,99.531,NA,"POKE"
2021-05-10 07:00:00,99.603,NA,"POKE"
2021-05-10 07:15:00,99.603,NA,"POKE"
2021-05-10 07:30:00,99.593,NA,"POKE"
2021-05-10 07:45:00,99.582,NA,"POKE"
2021-05-10 08:00:00,99.572,NA,"POKE"
2021-05-10 08:15:00,99.6,NA,"POKE"
2021-05-10 08:30:00,99.569,NA,"POKE"
2021-05-10 08:45:00,99.548,NA,"POKE"
2021-05-10 09:00:00,99.545,NA,"POKE"
2021-05-10 09:15:00,99.504,NA,"POKE"
2021-05-10 09:30:00,99.494,NA,"POKE"
2021-05-10 09:45:00,99.463,NA,"POKE"
2021-05-10 10:00:00,99.47,NA,"POKE"
2021-05-10 10:15:00,99.416,NA,"POKE"
2021-05-10 10:30:00,99.385,NA,"POKE"
2021-05-10 10:45:00,99.341,NA,"POKE"
2021-05-10 11:00:00,99.361,NA,"POKE"
2021-05-10 11:15:00,99.331,NA,"POKE"
2021-05-10 11:30:00,99.351,NA,"POKE"
2021-05-10 11:45:00,99.269,NA,"POKE"
2021-05-10 12:00:00,99.255,NA,"POKE"
2021-05-10 12:15:00,99.266,NA,"POKE"
2021-05-10 12:30:00,99.173,NA,"POKE"
2021-05-10 12:45:00,99.211,NA,"POKE"
2021-05-10 13:00:00,99.307,NA,"POKE"
2021-05-10 13:15:00,99.297,NA,"POKE"
2021-05-10 13:30:00,99.273,NA,"POKE"
2021-05-10 13:45:00,99.191,NA,"POKE"
2021-05-10 14:00:00,99.109,NA,"POKE"
2021-05-10 14:15:00,99.13,NA,"POKE"
