"DateTime","AbsolutePressure","WaterLevel","Site"
2021-05-10 14:30:00,99.215,NA,"POKE"
2021-05-10 14:45:00,99.225,NA,"POKE"
2021-05-10 15:00:00,99.184,NA,"POKE"
2021-05-10 15:15:00,99.184,NA,"POKE"
2021-05-10 15:30:00,99.092,NA,"POKE"
2021-05-10 15:45:00,99.027,NA,"POKE"
2021-05-10 16:00:00,99.013,NA,"POKE"
2021-05-10 16:15:00,99.031,NA,"POKE"
2021-05-10 16:30:00,99.044,NA,"POKE"
2021-05-10 16:45:00,99.047,NA,"POKE"
2021-05-10 17:00:00,99.003,215.95,"POKE"
2021-05-10 17:15:00,98.993,215.951,"POKE"
2021-05-10 17:30:00,99.01,215.954,"POKE"
2021-05-10 17:45:00,99.041,215.958,"POKE"
2021-05-10 18:00:00,99.02,215.955,"POKE"
2021-05-10 18:15:00,99.075,215.961,"POKE"
2021-05-10 18:30:00,99.003,215.954,"POKE"
2021-05-10 18:45:00,98.969,215.95,"POKE"
2021-05-10 19:00:00,99.007,215.952,"POKE"
2021-05-10 19:15:00,99.061,215.957,"POKE"
2021-05-10 19:30:00,99.106,215.964,"POKE"
2021-05-10 19:45:00,99.126,215.966,"POKE"
2021-05-10 20:00:00,99.054,215.958,"POKE"
2021-05-10 20:15:00,99.024,215.955,"POKE"
2021-05-10 20:30:00,99.02,215.956,"POKE"
2021-05-10 20:45:00,98.996,215.954,"POKE"
2021-05-10 21:00:00,99.017,215.956,"POKE"
2021-05-10 21:15:00,99.061,215.957,"POKE"
2021-05-10 21:30:00,99.065,215.957,"POKE"
2021-05-10 21:45:00,99.119,215.961,"POKE"
2021-05-10 22:00:00,99.157,215.963,"POKE"
2021-05-10 22:15:00,99.173,215.964,"POKE"
2021-05-10 22:30:00,99.19,215.964,"POKE"
2021-05-10 22:45:00,99.152,215.961,"POKE"
2021-05-10 23:00:00,99.107,215.954,"POKE"
2021-05-10 23:15:00,99.128,215.955,"POKE"
2021-05-10 23:30:00,99.118,215.954,"POKE"
2021-05-10 23:45:00,99.152,215.957,"POKE"
2021-05-11 00:00:00,99.165,215.957,"POKE"
2021-05-11 00:15:00,99.144,215.954,"POKE"
2021-05-11 00:30:00,99.144,215.956,"POKE"
2021-05-11 00:45:00,99.168,215.958,"POKE"
2021-05-11 01:00:00,99.178,215.958,"POKE"
2021-05-11 01:15:00,99.191,215.959,"POKE"
2021-05-11 01:30:00,99.191,215.959,"POKE"
2021-05-11 01:45:00,99.194,215.961,"POKE"
2021-05-11 02:00:00,99.197,215.96,"POKE"
2021-05-11 02:15:00,99.19,215.96,"POKE"
2021-05-11 02:30:00,99.2,215.962,"POKE"
2021-05-11 02:45:00,99.221,215.964,"POKE"
2021-05-11 03:00:00,99.213,215.966,"POKE"
2021-05-11 03:15:00,99.203,215.964,"POKE"
2021-05-11 03:30:00,99.224,215.966,"POKE"
2021-05-11 03:45:00,99.196,215.964,"POKE"
2021-05-11 04:00:00,99.206,215.965,"POKE"
2021-05-11 04:15:00,99.226,215.966,"POKE"
2021-05-11 04:30:00,99.206,215.965,"POKE"
2021-05-11 04:45:00,99.216,215.964,"POKE"
2021-05-11 05:00:00,99.226,215.966,"POKE"
2021-05-11 05:15:00,99.206,215.964,"POKE"
2021-05-11 05:30:00,99.206,215.963,"POKE"
2021-05-11 05:45:00,99.196,215.96,"POKE"
2021-05-11 06:00:00,99.185,215.963,"POKE"
2021-05-11 06:15:00,99.162,215.96,"POKE"
2021-05-11 06:30:00,99.131,215.959,"POKE"
2021-05-11 06:45:00,99.053,215.95,"POKE"
2021-05-11 07:00:00,99.003,215.946,"POKE"
2021-05-11 07:15:00,98.997,215.949,"POKE"
2021-05-11 07:30:00,98.984,215.947,"POKE"
2021-05-11 07:45:00,98.947,215.952,"POKE"
2021-05-11 08:00:00,98.964,215.958,"POKE"
2021-05-11 08:15:00,98.954,215.953,"POKE"
2021-05-11 08:30:00,98.923,215.948,"POKE"
2021-05-11 08:45:00,98.91,215.948,"POKE"
2021-05-11 09:00:00,98.883,215.946,"POKE"
2021-05-11 09:15:00,98.842,215.943,"POKE"
2021-05-11 09:30:00,98.812,215.941,"POKE"
2021-05-11 09:45:00,98.794,215.94,"POKE"
2021-05-11 10:00:00,98.75,215.94,"POKE"
2021-05-11 10:15:00,98.688,215.935,"POKE"
2021-05-11 10:30:00,98.667,215.935,"POKE"
2021-05-11 10:45:00,98.662,215.943,"POKE"
2021-05-11 11:00:00,98.659,215.94,"POKE"
2021-05-11 11:15:00,100.202,216.097,"POKE"
2021-05-11 11:30:00,100.181,216.094,"POKE"
2021-05-11 11:45:00,100.15,216.093,"POKE"
2021-05-11 12:00:00,100.126,216.089,"POKE"
2021-05-11 12:15:00,100.119,216.093,"POKE"
2021-05-11 12:30:00,100.085,216.088,"POKE"
2021-05-11 12:45:00,100.082,216.088,"POKE"
2021-05-11 13:00:00,100.054,216.085,"POKE"
2021-05-11 13:15:00,100.04,216.088,"POKE"
2021-05-11 13:30:00,100.006,216.082,"POKE"
2021-05-11 13:45:00,99.999,216.084,"POKE"
2021-05-11 14:00:00,100.006,216.084,"POKE"
2021-05-11 14:15:00,99.981,216.082,"POKE"
2021-05-11 14:30:00,99.964,216.078,"POKE"
2021-05-11 14:45:00,99.96,216.076,"POKE"
2021-05-11 15:00:00,99.977,216.08,"POKE"
2021-05-11 15:15:00,99.963,216.077,"POKE"
2021-05-11 15:30:00,99.97,216.077,"POKE"
2021-05-11 15:45:00,99.966,216.076,"POKE"
2021-05-11 16:00:00,99.973,216.081,"POKE"
2021-05-11 16:15:00,99.962,216.077,"POKE"
2021-05-11 16:30:00,100.107,216.093,"POKE"
2021-05-11 16:45:00,100.117,216.092,"POKE"
2021-05-11 17:00:00,100.138,216.096,"POKE"
2021-05-11 17:15:00,100.165,216.098,"POKE"
2021-05-11 17:30:00,100.175,216.099,"POKE"
2021-05-11 17:45:00,100.237,216.105,"POKE"
2021-05-11 18:00:00,100.22,216.102,"POKE"
2021-05-11 18:15:00,100.251,216.105,"POKE"
2021-05-11 18:30:00,100.275,216.107,"POKE"
2021-05-11 18:45:00,100.3,216.105,"POKE"
2021-05-11 19:00:00,100.355,216.11,"POKE"
2021-05-11 19:15:00,100.4,216.112,"POKE"
2021-05-11 19:30:00,100.424,216.113,"POKE"
2021-05-11 19:45:00,100.455,216.113,"POKE"
2021-05-11 20:00:00,100.5,216.115,"POKE"
2021-05-11 20:15:00,100.517,216.114,"POKE"
2021-05-11 20:30:00,100.593,216.119,"POKE"
2021-05-11 20:45:00,100.614,216.12,"POKE"
2021-05-11 21:00:00,100.669,216.124,"POKE"
2021-05-11 21:15:00,100.672,216.122,"POKE"
2021-05-11 21:30:00,100.779,216.134,"POKE"
2021-05-11 21:45:00,100.762,216.129,"POKE"
2021-05-11 22:00:00,101.067,216.154,"POKE"
2021-05-11 22:15:00,100.968,216.143,"POKE"
2021-05-11 22:30:00,100.95,216.138,"POKE"
2021-05-11 22:45:00,100.913,216.132,"POKE"
2021-05-11 23:00:00,100.967,216.133,"POKE"
2021-05-11 23:15:00,101.005,216.136,"POKE"
2021-05-11 23:30:00,101.008,216.132,"POKE"
2021-05-11 23:45:00,101.011,216.126,"POKE"
2021-05-12 00:00:00,100.984,216.123,"POKE"
2021-05-12 00:15:00,101.131,216.136,"POKE"
2021-05-12 00:30:00,101.093,216.132,"POKE"
2021-05-12 00:45:00,101.124,216.133,"POKE"
2021-05-12 01:00:00,101.076,216.126,"POKE"
2021-05-12 01:15:00,101.079,216.127,"POKE"
2021-05-12 01:30:00,101.123,216.129,"POKE"
2021-05-12 01:45:00,101.123,216.127,"POKE"
2021-05-12 02:00:00,101.136,216.127,"POKE"
2021-05-12 02:15:00,101.15,216.127,"POKE"
2021-05-12 02:30:00,101.139,216.126,"POKE"
2021-05-12 02:45:00,101.112,216.121,"POKE"
2021-05-12 03:00:00,101.122,216.122,"POKE"
2021-05-12 03:15:00,101.104,216.12,"POKE"
2021-05-12 03:30:00,101.104,216.119,"POKE"
2021-05-12 03:45:00,101.097,216.119,"POKE"
2021-05-12 04:00:00,101.117,216.12,"POKE"
2021-05-12 04:15:00,101.107,216.118,"POKE"
2021-05-12 04:30:00,101.12,216.117,"POKE"
2021-05-12 04:45:00,101.069,216.113,"POKE"
2021-05-12 05:00:00,101.079,216.112,"POKE"
2021-05-12 05:15:00,101.038,216.108,"POKE"
