"Strt1comb.Site","Strt1comb.DateTime","Strt1comb.pred.strt1.Q"
"STRT",2020-06-19 08:00:00,1346.2499519891
"STRT",2020-06-19 08:15:00,1353.47362559068
"STRT",2020-06-19 08:30:00,1357.80782975157
"STRT",2020-06-19 08:45:00,1350.58415615006
"STRT",2020-06-19 09:00:00,1354.91836031101
"STRT",2020-06-19 09:15:00,1357.80782975157
"STRT",2020-06-19 09:30:00,1360.69729919225
"STRT",2020-06-19 09:45:00,1365.03150335321
"STRT",2020-06-19 10:00:00,1367.92097279377
"STRT",2020-06-19 10:15:00,1369.36570751411
"STRT",2020-06-19 10:30:00,1367.92097279377
"STRT",2020-06-19 10:45:00,1379.4788505563
"STRT",2020-06-19 11:00:00,1380.92358527664
"STRT",2020-06-19 11:15:00,1391.03672831878
"STRT",2020-06-19 11:30:00,1380.92358527664
"STRT",2020-06-19 11:45:00,1380.92358527664
"STRT",2020-06-19 12:00:00,1395.37093247974
"STRT",2020-06-19 12:15:00,1399.7051366407
"STRT",2020-06-19 12:30:00,1406.92881024227
"STRT",2020-06-19 12:45:00,1402.59460608131
"STRT",2020-06-19 13:00:00,1406.92881024227
"STRT",2020-06-19 13:15:00,1417.04195328441
"STRT",2020-06-19 13:30:00,1412.70774912351
"STRT",2020-06-19 13:45:00,1418.48668800475
"STRT",2020-06-19 14:00:00,1421.37615744543
"STRT",2020-06-19 14:15:00,1417.04195328441
"STRT",2020-06-19 14:30:00,1419.93142272509
"STRT",2020-06-19 14:45:00,1425.71036160633
"STRT",2020-06-19 15:00:00,1432.9340352079
"STRT",2020-06-19 15:15:00,1430.04456576728
"STRT",2020-06-19 15:30:00,1435.82350464852
"STRT",2020-06-19 15:45:00,1440.15770880948
"STRT",2020-06-19 16:00:00,1432.9340352079
"STRT",2020-06-19 16:15:00,1430.04456576728
"STRT",2020-06-19 16:30:00,1440.15770880948
"STRT",2020-06-19 16:45:00,1444.49191297038
"STRT",2020-06-19 17:00:00,1440.15770880948
"STRT",2020-06-19 17:15:00,1447.38138241105
"STRT",2020-06-19 17:30:00,1440.15770880948
"STRT",2020-06-19 17:45:00,1445.93664769072
"STRT",2020-06-19 18:00:00,1428.59983104694
"STRT",2020-06-19 18:15:00,1441.60244352982
"STRT",2020-06-19 18:30:00,1445.93664769072
"STRT",2020-06-19 18:45:00,1443.0471782501
"STRT",2020-06-19 19:00:00,1440.15770880948
"STRT",2020-06-19 19:15:00,1441.60244352982
"STRT",2020-06-19 19:30:00,1437.26823936886
"STRT",2020-06-19 19:45:00,1441.60244352982
"STRT",2020-06-19 20:00:00,1438.71297408914
"STRT",2020-06-19 20:15:00,1440.15770880948
"STRT",2020-06-19 20:30:00,1435.82350464852
"STRT",2020-06-19 20:45:00,1437.26823936886
"STRT",2020-06-19 21:00:00,1434.37876992818
"STRT",2020-06-19 21:15:00,1424.26562688604
"STRT",2020-06-19 21:30:00,1437.26823936886
"STRT",2020-06-19 21:45:00,1440.15770880948
"STRT",2020-06-19 22:00:00,1440.15770880948
"STRT",2020-06-19 22:15:00,1435.82350464852
"STRT",2020-06-19 22:30:00,1430.04456576728
"STRT",2020-06-19 22:45:00,1432.9340352079
"STRT",2020-06-19 23:00:00,1430.04456576728
"STRT",2020-06-19 23:15:00,1427.15509632666
"STRT",2020-06-19 23:30:00,1428.59983104694
"STRT",2020-06-19 23:45:00,1425.71036160633
"STRT",2020-06-20 00:00:00,1424.26562688604
"STRT",2020-06-20 00:15:00,1425.71036160633
"STRT",2020-06-20 00:30:00,1421.37615744543
"STRT",2020-06-20 00:45:00,1422.82089216571
"STRT",2020-06-20 01:00:00,1417.04195328441
"STRT",2020-06-20 01:15:00,1417.04195328441
"STRT",2020-06-20 01:30:00,1421.37615744543
"STRT",2020-06-20 01:45:00,1415.59721856419
"STRT",2020-06-20 02:00:00,1409.81827968289
"STRT",2020-06-20 02:15:00,1411.26301440317
"STRT",2020-06-20 02:30:00,1409.81827968289
"STRT",2020-06-20 02:45:00,1411.26301440317
"STRT",2020-06-20 03:00:00,1404.03934080165
"STRT",2020-06-20 03:15:00,1402.59460608131
"STRT",2020-06-20 03:30:00,1402.59460608131
"STRT",2020-06-20 03:45:00,1396.81566720008
"STRT",2020-06-20 04:00:00,1389.5919935985
"STRT",2020-06-20 04:15:00,1398.26040192042
"STRT",2020-06-20 04:30:00,1399.7051366407
"STRT",2020-06-20 04:45:00,1399.7051366407
"STRT",2020-06-20 05:00:00,1395.37093247974
"STRT",2020-06-20 05:15:00,1393.92619775946
"STRT",2020-06-20 05:30:00,1393.92619775946
"STRT",2020-06-20 05:45:00,1405.48407552193
"STRT",2020-06-20 06:00:00,1402.59460608131
"STRT",2020-06-20 06:15:00,1395.37093247974
"STRT",2020-06-20 06:30:00,1402.59460608131
"STRT",2020-06-20 06:45:00,1404.03934080165
"STRT",2020-06-20 07:00:00,1408.37354496255
"STRT",2020-06-20 07:15:00,1402.59460608131
"STRT",2020-06-20 07:30:00,1393.92619775946
"STRT",2020-06-20 07:45:00,1404.03934080165
"STRT",2020-06-20 08:00:00,1415.59721856419
"STRT",2020-06-20 08:15:00,1421.37615744543
"STRT",2020-06-20 08:30:00,1419.93142272509
"STRT",2020-06-20 08:45:00,1415.59721856419
"STRT",2020-06-20 09:00:00,1414.15248384385
"STRT",2020-06-20 09:15:00,1417.04195328441
"STRT",2020-06-20 09:30:00,1421.37615744543
"STRT",2020-06-20 09:45:00,1430.04456576728
"STRT",2020-06-20 10:00:00,1428.59983104694
"STRT",2020-06-20 10:15:00,1435.82350464852
"STRT",2020-06-20 10:30:00,1440.15770880948
"STRT",2020-06-20 10:45:00,1448.82611713134
"STRT",2020-06-20 11:00:00,1456.04979073291
"STRT",2020-06-20 11:15:00,1451.71558657195
"STRT",2020-06-20 11:30:00,1460.38399489387
"STRT",2020-06-20 11:45:00,1467.60766849545
"STRT",2020-06-20 12:00:00,1467.60766849545
"STRT",2020-06-20 12:15:00,1479.16554625792
"STRT",2020-06-20 12:30:00,1483.49975041888
"STRT",2020-06-20 12:45:00,1486.3892198595
"STRT",2020-06-20 13:00:00,1492.16815874079
"STRT",2020-06-20 13:15:00,1497.94709762203
"STRT",2020-06-20 13:30:00,1497.94709762203
"STRT",2020-06-20 13:45:00,1513.83917954547
"STRT",2020-06-20 14:00:00,1512.39444482513
"STRT",2020-06-20 14:15:00,1516.72864898609
"STRT",2020-06-20 14:30:00,1516.72864898609
"STRT",2020-06-20 14:45:00,1519.61811842676
"STRT",2020-06-20 15:00:00,1526.84179202828
"STRT",2020-06-20 15:15:00,1521.06285314698
"STRT",2020-06-20 15:30:00,1542.73387395171
"STRT",2020-06-20 15:45:00,1539.8444045111
"STRT",2020-06-20 16:00:00,1541.28913923143
"STRT",2020-06-20 16:15:00,1548.51281283295
"STRT",2020-06-20 16:30:00,1545.62334339239
"STRT",2020-06-20 16:45:00,1555.73648643453
"STRT",2020-06-20 17:00:00,1562.96016003611
"STRT",2020-06-20 17:15:00,1555.73648643453
"STRT",2020-06-20 17:30:00,1571.62856835796
"STRT",2020-06-20 17:45:00,1580.29697667988
"STRT",2020-06-20 18:00:00,1578.8522419596
"STRT",2020-06-20 18:15:00,1578.8522419596
"STRT",2020-06-20 18:30:00,1583.1864461205
"STRT",2020-06-20 18:45:00,1591.85485444241
"STRT",2020-06-20 19:00:00,1590.41011972207
"STRT",2020-06-20 19:15:00,1590.41011972207
"STRT",2020-06-20 19:30:00,1600.52326276427
"STRT",2020-06-20 19:45:00,1597.63379332365
"STRT",2020-06-20 20:00:00,1609.19167108613
"STRT",2020-06-20 20:15:00,1601.96799748461
"STRT",2020-06-20 20:30:00,1609.19167108613
"STRT",2020-06-20 20:45:00,1603.41273220489
"STRT",2020-06-20 21:00:00,1612.0811405268
"STRT",2020-06-20 21:15:00,1619.30481412832
"STRT",2020-06-20 21:30:00,1606.30220164551
"STRT",2020-06-20 21:45:00,1612.0811405268
"STRT",2020-06-20 22:00:00,1614.97060996736
"STRT",2020-06-20 22:15:00,1620.74954884866
"STRT",2020-06-20 22:30:00,1620.74954884866
"STRT",2020-06-20 22:45:00,1636.64163077209
"STRT",2020-06-20 23:00:00,1648.19950853463
"STRT",2020-06-20 23:15:00,1655.4231821362
"STRT",2020-06-20 23:30:00,1658.31265157677
"STRT",2020-06-20 23:45:00,1668.42579461902
"STRT",2020-06-21 00:00:00,1700.20995846594
"STRT",2020-06-21 00:15:00,1694.43101958465
"STRT",2020-06-21 00:30:00,1697.32048902527
"STRT",2020-06-21 00:45:00,1710.32310150808
"STRT",2020-06-21 01:00:00,1737.77306119405
"STRT",2020-06-21 01:15:00,1739.21779591439
"STRT",2020-06-21 01:30:00,1786.89404168469
"STRT",2020-06-21 01:45:00,1795.56245000655
"STRT",2020-06-21 02:00:00,1799.89665416756
"STRT",2020-06-21 02:15:00,1799.89665416756
"STRT",2020-06-21 02:30:00,1818.67820553161
"STRT",2020-06-21 02:45:00,1828.79134857381
"STRT",2020-06-21 03:00:00,1843.23869577696
"STRT",2020-06-21 03:15:00,1875.02285962383
"STRT",2020-06-21 03:30:00,1886.58073738636
"STRT",2020-06-21 03:45:00,1903.91755403014
"STRT",2020-06-21 04:00:00,1924.14384011447
"STRT",2020-06-21 04:15:00,1935.701717877
"STRT",2020-06-21 04:30:00,1953.03853452078
"STRT",2020-06-21 04:45:00,1977.59902476607
"STRT",2020-06-21 05:00:00,2003.6042497317
"STRT",2020-06-21 05:15:00,2036.8331482989
"STRT",2020-06-21 05:30:00,2018.05159693491
"STRT",2020-06-21 05:45:00,2042.6120871802
"STRT",2020-06-21 06:00:00,2070.06204686617
"STRT",2020-06-21 06:15:00,2077.28572046774
"STRT",2020-06-21 06:30:00,2085.9541287896
"STRT",2020-06-21 06:45:00,2116.29355791619
"STRT",2020-06-21 07:00:00,2135.07510928024
"STRT",2020-06-21 07:15:00,2148.07772176305
"STRT",2020-06-21 07:30:00,2165.41453840683
"STRT",2020-06-21 07:45:00,2181.30662033032
"STRT",2020-06-21 08:00:00,2191.41976337245
"STRT",2020-06-21 08:15:00,2217.42498833814
"STRT",2020-06-21 08:30:00,2230.42760082096
"STRT",2020-06-21 08:45:00,2241.98547858349
"STRT",2020-06-21 09:00:00,2257.87756050692
"STRT",2020-06-21 09:15:00,2280.99331603193
"STRT",2020-06-21 09:30:00,2299.77486739599
"STRT",2020-06-21 09:45:00,2301.21960211633
"STRT",2020-06-21 10:00:00,2324.33535764134
"STRT",2020-06-21 10:15:00,2330.11429652257
"STRT",2020-06-21 10:30:00,2341.67217428511
"STRT",2020-06-21 10:45:00,2334.44850068353
"STRT",2020-06-21 11:00:00,2351.7853173273
"STRT",2020-06-21 11:15:00,2367.67739925074
"STRT",2020-06-21 11:30:00,2367.67739925074
"STRT",2020-06-21 11:45:00,2359.00899092888
"STRT",2020-06-21 12:00:00,2390.79315477575
"STRT",2020-06-21 12:15:00,2374.90107285231
"STRT",2020-06-21 12:30:00,2385.01421589451
"STRT",2020-06-21 12:45:00,2382.12474645383
"STRT",2020-06-21 13:00:00,2374.90107285231
"STRT",2020-06-21 13:15:00,2383.56948117417
"STRT",2020-06-21 13:30:00,2389.34842005541
"STRT",2020-06-21 13:45:00,2386.45895061485
"STRT",2020-06-21 14:00:00,2392.23788949609
"STRT",2020-06-21 14:15:00,2389.34842005541
"STRT",2020-06-21 14:30:00,2386.45895061485
"STRT",2020-06-21 14:45:00,2379.23527701327
"STRT",2020-06-21 15:00:00,2370.56686869136
"STRT",2020-06-21 15:15:00,2383.56948117417
"STRT",2020-06-21 15:30:00,2370.56686869136
"STRT",2020-06-21 15:45:00,2385.01421589451
"STRT",2020-06-21 16:00:00,2364.78792981012
"STRT",2020-06-21 16:15:00,2377.79054229293
"STRT",2020-06-21 16:30:00,2363.34319508978
"STRT",2020-06-21 16:45:00,2361.8984603695
"STRT",2020-06-21 17:00:00,2357.56425620854
"STRT",2020-06-21 17:15:00,2359.00899092888
"STRT",2020-06-21 17:30:00,2361.8984603695
"STRT",2020-06-21 17:45:00,2347.45111316635
"STRT",2020-06-21 18:00:00,2338.78270484443
"STRT",2020-06-21 18:15:00,2337.33797012415
"STRT",2020-06-21 18:30:00,2335.89323540387
"STRT",2020-06-21 18:45:00,2331.55903124291
"STRT",2020-06-21 19:00:00,2330.11429652257
"STRT",2020-06-21 19:15:00,2322.890622921
"STRT",2020-06-21 19:30:00,2321.44588820072
"STRT",2020-06-21 19:45:00,2317.11168403976
"STRT",2020-06-21 20:00:00,2302.66433683661
"STRT",2020-06-21 20:15:00,2312.7774798788
"STRT",2020-06-21 20:30:00,2306.99854099756
"STRT",2020-06-21 20:45:00,2308.4432757179
"STRT",2020-06-21 21:00:00,2285.32752019283
"STRT",2020-06-21 21:15:00,2302.66433683661
"STRT",2020-06-21 21:30:00,2289.66172435379
"STRT",2020-06-21 21:45:00,2292.55119379447
"STRT",2020-06-21 22:00:00,2291.10645907413
"STRT",2020-06-21 22:15:00,2289.66172435379
"STRT",2020-06-21 22:30:00,2288.21698963351
"STRT",2020-06-21 22:45:00,2278.10384659126
"STRT",2020-06-21 23:00:00,2291.10645907413
"STRT",2020-06-21 23:15:00,2286.77225491317
"STRT",2020-06-21 23:30:00,2279.5485813116
"STRT",2020-06-21 23:45:00,2286.77225491317
"STRT",2020-06-22 00:00:00,2276.65911187098
"STRT",2020-06-22 00:15:00,2288.21698963351
"STRT",2020-06-22 00:30:00,2289.66172435379
"STRT",2020-06-22 00:45:00,2302.66433683661
"STRT",2020-06-22 01:00:00,2292.55119379447
"STRT",2020-06-22 01:15:00,2308.4432757179
"STRT",2020-06-22 01:30:00,2301.21960211633
"STRT",2020-06-22 01:45:00,2305.55380627722
"STRT",2020-06-22 02:00:00,2298.33013267571
"STRT",2020-06-22 02:15:00,2322.890622921
"STRT",2020-06-22 02:30:00,2304.10907155694
"STRT",2020-06-22 02:45:00,2308.4432757179
"STRT",2020-06-22 03:00:00,2304.10907155694
"STRT",2020-06-22 03:15:00,2322.890622921
"STRT",2020-06-22 03:30:00,2320.00115348038
"STRT",2020-06-22 03:45:00,2328.66956180223
"STRT",2020-06-22 04:00:00,2337.33797012415
"STRT",2020-06-22 04:15:00,2334.44850068353
"STRT",2020-06-22 04:30:00,2348.89584788663
"STRT",2020-06-22 04:45:00,2359.00899092888
"STRT",2020-06-22 05:00:00,2357.56425620854
"STRT",2020-06-22 05:15:00,2369.12213397108
"STRT",2020-06-22 05:30:00,2377.79054229293
"STRT",2020-06-22 05:45:00,2389.34842005541
"STRT",2020-06-22 06:00:00,2376.34580757259
"STRT",2020-06-22 06:15:00,2393.68262421637
"STRT",2020-06-22 06:30:00,2399.4615630976
"STRT",2020-06-22 06:45:00,2405.2405019789
"STRT",2020-06-22 07:00:00,2416.79837974138
"STRT",2020-06-22 07:15:00,2428.35625750391
"STRT",2020-06-22 07:30:00,2437.02466582577
"STRT",2020-06-22 07:45:00,2439.91413526644
"STRT",2020-06-22 08:00:00,2447.13780886796
"STRT",2020-06-22 08:15:00,2467.36409495235
"STRT",2020-06-22 08:30:00,2464.47462551174
"STRT",2020-06-22 08:45:00,2468.80882967269
"STRT",2020-06-22 09:00:00,2486.14564631641
"STRT",2020-06-22 09:15:00,2486.14564631641
"STRT",2020-06-22 09:30:00,2499.14825879928
"STRT",2020-06-22 09:45:00,2494.81405463832
"STRT",2020-06-22 10:00:00,2503.48246296018
"STRT",2020-06-22 10:15:00,2507.81666712114
"STRT",2020-06-22 10:30:00,2517.92981016333
"STRT",2020-06-22 10:45:00,2528.04295320553
"STRT",2020-06-22 11:00:00,2526.59821848519
"STRT",2020-06-22 11:15:00,2533.82189208682
"STRT",2020-06-22 11:30:00,2538.15609624772
"STRT",2020-06-22 11:45:00,2552.60344345082
"STRT",2020-06-22 12:00:00,2548.26923928992
"STRT",2020-06-22 12:15:00,2551.15870873054
"STRT",2020-06-22 12:30:00,2561.27185177273
"STRT",2020-06-22 12:45:00,2572.82972953527
"STRT",2020-06-22 13:00:00,2556.93764761183
"STRT",2020-06-22 13:15:00,2565.60605593369
"STRT",2020-06-22 13:30:00,2565.60605593369
"STRT",2020-06-22 13:45:00,2561.27185177273
"STRT",2020-06-22 14:00:00,2575.71919897589
"STRT",2020-06-22 14:15:00,2580.05340313679
"STRT",2020-06-22 14:30:00,2588.7218114587
"STRT",2020-06-22 14:45:00,2571.38499481493
"STRT",2020-06-22 15:00:00,2577.16393369623
"STRT",2020-06-22 15:15:00,2572.82972953527
"STRT",2020-06-22 15:30:00,2584.38760729774
"STRT",2020-06-22 15:45:00,2582.94287257746
"STRT",2020-06-22 16:00:00,2584.38760729774
"STRT",2020-06-22 16:15:00,2584.38760729774
"STRT",2020-06-22 16:30:00,2587.27707673836
"STRT",2020-06-22 16:45:00,2587.27707673836
"STRT",2020-06-22 17:00:00,2590.16654617898
"STRT",2020-06-22 17:15:00,2600.27968922124
"STRT",2020-06-22 17:30:00,2593.05601561966
"STRT",2020-06-22 17:45:00,2598.8349545009
"STRT",2020-06-22 18:00:00,2598.8349545009
"STRT",2020-06-22 18:15:00,2594.50075034
"STRT",2020-06-22 18:30:00,2601.72442394152
"STRT",2020-06-22 18:45:00,2613.28230170399
"STRT",2020-06-22 19:00:00,2604.61389338213
"STRT",2020-06-22 19:15:00,2595.94548506028
"STRT",2020-06-22 19:30:00,2604.61389338213
"STRT",2020-06-22 19:45:00,2608.94809754309
"STRT",2020-06-22 20:00:00,2603.16915866185
"STRT",2020-06-22 20:15:00,2597.39021978056
"STRT",2020-06-22 20:30:00,2598.8349545009
"STRT",2020-06-22 20:45:00,2598.8349545009
"STRT",2020-06-22 21:00:00,2601.72442394152
"STRT",2020-06-22 21:15:00,2594.50075034
"STRT",2020-06-22 21:30:00,2600.27968922124
"STRT",2020-06-22 21:45:00,2587.27707673836
"STRT",2020-06-22 22:00:00,2593.05601561966
