"Poke1comb.Site","Poke1comb.DateTime","MeanDischarge"
"POKE",2020-06-04 22:45:00,993.354852500896
"POKE",2020-06-04 23:00:00,991.277189344692
"POKE",2020-06-04 23:15:00,990.013138799288
"POKE",2020-06-04 23:30:00,988.749088253826
"POKE",2020-06-04 23:45:00,988.749088253826
"POKE",2020-06-05 00:00:00,972.040519745671
"POKE",2020-06-05 00:15:00,976.195846058021
"POKE",2020-06-05 00:30:00,958.223227004462
"POKE",2020-06-05 00:45:00,953.617462757393
"POKE",2020-06-05 01:00:00,938.986557405384
"POKE",2020-06-05 01:15:00,936.458456314518
"POKE",2020-06-05 01:30:00,913.066460403148
"POKE",2020-06-05 01:45:00,903.854931909067
"POKE",2020-06-05 02:00:00,897.985117116594
"POKE",2020-06-05 02:15:00,882.090161219123
"POKE",2020-06-05 02:30:00,877.484396972111
"POKE",2020-06-05 02:45:00,869.086481088714
"POKE",2020-06-05 03:00:00,859.874952594517
"POKE",2020-06-05 03:15:00,845.244047242682
"POKE",2020-06-05 03:30:00,836.032518748485
"POKE",2020-06-05 03:45:00,816.795849149406
"POKE",2020-06-05 04:00:00,810.926034356991
"POKE",2020-06-05 04:15:00,799.636842706706
"POKE",2020-06-05 04:30:00,797.108741615782
"POKE",2020-06-05 04:45:00,800.45045531739
"POKE",2020-06-05 05:00:00,795.844691070379
"POKE",2020-06-05 05:15:00,791.238926823309
"POKE",2020-06-05 05:30:00,774.530358315154
"POKE",2020-06-05 05:45:00,776.608021471358
"POKE",2020-06-05 06:00:00,776.608021471358
"POKE",2020-06-05 06:15:00,775.794408860616
"POKE",2020-06-05 06:30:00,782.477836263832
"POKE",2020-06-05 06:45:00,785.005937354697
"POKE",2020-06-05 07:00:00,822.215226007334
"POKE",2020-06-05 07:15:00,858.974076725252
"POKE",2020-06-05 07:30:00,873.604982077086
"POKE",2020-06-05 07:45:00,853.554699867324
"POKE",2020-06-05 08:00:00,834.318030268361
"POKE",2020-06-05 08:15:00,839.737407126231
"POKE",2020-06-05 08:30:00,823.84245122876
"POKE",2020-06-05 08:45:00,830.07544069743
"POKE",2020-06-05 09:00:00,806.683444785944
"POKE",2020-06-05 09:15:00,804.968956305878
"POKE",2020-06-05 09:30:00,797.021478357143
"POKE",2020-06-05 09:45:00,806.23300685134
"POKE",2020-06-05 10:00:00,797.021478357143
"POKE",2020-06-05 10:15:00,807.046619462082
"POKE",2020-06-05 10:30:00,815.807710021443
"POKE",2020-06-05 10:45:00,802.440855215013
"POKE",2020-06-05 11:00:00,792.415714110073
"POKE",2020-06-05 11:15:00,801.176804669609
"POKE",2020-06-05 11:30:00,789.887613019207
"POKE",2020-06-05 11:45:00,799.912754124147
"POKE",2020-06-05 12:00:00,796.571040422423
"POKE",2020-06-05 12:15:00,807.046619462082
"POKE",2020-06-05 12:30:00,815.807710021443
"POKE",2020-06-05 12:45:00,812.465996319836
"POKE",2020-06-05 13:00:00,817.885373177647
"POKE",2020-06-05 13:15:00,822.491137424775
"POKE",2020-06-05 13:30:00,833.78032907506
"POKE",2020-06-05 13:45:00,828.360952217248
"POKE",2020-06-05 14:00:00,821.677524813917
"POKE",2020-06-05 14:15:00,829.62500276271
"POKE",2020-06-05 14:30:00,827.547339606564
"POKE",2020-06-05 14:45:00,852.203386063338
"POKE",2020-06-05 15:00:00,836.758868100645
"POKE",2020-06-05 15:15:00,848.861672361731
"POKE",2020-06-05 15:30:00,853.4674366088
"POKE",2020-06-05 15:45:00,853.4674366088
"POKE",2020-06-05 16:00:00,862.228527168161
"POKE",2020-06-05 16:15:00,858.886813466554
"POKE",2020-06-05 16:30:00,858.886813466554
"POKE",2020-06-05 16:45:00,862.228527168161
"POKE",2020-06-05 17:00:00,870.176005116955
"POKE",2020-06-05 17:15:00,867.647904026089
"POKE",2020-06-05 17:30:00,875.595381974708
"POKE",2020-06-05 17:45:00,872.253668273101
"POKE",2020-06-05 18:00:00,880.201146221778
"POKE",2020-06-05 18:15:00,886.070961014251
"POKE",2020-06-05 18:30:00,887.335011559655
"POKE",2020-06-05 18:45:00,904.857192678552
"POKE",2020-06-05 19:00:00,892.754388417583
"POKE",2020-06-05 19:15:00,898.624203210056
"POKE",2020-06-05 19:30:00,904.04358006781
"POKE",2020-06-05 19:45:00,906.121243224014
"POKE",2020-06-05 20:00:00,908.649344314879
"POKE",2020-06-05 20:15:00,909.462956925621
"POKE",2020-06-05 20:30:00,912.804670627345
"POKE",2020-06-05 20:45:00,920.752148575964
"POKE",2020-06-05 21:00:00,920.752148575964
"POKE",2020-06-05 21:15:00,906.121243224014
"POKE",2020-06-05 21:30:00,924.907474888314
"POKE",2020-06-05 21:45:00,921.565761186706
"POKE",2020-06-05 22:00:00,923.64342434291
"POKE",2020-06-05 22:15:00,921.115323252045
"POKE",2020-06-05 22:30:00,914.431895848829
"POKE",2020-06-05 22:45:00,913.167845303367
"POKE",2020-06-05 23:00:00,923.192986408307
"POKE",2020-06-05 23:15:00,916.059121070255
"POKE",2020-06-05 23:30:00,909.37569366704
"POKE",2020-06-05 23:45:00,906.847592576174
"POKE",2020-06-06 00:00:00,888.874973522557
"POKE",2020-06-06 00:15:00,887.610922977154
"POKE",2020-06-06 00:30:00,889.688586133299
"POKE",2020-06-06 00:45:00,879.663445028476
"POKE",2020-06-06 01:00:00,871.715967079741
"POKE",2020-06-06 01:15:00,857.89867433859
"POKE",2020-06-06 01:30:00,842.454156375898
"POKE",2020-06-06 01:45:00,847.059920622909
"POKE",2020-06-06 02:00:00,833.242627881758
"POKE",2020-06-06 02:15:00,825.295149933023
"POKE",2020-06-06 02:30:00,813.555520348018
"POKE",2020-06-06 02:45:00,802.266328697791
"POKE",2020-06-06 03:00:00,795.13246335974
"POKE",2020-06-06 03:15:00,785.920934865659
"POKE",2020-06-06 03:30:00,762.528938954289
"POKE",2020-06-06 03:45:00,770.476416902966
"POKE",2020-06-06 04:00:00,762.528938954289
"POKE",2020-06-06 04:15:00,768.398753746762
"POKE",2020-06-06 04:30:00,768.398753746762
"POKE",2020-06-06 04:45:00,772.554080059112
"POKE",2020-06-06 05:00:00,751.239747303887
"POKE",2020-06-06 05:15:00,752.503797849349
"POKE",2020-06-06 05:30:00,748.711646213022
"POKE",2020-06-06 05:45:00,737.422454562795
"POKE",2020-06-06 06:00:00,724.869212366932
"POKE",2020-06-06 06:15:00,722.341111276066
"POKE",2020-06-06 06:30:00,707.710205924232
"POKE",2020-06-06 06:45:00,708.160643858777
"POKE",2020-06-06 07:00:00,734.080740861187
"POKE",2020-06-06 07:15:00,714.030458651425
"POKE",2020-06-06 07:30:00,727.397313457855
"POKE",2020-06-06 07:45:00,708.160643858777
"POKE",2020-06-06 08:00:00,720.26344811992
"POKE",2020-06-06 08:15:00,722.341111276066
"POKE",2020-06-06 08:30:00,714.393633327447
"POKE",2020-06-06 08:45:00,709.787869080377
"POKE",2020-06-06 09:00:00,700.57634058618
"POKE",2020-06-06 09:15:00,680.075620441814
"POKE",2020-06-06 09:30:00,681.339670987276
"POKE",2020-06-06 09:45:00,682.153283598018
"POKE",2020-06-06 10:00:00,676.73390674009
"POKE",2020-06-06 10:15:00,685.131822623604
"POKE",2020-06-06 10:30:00,685.131822623604
"POKE",2020-06-06 10:45:00,695.156963728426
"POKE",2020-06-06 11:00:00,693.442475248245
"POKE",2020-06-06 11:15:00,696.784188949852
"POKE",2020-06-06 11:30:00,689.287148935895
"POKE",2020-06-06 11:45:00,707.259767989512
"POKE",2020-06-06 12:00:00,705.182104833366
"POKE",2020-06-06 12:15:00,707.259767989512
"POKE",2020-06-06 12:30:00,701.389953197038
"POKE",2020-06-06 12:45:00,704.731666898646
"POKE",2020-06-06 13:00:00,712.228706912603
"POKE",2020-06-06 13:15:00,712.228706912603
"POKE",2020-06-06 13:30:00,710.964656367141
"POKE",2020-06-06 13:45:00,725.59556171915
"POKE",2020-06-06 14:00:00,723.517898562946
"POKE",2020-06-06 14:15:00,735.62070282409
"POKE",2020-06-06 14:30:00,734.807090213231
"POKE",2020-06-06 14:45:00,746.096281863574
"POKE",2020-06-06 15:00:00,741.940955551283
"POKE",2020-06-06 15:15:00,750.702046110644
"POKE",2020-06-06 15:30:00,761.991237761045
"POKE",2020-06-06 15:45:00,766.597002008057
"POKE",2020-06-06 16:00:00,769.938715709664
"POKE",2020-06-06 16:15:00,767.861052553519
"POKE",2020-06-06 16:30:00,779.150244203745
"POKE",2020-06-06 16:45:00,782.491957905353
"POKE",2020-06-06 17:00:00,787.097722152539
"POKE",2020-06-06 17:15:00,783.756008450815
"POKE",2020-06-06 17:30:00,796.30925064662
"POKE",2020-06-06 17:45:00,806.334391751443
"POKE",2020-06-06 18:00:00,814.281869700237
"POKE",2020-06-06 18:15:00,810.940155998629
"POKE",2020-06-06 18:30:00,810.940155998629
"POKE",2020-06-06 18:45:00,828.912775052071
"POKE",2020-06-06 19:00:00,825.571061350463
"POKE",2020-06-06 19:15:00,827.648724506667
"POKE",2020-06-06 19:30:00,834.332151909999
"POKE",2020-06-06 19:45:00,837.673865611607
"POKE",2020-06-06 20:00:00,841.015579313214
"POKE",2020-06-06 20:15:00,842.279629858618
"POKE",2020-06-06 20:30:00,851.040720418154
"POKE",2020-06-06 20:45:00,857.724147821369
"POKE",2020-06-06 21:00:00,858.988198366773
"POKE",2020-06-06 21:15:00,862.329912068381
"POKE",2020-06-06 21:30:00,871.091002627916
"POKE",2020-06-06 21:45:00,866.48523838073
"POKE",2020-06-06 22:00:00,861.879474133661
"POKE",2020-06-06 22:15:00,857.273709886649
"POKE",2020-06-06 22:30:00,850.590282483434
"POKE",2020-06-06 22:45:00,865.221187835268
"POKE",2020-06-06 23:00:00,862.693086744403
"POKE",2020-06-06 23:15:00,859.351373042795
"POKE",2020-06-06 23:30:00,856.009659341187
"POKE",2020-06-06 23:45:00,845.534080301702
"POKE",2020-06-07 00:00:00,830.903174949693
"POKE",2020-06-07 00:15:00,820.878033844871
"POKE",2020-06-07 00:30:00,822.955697001016
"POKE",2020-06-07 00:45:00,804.983077947458
"POKE",2020-06-07 01:00:00,798.299650544242
"POKE",2020-06-07 01:15:00,794.957936842518
"POKE",2020-06-07 01:30:00,782.40469464683
"POKE",2020-06-07 01:45:00,774.457216698152
"POKE",2020-06-07 02:00:00,757.298210255278
"POKE",2020-06-07 02:15:00,752.692446008266
"POKE",2020-06-07 02:30:00,738.061540656257
"POKE",2020-06-07 02:45:00,726.772349006031
"POKE",2020-06-07 03:00:00,727.585961616714
"POKE",2020-06-07 03:15:00,706.271628861548
"POKE",2020-06-07 03:30:00,700.401814069075
"POKE",2020-06-07 03:45:00,682.429195015458
"POKE",2020-06-07 04:00:00,687.034959262528
"POKE",2020-06-07 04:15:00,669.875952819653
"POKE",2020-06-07 04:30:00,668.611902274191
"POKE",2020-06-07 04:45:00,661.478036936314
"POKE",2020-06-07 05:00:00,653.530558987637
"POKE",2020-06-07 05:15:00,641.790929402574
"POKE",2020-06-07 05:30:00,643.054979947978
"POKE",2020-06-07 05:45:00,638.449215700966
"POKE",2020-06-07 06:00:00,627.160024050681
"POKE",2020-06-07 06:15:00,638.449215700966
"POKE",2020-06-07 06:30:00,638.899653635628
"POKE",2020-06-07 06:45:00,633.029838843155
"POKE",2020-06-07 07:00:00,615.05721978948
"POKE",2020-06-07 07:15:00,615.87083240028
"POKE",2020-06-07 07:30:00,612.078680764011
"POKE",2020-06-07 07:45:00,605.395253360795
"POKE",2020-06-07 08:00:00,604.131202815333
"POKE",2020-06-07 08:15:00,604.944815425959
"POKE",2020-06-07 08:30:00,604.944815425959
"POKE",2020-06-07 08:45:00,604.944815425959
"POKE",2020-06-07 09:00:00,600.339051179006
"POKE",2020-06-07 09:15:00,601.152663789631
"POKE",2020-06-07 09:30:00,592.391573230212
"POKE",2020-06-07 09:45:00,593.205185841129
"POKE",2020-06-07 10:00:00,591.941135295667
"POKE",2020-06-07 10:15:00,587.335371048481
"POKE",2020-06-07 10:30:00,598.624562698766
"POKE",2020-06-07 10:45:00,597.360512153304
"POKE",2020-06-07 11:00:00,572.704465696646
"POKE",2020-06-07 11:15:00,596.0964616079
"POKE",2020-06-07 11:30:00,596.910074218758
"POKE",2020-06-07 11:45:00,599.438175309624
"POKE",2020-06-07 12:00:00,609.463316414563
"POKE",2020-06-07 12:15:00,604.043939556635
"POKE",2020-06-07 12:30:00,620.75250806479
"POKE",2020-06-07 12:45:00,615.333131207037
"POKE",2020-06-07 13:00:00,614.069080661575
"POKE",2020-06-07 13:15:00,625.35827231186
"POKE",2020-06-07 13:30:00,623.280609155714
"POKE",2020-06-07 13:45:00,623.280609155714
"POKE",2020-06-07 14:00:00,626.622322857322
"POKE",2020-06-07 14:15:00,629.150423948129
"POKE",2020-06-07 14:30:00,635.020238740661
"POKE",2020-06-07 14:45:00,650.915194638073
"POKE",2020-06-07 15:00:00,635.020238740661
"POKE",2020-06-07 15:15:00,638.361952442385
"POKE",2020-06-07 15:30:00,637.097901896923
"POKE",2020-06-07 15:45:00,655.070520950423
"POKE",2020-06-07 16:00:00,665.095662055362
"POKE",2020-06-07 16:15:00,650.464756703353
"POKE",2020-06-07 16:30:00,671.779089458578
"POKE",2020-06-07 16:45:00,667.623763146228
"POKE",2020-06-07 17:00:00,667.623763146228
"POKE",2020-06-07 17:15:00,660.940335743013
"POKE",2020-06-07 17:30:00,674.757628484163
"POKE",2020-06-07 17:45:00,688.12448329071
"POKE",2020-06-07 18:00:00,686.860432745249
"POKE",2020-06-07 18:15:00,696.07196123933
"POKE",2020-06-07 18:30:00,704.833051798865
"POKE",2020-06-07 18:45:00,693.994298083184
"POKE",2020-06-07 19:00:00,704.019439188123
"POKE",2020-06-07 19:15:00,714.044580292946
"POKE",2020-06-07 19:30:00,714.044580292946
"POKE",2020-06-07 19:45:00,711.9669171368
"POKE",2020-06-07 20:00:00,704.019439188123
"POKE",2020-06-07 20:15:00,715.308630838408
"POKE",2020-06-07 20:30:00,718.650344540016
"POKE",2020-06-07 20:45:00,731.203586735763
"POKE",2020-06-07 21:00:00,733.281249891967
"POKE",2020-06-07 21:15:00,726.597822488751
"POKE",2020-06-07 21:30:00,737.436576204316
"POKE",2020-06-07 21:45:00,734.094862502709
"POKE",2020-06-07 22:00:00,732.017199346563
"POKE",2020-06-07 22:15:00,726.147384554031
"POKE",2020-06-07 22:30:00,729.489098255639
"POKE",2020-06-07 22:45:00,724.069721397886
"POKE",2020-06-07 23:00:00,724.069721397886
"POKE",2020-06-07 23:15:00,722.805670852424
"POKE",2020-06-07 23:30:00,714.858192903688
"POKE",2020-06-07 23:45:00,707.361152889731
"POKE",2020-06-08 00:00:00,710.252428656619
"POKE",2020-06-08 00:15:00,700.227287551796
"POKE",2020-06-08 00:30:00,692.27980960306
"POKE",2020-06-08 00:45:00,684.332331654383
"POKE",2020-06-08 01:00:00,688.938095901452
"POKE",2020-06-08 01:15:00,665.546099990082
"POKE",2020-06-08 01:30:00,659.676285197609
"POKE",2020-06-08 01:45:00,649.65114409267
"POKE",2020-06-08 02:00:00,646.309430391062
"POKE",2020-06-08 02:15:00,643.781329300138
"POKE",2020-06-08 02:30:00,639.175565053069
"POKE",2020-06-08 02:45:00,639.989177663869
"POKE",2020-06-08 03:00:00,629.964036558929
"POKE",2020-06-08 03:15:00,624.094221766398
"POKE",2020-06-08 03:30:00,624.094221766398
"POKE",2020-06-08 03:45:00,596.910074218758
"POKE",2020-06-08 04:00:00,593.568360517034
"POKE",2020-06-08 04:15:00,588.962596270081
"POKE",2020-06-08 04:30:00,593.117922582431
"POKE",2020-06-08 04:45:00,594.381973127893
"POKE",2020-06-08 05:00:00,585.620882568473
"POKE",2020-06-08 05:15:00,608.199265869102
"POKE",2020-06-08 05:30:00,600.702225855028
"POKE",2020-06-08 05:45:00,598.624562698766
"POKE",2020-06-08 06:00:00,598.174124764162
"POKE",2020-06-08 06:15:00,595.282848997274
"POKE",2020-06-08 06:30:00,594.018798451812
"POKE",2020-06-08 06:45:00,602.779889011232
"POKE",2020-06-08 07:00:00,603.593501621974
"POKE",2020-06-08 07:15:00,589.776208880707
"POKE",2020-06-08 07:30:00,584.35683202307
"POKE",2020-06-08 07:45:00,584.35683202307
"POKE",2020-06-08 08:00:00,580.564680386742
"POKE",2020-06-08 08:15:00,573.88125298341
"POKE",2020-06-08 08:30:00,577.222966685018
"POKE",2020-06-08 08:45:00,571.803589827206
"POKE",2020-06-08 09:00:00,575.145303528814
"POKE",2020-06-08 09:15:00,577.222966685018
"POKE",2020-06-08 09:30:00,571.353151892545
"POKE",2020-06-08 09:45:00,562.141623398289
"POKE",2020-06-08 10:00:00,561.691185463744
"POKE",2020-06-08 10:15:00,564.219286554609
"POKE",2020-06-08 10:30:00,560.427134918282
"POKE",2020-06-08 10:45:00,549.951555878739
"POKE",2020-06-08 11:00:00,557.085421216558
"POKE",2020-06-08 11:15:00,562.504798074486
"POKE",2020-06-08 11:30:00,569.188225477817
"POKE",2020-06-08 11:45:00,561.240747529024
"POKE",2020-06-08 12:00:00,560.427134918282
"POKE",2020-06-08 12:15:00,563.768848619889
"POKE",2020-06-08 12:30:00,565.846511776093
"POKE",2020-06-08 12:45:00,567.924174932356
"POKE",2020-06-08 13:00:00,556.634983281954
"POKE",2020-06-08 13:15:00,559.976696983562
"POKE",2020-06-08 13:30:00,573.343551789992
"POKE",2020-06-08 13:45:00,571.265888633963
"POKE",2020-06-08 14:00:00,581.741467673506
"POKE",2020-06-08 14:15:00,577.13570342632
"POKE",2020-06-08 14:30:00,586.347231920576
"POKE",2020-06-08 14:45:00,587.611282465979
"POKE",2020-06-08 15:00:00,590.952996167587
"POKE",2020-06-08 15:15:00,583.005518218968
"POKE",2020-06-08 15:30:00,587.611282465979
"POKE",2020-06-08 15:45:00,596.822810960177
"POKE",2020-06-08 16:00:00,586.797669855237
"POKE",2020-06-08 16:15:00,604.770288908854
"POKE",2020-06-08 16:30:00,611.453716312069
"POKE",2020-06-08 16:45:00,604.770288908854
"POKE",2020-06-08 17:00:00,613.981817402935
"POKE",2020-06-08 17:15:00,607.29838999972
"POKE",2020-06-08 17:30:00,624.006958507875
"POKE",2020-06-08 17:45:00,617.323531104543
"POKE",2020-06-08 18:00:00,615.245867948339
"POKE",2020-06-08 18:15:00,611.904154246731
"POKE",2020-06-08 18:30:00,626.53505959874
"POKE",2020-06-08 18:45:00,634.482537547417
"POKE",2020-06-08 19:00:00,640.352352339891
"POKE",2020-06-08 19:15:00,642.430015496037
"POKE",2020-06-08 19:30:00,645.771729197761
"POKE",2020-06-08 19:45:00,649.113442899368
"POKE",2020-06-08 20:00:00,643.694066041498
"POKE",2020-06-08 20:15:00,650.37749344483
"POKE",2020-06-08 20:30:00,653.719207146438
"POKE",2020-06-08 20:45:00,660.402634549653
"POKE",2020-06-08 21:00:00,661.666685095057
"POKE",2020-06-08 21:15:00,666.272449342243
"POKE",2020-06-08 21:30:00,668.350112498389
"POKE",2020-06-08 21:45:00,666.272449342243
"POKE",2020-06-08 22:00:00,668.350112498389
"POKE",2020-06-08 22:15:00,673.7694893562
"POKE",2020-06-08 22:30:00,666.272449342243
"POKE",2020-06-08 22:45:00,672.955876745458
"POKE",2020-06-08 23:00:00,678.375253603212
"POKE",2020-06-08 23:15:00,682.167405239539
"POKE",2020-06-08 23:30:00,685.509118941147
"POKE",2020-06-08 23:45:00,668.800550433109
"POKE",2020-06-09 00:00:00,680.089742083394
"POKE",2020-06-09 00:15:00,680.089742083394
"POKE",2020-06-09 00:30:00,682.617843174201
"POKE",2020-06-09 00:45:00,685.959556875809
"POKE",2020-06-09 01:00:00,680.089742083394
"POKE",2020-06-09 01:15:00,680.089742083394
"POKE",2020-06-09 01:30:00,682.167405239539
"POKE",2020-06-09 01:45:00,654.983257691842
"POKE",2020-06-09 02:00:00,657.060920848045
"POKE",2020-06-09 02:15:00,654.983257691842
"POKE",2020-06-09 02:30:00,650.37749344483
"POKE",2020-06-09 02:45:00,626.98549753346
"POKE",2020-06-09 03:00:00,625.721446987998
"POKE",2020-06-09 03:15:00,615.245867948339
"POKE",2020-06-09 03:30:00,613.981817402935
"POKE",2020-06-09 03:45:00,594.745147803915
"POKE",2020-06-09 04:00:00,590.139383556845
"POKE",2020-06-09 04:15:00,580.114242452022
"POKE",2020-06-09 04:30:00,570.902713957825
"POKE",2020-06-09 04:45:00,572.980377114145
"POKE",2020-06-09 05:00:00,558.34947176202
"POKE",2020-06-09 05:15:00,557.899033827416
"POKE",2020-06-09 05:30:00,555.37093273655
"POKE",2020-06-09 05:45:00,536.13426313753
"POKE",2020-06-09 06:00:00,539.475976839138
"POKE",2020-06-09 06:15:00,547.873892722593
"POKE",2020-06-09 06:30:00,615.696305883059
"POKE",2020-06-09 06:45:00,674.583101966942
"POKE",2020-06-09 07:00:00,695.083822111366
"POKE",2020-06-09 07:15:00,709.714727463375
"POKE",2020-06-09 07:30:00,694.633384176705
"POKE",2020-06-09 07:45:00,675.033539901604
"POKE",2020-06-09 08:00:00,661.666685095057
"POKE",2020-06-09 08:15:00,651.641543990234
"POKE",2020-06-09 08:30:00,648.299830288626
"POKE",2020-06-09 08:45:00,641.616402885295
"POKE",2020-06-09 09:00:00,637.010638638283
"POKE",2020-06-09 09:15:00,638.274689183687
"POKE",2020-06-09 09:30:00,649.563880834088
"POKE",2020-06-09 09:45:00,636.197026027541
"POKE",2020-06-09 10:00:00,648.75026822323
"POKE",2020-06-09 10:15:00,658.775409328169
"POKE",2020-06-09 10:30:00,656.247308237304
"POKE",2020-06-09 10:45:00,662.930735640519
"POKE",2020-06-09 11:00:00,654.983257691842
"POKE",2020-06-09 11:15:00,677.56164099247
"POKE",2020-06-09 11:30:00,675.847152512346
"POKE",2020-06-09 11:45:00,678.825691537932
"POKE",2020-06-09 12:00:00,677.56164099247
"POKE",2020-06-09 12:15:00,682.981017850281
"POKE",2020-06-09 12:30:00,682.530579915678
"POKE",2020-06-09 12:45:00,678.375253603212
"POKE",2020-06-09 13:00:00,687.136344162747
"POKE",2020-06-09 13:15:00,682.981017850281
"POKE",2020-06-09 13:30:00,698.875973747694
"POKE",2020-06-09 13:45:00,686.773169486609
"POKE",2020-06-09 14:00:00,703.932175929425
"POKE",2020-06-09 14:15:00,709.801990721957
"POKE",2020-06-09 14:30:00,716.485418125289
"POKE",2020-06-09 14:45:00,710.252428656619
"POKE",2020-06-09 15:00:00,713.594142358226
"POKE",2020-06-09 15:15:00,727.411435099493
"POKE",2020-06-09 15:30:00,715.308630838408
"POKE",2020-06-09 15:45:00,734.54530043737
"POKE",2020-06-09 16:00:00,737.073401528294
"POKE",2020-06-09 16:15:00,747.098542633117
"POKE",2020-06-09 16:30:00,734.995738372148
"POKE",2020-06-09 16:45:00,726.234647812613
"POKE",2020-06-09 17:00:00,737.523839463014
"POKE",2020-06-09 17:15:00,739.60150261916
"POKE",2020-06-09 17:30:00,747.548980567837
"POKE",2020-06-09 17:45:00,743.393654255487
"POKE",2020-06-09 18:00:00,755.946896451176
"POKE",2020-06-09 18:15:00,754.682845905714
"POKE",2020-06-09 18:30:00,761.366273309046
"POKE",2020-06-09 18:45:00,770.577801803185
"POKE",2020-06-09 19:00:00,767.236088101577
"POKE",2020-06-09 19:15:00,769.313751257723
"POKE",2020-06-09 19:30:00,772.655464959331
"POKE",2020-06-09 19:45:00,778.525279751804
"POKE",2020-06-09 20:00:00,777.2612292064
"POKE",2020-06-09 20:15:00,775.997178660939
"POKE",2020-06-09 20:30:00,792.705747169093
"POKE",2020-06-09 20:45:00,781.416555518808
"POKE",2020-06-09 21:00:00,794.783410325239
"POKE",2020-06-09 21:15:00,792.705747169093
"POKE",2020-06-09 21:30:00,775.997178660939
"POKE",2020-06-09 21:45:00,796.497898805421
"POKE",2020-06-09 22:00:00,789.814471402206
"POKE",2020-06-09 22:15:00,787.736808246002
"POKE",2020-06-09 22:30:00,790.628084012948
"POKE",2020-06-09 22:45:00,795.684286194679
"POKE",2020-06-09 23:00:00,794.420235649217
"POKE",2020-06-09 23:15:00,789.000858791464
"POKE",2020-06-09 23:30:00,775.634003984916
"POKE",2020-06-09 23:45:00,789.814471402206
"POKE",2020-06-10 00:00:00,779.789330297266
