"","DateTimeAK","pred.vaul.Q","pred.moos.Q","pred.poke.Q","pred.strt.Q","pred.frch.Q"
"1",2022-05-26 00:30:00,495.407535936001,4032.28911548081,832.948385090637,NA,1607.98453954036
"2",2022-05-26 01:00:00,494.45554145867,4013.35173381494,834.916139514071,NA,1602.72945635436
"3",2022-05-26 01:15:00,495.755228407428,4013.35173381494,838.159185226199,NA,NA
"4",2022-05-26 01:30:00,493.435142405087,4006.91936405163,833.648560308518,NA,1601.63825175104
"5",2022-05-26 02:00:00,492.819501218833,4019.42437595419,830.419604953182,NA,1609.26366795066
"6",2022-05-26 03:00:00,494.187592743842,4031.92938785676,820.793485765993,NA,1612.52453672024
"7",2022-05-26 04:00:00,493.571951557588,4011.23143712148,827.200774077648,NA,1607.6583171718
"8",2022-05-26 05:00:00,491.935911317751,4012.99200619089,810.02022231077,NA,1608.09721252959
"9",2022-05-26 06:00:00,490.915512264171,3990.17375876216,799.363427916073,NA,1605.27523911781
"10",2022-05-26 07:00:00,490.915512264171,3985.86168569231,796.24364911275,NA,1605.22507190597
"11",2022-05-26 08:00:00,490.37394524434,3979.429315929,770.462332857408,NA,1603.08035585402
"12",2022-05-26 09:00:00,491.667962602925,4010.87170949743,783.865778697495,NA,1594.03778366573
"13",2022-05-26 09:15:00,491.667962602925,3990.17375876216,780.796622293186,NA,NA
"14",2022-05-26 10:00:00,488.048189651826,3963.04343826358,755.440114614922,NA,1589.48504144548
"15",2022-05-26 10:15:00,490.368275654167,3998.36669759487,765.602707468694,NA,NA
"16",2022-05-26 10:45:00,490.368275654167,3977.6687468596,762.594297943202,NA,NA
"17",2022-05-26 11:00:00,488.452947519155,3965.16373495704,759.596012897517,NA,1585.20835438196
"18",2022-05-26 11:15:00,489.13699328166,3961.28286919418,768.621241473988,NA,NA
"19",2022-05-26 11:45:00,489.13699328166,3956.97079612433,756.607852331632,NA,NA
"20",2022-05-26 12:00:00,489.13699328166,3960.85166188719,759.596012897517,NA,1585.55952486484
"21",2022-05-26 13:00:00,487.629257809062,3955.65930428264,764.686645905693,NA,1583.34593051531
