"","DateTime","WaterPressure","Site","AirPressure","difference"
"73",2020-06-16 11:30:00,103.75,"MOOS2",98.72,5.03
"74",2020-06-16 11:45:00,103.741,"MOOS2",98.708,5.033
"75",2020-06-16 12:00:00,103.73,"MOOS2",98.717,5.01300000000001
"76",2020-06-16 12:15:00,103.73,"MOOS2",98.714,5.01600000000001
"77",2020-06-16 12:30:00,103.729,"MOOS2",98.711,5.018
"78",2020-06-16 12:45:00,103.727,"MOOS2",98.723,5.004
"79",2020-06-16 13:00:00,103.698,"MOOS2",98.703,4.99499999999999
"80",2020-06-16 13:15:00,103.726,"MOOS2",98.712,5.014
"81",2020-06-16 13:30:00,103.707,"MOOS2",98.696,5.011
"82",2020-06-16 13:45:00,103.715,"MOOS2",98.689,5.02600000000001
"83",2020-06-16 14:00:00,103.715,"MOOS2",98.69,5.02500000000001
"84",2020-06-16 14:15:00,103.713,"MOOS2",98.701,5.012
"85",2020-06-16 14:30:00,103.723,"MOOS2",98.686,5.03699999999999
"86",2020-06-16 14:45:00,103.694,"MOOS2",98.679,5.015
"87",2020-06-16 15:00:00,103.674,"MOOS2",98.681,4.99300000000001
"88",2020-06-16 15:15:00,103.672,"MOOS2",98.66,5.012
"89",2020-06-16 15:30:00,103.662,"MOOS2",98.683,4.979
"90",2020-06-16 15:45:00,103.651,"MOOS2",98.651,5
"91",2020-06-16 16:00:00,103.632,"MOOS2",98.647,4.985
"92",2020-06-16 16:15:00,103.631,"MOOS2",98.656,4.97499999999999
"93",2020-06-16 16:30:00,103.602,"MOOS2",98.653,4.949
"94",2020-06-16 16:45:00,103.61,"MOOS2",98.633,4.977
"95",2020-06-16 17:00:00,103.581,"MOOS2",98.617,4.964
"96",2020-06-16 17:15:00,103.552,"MOOS2",98.613,4.93900000000001
"97",2020-06-16 17:30:00,103.552,"MOOS2",98.606,4.94600000000001
"98",2020-06-16 17:45:00,103.541,"MOOS2",98.606,4.935
"99",2020-06-16 18:00:00,103.531,"MOOS2",98.602,4.929
"100",2020-06-16 18:15:00,103.531,"MOOS2",98.613,4.91800000000001
"101",2020-06-16 18:30:00,103.502,"MOOS2",98.604,4.898
"102",2020-06-16 18:45:00,103.493,"MOOS2",98.579,4.914
"103",2020-06-16 19:00:00,103.483,"MOOS2",98.598,4.88500000000001
"104",2020-06-16 19:15:00,103.483,"MOOS2",98.613,4.87
"105",2020-06-16 19:30:00,103.482,"MOOS2",98.602,4.88
"106",2020-06-16 19:45:00,103.491,"MOOS2",98.6,4.89100000000001
"107",2020-06-16 20:00:00,103.482,"MOOS2",98.61,4.872
"108",2020-06-16 20:15:00,103.482,"MOOS2",98.619,4.863
"109",2020-06-16 20:30:00,103.472,"MOOS2",98.606,4.866
"110",2020-06-16 20:45:00,103.462,"MOOS2",98.619,4.843
"111",2020-06-16 21:00:00,103.453,"MOOS2",98.617,4.836
"112",2020-06-16 21:15:00,103.453,"MOOS2",98.64,4.813
"113",2020-06-16 21:30:00,103.462,"MOOS2",98.625,4.837
"114",2020-06-16 21:45:00,103.462,"MOOS2",98.62,4.842
"115",2020-06-16 22:00:00,103.443,"MOOS2",98.628,4.815
"116",2020-06-16 22:15:00,103.462,"MOOS2",98.628,4.834
"117",2020-06-16 22:30:00,103.453,"MOOS2",98.626,4.827
"118",2020-06-16 22:45:00,103.443,"MOOS2",98.623,4.81999999999999
"119",2020-06-16 23:00:00,103.453,"MOOS2",98.629,4.824
"120",2020-06-16 23:15:00,103.434,"MOOS2",98.614,4.81999999999999
"121",2020-06-16 23:30:00,103.434,"MOOS2",98.618,4.816
"122",2020-06-16 23:45:00,103.424,"MOOS2",98.621,4.80300000000001
"123",2020-06-17,103.434,"MOOS2",98.642,4.792
"124",2020-06-17 00:15:00,103.434,"MOOS2",98.629,4.80499999999999
"125",2020-06-17 00:30:00,103.443,"MOOS2",98.635,4.80799999999999
"126",2020-06-17 00:45:00,103.424,"MOOS2",98.646,4.77800000000001
"127",2020-06-17 01:00:00,103.426,"MOOS2",98.641,4.785
"128",2020-06-17 01:15:00,103.406,"MOOS2",98.666,4.74000000000001
"129",2020-06-17 01:30:00,103.416,"MOOS2",98.657,4.759
"130",2020-06-17 01:45:00,103.397,"MOOS2",98.653,4.744
"131",2020-06-17 02:00:00,103.406,"MOOS2",98.682,4.724
"132",2020-06-17 02:15:00,103.387,"MOOS2",98.668,4.71899999999999
"133",2020-06-17 02:30:00,103.387,"MOOS2",98.679,4.708
"134",2020-06-17 02:45:00,103.397,"MOOS2",98.708,4.68900000000001
"135",2020-06-17 03:00:00,103.387,"MOOS2",98.699,4.688
"136",2020-06-17 03:15:00,103.387,"MOOS2",98.722,4.66500000000001
"137",2020-06-17 03:30:00,103.397,"MOOS2",98.737,4.66000000000001
"138",2020-06-17 03:45:00,103.397,"MOOS2",98.734,4.66300000000001
"139",2020-06-17 04:00:00,103.406,"MOOS2",98.747,4.65900000000001
"140",2020-06-17 04:15:00,103.379,"MOOS2",98.75,4.629
"141",2020-06-17 04:30:00,103.389,"MOOS2",98.756,4.633
"142",2020-06-17 04:45:00,103.36,"MOOS2",98.759,4.601
"143",2020-06-17 05:00:00,103.35,"MOOS2",98.749,4.601
"144",2020-06-17 05:15:00,103.331,"MOOS2",98.736,4.595
"145",2020-06-17 05:30:00,103.341,"MOOS2",98.731,4.61
"146",2020-06-17 05:45:00,103.323,"MOOS2",98.745,4.57799999999999
"147",2020-06-17 06:00:00,103.342,"MOOS2",98.759,4.583
"148",2020-06-17 06:15:00,103.332,"MOOS2",98.782,4.55
"149",2020-06-17 06:30:00,103.323,"MOOS2",98.759,4.56399999999999
"150",2020-06-17 06:45:00,103.304,"MOOS2",98.777,4.527
"151",2020-06-17 07:00:00,103.304,"MOOS2",98.777,4.527
"152",2020-06-17 07:15:00,103.294,"MOOS2",98.774,4.52
"153",2020-06-17 07:30:00,103.276,"MOOS2",98.767,4.509
"154",2020-06-17 07:45:00,103.257,"MOOS2",98.779,4.47800000000001
"155",2020-06-17 08:00:00,103.267,"MOOS2",98.786,4.48099999999999
"156",2020-06-17 08:15:00,103.267,"MOOS2",98.774,4.49299999999999
"157",2020-06-17 08:30:00,103.259,"MOOS2",98.777,4.482
"158",2020-06-17 08:45:00,103.239,"MOOS2",98.782,4.45700000000001
"159",2020-06-17 09:00:00,103.23,"MOOS2",98.788,4.44200000000001
"160",2020-06-17 09:15:00,103.23,"MOOS2",98.792,4.438
"161",2020-06-17 09:30:00,103.22,"MOOS2",98.799,4.42099999999999
"162",2020-06-17 09:45:00,103.22,"MOOS2",98.811,4.40899999999999
"163",2020-06-17 10:00:00,103.211,"MOOS2",98.822,4.389
"164",2020-06-17 10:15:00,103.191,"MOOS2",98.818,4.373
"165",2020-06-17 10:30:00,103.182,"MOOS2",98.805,4.377
"166",2020-06-17 10:45:00,103.172,"MOOS2",98.838,4.334
"167",2020-06-17 11:00:00,103.19,"MOOS2",98.831,4.35899999999999
"168",2020-06-17 11:15:00,103.171,"MOOS2",98.817,4.35400000000001
"169",2020-06-17 11:30:00,103.161,"MOOS2",98.831,4.33
"170",2020-06-17 11:45:00,103.142,"MOOS2",98.827,4.315
"171",2020-06-17 12:00:00,103.14,"MOOS2",98.829,4.31100000000001
"172",2020-06-17 12:15:00,103.14,"MOOS2",98.814,4.32600000000001
"173",2020-06-17 12:30:00,103.1,"MOOS2",98.798,4.30199999999999
"174",2020-06-17 12:45:00,103.09,"MOOS2",98.814,4.27600000000001
"175",2020-06-17 13:00:00,103.079,"MOOS2",98.784,4.29499999999999
"176",2020-06-17 13:15:00,103.07,"MOOS2",98.783,4.28699999999999
"177",2020-06-17 13:30:00,103.06,"MOOS2",98.764,4.29600000000001
"178",2020-06-17 13:45:00,103.058,"MOOS2",98.755,4.30300000000001
"179",2020-06-17 14:00:00,103.058,"MOOS2",98.747,4.31100000000001
"180",2020-06-17 14:15:00,103.049,"MOOS2",98.749,4.30000000000001
"181",2020-06-17 14:30:00,103.03,"MOOS2",98.763,4.267
"182",2020-06-17 14:45:00,103.047,"MOOS2",98.732,4.315
"183",2020-06-17 15:00:00,103.038,"MOOS2",98.731,4.307
"184",2020-06-17 15:15:00,103.018,"MOOS2",98.736,4.282
"185",2020-06-17 15:30:00,103.017,"MOOS2",98.726,4.291
"186",2020-06-17 15:45:00,103.026,"MOOS2",98.72,4.306
"187",2020-06-17 16:00:00,103.026,"MOOS2",98.711,4.315
"188",2020-06-17 16:15:00,103.018,"MOOS2",98.722,4.29600000000001
"189",2020-06-17 16:30:00,103.028,"MOOS2",98.732,4.29600000000001
"190",2020-06-17 16:45:00,103.018,"MOOS2",98.733,4.285
"191",2020-06-17 17:00:00,103.018,"MOOS2",98.747,4.271
"192",2020-06-17 17:15:00,103.028,"MOOS2",98.726,4.30200000000001
"193",2020-06-17 17:30:00,103.018,"MOOS2",98.73,4.288
"194",2020-06-17 17:45:00,103.001,"MOOS2",98.716,4.28500000000001
"195",2020-06-17 18:00:00,103.001,"MOOS2",98.705,4.29600000000001
"196",2020-06-17 18:15:00,102.981,"MOOS2",98.72,4.261
"197",2020-06-17 18:30:00,102.981,"MOOS2",98.72,4.261
"198",2020-06-17 18:45:00,103.009,"MOOS2",98.732,4.277
"199",2020-06-17 19:00:00,103.009,"MOOS2",98.737,4.27200000000001
"200",2020-06-17 19:15:00,103.009,"MOOS2",98.754,4.255
"201",2020-06-17 19:30:00,103.009,"MOOS2",98.756,4.253
"202",2020-06-17 19:45:00,103.009,"MOOS2",98.748,4.261
"203",2020-06-17 20:00:00,102.999,"MOOS2",98.752,4.247
"204",2020-06-17 20:15:00,103.018,"MOOS2",98.756,4.262
"205",2020-06-17 20:30:00,103.018,"MOOS2",98.763,4.255
"206",2020-06-17 20:45:00,103.028,"MOOS2",98.758,4.27000000000001
"207",2020-06-17 21:00:00,103.009,"MOOS2",98.761,4.248
"208",2020-06-17 21:15:00,103.028,"MOOS2",98.759,4.26900000000001
"209",2020-06-17 21:30:00,103.028,"MOOS2",98.784,4.244
"210",2020-06-17 21:45:00,103.038,"MOOS2",98.777,4.261
"211",2020-06-17 22:00:00,103.047,"MOOS2",98.803,4.244
"212",2020-06-17 22:15:00,103.066,"MOOS2",98.818,4.248
"213",2020-06-17 22:30:00,103.057,"MOOS2",98.806,4.251
"214",2020-06-17 22:45:00,103.076,"MOOS2",98.826,4.25
"215",2020-06-17 23:00:00,103.058,"MOOS2",98.846,4.212
"216",2020-06-17 23:15:00,103.068,"MOOS2",98.842,4.226
"217",2020-06-17 23:30:00,103.087,"MOOS2",98.847,4.24000000000001
"218",2020-06-17 23:45:00,103.078,"MOOS2",98.844,4.23400000000001
"219",2020-06-18,103.097,"MOOS2",98.862,4.235
"220",2020-06-18 00:15:00,103.107,"MOOS2",98.885,4.22199999999999
"221",2020-06-18 00:30:00,103.108,"MOOS2",98.878,4.23
"222",2020-06-18 00:45:00,103.118,"MOOS2",98.883,4.235
"223",2020-06-18 01:00:00,103.127,"MOOS2",98.907,4.22
"224",2020-06-18 01:15:00,103.118,"MOOS2",98.898,4.22
"225",2020-06-18 01:30:00,103.108,"MOOS2",98.903,4.205
"226",2020-06-18 01:45:00,103.127,"MOOS2",98.894,4.23299999999999
"227",2020-06-18 02:00:00,103.099,"MOOS2",98.896,4.203
"228",2020-06-18 02:15:00,103.108,"MOOS2",98.909,4.199
"229",2020-06-18 02:30:00,103.118,"MOOS2",98.918,4.19999999999999
"230",2020-06-18 02:45:00,103.118,"MOOS2",98.925,4.193
"231",2020-06-18 03:00:00,103.127,"MOOS2",98.951,4.176
"232",2020-06-18 03:15:00,103.118,"MOOS2",98.953,4.16499999999999
"233",2020-06-18 03:30:00,103.108,"MOOS2",98.956,4.152
"234",2020-06-18 03:45:00,103.108,"MOOS2",98.954,4.15400000000001
"235",2020-06-18 04:00:00,103.108,"MOOS2",98.962,4.146
"236",2020-06-18 04:15:00,103.108,"MOOS2",98.973,4.13500000000001
"237",2020-06-18 04:30:00,103.1,"MOOS2",98.98,4.11999999999999
"238",2020-06-18 04:45:00,103.1,"MOOS2",98.98,4.11999999999999
"239",2020-06-18 05:00:00,103.081,"MOOS2",98.98,4.101
"240",2020-06-18 05:15:00,103.09,"MOOS2",98.971,4.119
"241",2020-06-18 05:30:00,103.081,"MOOS2",98.983,4.098
"242",2020-06-18 05:45:00,103.073,"MOOS2",98.977,4.09599999999999
"243",2020-06-18 06:00:00,103.073,"MOOS2",98.97,4.10299999999999
"244",2020-06-18 06:15:00,103.063,"MOOS2",98.983,4.08
"245",2020-06-18 06:30:00,103.054,"MOOS2",98.964,4.09
"246",2020-06-18 06:45:00,103.054,"MOOS2",98.971,4.083
"247",2020-06-18 07:00:00,103.044,"MOOS2",98.981,4.063
"248",2020-06-18 07:15:00,103.036,"MOOS2",98.963,4.07300000000001
"249",2020-06-18 07:30:00,103.017,"MOOS2",98.97,4.047
"250",2020-06-18 07:45:00,103.017,"MOOS2",98.98,4.03699999999999
"251",2020-06-18 08:00:00,102.997,"MOOS2",98.966,4.03100000000001
"252",2020-06-18 08:15:00,102.997,"MOOS2",98.966,4.03100000000001
"253",2020-06-18 08:30:00,102.988,"MOOS2",98.96,4.02800000000001
"254",2020-06-18 08:45:00,102.961,"MOOS2",98.954,4.00700000000001
"255",2020-06-18 09:00:00,102.951,"MOOS2",98.948,4.003
"256",2020-06-18 09:15:00,102.932,"MOOS2",98.94,3.992
"257",2020-06-18 09:30:00,102.922,"MOOS2",98.928,3.994
"258",2020-06-18 09:45:00,102.903,"MOOS2",98.923,3.98
"259",2020-06-18 10:00:00,102.911,"MOOS2",98.932,3.979
"260",2020-06-18 10:15:00,102.892,"MOOS2",98.93,3.96199999999999
"261",2020-06-18 10:30:00,102.872,"MOOS2",98.929,3.943
"262",2020-06-18 10:45:00,102.853,"MOOS2",98.937,3.916
"263",2020-06-18 11:00:00,102.861,"MOOS2",98.926,3.935
"264",2020-06-18 11:15:00,102.832,"MOOS2",98.928,3.904
"265",2020-06-18 11:30:00,102.813,"MOOS2",98.917,3.896
"266",2020-06-18 11:45:00,102.812,"MOOS2",98.916,3.896
"267",2020-06-18 12:00:00,102.802,"MOOS2",98.907,3.89500000000001
"268",2020-06-18 12:15:00,102.773,"MOOS2",98.873,3.89999999999999
"269",2020-06-18 12:30:00,102.743,"MOOS2",98.858,3.88499999999999
"270",2020-06-18 12:45:00,102.733,"MOOS2",98.881,3.852
"271",2020-06-18 13:00:00,102.722,"MOOS2",98.849,3.87299999999999
"272",2020-06-18 13:15:00,102.693,"MOOS2",98.814,3.879
"273",2020-06-18 13:30:00,102.682,"MOOS2",98.793,3.889
"274",2020-06-18 13:45:00,102.672,"MOOS2",98.765,3.907
"275",2020-06-18 14:00:00,102.643,"MOOS2",98.75,3.893
"276",2020-06-18 14:15:00,102.642,"MOOS2",98.739,3.90299999999999
"277",2020-06-18 14:30:00,102.622,"MOOS2",98.709,3.913
"278",2020-06-18 14:45:00,102.611,"MOOS2",98.692,3.91900000000001
"279",2020-06-18 15:00:00,102.592,"MOOS2",98.688,3.904
"280",2020-06-18 15:15:00,102.563,"MOOS2",98.656,3.907
"281",2020-06-18 15:30:00,102.542,"MOOS2",98.634,3.908
"282",2020-06-18 15:45:00,102.532,"MOOS2",98.605,3.92699999999999
"283",2020-06-18 16:00:00,102.511,"MOOS2",98.617,3.89399999999999
"284",2020-06-18 16:15:00,102.502,"MOOS2",98.6,3.902
"285",2020-06-18 16:30:00,102.473,"MOOS2",98.572,3.901
"286",2020-06-18 16:45:00,102.461,"MOOS2",98.548,3.913
"287",2020-06-18 17:00:00,102.452,"MOOS2",98.543,3.90899999999999
"288",2020-06-18 17:15:00,102.413,"MOOS2",98.51,3.90299999999999
"289",2020-06-18 17:30:00,102.404,"MOOS2",98.481,3.923
"290",2020-06-18 17:45:00,102.394,"MOOS2",98.467,3.92700000000001
"291",2020-06-18 18:00:00,102.367,"MOOS2",98.451,3.91600000000001
"292",2020-06-18 18:15:00,102.357,"MOOS2",98.432,3.925
"293",2020-06-18 18:30:00,102.321,"MOOS2",98.423,3.898
"294",2020-06-18 18:45:00,102.311,"MOOS2",98.416,3.89500000000001
"295",2020-06-18 19:00:00,102.302,"MOOS2",98.406,3.896
"296",2020-06-18 19:15:00,102.282,"MOOS2",98.388,3.89399999999999
"297",2020-06-18 19:30:00,102.273,"MOOS2",98.374,3.899
"298",2020-06-18 19:45:00,102.253,"MOOS2",98.348,3.905
"299",2020-06-18 20:00:00,102.252,"MOOS2",98.341,3.911
"300",2020-06-18 20:15:00,102.242,"MOOS2",98.324,3.91800000000001
"301",2020-06-18 20:30:00,102.242,"MOOS2",98.299,3.943
"302",2020-06-18 20:45:00,102.223,"MOOS2",98.301,3.922
"303",2020-06-18 21:00:00,102.292,"MOOS2",98.366,3.926
"304",2020-06-18 21:15:00,102.321,"MOOS2",98.408,3.913
"305",2020-06-18 21:30:00,102.321,"MOOS2",98.398,3.923
"306",2020-06-18 21:45:00,102.302,"MOOS2",98.38,3.92200000000001
"307",2020-06-18 22:00:00,102.292,"MOOS2",98.371,3.92100000000001
"308",2020-06-18 22:15:00,102.321,"MOOS2",98.376,3.94499999999999
"309",2020-06-18 22:30:00,102.33,"MOOS2",98.404,3.926
"310",2020-06-18 22:45:00,102.332,"MOOS2",98.389,3.943
"311",2020-06-18 23:00:00,102.342,"MOOS2",98.393,3.949
"312",2020-06-18 23:15:00,102.342,"MOOS2",98.392,3.95
"313",2020-06-18 23:30:00,102.342,"MOOS2",98.377,3.965
"314",2020-06-18 23:45:00,102.332,"MOOS2",98.381,3.95099999999999
"315",2020-06-19,102.315,"MOOS2",98.39,3.925
"316",2020-06-19 00:15:00,102.295,"MOOS2",98.37,3.925
"317",2020-06-19 00:30:00,102.315,"MOOS2",98.38,3.935
"318",2020-06-19 00:45:00,102.295,"MOOS2",98.36,3.935
"319",2020-06-19 01:00:00,102.278,"MOOS2",98.358,3.92
"320",2020-06-19 01:15:00,102.268,"MOOS2",98.347,3.92100000000001
"321",2020-06-19 01:30:00,102.259,"MOOS2",98.335,3.92400000000001
"322",2020-06-19 01:45:00,102.23,"MOOS2",98.328,3.902
"323",2020-06-19 02:00:00,102.231,"MOOS2",98.327,3.904
"324",2020-06-19 02:15:00,102.222,"MOOS2",98.325,3.89699999999999
"325",2020-06-19 02:30:00,102.212,"MOOS2",98.329,3.88300000000001
"326",2020-06-19 02:45:00,102.203,"MOOS2",98.3,3.90300000000001
"327",2020-06-19 03:00:00,102.193,"MOOS2",98.285,3.908
"328",2020-06-19 03:15:00,102.174,"MOOS2",98.289,3.88500000000001
"329",2020-06-19 03:30:00,102.175,"MOOS2",98.293,3.88199999999999
"330",2020-06-19 03:45:00,102.166,"MOOS2",98.281,3.88499999999999
"331",2020-06-19 04:00:00,102.156,"MOOS2",98.28,3.876
"332",2020-06-19 04:15:00,102.156,"MOOS2",98.283,3.873
"333",2020-06-19 04:30:00,102.137,"MOOS2",98.27,3.867
"334",2020-06-19 04:45:00,102.156,"MOOS2",98.285,3.87100000000001
"335",2020-06-19 05:00:00,102.156,"MOOS2",98.3,3.85600000000001
"336",2020-06-19 05:15:00,102.139,"MOOS2",98.296,3.84299999999999
"337",2020-06-19 05:30:00,102.119,"MOOS2",98.293,3.82599999999999
"338",2020-06-19 05:45:00,102.1,"MOOS2",98.276,3.824
"339",2020-06-19 06:00:00,102.1,"MOOS2",98.272,3.82799999999999
"340",2020-06-19 06:15:00,102.1,"MOOS2",98.258,3.842
"341",2020-06-19 06:30:00,102.062,"MOOS2",98.256,3.806
"342",2020-06-19 06:45:00,102.062,"MOOS2",98.252,3.81
"343",2020-06-19 07:00:00,102.062,"MOOS2",98.254,3.80799999999999
"344",2020-06-19 07:15:00,102.052,"MOOS2",98.256,3.79600000000001
"345",2020-06-19 07:30:00,102.042,"MOOS2",98.253,3.789
"346",2020-06-19 07:45:00,102.042,"MOOS2",98.245,3.797
"347",2020-06-19 08:00:00,102.033,"MOOS2",98.246,3.78700000000001
"348",2020-06-19 08:15:00,102.034,"MOOS2",98.251,3.783
"349",2020-06-19 08:30:00,102.034,"MOOS2",98.256,3.77800000000001
"350",2020-06-19 08:45:00,102.034,"MOOS2",98.256,3.77800000000001
"351",2020-06-19 09:00:00,102.034,"MOOS2",98.256,3.77800000000001
"352",2020-06-19 09:15:00,102.025,"MOOS2",98.242,3.783
"353",2020-06-19 09:30:00,102.015,"MOOS2",98.238,3.777
"354",2020-06-19 09:45:00,102.015,"MOOS2",98.224,3.791
"355",2020-06-19 10:00:00,102.015,"MOOS2",98.233,3.782
"356",2020-06-19 10:15:00,102.015,"MOOS2",98.219,3.79600000000001
"357",2020-06-19 10:30:00,102.015,"MOOS2",98.219,3.79600000000001
"358",2020-06-19 10:45:00,102.015,"MOOS2",98.218,3.797
"359",2020-06-19 11:00:00,102.007,"MOOS2",98.226,3.78100000000001
"360",2020-06-19 11:15:00,102.026,"MOOS2",98.22,3.806
"361",2020-06-19 11:30:00,102.036,"MOOS2",98.211,3.825
"362",2020-06-19 11:45:00,102.065,"MOOS2",98.22,3.845
"363",2020-06-19 12:00:00,102.084,"MOOS2",98.229,3.855
"364",2020-06-19 12:15:00,102.095,"MOOS2",98.235,3.86
"365",2020-06-19 12:30:00,102.115,"MOOS2",98.229,3.886
"366",2020-06-19 12:45:00,102.143,"MOOS2",98.239,3.904
"367",2020-06-19 13:00:00,102.172,"MOOS2",98.253,3.919
"368",2020-06-19 13:15:00,102.201,"MOOS2",98.257,3.94399999999999
"369",2020-06-19 13:30:00,102.22,"MOOS2",98.263,3.95699999999999
"370",2020-06-19 13:45:00,102.23,"MOOS2",98.276,3.95400000000001
"371",2020-06-19 14:00:00,102.259,"MOOS2",98.267,3.992
"372",2020-06-19 14:15:00,102.26,"MOOS2",98.257,4.003
"373",2020-06-19 14:30:00,102.27,"MOOS2",98.264,4.006
"374",2020-06-19 14:45:00,102.279,"MOOS2",98.261,4.018
"375",2020-06-19 15:00:00,102.308,"MOOS2",98.271,4.03700000000001
"376",2020-06-19 15:15:00,102.337,"MOOS2",98.29,4.047
"377",2020-06-19 15:30:00,102.356,"MOOS2",98.31,4.04599999999999
"378",2020-06-19 15:45:00,102.385,"MOOS2",98.288,4.09700000000001
"379",2020-06-19 16:00:00,102.385,"MOOS2",98.293,4.092
"380",2020-06-19 16:15:00,102.404,"MOOS2",98.283,4.121
"381",2020-06-19 16:30:00,102.404,"MOOS2",98.283,4.121
