"","DateTimeAK","pred.frch.Q","pred.moos.Q"
"1",2015-05-18 09:00:00,134.182526533462,NA
"2",2015-05-18 10:00:00,132.655386575212,NA
"3",2015-05-18 11:00:00,131.788545163789,NA
"4",2015-05-18 13:00:00,129.916011852497,NA
"5",2015-05-18 14:00:00,128.316291040062,NA
"6",2015-05-18 15:00:00,127.034709675998,NA
"7",2015-05-18 16:00:00,125.542523641021,NA
"8",2015-05-18 17:00:00,124.843318354873,NA
"9",2015-05-18 18:00:00,123.849086927552,NA
"10",2015-05-18 19:00:00,122.768602121632,NA
"11",2015-05-18 20:00:00,122.57968314073,NA
"12",2015-05-18 21:00:00,122.130897670514,NA
"13",2015-05-18 22:00:00,122.107745662377,NA
"14",2015-05-18 23:00:00,122.307244711447,NA
"15",2015-05-19 00:00:00,122.435206068531,NA
"16",2015-05-19 01:00:00,123.129672393206,NA
"17",2015-05-19 02:00:00,123.630266045425,NA
"18",2015-05-19 03:00:00,124.80954104535,NA
"19",2015-05-19 04:00:00,126.517934565577,NA
"20",2015-05-19 08:00:00,133.689886407682,NA
"21",2015-05-19 09:00:00,134.472154276496,NA
"22",2015-05-19 10:00:00,134.64597088734,NA
"23",2015-05-19 11:00:00,134.252130626388,NA
"24",2015-05-19 12:00:00,132.397064261794,NA
"25",2015-05-19 13:00:00,130.751756899436,NA
"26",2015-05-19 15:00:00,127.360046105476,NA
"27",2015-05-19 16:00:00,125.644152107866,NA
"28",2015-05-19 17:00:00,124.24562548201,NA
"29",2015-05-19 18:00:00,123.65373317969,NA
"30",2015-05-19 19:00:00,123.93075655097,NA
"31",2015-05-19 20:00:00,124.686010105688,NA
"32",2015-05-19 21:00:00,125.02165759693,NA
"33",2015-05-19 23:00:00,126.637440519139,NA
"34",2015-05-20 00:00:00,128.368331674479,NA
"35",2015-05-20 01:00:00,130.475950139047,NA
"36",2015-05-20 02:00:00,132.628297661249,NA
"37",2015-05-20 03:00:00,134.925215755724,NA
"38",2015-05-20 04:00:00,136.283690774971,NA
"39",2015-05-20 05:00:00,138.738171333143,NA
"40",2015-05-20 06:00:00,138.740478974759,NA
"41",2015-05-20 07:00:00,139.925941396492,NA
"42",2015-05-20 08:00:00,140.071571170564,NA
"43",2015-05-20 09:00:00,139.902084113641,NA
"44",2015-05-20 10:00:00,138.086632538964,NA
"45",2015-05-20 11:00:00,135.984261892081,NA
"46",2015-05-20 12:00:00,133.756216237044,NA
"47",2015-05-20 13:00:00,131.398394743589,NA
"48",2015-05-20 14:00:00,128.571598598923,NA
"49",2015-05-20 15:00:00,127.87859526803,1476.4662764207
"50",2015-05-20 16:00:00,125.919699292608,1379.18976770029
"51",2015-05-20 17:00:00,125.192732287256,1292.6371802215
"52",2015-05-20 18:00:00,124.439134770544,1183.81978597336
"53",2015-05-20 19:00:00,124.464682379454,1066.88822069338
"54",2015-05-20 20:00:00,124.639144160973,983.852100072121
"55",2015-05-20 21:00:00,124.227273910298,883.744585139024
"56",2015-05-20 22:00:00,125.262388677782,785.283617253312
"57",2015-05-20 23:00:00,125.305420804127,701.944464931276
"58",2015-05-21 00:00:00,124.733084082476,650.760241663641
"59",2015-05-21 01:00:00,125.945985842688,607.083127528213
"60",2015-05-21 02:00:00,127.854166204835,566.874938144286
"61",2015-05-21 03:00:00,128.336753335135,551.181013082712
"62",2015-05-21 04:00:00,129.854170648302,545.000251719812
"63",2015-05-21 05:00:00,130.929722238428,533.477481504809
"64",2015-05-21 06:00:00,130.017788665923,535.668120889677
"65",2015-05-21 07:00:00,131.014734828615,533.198450411062
"66",2015-05-21 08:00:00,131.451955996045,532.628993994267
"67",2015-05-21 09:00:00,129.995330237849,539.212809467625
"68",2015-05-21 10:00:00,129.768618679083,546.680626921877
"69",2015-05-21 11:00:00,130.160104722512,540.261781981756
"70",2015-05-21 12:00:00,129.705545703898,544.287418931006
"71",2015-05-21 13:00:00,128.047929814755,546.843982191225
"72",2015-05-21 14:00:00,127.323196111325,550.482061488404
"73",2015-05-21 15:00:00,127.078061817239,544.58731261835
"74",2015-05-21 16:00:00,127.411820052283,548.204308853545
"75",2015-05-21 17:00:00,127.181125474887,550.038064680863
"76",2015-05-21 18:00:00,125.685113605892,556.478698034901
"77",2015-05-21 19:00:00,125.04558518281,558.648532931519
"78",2015-05-21 20:00:00,125.915872380877,553.117559962328
"79",2015-05-21 21:00:00,126.1370462428,550.228053124206
"80",2015-05-21 22:00:00,126.461407384073,546.755637052945
"81",2015-05-21 23:00:00,126.232449225179,542.405625580923
"82",2015-05-22 01:00:00,128.565344493576,529.819081023298
"83",2015-05-22 02:00:00,130.84514828752,533.319058223563
