"","DateTimeAK","pred.vaul.Q","pred.moos.Q","pred.poke.Q","pred.strt.Q","pred.frch.Q"
"1",2022-06-03 01:00:00,78.8917016529311,2995.66442027988,514.610496672504,2985.29474744989,1205.99385811978
"2",2022-06-03 02:00:00,81.348596807774,2997.78471697334,521.451036005336,3010.75411091953,1211.24894130579
"3",2022-06-03 03:00:00,80.8697647740206,2973.63710778219,519.422088720263,3014.14842398907,1203.04660217001
"4",2022-06-03 04:00:00,79.2964595202608,2970.18744932631,523.490107770215,2998.97906508844,1201.31583336154
"5",2022-06-03 05:00:00,78.338795452755,2962.42571780058,519.422088720263,2986.56043781093,1193.7907515856
"6",2022-06-03 06:00:00,79.0855762013337,2964.97722180102,518.192856189338,2964.76579003734,1196.33680533226
"7",2022-06-03 07:00:00,77.8486242386519,2958.90457966177,516.967369864573,2952.86301431915,1197.10192305861
"8",2022-06-03 08:00:00,74.7647487172073,2949.38227906663,513.745282749119,2947.3421200389,1194.80684086276
"9",2022-06-03 09:00:00,76.8055468243737,2957.9349455234,515.311542398241,2960.06946260839,1196.03607304444
"10",2022-06-03 10:00:00,71.880417334342,2950.17321399768,501.537076576933,2903.92327585601,1186.85547327778
"11",2022-06-03 11:00:00,75.4888511050915,2956.53410407805,513.662603650258,2925.57921409623,1195.89831644928
"12",2022-06-03 13:00:00,73.4937792134804,2955.16900247416,509.265703945067,2885.840867474,1190.70614551549
"13",2022-06-03 14:00:00,71.7095906407954,2931.84806805552,502.21454034982,2831.1598694755,1184.87427488493
"14",2022-06-03 15:00:00,72.3822972229504,2936.51986874942,503.7342698985,2854.15649671398,1183.59514647463
"15",2022-06-03 16:00:00,74.1494770251128,2944.21012059221,503.313520645813,2859.88554245221,1187.13207040093
"16",2022-06-03 17:00:00,75.2326110647724,2957.07486011882,510.731993152768,2870.4634474112,1190.26765663251
"17",2022-06-03 20:00:00,80.5454896516084,2974.18019303235,526.003712457159,2869.89058108964,1182.19100650954
"18",2022-06-03 21:00:00,78.7042356830213,2947.04987253377,519.086735685065,2819.47108728018,1179.84562161024
"19",2022-06-03 22:00:00,80.4143500892817,2954.8116040595,523.151398137879,2802.88324141395,1172.67171031717
"20",2022-06-03 23:00:00,81.508823309289,2951.36194560362,521.114004671572,2819.39000540341,1171.86903492773
"21",2022-06-04 00:00:00,81.508823309289,2951.36194560362,533.490232666469,2830.75726084258,1165.69846787146
"22",2022-06-04 01:00:00,82.124464495543,2946.61866522679,527.256558509908,2813.23253193902,1166.70181210825
"23",2022-06-04 02:00:00,82.124464495543,2929.80158025438,523.151398137879,2803.61005673781,1169.26033991207
"24",2022-06-04 03:00:00,82.124464495543,2925.92071449152,521.114004671572,2785.8811319153,1168.20682846344
"25",2022-06-04 04:00:00,82.7344360916221,2939.68360847355,530.137053542775,2821.98586876182,1167.84318392341
"26",2022-06-04 05:00:00,79.7246347366031,2927.60980387798,523.952228634054,2788.45543696332,1162.97696437496
"27",2022-06-04 08:00:00,74.5258869415703,2877.58975626774,507.904839322121,2708.64988446796,1150.93683353345
"28",2022-06-04 09:00:00,75.9510438624808,2902.09709308294,513.414670680744,2721.8384983764,1157.48379017013
"29",2022-06-04 10:00:00,77.6554886785673,2916.72240167896,518.211759986316,2721.68072056509,1159.87934228127
"30",2022-06-04 11:00:00,76.3558017298096,2899.47410939957,510.221470644861,2660.08658795607,1152.60509656453
"31",2022-06-04 12:00:00,78.9495060371521,2914.0994179956,516.986215963818,2675.9974505023,1153.44546510865
"32",2022-06-04 13:00:00,79.2174547519794,2903.2834954795,521.826490574636,2706.44532208364,1154.837672983
"33",2022-06-04 14:00:00,75.4608726483797,2892.10784533937,519.002940895878,2630.47559176388,1148.328409501
"34",2022-06-04 15:00:00,76.7548900069635,2886.03520320011,513.763976298026,2640.99114333798,1144.45306013219
"35",2022-06-04 16:00:00,78.1173119417972,2900.22930448915,514.546366537288,2621.91646964671,1150.00914658924
"36",2022-06-04 17:00:00,79.8217567578837,2897.60632080576,517.338683860324,2606.54401764521,1146.58530212698
