"","Site","DateTime","MeanDischarge"
"5","FRCH",2020-06-11 06:30:00,432.05886722375
"6","FRCH",2020-06-11 06:45:00,428.284142692268
"7","FRCH",2020-06-11 07:00:00,429.022363437412
"8","FRCH",2020-06-11 07:15:00,427.340461559405
"9","FRCH",2020-06-11 07:30:00,426.013733252985
"10","FRCH",2020-06-11 07:45:00,427.135001171671
"11","FRCH",2020-06-11 08:00:00,424.509418160786
"12","FRCH",2020-06-11 08:15:00,425.630686079472
"13","FRCH",2020-06-11 08:30:00,422.622055895044
"14","FRCH",2020-06-11 08:45:00,423.388150242114
"15","FRCH",2020-06-11 09:00:00,421.855961547975
"16","FRCH",2020-06-11 09:15:00,420.912280415097
"17","FRCH",2020-06-11 09:30:00,420.351646455747
"18","FRCH",2020-06-11 09:45:00,420.174059669953
"19","FRCH",2020-06-11 10:00:00,417.13755588363
"20","FRCH",2020-06-11 10:15:00,418.819457761638
"21","FRCH",2020-06-11 10:30:00,418.997044547446
"22","FRCH",2020-06-11 10:45:00,418.641870975829
"23","FRCH",2020-06-11 11:00:00,419.174631333255
"24","FRCH",2020-06-11 11:15:00,419.380091720988
"25","FRCH",2020-06-11 11:30:00,418.258823802302
"26","FRCH",2020-06-11 11:45:00,422.949355864737
"27","FRCH",2020-06-11 12:00:00,422.743895477033
"28","FRCH",2020-06-11 12:15:00,423.89303699763
"29","FRCH",2020-06-11 12:30:00,425.602812477548
"30","FRCH",2020-06-11 12:45:00,426.163446436869
"31","FRCH",2020-06-11 13:00:00,425.985859651089
"32","FRCH",2020-06-11 13:15:00,425.630686079472
"33","FRCH",2020-06-11 13:30:00,425.070052120136
"34","FRCH",2020-06-11 13:45:00,425.042178518212
"35","FRCH",2020-06-11 14:00:00,424.659131344684
"36","FRCH",2020-06-11 14:15:00,426.163446436869
"37","FRCH",2020-06-11 14:30:00,425.21976530402
"38","FRCH",2020-06-11 14:45:00,428.256269090343
"39","FRCH",2020-06-11 15:00:00,425.042178518212
"40","FRCH",2020-06-11 15:15:00,426.72408039622
"41","FRCH",2020-06-11 15:30:00,425.24763890593
"42","FRCH",2020-06-11 15:45:00,426.368906824617
"43","FRCH",2020-06-11 16:00:00,428.611442661975
"44","FRCH",2020-06-11 16:15:00,429.732710580662
"45","FRCH",2020-06-11 16:30:00,428.994489835517
"46","FRCH",2020-06-11 16:45:00,428.256269090343
"47","FRCH",2020-06-11 17:00:00,428.639316263885
"48","FRCH",2020-06-11 17:15:00,429.760584182572
"49","FRCH",2020-06-11 17:30:00,428.994489835517
"50","FRCH",2020-06-11 17:45:00,430.881852101258
"51","FRCH",2020-06-11 18:00:00,429.938170968366
"52","FRCH",2020-06-11 18:15:00,431.44248606058
"53","FRCH",2020-06-11 18:30:00,430.526678529626
"54","FRCH",2020-06-11 18:45:00,433.712895499862
"55","FRCH",2020-06-11 19:00:00,434.273529459213
"56","FRCH",2020-06-11 19:15:00,434.095942673375
"57","FRCH",2020-06-11 19:30:00,434.862037020444
"58","FRCH",2020-06-11 19:45:00,438.048253990695
"59","FRCH",2020-06-11 20:00:00,438.048253990695
"60","FRCH",2020-06-11 20:15:00,439.374982297086
"61","FRCH",2020-06-11 20:30:00,440.701710603491
"62","FRCH",2020-06-11 20:45:00,440.346537031874
"63","FRCH",2020-06-11 21:00:00,441.262344562841
"64","FRCH",2020-06-11 21:15:00,440.524123817682
"65","FRCH",2020-06-11 21:30:00,440.90717099121
"66","FRCH",2020-06-11 21:45:00,441.645391736369
"67","FRCH",2020-06-11 22:00:00,443.355167216301
"68","FRCH",2020-06-11 22:15:00,442.411486083438
"69","FRCH",2020-06-11 22:30:00,443.915801175637
"70","FRCH",2020-06-11 22:45:00,446.746844574256
"71","FRCH",2020-06-11 23:00:00,445.803163441378
"72","FRCH",2020-06-11 23:15:00,448.045699278737
"73","FRCH",2020-06-11 23:30:00,445.62557665557
"74","FRCH",2020-06-11 23:45:00,445.62557665557
"75","FRCH",2020-06-12 00:00:00,449.017254013539
"76","FRCH",2020-06-12 00:15:00,446.774718176166
"77","FRCH",2020-06-12 00:30:00,446.746844574256
"78","FRCH",2020-06-12 00:45:00,445.831037043288
"79","FRCH",2020-06-12 01:00:00,444.887355910425
"80","FRCH",2020-06-12 01:15:00,444.504308736898
"81","FRCH",2020-06-12 01:30:00,443.56062760402
"82","FRCH",2020-06-12 01:45:00,442.233899297615
"83","FRCH",2020-06-12 02:00:00,441.673265338279
"84","FRCH",2020-06-12 02:15:00,440.346537031874
"85","FRCH",2020-06-12 02:30:00,439.785903072523
"86","FRCH",2020-06-12 02:45:00,439.963489858346
"87","FRCH",2020-06-12 03:00:00,439.963489858346
"88","FRCH",2020-06-12 03:15:00,439.580442684819
"89","FRCH",2020-06-12 03:30:00,438.253714378399
"90","FRCH",2020-06-12 03:45:00,439.197395511277
"91","FRCH",2020-06-12 04:00:00,440.346537031874
"92","FRCH",2020-06-12 04:15:00,441.084757777018
"93","FRCH",2020-06-12 04:30:00,439.580442684819
"94","FRCH",2020-06-12 04:45:00,439.758029470613
"95","FRCH",2020-06-12 05:00:00,438.842221939674
"96","FRCH",2020-06-12 05:15:00,437.720954020988
"97","FRCH",2020-06-12 05:30:00,438.842221939674
"98","FRCH",2020-06-12 05:45:00,436.7493992862
"99","FRCH",2020-06-12 06:00:00,435.272957795882
"100","FRCH",2020-06-12 06:15:00,434.301403061108
"101","FRCH",2020-06-12 06:30:00,432.414040795367
"102","FRCH",2020-06-12 06:45:00,431.881280437941
"103","FRCH",2020-06-12 07:00:00,431.853406836017
"104","FRCH",2020-06-12 07:15:00,430.526678529626
"105","FRCH",2020-06-12 07:30:00,429.788457784482
"106","FRCH",2020-06-12 07:45:00,430.349091743818
"107","FRCH",2020-06-12 08:00:00,427.90109551874
"108","FRCH",2020-06-12 08:15:00,427.162874773581
"109","FRCH",2020-06-12 08:30:00,428.078682304535
"110","FRCH",2020-06-12 08:45:00,426.396780426527
"111","FRCH",2020-06-12 09:00:00,425.630686079472
"112","FRCH",2020-06-12 09:15:00,424.864591732403
"113","FRCH",2020-06-12 09:30:00,425.425225691753
"114","FRCH",2020-06-12 09:45:00,422.416595507311
