"DateTime","WaterLevelmeters","Site"
2018-05-29 16:00:00,166.661996953138,"MOOS"
2018-05-29 16:30:00,166.663028822552,"MOOS"
2018-05-29 17:00:00,166.664175629366,"MOOS"
2018-05-29 17:30:00,166.665421387051,"MOOS"
2018-05-29 18:00:00,166.666750109096,"MOOS"
2018-05-29 18:30:00,166.668145808993,"MOOS"
2018-05-29 19:00:00,166.669592500232,"MOOS"
2018-05-29 19:30:00,166.671074196303,"MOOS"
2018-05-29 20:00:00,166.672574910697,"MOOS"
2018-05-29 20:30:00,166.674078656905,"MOOS"
2018-05-29 21:00:00,166.675569448417,"MOOS"
2018-05-29 21:30:00,166.677031298724,"MOOS"
2018-05-29 22:00:00,166.678448221315,"MOOS"
2018-05-29 22:30:00,166.679804229682,"MOOS"
2018-05-29 23:00:00,166.681083337315,"MOOS"
2018-05-29 23:30:00,166.682269557704,"MOOS"
2018-05-30 00:00:00,166.683346904341,"MOOS"
2018-05-30 00:30:00,166.684299390715,"MOOS"
2018-05-30 01:00:00,166.685111030317,"MOOS"
2018-05-30 01:30:00,166.685765836638,"MOOS"
2018-05-30 02:00:00,166.686247823168,"MOOS"
2018-05-30 02:30:00,166.686541003397,"MOOS"
2018-05-30 03:00:00,166.686629390817,"MOOS"
2018-05-30 03:30:00,166.686496998917,"MOOS"
2018-05-30 04:00:00,166.686127841189,"MOOS"
2018-05-30 04:30:00,166.685505931121,"MOOS"
2018-05-30 05:00:00,166.684615282207,"MOOS"
2018-05-30 05:30:00,166.683439907934,"MOOS"
2018-05-30 06:00:00,166.681963821795,"MOOS"
2018-05-30 06:30:00,166.68017103728,"MOOS"
2018-05-30 07:00:00,166.678045567878,"MOOS"
2018-05-30 07:30:00,166.675571427082,"MOOS"
2018-05-30 08:00:00,166.67273262838,"MOOS"
2018-05-30 08:30:00,166.669513185264,"MOOS"
2018-05-30 09:00:00,166.665897111225,"MOOS"
2018-05-30 09:30:00,166.661868419752,"MOOS"
2018-05-30 10:00:00,166.657411124336,"MOOS"
2018-05-30 10:30:00,166.652509238468,"MOOS"
2018-05-30 11:00:00,166.661,"MOOS"
2018-05-30 11:30:00,166.623,"MOOS"
2018-05-30 12:00:00,166.616,"MOOS"
2018-05-30 12:30:00,166.619,"MOOS"
2018-05-30 13:00:00,166.627,"MOOS"
2018-05-30 13:30:00,166.615,"MOOS"
2018-05-30 14:00:00,166.612,"MOOS"
2018-05-30 14:30:00,166.614,"MOOS"
2018-05-30 15:00:00,166.614,"MOOS"
2018-05-30 15:30:00,166.612,"MOOS"
2018-05-30 16:00:00,166.609,"MOOS"
2018-05-30 16:30:00,166.608,"MOOS"
2018-05-30 17:00:00,166.609,"MOOS"
2018-05-30 17:30:00,166.61,"MOOS"
2018-05-30 18:00:00,166.61,"MOOS"
2018-05-30 18:30:00,166.61,"MOOS"
2018-05-30 19:00:00,166.608,"MOOS"
2018-05-30 19:30:00,166.611,"MOOS"
2018-05-30 20:00:00,166.61,"MOOS"
2018-05-30 20:30:00,166.607,"MOOS"
2018-05-30 21:00:00,166.607,"MOOS"
2018-05-30 21:30:00,166.605,"MOOS"
2018-05-30 22:00:00,166.606,"MOOS"
2018-05-30 22:30:00,166.603,"MOOS"
2018-05-30 23:00:00,166.603,"MOOS"
2018-05-30 23:30:00,166.606,"MOOS"
2018-05-31 00:00:00,166.603,"MOOS"
2018-05-31 00:30:00,166.605,"MOOS"
2018-05-31 01:00:00,166.6,"MOOS"
2018-05-31 01:30:00,166.604,"MOOS"
2018-05-31 02:00:00,166.601,"MOOS"
2018-05-31 02:30:00,166.6,"MOOS"
2018-05-31 03:00:00,166.594,"MOOS"
2018-05-31 03:30:00,166.597,"MOOS"
2018-05-31 04:00:00,166.596,"MOOS"
2018-05-31 04:30:00,166.598,"MOOS"
2018-05-31 05:00:00,166.594,"MOOS"
2018-05-31 05:30:00,166.594,"MOOS"
2018-05-31 06:00:00,166.593,"MOOS"
2018-05-31 06:30:00,166.596,"MOOS"
2018-05-31 07:00:00,166.595,"MOOS"
2018-05-31 07:30:00,166.598,"MOOS"
2018-05-31 08:00:00,166.595,"MOOS"
2018-05-31 08:30:00,166.596,"MOOS"
2018-05-31 09:00:00,166.599,"MOOS"
2018-05-31 09:30:00,166.596,"MOOS"
2018-05-31 10:00:00,166.597,"MOOS"
2018-05-31 10:30:00,166.594,"MOOS"
2018-05-31 11:00:00,166.598,"MOOS"
2018-05-31 11:30:00,166.593,"MOOS"
2018-05-31 12:00:00,166.597,"MOOS"
2018-05-31 12:30:00,166.595,"MOOS"
2018-05-31 13:00:00,166.596,"MOOS"
2018-05-31 13:30:00,166.597,"MOOS"
2018-05-31 14:00:00,166.595,"MOOS"
2018-05-31 14:30:00,166.596,"MOOS"
2018-05-31 15:00:00,166.594,"MOOS"
2018-05-31 15:30:00,166.593,"MOOS"
2018-05-31 16:00:00,166.594,"MOOS"
2018-05-31 16:30:00,166.592,"MOOS"
2018-05-31 17:00:00,166.589,"MOOS"
2018-05-31 17:30:00,166.593,"MOOS"
2018-05-31 18:00:00,166.588,"MOOS"
2018-05-31 18:30:00,166.589,"MOOS"
2018-05-31 19:00:00,166.588,"MOOS"
2018-05-31 19:30:00,166.591,"MOOS"
2018-05-31 20:00:00,166.594,"MOOS"
2018-05-31 20:30:00,166.592,"MOOS"
2018-05-31 21:00:00,166.59,"MOOS"
2018-05-31 21:30:00,166.589,"MOOS"
2018-05-31 22:00:00,166.591,"MOOS"
2018-05-31 22:30:00,166.59,"MOOS"
2018-05-31 23:00:00,166.586,"MOOS"
2018-05-31 23:30:00,166.585,"MOOS"
2018-06-01 00:00:00,166.584,"MOOS"
2018-06-01 00:30:00,166.586,"MOOS"
2018-06-01 01:00:00,166.586,"MOOS"
2018-06-01 01:30:00,166.583,"MOOS"
2018-06-01 02:00:00,166.584,"MOOS"
2018-06-01 02:30:00,166.585,"MOOS"
2018-06-01 03:00:00,166.58,"MOOS"
2018-06-01 03:30:00,166.585,"MOOS"
2018-06-01 04:00:00,166.582,"MOOS"
2018-06-01 04:30:00,166.577,"MOOS"
2018-06-01 05:00:00,166.581,"MOOS"
2018-06-01 05:30:00,166.58,"MOOS"
2018-06-01 06:00:00,166.578,"MOOS"
2018-06-01 06:30:00,166.58,"MOOS"
2018-06-01 07:00:00,166.578,"MOOS"
2018-06-01 07:30:00,166.581,"MOOS"
2018-06-01 08:00:00,166.579,"MOOS"
2018-06-01 08:30:00,166.58,"MOOS"
2018-06-01 09:00:00,166.584,"MOOS"
2018-06-01 09:30:00,166.58,"MOOS"
2018-06-01 10:00:00,166.582,"MOOS"
2018-06-01 10:30:00,166.581,"MOOS"
2018-06-01 11:00:00,166.58,"MOOS"
2018-06-01 11:30:00,166.579,"MOOS"
2018-06-01 12:00:00,166.583,"MOOS"
2018-06-01 12:30:00,166.579,"MOOS"
2018-06-01 13:00:00,166.579,"MOOS"
2018-06-01 13:30:00,166.575,"MOOS"
2018-06-01 14:00:00,166.582,"MOOS"
2018-06-01 14:30:00,166.582,"MOOS"
2018-06-01 15:00:00,166.579,"MOOS"
2018-06-01 15:30:00,166.578,"MOOS"
2018-06-01 16:00:00,166.579,"MOOS"
2018-06-01 16:30:00,166.579,"MOOS"
2018-06-01 17:00:00,166.58,"MOOS"
2018-06-01 17:30:00,166.573,"MOOS"
2018-06-01 18:00:00,166.574,"MOOS"
2018-06-01 18:30:00,166.576,"MOOS"
2018-06-01 19:00:00,166.577,"MOOS"
2018-06-01 19:30:00,166.582,"MOOS"
2018-06-01 20:00:00,166.576,"MOOS"
2018-06-01 20:30:00,166.58,"MOOS"
2018-06-01 21:00:00,166.581,"MOOS"
2018-06-01 21:30:00,166.582,"MOOS"
2018-06-01 22:00:00,166.58,"MOOS"
2018-06-01 22:30:00,166.577,"MOOS"
2018-06-01 23:00:00,166.575,"MOOS"
2018-06-01 23:30:00,166.575,"MOOS"
2018-06-02 00:00:00,166.577,"MOOS"
2018-06-02 00:30:00,166.575,"MOOS"
2018-06-02 01:00:00,166.57,"MOOS"
2018-06-02 01:30:00,166.574,"MOOS"
2018-06-02 02:00:00,166.571,"MOOS"
2018-06-02 02:30:00,166.569,"MOOS"
2018-06-02 03:00:00,166.567,"MOOS"
2018-06-02 03:30:00,166.565,"MOOS"
2018-06-02 04:00:00,166.563,"MOOS"
2018-06-02 04:30:00,166.564,"MOOS"
2018-06-02 05:00:00,166.565,"MOOS"
2018-06-02 05:30:00,166.562,"MOOS"
2018-06-02 06:00:00,166.56,"MOOS"
2018-06-02 06:30:00,166.563,"MOOS"
2018-06-02 07:00:00,166.565,"MOOS"
2018-06-02 07:30:00,166.564,"MOOS"
2018-06-02 08:00:00,166.565,"MOOS"
2018-06-02 08:30:00,166.566,"MOOS"
2018-06-02 09:00:00,166.564,"MOOS"
2018-06-02 09:30:00,166.566,"MOOS"
2018-06-02 10:00:00,166.563,"MOOS"
2018-06-02 10:30:00,166.561,"MOOS"
2018-06-02 11:00:00,166.564,"MOOS"
2018-06-02 11:30:00,166.563,"MOOS"
2018-06-02 12:00:00,166.561,"MOOS"
2018-06-02 12:30:00,166.562,"MOOS"
2018-06-02 13:00:00,166.56,"MOOS"
2018-06-02 13:30:00,166.561,"MOOS"
2018-06-02 14:00:00,166.561,"MOOS"
2018-06-02 14:30:00,166.558,"MOOS"
2018-06-02 15:00:00,166.556,"MOOS"
2018-06-02 15:30:00,166.562,"MOOS"
2018-06-02 16:00:00,166.554,"MOOS"
2018-06-02 16:30:00,166.558,"MOOS"
2018-06-02 17:00:00,166.558,"MOOS"
2018-06-02 17:30:00,166.555,"MOOS"
2018-06-02 18:00:00,166.557,"MOOS"
2018-06-02 18:30:00,166.562,"MOOS"
2018-06-02 19:00:00,166.56,"MOOS"
2018-06-02 19:30:00,166.559,"MOOS"
2018-06-02 20:00:00,166.558,"MOOS"
2018-06-02 20:30:00,166.558,"MOOS"
2018-06-02 21:00:00,166.559,"MOOS"
2018-06-02 21:30:00,166.559,"MOOS"
2018-06-02 22:00:00,166.556,"MOOS"
2018-06-02 22:30:00,166.557,"MOOS"
2018-06-02 23:00:00,166.556,"MOOS"
2018-06-02 23:30:00,166.557,"MOOS"
2018-06-03 00:00:00,166.558,"MOOS"
2018-06-03 00:30:00,166.555,"MOOS"
2018-06-03 01:00:00,166.555,"MOOS"
2018-06-03 01:30:00,166.552,"MOOS"
2018-06-03 02:00:00,166.555,"MOOS"
2018-06-03 02:30:00,166.553,"MOOS"
2018-06-03 03:00:00,166.545,"MOOS"
2018-06-03 03:30:00,166.553,"MOOS"
2018-06-03 04:00:00,166.55,"MOOS"
2018-06-03 04:30:00,166.552,"MOOS"
2018-06-03 05:00:00,166.557,"MOOS"
2018-06-03 05:30:00,166.557,"MOOS"
2018-06-03 06:00:00,166.562,"MOOS"
2018-06-03 06:30:00,166.567,"MOOS"
2018-06-03 07:00:00,166.57,"MOOS"
2018-06-03 07:30:00,166.57,"MOOS"
2018-06-03 08:00:00,166.568,"MOOS"
2018-06-03 08:30:00,166.571,"MOOS"
2018-06-03 09:00:00,166.573,"MOOS"
2018-06-03 09:30:00,166.57,"MOOS"
2018-06-03 10:00:00,166.575,"MOOS"
2018-06-03 10:30:00,166.572,"MOOS"
2018-06-03 11:00:00,166.574,"MOOS"
2018-06-03 11:30:00,166.575,"MOOS"
2018-06-03 12:00:00,166.578,"MOOS"
2018-06-03 12:30:00,166.566,"MOOS"
2018-06-03 13:00:00,166.573,"MOOS"
2018-06-03 13:30:00,166.572,"MOOS"
2018-06-03 14:00:00,166.568,"MOOS"
2018-06-03 14:30:00,166.57,"MOOS"
2018-06-03 15:00:00,166.568,"MOOS"
2018-06-03 15:30:00,166.571,"MOOS"
2018-06-03 16:00:00,166.568,"MOOS"
2018-06-03 16:30:00,166.567,"MOOS"
2018-06-03 17:00:00,166.566,"MOOS"
2018-06-03 17:30:00,166.565,"MOOS"
2018-06-03 18:00:00,166.562,"MOOS"
2018-06-03 18:30:00,166.57,"MOOS"
2018-06-03 19:00:00,166.566,"MOOS"
2018-06-03 19:30:00,166.563,"MOOS"
2018-06-03 20:00:00,166.566,"MOOS"
2018-06-03 20:30:00,166.563,"MOOS"
2018-06-03 21:00:00,166.565,"MOOS"
2018-06-03 21:30:00,166.564,"MOOS"
2018-06-03 22:00:00,166.562,"MOOS"
2018-06-03 22:30:00,166.559,"MOOS"
2018-06-03 23:00:00,166.56,"MOOS"
2018-06-03 23:30:00,166.562,"MOOS"
2018-06-04 00:00:00,166.558,"MOOS"
2018-06-04 00:30:00,166.558,"MOOS"
2018-06-04 01:00:00,166.555,"MOOS"
2018-06-04 01:30:00,166.553,"MOOS"
2018-06-04 02:00:00,166.549,"MOOS"
2018-06-04 02:30:00,166.549,"MOOS"
2018-06-04 03:00:00,166.547,"MOOS"
2018-06-04 03:30:00,166.548,"MOOS"
2018-06-04 04:00:00,166.548,"MOOS"
2018-06-04 04:30:00,166.546,"MOOS"
2018-06-04 05:00:00,166.541,"MOOS"
2018-06-04 05:30:00,166.544,"MOOS"
2018-06-04 06:00:00,166.548,"MOOS"
2018-06-04 06:30:00,166.546,"MOOS"
2018-06-04 07:00:00,166.548,"MOOS"
2018-06-04 07:30:00,166.544,"MOOS"
2018-06-04 08:00:00,166.545,"MOOS"
2018-06-04 08:30:00,166.545,"MOOS"
2018-06-04 09:00:00,166.544,"MOOS"
2018-06-04 09:30:00,166.543,"MOOS"
2018-06-04 10:00:00,166.545,"MOOS"
2018-06-04 10:30:00,166.545,"MOOS"
2018-06-04 11:00:00,166.542,"MOOS"
2018-06-04 11:30:00,166.544,"MOOS"
2018-06-04 12:00:00,166.542,"MOOS"
2018-06-04 12:30:00,166.543,"MOOS"
2018-06-04 13:00:00,166.541,"MOOS"
2018-06-04 13:30:00,166.543,"MOOS"
2018-06-04 14:00:00,166.54,"MOOS"
2018-06-04 14:30:00,166.541,"MOOS"
2018-06-04 15:00:00,166.542,"MOOS"
2018-06-04 15:30:00,166.54,"MOOS"
2018-06-04 16:00:00,166.537,"MOOS"
2018-06-04 16:30:00,166.531,"MOOS"
2018-06-04 17:00:00,166.539,"MOOS"
2018-06-04 17:30:00,166.536,"MOOS"
2018-06-04 18:00:00,166.539,"MOOS"
2018-06-04 18:30:00,166.543,"MOOS"
2018-06-04 19:00:00,166.543,"MOOS"
2018-06-04 19:30:00,166.543,"MOOS"
2018-06-04 20:00:00,166.542,"MOOS"
2018-06-04 20:30:00,166.543,"MOOS"
2018-06-04 21:00:00,166.542,"MOOS"
2018-06-04 21:30:00,166.543,"MOOS"
2018-06-04 22:00:00,166.543,"MOOS"
2018-06-04 22:30:00,166.541,"MOOS"
2018-06-04 23:00:00,166.54,"MOOS"
2018-06-04 23:30:00,166.539,"MOOS"
2018-06-05 00:00:00,166.539,"MOOS"
2018-06-05 00:30:00,166.536,"MOOS"
2018-06-05 01:00:00,166.535,"MOOS"
2018-06-05 01:30:00,166.537,"MOOS"
2018-06-05 02:00:00,166.536,"MOOS"
2018-06-05 02:30:00,166.535,"MOOS"
2018-06-05 03:00:00,166.533,"MOOS"
2018-06-05 03:30:00,166.532,"MOOS"
2018-06-05 04:00:00,166.53,"MOOS"
2018-06-05 04:30:00,166.532,"MOOS"
2018-06-05 05:00:00,166.532,"MOOS"
2018-06-05 05:30:00,166.531,"MOOS"
2018-06-05 06:00:00,166.53,"MOOS"
2018-06-05 06:30:00,166.531,"MOOS"
2018-06-05 07:00:00,166.53,"MOOS"
2018-06-05 07:30:00,166.532,"MOOS"
2018-06-05 08:00:00,166.532,"MOOS"
2018-06-05 08:30:00,166.533,"MOOS"
2018-06-05 09:00:00,166.527,"MOOS"
2018-06-05 09:30:00,166.528,"MOOS"
2018-06-05 10:00:00,166.529,"MOOS"
2018-06-05 10:30:00,166.531,"MOOS"
2018-06-05 11:00:00,166.528,"MOOS"
2018-06-05 11:30:00,166.53,"MOOS"
2018-06-05 12:00:00,166.529,"MOOS"
2018-06-05 12:30:00,166.53,"MOOS"
2018-06-05 13:00:00,166.531,"MOOS"
2018-06-05 13:30:00,166.534,"MOOS"
2018-06-05 14:00:00,166.531,"MOOS"
2018-06-05 14:30:00,166.533,"MOOS"
2018-06-05 15:00:00,166.534,"MOOS"
2018-06-05 15:30:00,166.531,"MOOS"
2018-06-05 16:00:00,166.53,"MOOS"
2018-06-05 16:30:00,166.527,"MOOS"
2018-06-05 17:00:00,166.529,"MOOS"
2018-06-05 17:30:00,166.53,"MOOS"
2018-06-05 18:00:00,166.53,"MOOS"
2018-06-05 18:30:00,166.533,"MOOS"
2018-06-05 19:00:00,166.533,"MOOS"
2018-06-05 19:30:00,166.54,"MOOS"
2018-06-05 20:00:00,166.529,"MOOS"
2018-06-05 20:30:00,166.534,"MOOS"
2018-06-05 21:00:00,166.532,"MOOS"
2018-06-05 21:30:00,166.531,"MOOS"
2018-06-05 22:00:00,166.532,"MOOS"
2018-06-05 22:30:00,166.534,"MOOS"
2018-06-05 23:00:00,166.533,"MOOS"
2018-06-05 23:30:00,166.531,"MOOS"
2018-06-06 00:00:00,166.527,"MOOS"
2018-06-06 00:30:00,166.531,"MOOS"
2018-06-06 01:00:00,166.531,"MOOS"
2018-06-06 01:30:00,166.531,"MOOS"
2018-06-06 02:00:00,166.527,"MOOS"
2018-06-06 02:30:00,166.529,"MOOS"
2018-06-06 03:00:00,166.532,"MOOS"
2018-06-06 03:30:00,166.527,"MOOS"
2018-06-06 04:00:00,166.534,"MOOS"
2018-06-06 04:30:00,166.529,"MOOS"
2018-06-06 05:00:00,166.533,"MOOS"
2018-06-06 05:30:00,166.536,"MOOS"
2018-06-06 06:00:00,166.538,"MOOS"
2018-06-06 06:30:00,166.543,"MOOS"
2018-06-06 07:00:00,166.545,"MOOS"
2018-06-06 07:30:00,166.545,"MOOS"
2018-06-06 08:00:00,166.543,"MOOS"
2018-06-06 08:30:00,166.547,"MOOS"
2018-06-06 09:00:00,166.543,"MOOS"
2018-06-06 09:30:00,166.547,"MOOS"
2018-06-06 10:00:00,166.543,"MOOS"
2018-06-06 10:30:00,166.546,"MOOS"
2018-06-06 11:00:00,166.545,"MOOS"
2018-06-06 11:30:00,166.543,"MOOS"
2018-06-06 12:00:00,166.543,"MOOS"
2018-06-06 12:30:00,166.541,"MOOS"
2018-06-06 13:00:00,166.54,"MOOS"
2018-06-06 13:30:00,166.536,"MOOS"
2018-06-06 14:00:00,166.539,"MOOS"
2018-06-06 14:30:00,166.54,"MOOS"
2018-06-06 15:00:00,166.538,"MOOS"
2018-06-06 15:30:00,166.538,"MOOS"
2018-06-06 16:00:00,166.544,"MOOS"
2018-06-06 16:30:00,166.541,"MOOS"
2018-06-06 17:00:00,166.543,"MOOS"
2018-06-06 17:30:00,166.544,"MOOS"
2018-06-06 18:00:00,166.54,"MOOS"
2018-06-06 18:30:00,166.54,"MOOS"
2018-06-06 19:00:00,166.543,"MOOS"
2018-06-06 19:30:00,166.547,"MOOS"
2018-06-06 20:00:00,166.544,"MOOS"
2018-06-06 20:30:00,166.548,"MOOS"
2018-06-06 21:00:00,166.543,"MOOS"
2018-06-06 21:30:00,166.544,"MOOS"
2018-06-06 22:00:00,166.542,"MOOS"
2018-06-06 22:30:00,166.545,"MOOS"
