"","DateTime","nitrateuM"
"170",2020-06-19 02:45:00,29.4071428571429
"171",2020-06-19 03:00:00,29.4178571428571
"172",2020-06-19 03:15:00,29.4114285714286
"173",2020-06-19 03:30:00,29.37
"174",2020-06-19 03:45:00,29.2521428571429
"175",2020-06-19 04:00:00,29.2371428571429
"176",2020-06-19 04:15:00,29.2685714285714
"177",2020-06-19 04:30:00,29.32
"178",2020-06-19 04:45:00,29.3535714285714
"179",2020-06-19 05:00:00,29.3642857142857
"180",2020-06-19 05:15:00,29.3614285714286
"181",2020-06-19 05:30:00,29.3528571428571
"182",2020-06-19 05:45:00,29.3357142857143
"183",2020-06-19 06:00:00,29.3335714285714
"184",2020-06-19 06:15:00,29.3471428571429
"185",2020-06-19 06:30:00,29.385
"186",2020-06-19 06:45:00,29.3835714285714
"187",2020-06-19 07:00:00,29.3885714285714
"188",2020-06-19 07:15:00,29.3792857142857
"189",2020-06-19 07:30:00,29.3357142857143
"190",2020-06-19 07:45:00,29.3314285714286
"191",2020-06-19 08:00:00,29.3114285714286
"192",2020-06-19 08:15:00,29.31
"193",2020-06-19 08:30:00,29.2821428571429
"194",2020-06-19 08:45:00,29.2364285714286
"195",2020-06-19 09:00:00,29.2242857142857
"196",2020-06-19 09:15:00,29.1357142857143
"197",2020-06-19 09:30:00,29.0864285714286
"198",2020-06-19 09:45:00,29.0314285714286
"199",2020-06-19 10:00:00,28.965
"200",2020-06-19 10:15:00,28.8978571428571
"201",2020-06-19 10:30:00,28.8242857142857
"202",2020-06-19 10:45:00,28.7442857142857
"203",2020-06-19 11:00:00,28.7014285714286
"204",2020-06-19 11:15:00,28.6671428571429
"205",2020-06-19 11:30:00,28.6207142857143
"206",2020-06-19 11:45:00,28.5564285714286
"207",2020-06-19 12:00:00,28.5264285714286
"208",2020-06-19 12:15:00,28.4771428571429
"209",2020-06-19 12:30:00,28.3757142857143
"210",2020-06-19 12:45:00,28.3242857142857
"211",2020-06-19 13:00:00,28.2714285714286
"212",2020-06-19 13:15:00,28.2157142857143
"213",2020-06-19 13:30:00,28.1714285714286
"214",2020-06-19 13:45:00,28.1385714285714
"215",2020-06-19 14:00:00,28.06
"216",2020-06-19 14:15:00,28.0092857142857
"217",2020-06-19 14:30:00,27.9842857142857
"218",2020-06-19 14:45:00,27.8921428571429
"219",2020-06-19 15:00:00,27.8564285714286
"220",2020-06-19 15:15:00,27.81
"221",2020-06-19 15:30:00,27.7557142857143
"222",2020-06-19 15:45:00,27.6778571428571
"223",2020-06-19 16:00:00,27.6371428571429
"224",2020-06-19 16:15:00,27.5921428571429
"225",2020-06-19 16:30:00,27.5557142857143
"226",2020-06-19 16:45:00,27.5121428571429
"227",2020-06-19 17:00:00,27.4857142857143
"228",2020-06-19 17:15:00,27.4357142857143
"229",2020-06-19 17:30:00,27.3614285714286
"230",2020-06-19 17:45:00,27.3314285714286
"231",2020-06-19 18:00:00,27.3107142857143
"232",2020-06-19 18:15:00,27.2635714285714
"233",2020-06-19 18:30:00,27.19
"234",2020-06-19 18:45:00,27.1857142857143
"235",2020-06-19 19:00:00,27.1292857142857
"236",2020-06-19 19:15:00,27.0907142857143
"237",2020-06-19 19:30:00,27.0342857142857
"238",2020-06-19 19:45:00,27.0135714285714
"239",2020-06-19 20:00:00,26.9535714285714
"240",2020-06-19 20:15:00,26.9107142857143
"241",2020-06-19 20:30:00,26.8842857142857
"242",2020-06-19 20:45:00,26.8457142857143
"243",2020-06-19 21:00:00,26.8035714285714
"244",2020-06-19 21:15:00,26.7528571428571
"245",2020-06-19 21:30:00,26.7371428571429
"246",2020-06-19 21:45:00,26.7021428571429
"247",2020-06-19 22:00:00,26.6621428571429
"248",2020-06-19 22:15:00,26.6128571428571
"249",2020-06-19 22:30:00,26.6128571428571
"250",2020-06-19 22:45:00,26.575
"251",2020-06-19 23:00:00,26.5321428571429
"252",2020-06-19 23:15:00,26.5328571428571
"253",2020-06-19 23:30:00,26.4942857142857
"254",2020-06-19 23:45:00,26.48
"255",2020-06-20 00:00:00,26.4728571428571
"256",2020-06-20 00:15:00,26.4635714285714
"257",2020-06-20 00:30:00,26.4514285714286
"258",2020-06-20 00:45:00,26.4435714285714
"259",2020-06-20 01:00:00,26.4421428571429
"260",2020-06-20 01:15:00,26.42
"261",2020-06-20 01:30:00,26.415
"262",2020-06-20 01:45:00,26.4285714285714
"263",2020-06-20 02:00:00,26.4278571428571
"264",2020-06-20 02:15:00,26.4228571428571
"265",2020-06-20 02:30:00,26.4514285714286
"266",2020-06-20 02:45:00,26.4728571428571
"267",2020-06-20 03:00:00,26.5028571428571
"268",2020-06-20 03:15:00,26.4978571428571
"269",2020-06-20 03:30:00,26.5057142857143
"270",2020-06-20 03:45:00,26.5192857142857
"271",2020-06-20 04:00:00,26.56
"272",2020-06-20 04:15:00,26.5707142857143
"273",2020-06-20 04:30:00,26.6028571428571
"274",2020-06-20 04:45:00,26.6285714285714
"275",2020-06-20 05:00:00,26.6371428571429
"276",2020-06-20 05:15:00,26.6771428571429
