"","Site","Q","DateTimeAK"
"7906","FRCH",245.912442319481,2015-08-04 08:15:00
"7907","FRCH",245.758895022847,2015-08-04 08:30:00
"7908","FRCH",245.615384297904,2015-08-04 08:45:00
"7909","FRCH",245.655131635798,2015-08-04 09:00:00
"7910","FRCH",245.360664737586,2015-08-04 09:15:00
"7911","FRCH",245.250897886211,2015-08-04 09:30:00
"7912","FRCH",245.154051574531,2015-08-04 09:45:00
"7913","FRCH",245.071019742924,2015-08-04 10:00:00
"7914","FRCH",245.002696331769,2015-08-04 10:15:00
"7915","FRCH",244.949975281445,2015-08-04 10:30:00
"7916","FRCH",244.913750532329,2015-08-04 10:45:00
"7917","FRCH",241.941826266786,2015-08-04 11:00:00
"7918","FRCH",244.89436569924,2015-08-04 11:15:00
"7919","FRCH",244.907077912702,2015-08-04 11:30:00
"7920","FRCH",244.928031022249,2015-08-04 11:45:00
"7921","FRCH",245.534992768208,2015-08-04 12:00:00
"7922","FRCH",244.974573357826,2015-08-04 12:15:00
"7923","FRCH",244.991286732571,2015-08-04 12:30:00
"7924","FRCH",244.998489300831,2015-08-04 12:45:00
"7925","FRCH",247.665483743289,2015-08-04 13:00:00
"7926","FRCH",244.968945184519,2015-08-04 13:15:00
"7927","FRCH",244.929844909426,2015-08-04 13:30:00
"7928","FRCH",244.876526646803,2015-08-04 13:45:00
"7929","FRCH",245.429013482877,2015-08-04 14:00:00
"7930","FRCH",244.733238630259,2015-08-04 14:15:00
"7931","FRCH",244.647509126538,2015-08-04 14:30:00
"7932","FRCH",244.556042135688,2015-08-04 14:45:00
"7933","FRCH",243.811654507189,2015-08-04 15:00:00
"7934","FRCH",244.366854222118,2015-08-04 15:15:00
"7935","FRCH",244.273310648978,2015-08-04 15:30:00
"7936","FRCH",244.18238428787,2015-08-04 15:45:00
"7937","FRCH",243.46242674744,2015-08-04 16:00:00
"7938","FRCH",244.01413407056,2015-08-04 16:15:00
"7939","FRCH",243.938417460548,2015-08-04 16:30:00
"7940","FRCH",243.868532554949,2015-08-04 16:45:00
"7941","FRCH",242.364108674509,2015-08-04 17:00:00
"7942","FRCH",243.746935972947,2015-08-04 17:15:00
"7943","FRCH",243.692677686855,2015-08-04 17:30:00
"7944","FRCH",243.6391578858,2015-08-04 17:45:00
"7945","FRCH",244.69578668752,2015-08-04 18:00:00
"7946","FRCH",243.523469184095,2015-08-04 18:15:00
"7947","FRCH",243.458095800053,2015-08-04 18:30:00
"7948","FRCH",243.387051934265,2015-08-04 18:45:00
"7949","FRCH",243.511468137623,2015-08-04 19:00:00
"7950","FRCH",243.225999378593,2015-08-04 19:15:00
"7951","FRCH",243.135417879104,2015-08-04 19:30:00
"7952","FRCH",243.038020278661,2015-08-04 19:45:00
"7953","FRCH",242.336557212952,2015-08-04 20:00:00
"7954","FRCH",242.822438915355,2015-08-04 20:15:00
"7955","FRCH",242.702889991306,2015-08-04 20:30:00
"7956","FRCH",242.573794643929,2015-08-04 20:45:00
"7957","FRCH",242.919382452307,2015-08-04 21:00:00
"7958","FRCH",242.281841894007,2015-08-04 21:15:00
"7959","FRCH",242.117395665474,2015-08-04 21:30:00
"7960","FRCH",241.94022536164,2015-08-04 21:45:00
"7961","FRCH",242.655511606621,2015-08-04 22:00:00
"7962","FRCH",241.54648000931,2015-08-04 22:15:00
"7963","FRCH",241.331102562375,2015-08-04 22:30:00
"7964","FRCH",241.105396243263,2015-08-04 22:45:00
"7965","FRCH",239.280689538676,2015-08-04 23:00:00
"7966","FRCH",240.629019913512,2015-08-04 23:15:00
"7967","FRCH",240.378175947134,2015-08-04 23:30:00
"7968","FRCH",240.116655197102,2015-08-04 23:45:00
"7969","FRCH",239.842777976425,2015-08-05 00:00:00
"7970","FRCH",239.554864598114,2015-08-05 00:15:00
"7971","FRCH",239.25123537518,2015-08-05 00:30:00
"7972","FRCH",238.930210620631,2015-08-05 00:45:00
"7973","FRCH",241.480568912717,2015-08-05 01:00:00
"7974","FRCH",238.229255768731,2015-08-05 01:15:00
"7975","FRCH",237.851756418292,2015-08-05 01:30:00
"7976","FRCH",237.461723030061,2015-08-05 01:45:00
"7977","FRCH",237.06326603794,2015-08-05 02:00:00
"7978","FRCH",236.660495875829,2015-08-05 02:15:00
"7979","FRCH",236.25752297763,2015-08-05 02:30:00
"7980","FRCH",235.858457777244,2015-08-05 02:45:00
"7981","FRCH",236.289100007238,2015-08-05 03:00:00
"7982","FRCH",235.088492205516,2015-08-05 03:15:00
"7983","FRCH",234.727458697157,2015-08-05 03:30:00
"7984","FRCH",234.390066612576,2015-08-05 03:45:00
"7985","FRCH",232.590150434989,2015-08-05 04:00:00
"7986","FRCH",233.809232431077,2015-08-05 04:15:00
"7987","FRCH",233.574314597561,2015-08-05 04:30:00
"7988","FRCH",233.380086714631,2015-08-05 04:45:00
"7989","FRCH",229.14826073109,2015-08-05 05:00:00
"7990","FRCH",233.124772137808,2015-08-05 05:15:00
"7991","FRCH",233.061046005094,2015-08-05 05:30:00
"7992","FRCH",233.032730945321,2015-08-05 05:45:00
"7993","FRCH",234.849997637937,2015-08-05 06:00:00
"7994","FRCH",233.060704952024,2015-08-05 06:15:00
"7995","FRCH",233.109816409636,2015-08-05 06:30:00
"7996","FRCH",233.17998372246,2015-08-05 06:45:00
"7997","FRCH",232.274123108449,2015-08-05 07:00:00
"7998","FRCH",233.376404570862,2015-08-05 07:15:00
"7999","FRCH",233.497123638634,2015-08-05 07:30:00
"8000","FRCH",233.627829626007,2015-08-05 07:45:00
"8001","FRCH",237.154596438922,2015-08-05 08:00:00
"8002","FRCH",233.904145831219,2015-08-05 08:15:00
"8003","FRCH",234.049018255548,2015-08-05 08:30:00
"8004","FRCH",234.202402012457,2015-08-05 08:45:00
"8005","FRCH",231.049244267194,2015-08-05 09:00:00
"8006","FRCH",234.546808878316,2015-08-05 09:15:00
"8007","FRCH",234.737237939994,2015-08-05 09:30:00
"8008","FRCH",234.934990239707,2015-08-05 09:45:00
"8009","FRCH",237.161238409249,2015-08-05 10:00:00
"8010","FRCH",235.337983009856,2015-08-05 10:15:00
"8011","FRCH",235.540038742374,2015-08-05 10:30:00
"8012","FRCH",235.743048237094,2015-08-05 10:45:00
"8013","FRCH",234.397511829788,2015-08-05 11:00:00
"8014","FRCH",236.153671104853,2015-08-05 11:15:00
"8015","FRCH",236.359050967521,2015-08-05 11:30:00
"8016","FRCH",236.560917571646,2015-08-05 11:45:00
"8017","FRCH",238.220322186445,2015-08-05 12:00:00
"8018","FRCH",236.943434371063,2015-08-05 12:15:00
"8019","FRCH",237.12167835167,2015-08-05 12:30:00
"8020","FRCH",237.291596644368,2015-08-05 12:45:00
"8021","FRCH",236.45507293252,2015-08-05 13:00:00
"8022","FRCH",237.607507940505,2015-08-05 13:15:00
"8023","FRCH",237.752026893424,2015-08-05 13:30:00
"8024","FRCH",237.885272057395,2015-08-05 13:45:00
"8025","FRCH",238.942191845504,2015-08-05 14:00:00
"8026","FRCH",238.110993041947,2015-08-05 14:15:00
"8027","FRCH",238.201871227845,2015-08-05 14:30:00
"8028","FRCH",238.278280355429,2015-08-05 14:45:00
"8029","FRCH",237.642898940846,2015-08-05 15:00:00
"8030","FRCH",238.388248873474,2015-08-05 15:15:00
"8031","FRCH",238.420689840165,2015-08-05 15:30:00
"8032","FRCH",238.436424901003,2015-08-05 15:45:00
"8033","FRCH",240.22634929898,2015-08-05 16:00:00
"8034","FRCH",238.412746172231,2015-08-05 16:15:00
"8035","FRCH",238.374406829148,2015-08-05 16:30:00
"8036","FRCH",238.321510473271,2015-08-05 16:45:00
"8037","FRCH",237.797149150713,2015-08-05 17:00:00
"8038","FRCH",238.181375642139,2015-08-05 17:15:00
"8039","FRCH",238.09788168362,2015-08-05 17:30:00
"8040","FRCH",238.007319745775,2015-08-05 17:45:00
"8041","FRCH",239.579446835836,2015-08-05 18:00:00
"8042","FRCH",237.810641080039,2015-08-05 18:15:00
"8043","FRCH",237.710690928223,2015-08-05 18:30:00
"8044","FRCH",237.616005949229,2015-08-05 18:45:00
"8045","FRCH",235.792375099634,2015-08-05 19:00:00
"8046","FRCH",237.461448666076,2015-08-05 19:15:00
"8047","FRCH",237.407601471883,2015-08-05 19:30:00
"8048","FRCH",237.371069670444,2015-08-05 19:45:00
"8049","FRCH",235.792375099634,2015-08-05 20:00:00
"8050","FRCH",237.355035529326,2015-08-05 20:15:00
"8051","FRCH",237.374948363388,2015-08-05 20:30:00
"8052","FRCH",237.411006937687,2015-08-05 20:45:00
"8053","FRCH",237.864324178223,2015-08-05 21:00:00
"8054","FRCH",237.524138718465,2015-08-05 21:15:00
"8055","FRCH",237.598307851034,2015-08-05 21:30:00
"8056","FRCH",237.682814576024,2015-08-05 21:45:00
"8057","FRCH",240.219561808069,2015-08-05 22:00:00
"8058","FRCH",237.878647096161,2015-08-05 22:15:00
"8059","FRCH",237.992769719762,2015-08-05 22:30:00
"8060","FRCH",238.122823592689,2015-08-05 22:45:00
"8061","FRCH",236.269299862158,2015-08-05 23:00:00
"8062","FRCH",238.446106107441,2015-08-05 23:15:00
"8063","FRCH",238.643012172037,2015-08-05 23:30:00
"8064","FRCH",238.863204331502,2015-08-05 23:45:00
"8065","FRCH",237.783804966626,2015-08-06 00:00:00
"8066","FRCH",239.372775605212,2015-08-06 00:15:00
"8067","FRCH",239.659169422937,2015-08-06 00:30:00
"8068","FRCH",239.962878742494,2015-08-06 00:45:00
"8069","FRCH",239.49119242044,2015-08-06 01:00:00
"8070","FRCH",240.610974030857,2015-08-06 01:15:00
"8071","FRCH",240.948142768849,2015-08-06 01:30:00
"8072","FRCH",241.288192547042,2015-08-06 01:45:00
"8073","FRCH",242.634806397623,2015-08-06 02:00:00
"8074","FRCH",241.959336157021,2015-08-06 02:15:00
"8075","FRCH",242.28364983103,2015-08-06 02:30:00
"8076","FRCH",242.59728422969,2015-08-06 02:45:00
"8077","FRCH",244.071085961852,2015-08-06 03:00:00
"8078","FRCH",243.182993636875,2015-08-06 03:15:00
"8079","FRCH",243.452658053373,2015-08-06 03:30:00
"8080","FRCH",243.70682201047,2015-08-06 03:45:00
"8081","FRCH",244.583405651125,2015-08-06 04:00:00
"8082","FRCH",244.168527742443,2015-08-06 04:15:00
"8083","FRCH",244.377287047485,2015-08-06 04:30:00
"8084","FRCH",244.572980953456,2015-08-06 04:45:00
"8085","FRCH",244.169134086574,2015-08-06 05:00:00
"8086","FRCH",244.930163492865,2015-08-06 05:15:00
"8087","FRCH",245.09297027089,2015-08-06 05:30:00
"8088","FRCH",245.245347939018,2015-08-06 05:45:00
"8089","FRCH",246.550680760721,2015-08-06 06:00:00
"8090","FRCH",245.519097599253,2015-08-06 06:15:00
"8091","FRCH",245.642940750344,2015-08-06 06:30:00
"8092","FRCH",245.76129710951,2015-08-06 06:45:00
"8093","FRCH",243.602200111521,2015-08-06 07:00:00
"8094","FRCH",245.991152434335,2015-08-06 07:15:00
"8095","FRCH",246.102896914024,2015-08-06 07:30:00
"8096","FRCH",246.209645629849,2015-08-06 07:45:00
"8097","FRCH",246.914276167781,2015-08-06 08:00:00
"8098","FRCH",246.399534843757,2015-08-06 08:15:00
"8099","FRCH",246.479576871063,2015-08-06 08:30:00
"8100","FRCH",246.548426192953,2015-08-06 08:45:00
"8101","FRCH",245.896616260362,2015-08-06 09:00:00
"8102","FRCH",246.648773763528,2015-08-06 09:15:00
"8103","FRCH",246.676966230898,2015-08-06 09:30:00
"8104","FRCH",246.687354430221,2015-08-06 09:45:00
"8105","FRCH",246.67757581942,2015-08-06 10:00:00
"8106","FRCH",246.645267856419,2015-08-06 10:15:00
"8107","FRCH",246.588067999142,2015-08-06 10:30:00
"8108","FRCH",246.503613705512,2015-08-06 10:45:00
"8109","FRCH",248.132856615892,2015-08-06 11:00:00
"8110","FRCH",246.243491640888,2015-08-06 11:15:00
"8111","FRCH",246.066590965506,2015-08-06 11:30:00
"8112","FRCH",245.859970044998,2015-08-06 11:45:00
"8113","FRCH",246.586107874329,2015-08-06 12:00:00
"8114","FRCH",245.362086019355,2015-08-06 12:15:00
"8115","FRCH",245.075007949631,2015-08-06 12:30:00
"8116","FRCH",244.766579705597,2015-08-06 12:45:00
"8117","FRCH",242.953959662073,2015-08-06 13:00:00
"8118","FRCH",244.09789428548,2015-08-06 13:15:00
"8119","FRCH",243.740771379108,2015-08-06 13:30:00
"8120","FRCH",243.368566837848,2015-08-06 13:45:00
"8121","FRCH",245.478705706065,2015-08-06 14:00:00
"8122","FRCH",242.57922833863,2015-08-06 14:15:00
"8123","FRCH",242.167254769534,2015-08-06 14:30:00
"8124","FRCH",241.750520343278,2015-08-06 14:45:00
"8125","FRCH",240.062212541223,2015-08-06 15:00:00
"8126","FRCH",240.923094986771,2015-08-06 15:15:00
"8127","FRCH",240.520019251981,2015-08-06 15:30:00
"8128","FRCH",240.127413050951,2015-08-06 15:45:00
"8129","FRCH",237.221030387443,2015-08-06 16:00:00
"8130","FRCH",239.383743964524,2015-08-06 16:15:00
"8131","FRCH",239.03268683069,2015-08-06 16:30:00
"8132","FRCH",238.692110733741,2015-08-06 16:45:00
"8133","FRCH",240.294241868275,2015-08-06 17:00:00
"8134","FRCH",238.032289942397,2015-08-06 17:15:00
"8135","FRCH",237.711865063215,2015-08-06 17:30:00
"8136","FRCH",237.399560851345,2015-08-06 17:45:00
"8137","FRCH",235.785369877779,2015-08-06 18:00:00
"8138","FRCH",236.804705398494,2015-08-06 18:15:00
"8139","FRCH",236.522222755776,2015-08-06 18:30:00
"8140","FRCH",236.247997976894,2015-08-06 18:45:00
"8141","FRCH",234.987657783262,2015-08-06 19:00:00
"8142","FRCH",235.719205434733,2015-08-06 19:15:00
"8143","FRCH",235.460090032829,2015-08-06 19:30:00
"8144","FRCH",235.200137217508,2015-08-06 19:45:00
"8145","FRCH",237.2945775903,2015-08-06 20:00:00
"8146","FRCH",234.664645368022,2015-08-06 20:15:00
"8147","FRCH",234.387293853142,2015-08-06 20:30:00
"8148","FRCH",234.105479963418,2015-08-06 20:45:00
"8149","FRCH",232.564042276413,2015-08-06 21:00:00
"8150","FRCH",233.534289115178,2015-08-06 21:15:00
"8151","FRCH",233.245306948094,2015-08-06 21:30:00
"8152","FRCH",232.952651989029,2015-08-06 21:45:00
"8153","FRCH",234.83650929651,2015-08-06 22:00:00
"8154","FRCH",232.352078804942,2015-08-06 22:15:00
"8155","FRCH",232.046407573424,2015-08-06 22:30:00
"8156","FRCH",231.741557536934,2015-08-06 22:45:00
"8157","FRCH",228.157890205876,2015-08-06 23:00:00
"8158","FRCH",231.14755391307,2015-08-06 23:15:00
"8159","FRCH",230.858440410102,2015-08-06 23:30:00
"8160","FRCH",230.570228270974,2015-08-06 23:45:00
"8161","FRCH",231.189401770327,2015-08-07 00:00:00
"8162","FRCH",229.983435557829,2015-08-07 00:15:00
"8163","FRCH",229.680141122432,2015-08-07 00:30:00
"8164","FRCH",229.368320328113,2015-08-07 00:45:00
"8165","FRCH",230.577403791607,2015-08-07 01:00:00
"8166","FRCH",228.713316743599,2015-08-07 01:15:00
"8167","FRCH",228.370309121453,2015-08-07 01:30:00
"8168","FRCH",228.019125476488,2015-08-07 01:45:00
"8169","FRCH",226.897069324731,2015-08-07 02:00:00
"8170","FRCH",227.298713709416,2015-08-07 02:15:00
"8171","FRCH",226.931196314316,2015-08-07 02:30:00
"8172","FRCH",226.558924350409,2015-08-07 02:45:00
"8173","FRCH",227.119740388951,2015-08-07 03:00:00
"8174","FRCH",225.800476032885,2015-08-07 03:15:00
"8175","FRCH",225.416357829281,2015-08-07 03:30:00
"8176","FRCH",225.031601356899,2015-08-07 03:45:00
"8177","FRCH",225.642700607452,2015-08-07 04:00:00
"8178","FRCH",224.268046889144,2015-08-07 04:15:00
"8179","FRCH",223.895177753749,2015-08-07 04:30:00
"8180","FRCH",223.533528069529,2015-08-07 04:45:00
"8181","FRCH",221.32137563849,2015-08-07 05:00:00
"8182","FRCH",222.85972921118,2015-08-07 05:15:00
"8183","FRCH",222.551763808787,2015-08-07 05:30:00
"8184","FRCH",222.263385401043,2015-08-07 05:45:00
"8185","FRCH",220.756033671935,2015-08-07 06:00:00
"8186","FRCH",221.746282499885,2015-08-07 06:15:00
"8187","FRCH",221.515522959789,2015-08-07 06:30:00
"8188","FRCH",221.30028032098,2015-08-07 06:45:00
"8189","FRCH",222.818370476662,2015-08-07 07:00:00
"8190","FRCH",220.90731263011,2015-08-07 07:15:00
"8191","FRCH",220.728516645235,2015-08-07 07:30:00
"8192","FRCH",220.563095696017,2015-08-07 07:45:00
"8193","FRCH",219.3545320697,2015-08-07 08:00:00
"8194","FRCH",220.277128290406,2015-08-07 08:15:00
"8195","FRCH",220.15683774867,2015-08-07 08:30:00
"8196","FRCH",220.050434071905,2015-08-07 08:45:00
"8197","FRCH",219.84313668459,2015-08-07 09:00:00
"8198","FRCH",219.875561586067,2015-08-07 09:15:00
"8199","FRCH",219.805001852552,2015-08-07 09:30:00
"8200","FRCH",219.74414713513,2015-08-07 09:45:00
"8201","FRCH",219.907305075552,2015-08-07 10:00:00
"8202","FRCH",219.646914778022,2015-08-07 10:15:00
"8203","FRCH",219.60864977347,2015-08-07 10:30:00
"8204","FRCH",219.576315055276,2015-08-07 10:45:00
"8205","FRCH",220.251949192736,2015-08-07 11:00:00
"8206","FRCH",219.526524989029,2015-08-07 11:15:00
"8207","FRCH",219.509021667279,2015-08-07 11:30:00
"8208","FRCH",219.497352684494,2015-08-07 11:45:00
"8209","FRCH",218.360606451615,2015-08-07 12:00:00
"8210","FRCH",219.49423732996,2015-08-07 12:15:00
"8211","FRCH",219.501883968874,2015-08-07 12:30:00
"8212","FRCH",219.513550968078,2015-08-07 12:45:00
"8213","FRCH",218.493064107059,2015-08-07 13:00:00
"8214","FRCH",219.542598495862,2015-08-07 13:15:00
"8215","FRCH",219.554732779496,2015-08-07 13:30:00
"8216","FRCH",219.560394933527,2015-08-07 13:45:00
"8217","FRCH",222.567755711095,2015-08-07 14:00:00
"8218","FRCH",219.537665424487,2015-08-07 14:15:00
"8219","FRCH",219.507988298346,2015-08-07 14:30:00
"8220","FRCH",219.469268116464,2015-08-07 14:45:00
"8221","FRCH",219.423878772843,2015-08-07 15:00:00
"8222","FRCH",219.374194161488,2015-08-07 15:15:00
"8223","FRCH",219.322588176401,2015-08-07 15:30:00
"8224","FRCH",219.271434711588,2015-08-07 15:45:00
"8225","FRCH",217.924239358257,2015-08-07 16:00:00
"8226","FRCH",219.179980918795,2015-08-07 16:15:00
"8227","FRCH",219.141826506107,2015-08-07 16:30:00
"8228","FRCH",219.108416444277,2015-08-07 16:45:00
"8229","FRCH",217.775359708689,2015-08-07 17:00:00
"8230","FRCH",219.054917458342,2015-08-07 17:15:00
"8231","FRCH",219.031760097753,2015-08-07 17:30:00
"8232","FRCH",219.007210215051,2015-08-07 17:45:00
"8233","FRCH",220.193784202612,2015-08-07 18:00:00
"8234","FRCH",218.942571052215,2015-08-07 18:15:00
"8235","FRCH",218.899235440411,2015-08-07 18:30:00
"8236","FRCH",218.848014643154,2015-08-07 18:45:00
"8237","FRCH",218.660474138322,2015-08-07 19:00:00
"8238","FRCH",218.720293996692,2015-08-07 19:15:00
"8239","FRCH",218.642725934702,2015-08-07 19:30:00
"8240","FRCH",218.555136261691,2015-08-07 19:45:00
"8241","FRCH",219.209919435299,2015-08-07 20:00:00
"8242","FRCH",218.347242727054,2015-08-07 20:15:00
"8243","FRCH",218.227122699277,2015-08-07 20:30:00
"8244","FRCH",218.097348728176,2015-08-07 20:45:00
"8245","FRCH",218.171150868995,2015-08-07 21:00:00
"8246","FRCH",217.812223646947,2015-08-07 21:15:00
"8247","FRCH",217.658990326369,2015-08-07 21:30:00
"8248","FRCH",217.50033864157,2015-08-07 21:45:00
"8249","FRCH",216.054099511619,2015-08-07 22:00:00
"8250","FRCH",217.171866646569,2015-08-07 22:15:00
"8251","FRCH",217.002018601619,2015-08-07 22:30:00
"8252","FRCH",216.826696722954,2015-08-07 22:45:00
"8253","FRCH",217.005244686327,2015-08-07 23:00:00
"8254","FRCH",216.454434058229,2015-08-07 23:15:00
"8255","FRCH",216.255617003528,2015-08-07 23:30:00
"8256","FRCH",216.047573577831,2015-08-07 23:45:00
"8257","FRCH",215.986470781466,2015-08-08 00:00:00
"8258","FRCH",215.60149994514,2015-08-08 00:15:00
"8259","FRCH",215.362629890959,2015-08-08 00:30:00
"8260","FRCH",215.112853771409,2015-08-08 00:45:00
"8261","FRCH",216.189480862638,2015-08-08 01:00:00
"8262","FRCH",214.579531615772,2015-08-08 01:15:00
"8263","FRCH",214.298139123237,2015-08-08 01:30:00
"8264","FRCH",214.010147652441,2015-08-08 01:45:00
"8265","FRCH",213.711547570907,2015-08-08 02:00:00
"8266","FRCH",213.424033670716,2015-08-08 02:15:00
"8267","FRCH",213.130731234434,2015-08-08 02:30:00
"8268","FRCH",212.84046996919,2015-08-08 02:45:00
"8269","FRCH",212.555653475968,2015-08-08 03:00:00
"8270","FRCH",212.278685355756,2015-08-08 03:15:00
"8271","FRCH",212.01196920954,2015-08-08 03:30:00
"8272","FRCH",211.757908638307,2015-08-08 03:45:00
"8273","FRCH",209.55657034367,2015-08-08 04:00:00
"8274","FRCH",211.297368624736,2015-08-08 04:15:00
"8275","FRCH",211.091765461717,2015-08-08 04:30:00
"8276","FRCH",210.900570432319,2015-08-08 04:45:00
"8277","FRCH",212.193955346598,2015-08-08 05:00:00
"8278","FRCH",210.555295487712,2015-08-08 05:15:00
"8279","FRCH",210.401109013903,2015-08-08 05:30:00
"8280","FRCH",210.261117556513,2015-08-08 05:45:00
"8281","FRCH",209.048721205362,2015-08-08 06:00:00
"8282","FRCH",210.029402743258,2015-08-08 06:15:00
"8283","FRCH",209.938341407492,2015-08-08 06:30:00
"8284","FRCH",209.862799128344,2015-08-08 06:45:00
"8285","FRCH",209.880557599807,2015-08-08 07:00:00
"8286","FRCH",209.755236768036,2015-08-08 07:15:00
"8287","FRCH",209.721856531919,2015-08-08 07:30:00
"8288","FRCH",209.701275042507,2015-08-08 07:45:00
"8289","FRCH",209.880557599807,2015-08-08 08:00:00
"8290","FRCH",209.696102655844,2015-08-08 08:15:00
"8291","FRCH",209.710684865641,2015-08-08 08:30:00
"8292","FRCH",209.736412036245,2015-08-08 08:45:00
"8293","FRCH",208.864170130469,2015-08-08 09:00:00
"8294","FRCH",209.820399336027,2015-08-08 09:15:00
"8295","FRCH",209.876387831912,2015-08-08 09:30:00
"8296","FRCH",209.938978022017,2015-08-08 09:45:00
"8297","FRCH",209.880557599807,2015-08-08 10:00:00
"8298","FRCH",210.075778875549,2015-08-08 10:15:00
"8299","FRCH",210.145645702151,2015-08-08 10:30:00
"8300","FRCH",210.213426549318,2015-08-08 10:45:00
"8301","FRCH",210.901788610181,2015-08-08 11:00:00
"8302","FRCH",210.333539567375,2015-08-08 11:15:00
"8303","FRCH",210.382528289167,2015-08-08 11:30:00
"8304","FRCH",210.422744133331,2015-08-08 11:45:00
"8305","FRCH",212.193955346598,2015-08-08 12:00:00
"8306","FRCH",210.472674130358,2015-08-08 12:15:00
"8307","FRCH",210.483783925478,2015-08-08 12:30:00
"8308","FRCH",210.488912127478,2015-08-08 12:45:00
"8309","FRCH",209.928536481037,2015-08-08 13:00:00
"8310","FRCH",210.490989379559,2015-08-08 13:15:00
"8311","FRCH",210.491695526516,2015-08-08 13:30:00
"8312","FRCH",210.493934274113,2015-08-08 13:45:00
"8313","FRCH",208.653812663053,2015-08-08 14:00:00
"8314","FRCH",210.5082723313,2015-08-08 14:15:00
"8315","FRCH",210.51930672776,2015-08-08 14:30:00
"8316","FRCH",210.529743898594,2015-08-08 14:45:00
"8317","FRCH",212.047269788957,2015-08-08 15:00:00
"8318","FRCH",210.539304150781,2015-08-08 15:15:00
"8319","FRCH",210.536690967574,2015-08-08 15:30:00
"8320","FRCH",210.530008029625,2015-08-08 15:45:00
"8321","FRCH",209.785011754401,2015-08-08 16:00:00
"8322","FRCH",210.507010243873,2015-08-08 16:15:00
"8323","FRCH",210.49051195724,2015-08-08 16:30:00
"8324","FRCH",210.469577038206,2015-08-08 16:45:00
"8325","FRCH",211.063281569692,2015-08-08 17:00:00
"8326","FRCH",210.411086193245,2015-08-08 17:15:00
"8327","FRCH",210.373116494212,2015-08-08 17:30:00
"8328","FRCH",210.329882616567,2015-08-08 17:45:00
"8329","FRCH",211.38130218266,2015-08-08 18:00:00
"8330","FRCH",210.229278342707,2015-08-08 18:15:00
"8331","FRCH",210.174938463616,2015-08-08 18:30:00
"8332","FRCH",210.12139544016,2015-08-08 18:45:00
"8333","FRCH",207.936411143499,2015-08-08 19:00:00
"8334","FRCH",210.027166011378,2015-08-08 19:15:00
"8335","FRCH",209.987436124163,2015-08-08 19:30:00
"8336","FRCH",209.950416128802,2015-08-08 19:45:00
"8337","FRCH",209.827657046666,2015-08-08 20:00:00
"8338","FRCH",209.877865834856,2015-08-08 20:15:00
"8339","FRCH",209.838841692539,2015-08-08 20:30:00
"8340","FRCH",209.795539754613,2015-08-08 20:45:00
"8341","FRCH",210.531965681728,2015-08-08 21:00:00
"8342","FRCH",209.688767095791,2015-08-08 21:15:00
"8343","FRCH",209.623202858268,2015-08-08 21:30:00
"8344","FRCH",209.54917379188,2015-08-08 21:45:00
"8345","FRCH",211.694908885798,2015-08-08 22:00:00
"8346","FRCH",209.374682502141,2015-08-08 22:15:00
"8347","FRCH",209.278165017307,2015-08-08 22:30:00
"8348","FRCH",209.181072180641,2015-08-08 22:45:00
"8349","FRCH",207.187728082607,2015-08-08 23:00:00
"8350","FRCH",209.001978076251,2015-08-08 23:15:00
"8351","FRCH",208.924579810145,2015-08-08 23:30:00
"8352","FRCH",208.855812195442,2015-08-08 23:45:00
"8353","FRCH",209.313195062963,2015-08-09 00:00:00
"8354","FRCH",208.745763302282,2015-08-09 00:15:00
"8355","FRCH",208.70631510403,2015-08-09 00:30:00
"8356","FRCH",208.679163717594,2015-08-09 00:45:00
"8357","FRCH",207.618599202539,2015-08-09 01:00:00
"8358","FRCH",208.667489318958,2015-08-09 01:15:00
"8359","FRCH",208.683737652782,2015-08-09 01:30:00
"8360","FRCH",208.713825490467,2015-08-09 01:45:00
"8361","FRCH",207.426333081916,2015-08-09 02:00:00
"8362","FRCH",208.812867122726,2015-08-09 02:15:00
"8363","FRCH",208.877828889073,2015-08-09 02:30:00
"8364","FRCH",208.948646102831,2015-08-09 02:45:00
"8365","FRCH",209.562188928882,2015-08-09 03:00:00
"8366","FRCH",209.09453131437,2015-08-09 03:15:00
"8367","FRCH",209.164023651364,2015-08-09 03:30:00
"8368","FRCH",209.228220114193,2015-08-09 03:45:00
"8369","FRCH",210.067306782483,2015-08-09 04:00:00
"8370","FRCH",209.331738332416,2015-08-09 04:15:00
"8371","FRCH",209.368133902614,2015-08-09 04:30:00
"8372","FRCH",209.393381228259,2015-08-09 04:45:00
"8373","FRCH",210.633885723953,2015-08-09 05:00:00
"8374","FRCH",209.407713490053,2015-08-09 05:15:00
"8375","FRCH",209.397897675464,2015-08-09 05:30:00
"8376","FRCH",209.379132114846,2015-08-09 05:45:00
"8377","FRCH",209.726876949114,2015-08-09 06:00:00
"8378","FRCH",209.321866408408,2015-08-09 06:15:00
"8379","FRCH",209.287672141934,2015-08-09 06:30:00
"8380","FRCH",209.253139888125,2015-08-09 06:45:00
"8381","FRCH",207.75941061519,2015-08-09 07:00:00
"8382","FRCH",209.193170283004,2015-08-09 07:15:00
"8383","FRCH",209.169859937816,2015-08-09 07:30:00
"8384","FRCH",209.150465617543,2015-08-09 07:45:00
"8385","FRCH",209.642032177997,2015-08-09 08:00:00
"8386","FRCH",209.121824211736,2015-08-09 08:15:00
"8387","FRCH",209.112793212237,2015-08-09 08:30:00
