Site,Day,Q
FRCH,2018-05-29T08:00:00Z,763.7970051349912
FRCH,2018-05-30T08:00:00Z,763.3288673586252
FRCH,2018-05-31T08:00:00Z,743.5836531266938
FRCH,2018-06-01T08:00:00Z,717.3402728975192
FRCH,2018-06-02T08:00:00Z,687.4209018923524
FRCH,2018-06-03T08:00:00Z,666.6836671434415
FRCH,2018-06-04T08:00:00Z,646.6338498594096
FRCH,2018-06-05T08:00:00Z,633.9886388144936
FRCH,2018-06-06T08:00:00Z,623.7903362324923
FRCH,2018-06-07T08:00:00Z,606.5765005954518
FRCH,2018-06-08T08:00:00Z,598.7757309553263
FRCH,2018-06-09T08:00:00Z,574.189468411384
FRCH,2018-06-10T08:00:00Z,560.7700329947778
FRCH,2018-06-11T08:00:00Z,576.8024753080514
FRCH,2018-06-12T08:00:00Z,544.7818566238335
FRCH,2018-06-13T08:00:00Z,526.3644364365449
FRCH,2018-06-14T08:00:00Z,518.6666383869793
FRCH,2018-06-15T08:00:00Z,507.067046879152
FRCH,2018-06-16T08:00:00Z,503.0837456504817
FRCH,2018-06-17T08:00:00Z,488.3874020162278
FRCH,2018-06-18T08:00:00Z,474.7749635531527
FRCH,2018-06-19T08:00:00Z,465.253118292005
FRCH,2018-06-20T08:00:00Z,456.0445317986105
FRCH,2018-06-21T08:00:00Z,448.2412965165552
FRCH,2018-06-22T08:00:00Z,441.74506334642166
FRCH,2018-06-23T08:00:00Z,428.2344002407511
FRCH,2018-06-24T08:00:00Z,421.23991896547795
FRCH,2018-06-25T08:00:00Z,410.62106819780246
FRCH,2018-06-26T08:00:00Z,409.7480987275164
FRCH,2018-06-27T08:00:00Z,414.0322828338379
FRCH,2018-06-28T08:00:00Z,398.28319652618757
FRCH,2018-06-29T08:00:00Z,399.5224823531116
FRCH,2018-06-30T08:00:00Z,402.6182877302629
FRCH,2018-07-01T08:00:00Z,566.1039263440131
FRCH,2018-07-02T08:00:00Z,947.9164107489556
FRCH,2018-07-03T08:00:00Z,687.4504717423239
FRCH,2018-07-04T08:00:00Z,550.0691076039444
FRCH,2018-07-05T08:00:00Z,505.0475695091288
FRCH,2018-07-06T08:00:00Z,479.2049063781851
FRCH,2018-07-07T08:00:00Z,442.0563707164262
FRCH,2018-07-08T08:00:00Z,423.2755397672945
FRCH,2018-07-09T08:00:00Z,407.59402313548344
