"Site","DateTime","MeanDischarge"
"FRCH",2020-06-11 06:30:00,432.05886722375
"FRCH",2020-06-11 06:45:00,428.284142692268
"FRCH",2020-06-11 07:00:00,429.022363437412
"FRCH",2020-06-11 07:15:00,427.340461559405
"FRCH",2020-06-11 07:30:00,426.013733252985
"FRCH",2020-06-11 07:45:00,427.135001171671
"FRCH",2020-06-11 08:00:00,424.509418160786
"FRCH",2020-06-11 08:15:00,425.630686079472
"FRCH",2020-06-11 08:30:00,422.622055895044
"FRCH",2020-06-11 08:45:00,423.388150242114
"FRCH",2020-06-11 09:00:00,421.855961547975
"FRCH",2020-06-11 09:15:00,420.912280415097
"FRCH",2020-06-11 09:30:00,420.351646455747
"FRCH",2020-06-11 09:45:00,420.174059669953
"FRCH",2020-06-11 10:00:00,417.13755588363
"FRCH",2020-06-11 10:15:00,418.819457761638
"FRCH",2020-06-11 10:30:00,418.997044547446
"FRCH",2020-06-11 10:45:00,418.641870975829
"FRCH",2020-06-11 11:00:00,419.174631333255
"FRCH",2020-06-11 11:15:00,419.380091720988
"FRCH",2020-06-11 11:30:00,418.258823802302
"FRCH",2020-06-11 11:45:00,422.949355864737
"FRCH",2020-06-11 12:00:00,422.743895477033
"FRCH",2020-06-11 12:15:00,423.89303699763
"FRCH",2020-06-11 12:30:00,425.602812477548
"FRCH",2020-06-11 12:45:00,426.163446436869
"FRCH",2020-06-11 13:00:00,425.985859651089
"FRCH",2020-06-11 13:15:00,425.630686079472
"FRCH",2020-06-11 13:30:00,425.070052120136
"FRCH",2020-06-11 13:45:00,425.042178518212
"FRCH",2020-06-11 14:00:00,424.659131344684
"FRCH",2020-06-11 14:15:00,426.163446436869
"FRCH",2020-06-11 14:30:00,425.21976530402
"FRCH",2020-06-11 14:45:00,428.256269090343
"FRCH",2020-06-11 15:00:00,425.042178518212
"FRCH",2020-06-11 15:15:00,426.72408039622
"FRCH",2020-06-11 15:30:00,425.24763890593
"FRCH",2020-06-11 15:45:00,426.368906824617
"FRCH",2020-06-11 16:00:00,428.611442661975
"FRCH",2020-06-11 16:15:00,429.732710580662
"FRCH",2020-06-11 16:30:00,428.994489835517
"FRCH",2020-06-11 16:45:00,428.256269090343
"FRCH",2020-06-11 17:00:00,428.639316263885
"FRCH",2020-06-11 17:15:00,429.760584182572
"FRCH",2020-06-11 17:30:00,428.994489835517
