"FRCH","MOOS","POKE","STRT","VAUL"
NA,NA,926.811754783591,NA,NA
NA,NA,856.864425349192,NA,NA
NA,NA,776.201607602298,NA,NA
NA,NA,673.063337713938,NA,NA
NA,NA,613.541578263103,NA,NA
NA,NA,692.393595890194,NA,NA
NA,NA,629.792138783051,NA,NA
429.936886044834,NA,624.053871297205,NA,NA
421.29858731221,NA,671.153928535718,NA,NA
410.003272212034,NA,557.057710147043,NA,NA
627.950875531296,NA,533.774634970854,NA,NA
588.47788835752,982.448757448923,550.384990771327,NA,NA
522.34965687378,927.07863459725,509.420292956179,NA,366.748245308298
458.609528605383,859.312469936194,472.880209677879,1301.43987348647,169.23339874063
393.155511987817,760.911166444062,411.025533731044,1274.44964625352,84.9726382007818
419.540622681165,821.289812647541,1181.31240221581,1376.96561411576,602.790659800163
480.938460371975,929.033878027453,1576.66068264676,1492.00261622072,825.88747979694
1422.29900121984,2427.89798958989,1771.43176978021,2194.08349301307,1207.64105752088
1795.72402886862,3467.73450200784,1329.73034130503,2491.66874675764,797.86134066044
1930.49057761304,3160.31103898538,1345.35550730942,2590.94911081918,846.109332953981
1833.68778063362,2709.33396020813,1638.80680204878,2531.68488864632,970.996142938282
1680.13247514515,2291.19584992053,1258.3242147885,2154.21784432441,593.363519960494
1626.40505404171,2053.78607558125,1159.74020934912,1919.47855091348,378.581546708186
1557.0149216992,1937.04470465491,1084.74704677481,1805.40470528873,252.144820115813
1437.20277263853,1713.33464794302,988.456151318985,1738.4653299142,195.126123251903
1462.52473980206,1785.90165510007,1112.56435485697,1689.99147018368,188.981159758735
1482.64916296754,1837.05752089939,1180.73191335729,1647.91357145455,167.938762515066
1404.65096337433,1674.08297056543,1113.6639339884,1602.31413184466,135.773434319381
1279.65295018976,1525.71189200682,987.265879657237,1562.73442023607,93.5609996407875
1188.77184940587,1427.06538054741,896.451061646226,1529.1894859488,60.4110185411428
1130.09216166159,1369.83587819697,1102.1116589624,1501.67932898283,38.0010478197655
1042.90190111003,1281.53842816012,1005.75533853789,1483.1536160588,18.7091446275626
984.490850471267,1233.62124283843,879.821341873536,1478.5184254978,4.99694122441482
1252.31036479777,1288.16306487338,833.214445206758,1456.07988937293,-5.92541228421093
1548.78061042139,1301.34191374203,724.567796386422,1440.81987888961,-10.0828356564483
1202.63586002539,1205.16906070458,809.853589131066,1462.8671326944,73.5761925532115
1110.20133597917,1183.4667902995,777.175270785263,1470.94861753616,290.436877491643
944.639119861498,1073.22630303387,661.219494607588,1418.90806896486,169.215164427594
890.199226434724,1064.87403050259,641.51651929356,1395.70201751982,88.8383125644377
887.139099406657,1124.44061745271,980.219900198151,1405.28843436191,250.759012325071
875.55266424696,1118.68179747031,858.050155458335,1392.40621643911,390.032695294854
820.190060762113,1046.52769716578,763.808578231226,1359.89968523206,277.344640731716
774.11933901574,997.513278029527,762.902919893353,1365.16694723321,233.983444331854
769.557806309191,1033.82593998547,830.65810525269,1364.6853689931,216.989064582197
812.855099794078,1082.88488643444,1073.99528118337,1377.68798147592,205.702024812841
776.787648409853,1055.39190807325,1105.23490907898,1362.74400671268,186.811276507438
872.749494450259,1022.79209355464,898.694116446363,1340.78704882791,143.705360490087
1038.03141713718,1201.65679829956,1162.07916820051,1434.2884740082,137.596865622994
891.722524361836,1253.56406582442,1096.12597600143,1428.22359804688,118.469071248107
753.472924061643,1056.53897113404,968.425105047476,1394.6636144396,114.421053754092
663.007316507174,977.029501818075,1033.00067936023,1381.20952235668,116.846217387899
635.782182846033,1059.2703048674,1059.75653661607,1368.13166327385,107.32790598305
634.938534979087,1012.33431546974,943.782950048359,1347.43884826936,81.2163697153489
717.884057839352,1110.04908309153,1238.58245433065,1377.47729099587,117.283840900762
740.3458922174,1194.68902899589,1321.02877603933,1382.26297475691,134.679375537215
682.239001204145,1115.30129980127,1167.86325475571,1359.55355087199,119.052569265263
607.339088629489,995.295064314606,1009.1441087205,1335.79067458683,83.9879852968322
573.414930632809,941.524361534173,910.11357695556,1315.98576946253,55.9436118472919
526.3195417155,819.081965280149,791.958924972687,1340.10982942776,61.395671445093
634.109329787587,973.809787622128,1074.04297152224,1438.27654380907,947.637987939027
703.893029642293,1183.36769488215,3335.26959473241,1504.16246678336,1917.44816107744
695.155519995894,1420.09437099205,2201.90750411608,1564.94667027655,938.283785351505
570.45602939815,1165.0700978114,1648.15425714967,1488.60146989999,576.587951967274
452.903805191566,908.548821479124,1388.71085059131,1420.62369144523,405.44068981037
471.828269167048,913.307809325209,1333.89926487428,1375.91216171554,319.611778349414
517.72477685252,976.699448994192,1380.59062206262,1371.51776027458,413.263210102858
563.754513644104,934.391109213766,1304.23303518483,1371.02113271447,431.898678025759
925.34968080888,1164.75563382357,1305.98140512395,1455.14683153273,399.338398369356
800.685207658392,1174.15353999602,1333.62609508012,1437.08764752881,342.714652966166
775.109779959738,1213.98443194807,1384.78391834203,1449.62373109153,377.560425178165
777.07863785113,1243.14383166908,1332.82910822712,1437.87021216897,352.925868266384
685.324735955121,1135.63317564226,1251.7227623515,1391.33771471888,259.712060025798
