"","Site","DateTime","MeanDischarge"
"1030","VAUL",2020-06-16 00:15:00,539.973451390804
"1031","VAUL",2020-06-16 00:30:00,541.723945442238
"1032","VAUL",2020-06-16 00:45:00,529.47048708197
"1033","VAUL",2020-06-16 01:00:00,529.47048708197
"1034","VAUL",2020-06-16 01:15:00,524.219004927552
"1035","VAUL",2020-06-16 01:30:00,520.718016824627
"1036","VAUL",2020-06-16 01:45:00,506.714064412925
"1037","VAUL",2020-06-16 02:00:00,510.21505251585
"1038","VAUL",2020-06-16 02:15:00,508.464558464417
"1039","VAUL",2020-06-16 02:30:00,506.714064412925
"1040","VAUL",2020-06-16 02:45:00,499.712088207016
"1041","VAUL",2020-06-16 03:00:00,492.710112001165
"1042","VAUL",2020-06-16 03:15:00,490.959617949673
"1043","VAUL",2020-06-16 03:30:00,487.458629846806
"1044","VAUL",2020-06-16 03:45:00,485.708135795314
"1045","VAUL",2020-06-16 04:00:00,482.207147692388
"1046","VAUL",2020-06-16 04:15:00,473.454677435046
"1047","VAUL",2020-06-16 04:30:00,475.205171486537
"1048","VAUL",2020-06-16 04:45:00,473.454677435046
"1049","VAUL",2020-06-16 05:00:00,471.704183383554
"1050","VAUL",2020-06-16 05:15:00,459.450725023285
"1051","VAUL",2020-06-16 05:30:00,459.450725023285
"1052","VAUL",2020-06-16 05:45:00,457.700230971852
"1053","VAUL",2020-06-16 06:00:00,422.690349942539
"1054","VAUL",2020-06-16 06:15:00,420.939855891047
"1055","VAUL",2020-06-16 06:30:00,406.935903479287
"1056","VAUL",2020-06-16 06:45:00,405.185409427853
"1057","VAUL",2020-06-16 07:00:00,399.933927273494
"1058","VAUL",2020-06-16 07:15:00,401.684421324928
"1059","VAUL",2020-06-16 07:30:00,398.183433222002
"1060","VAUL",2020-06-16 07:45:00,405.185409427853
"1061","VAUL",2020-06-16 08:00:00,385.929974861734
"1062","VAUL",2020-06-16 08:15:00,392.931951067643
"1063","VAUL",2020-06-16 08:30:00,387.680468913168
"1064","VAUL",2020-06-16 08:45:00,380.678492707317
"1065","VAUL",2020-06-16 09:00:00,378.927998655883
"1066","VAUL",2020-06-16 09:15:00,375.427010552899
"1067","VAUL",2020-06-16 09:30:00,368.425034347048
"1068","VAUL",2020-06-16 09:45:00,377.177504604391
"1069","VAUL",2020-06-16 10:00:00,382.428986758809
"1070","VAUL",2020-06-16 10:15:00,364.924046244123
"1071","VAUL",2020-06-16 10:30:00,368.425034347048
"1072","VAUL",2020-06-16 10:45:00,363.173552192689
