"","Site","DateTime","MeanDischarge"
"1","MOOS",2020-06-15 09:30:00,1017.36493065767
"2","MOOS",2020-06-15 09:45:00,1015.88180786716
"3","MOOS",2020-06-15 10:00:00,1018.14144132323
"4","MOOS",2020-06-15 10:15:00,1024.14383102585
"5","MOOS",2020-06-15 10:30:00,1028.64562330284
"6","MOOS",2020-06-15 10:45:00,1028.64562330284
"7","MOOS",2020-06-15 11:00:00,1023.41974426578
"8","MOOS",2020-06-15 11:15:00,1020.41854941445
"9","MOOS",2020-06-15 11:30:00,1015.17519574224
"10","MOOS",2020-06-15 11:45:00,1010.65592883009
"11","MOOS",2020-06-15 12:00:00,1006.17161118829
"12","MOOS",2020-06-15 12:15:00,1000.16922148564
"13","MOOS",2020-06-15 12:30:00,1000.15174685049
"14","MOOS",2020-06-15 12:45:00,998.686098695151
"15","MOOS",2020-06-15 13:00:00,995.684903843823
"16","MOOS",2020-06-15 13:15:00,992.666234357341
"17","MOOS",2020-06-15 13:30:00,993.407795752588
"18","MOOS",2020-06-15 13:45:00,990.424075536459
"19","MOOS",2020-06-15 14:00:00,989.665039506057
"20","MOOS",2020-06-15 14:15:00,988.164442080393
"21","MOOS",2020-06-15 14:30:00,986.681319289884
"22","MOOS",2020-06-15 14:45:00,987.422880685132
"23","MOOS",2020-06-15 15:00:00,986.646370019575
"24","MOOS",2020-06-15 15:15:00,985.904808624313
"25","MOOS",2020-06-15 15:30:00,985.904808624313
"26","MOOS",2020-06-15 15:45:00,983.662649803387
"27","MOOS",2020-06-15 16:00:00,980.678929587259
"28","MOOS",2020-06-15 16:15:00,979.919893556842
"29","MOOS",2020-06-15 16:30:00,980.661454952089
"30","MOOS",2020-06-15 16:45:00,978.419296131178
"31","MOOS",2020-06-15 17:00:00,977.677734735931
"32","MOOS",2020-06-15 17:15:00,977.642785465621
"33","MOOS",2020-06-15 17:30:00,971.692819668446
"34","MOOS",2020-06-15 17:45:00,973.917503854187
"35","MOOS",2020-06-15 18:00:00,969.43318621238
"36","MOOS",2020-06-15 18:15:00,967.932588786731
"37","MOOS",2020-06-15 18:30:00,964.172357905001
"38","MOOS",2020-06-15 18:45:00,964.172357905001
